horizon,candidate,reference,delta_rmse,ci_2_5,ci_97_5,improvement_probability,replicates,unit
osi_target_t24h,L1,L0,9.99752783850151e-06,-0.00025706336087708557,0.00023608879017530962,0.471,2000,county_full_trajectory
osi_target_t24h,L2,L0,-0.00010090797280622697,-0.0002323421658192286,1.1334674674063084e-05,0.9585,2000,county_full_trajectory
osi_target_t24h,L2,L1,-0.00011090550064472848,-0.00025423961575534256,5.453428458064584e-05,0.8975,2000,county_full_trajectory
osi_target_t48h,L1,L0,1.200426644425677e-05,-0.00012198903748205704,0.00011682969928111328,0.4675,2000,county_full_trajectory
osi_target_t48h,L2,L0,-4.818411526286148e-05,-9.101243395772669e-05,-1.4470003732615068e-05,0.9975,2000,county_full_trajectory
osi_target_t48h,L2,L1,-6.018838170711825e-05,-0.00015401566722644653,5.2624068010308414e-05,0.845,2000,county_full_trajectory
