comparison,horizon,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
G_minus_B,osi_target_t01h,34177,0.017107714939321023,0.005317616740693066,10.002716237281078,6.325545767391903e-05,0.016780375934590502,0.005269283220696893,9.623594401131854,9.550471461301873e-05,-0.00032733900473052094,-1.913399924487591,0.3791218361492241,754
G_minus_A,osi_target_t01h,34177,0.017218970139467167,0.005328790864185789,10.133238959652811,5.208133004586173e-05,0.016780375934590502,0.005269283220696893,9.623594401131854,9.550471461301873e-05,-0.00043859420487666473,-2.5471570095320306,0.5096445585209572,784
G_minus_C,osi_target_t01h,34177,0.016800214441568324,0.005235532145498745,9.646362734946184,-5.016527907135945e-05,0.016780375934590502,0.005269283220696893,9.623594401131854,9.550471461301873e-05,-1.9838506977822024e-05,-0.11808484377875406,0.022768333814330077,30392
G_minus_B,osi_target_t06h,32982,0.016296376970574414,0.005225002044269115,8.75909248387064,0.00010136850569480317,0.016296376970574414,0.005225002044269115,8.75909248387064,0.00010136850569480317,0.0,0.0,0.0,0
G_minus_A,osi_target_t06h,32982,0.016296376970574414,0.005225002044269115,8.75909248387064,0.00010136850569480317,0.016296376970574414,0.005225002044269115,8.75909248387064,0.00010136850569480317,0.0,0.0,0.0,0
G_minus_C,osi_target_t06h,32982,0.016296376970574414,0.005225002044269115,8.75909248387064,0.00010136850569480317,0.016296376970574414,0.005225002044269115,8.75909248387064,0.00010136850569480317,0.0,0.0,0.0,0
G_minus_B,osi_target_t24h,28680,0.011869221080777382,0.004206265141479865,4.040392771966138,6.098169963908785e-05,0.011869221080777382,0.004206265141479865,4.040392771966138,6.098169963908785e-05,0.0,0.0,0.0,0
G_minus_A,osi_target_t24h,28680,0.011869221080777382,0.004206265141479865,4.040392771966138,6.098169963908785e-05,0.011869221080777382,0.004206265141479865,4.040392771966138,6.098169963908785e-05,0.0,0.0,0.0,0
G_minus_C,osi_target_t24h,28680,0.011869221080777382,0.004206265141479865,4.040392771966138,6.098169963908785e-05,0.011869221080777382,0.004206265141479865,4.040392771966138,6.098169963908785e-05,0.0,0.0,0.0,0
G_minus_B,osi_target_t48h,22944,0.010763194705870784,0.0034636896019560417,2.657978890183669,-2.660872592556285e-05,0.010763194705870784,0.0034636896019560417,2.657978890183669,-2.660872592556285e-05,0.0,0.0,0.0,0
G_minus_A,osi_target_t48h,22944,0.010763194705870784,0.0034636896019560417,2.657978890183669,-2.660872592556285e-05,0.010763194705870784,0.0034636896019560417,2.657978890183669,-2.660872592556285e-05,0.0,0.0,0.0,0
G_minus_C,osi_target_t48h,22944,0.010763194705870784,0.0034636896019560417,2.657978890183669,-2.660872592556285e-05,0.010763194705870784,0.0034636896019560417,2.657978890183669,-2.660872592556285e-05,0.0,0.0,0.0,0
