comparison,horizon,model,fipsCode,countyName,fold,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions,fraction_of_net_sse_reduction
G_minus_B,osi_target_t01h,v18_rule,39117,Morrow County,4,143,0.049467221782080226,0.019994027754621065,0.3499218624097643,-0.017212059378916997,0.04363246610813674,0.01869800775473918,0.2722422701109113,-0.015916039379035112,-0.005834755673943488,-11.795195816024506,0.07767959229885302,4,0.7694180247819615
G_minus_B,osi_target_t01h,v18_rule,39075,Holmes County,3,143,0.013570669915981281,0.006831717621791496,0.026335320721498273,-0.0048276508068191,0.011686508162662828,0.006209471891464594,0.01953014964414584,-0.0042054050764921995,-0.0018841617533184533,-13.884073262290464,0.006805171077352432,4,0.0674053652147857
G_minus_B,osi_target_t01h,v18_rule,42053,Forest County,3,143,0.09526750288974153,0.0346571076860474,1.2978532862791086,-0.02652043058583366,0.09508783745392434,0.03465426344235957,1.2929626469279427,-0.026517586342145835,-0.0001796654358171973,-0.18859047457676636,0.004890639351165849,4,0.04844188747821895
G_minus_B,osi_target_t01h,v18_rule,39125,Paulding County,1,143,0.022116037177177535,0.012200874862097772,0.06994403136038874,0.0034617347828286974,0.021776105823366396,0.011989090043835509,0.06781042623075462,0.003673519601090961,-0.0003399313538111383,-1.5370355506633349,0.0021336051296341196,4,0.02113340448791188
G_minus_B,osi_target_t01h,v18_rule,39081,Jefferson County,4,143,0.011987116244380307,0.006772360378110589,0.020547806687448933,0.000761380832378597,0.011551696995767337,0.006539339886601949,0.019082163597928872,0.0005283603408699578,-0.0004354192486129699,-3.6323936444438765,0.0014656430895200606,4,0.014517226180015722
G_minus_B,osi_target_t01h,v18_rule,42021,Cambria County,2,143,0.01440549605089821,0.005761880301319259,0.02967511925555948,0.0046211717711853095,0.014071062589025955,0.005658733291323189,0.02831325674095287,0.004518024761189241,-0.0003344334618722543,-2.321568522809747,0.0013618625146066092,4,0.013489277363633697
G_minus_B,osi_target_t01h,v18_rule,39111,Monroe County,2,143,0.02511920575845465,0.013051160120987037,0.09022935320478812,0.012252891930634434,0.024950576874642118,0.012991682093719637,0.08902197395197192,0.012193413903367038,-0.00016862888381253063,-0.6713145528328357,0.001207379252816193,4,0.011959117348228831
G_minus_B,osi_target_t01h,v18_rule,39089,Licking County,1,143,0.0255806559944743,0.011644217744237758,0.09357490443839164,-0.011359845041426881,0.02541602365876247,0.01155326498248329,0.09237431898305665,-0.011268892279672413,-0.00016463233571182775,-0.6435813676841984,0.001200585455334996,4,0.011891824638727464
G_minus_B,osi_target_t01h,v18_rule,42063,Indiana County,2,143,0.008200622837197158,0.0049235241431637026,0.009616780733268219,-0.0007284385837104539,0.007681644133516014,0.004713914451938798,0.008438094892939282,-0.000918806638471173,-0.0005189787036811444,-6.328527893358437,0.0011786858403289371,4,0.011674908483238116
G_minus_B,osi_target_t01h,v18_rule,42121,Venango County,1,143,0.022392841955259195,0.008752280299222669,0.07170583002914996,-0.0069879840138051584,0.022216584408298042,0.008725543350163505,0.07058145705625751,-0.006961247064745996,-0.00017625754696115256,-0.7871155760993398,0.0011243729728924456,4,0.011136938368481904
G_minus_B,osi_target_t01h,v18_rule,39119,Muskingum County,1,143,0.028815581500698715,0.019757810962833352,0.11873829642294764,0.019734034739057126,0.028681984583838076,0.019531048707302583,0.11763984227245608,0.01950727248352636,-0.0001335969168606392,-0.46362734986763465,0.0010984541504915624,4,0.010880211877698602
G_minus_B,osi_target_t01h,v18_rule,42125,Washington County,4,143,0.0159403963166085,0.008319032968027825,0.03633576156646805,0.007820369174600002,0.01573342881247182,0.008225190082938228,0.035398331854187934,0.007726526289510404,-0.0002069675041366792,-1.2983836789618453,0.0009374297122801134,4,0.009285261369801723
G_minus_B,osi_target_t01h,v18_rule,42031,Clarion County,4,143,0.011847570572189825,0.006831322709627589,0.02007218477021162,0.0028745068769938553,0.011578781158827864,0.006768963452240975,0.019171748756735878,0.0029217128498704344,-0.00026878941336196116,-2.268730215398751,0.0009004360134757423,4,0.008918837991137078
G_minus_B,osi_target_t01h,v18_rule,39059,Guernsey County,0,143,0.014947913150611494,0.008707154157409861,0.03195193538082604,-0.007749432265172449,0.01477321777184157,0.008485023830159782,0.031209458756798546,-0.007396157481296887,-0.00017469537876992416,-1.1686940980305205,0.0007424766240274917,4,0.007354246856860073
G_minus_B,osi_target_t01h,v18_rule,39137,Putnam County,0,143,0.012071858847167763,0.0056067932474799164,0.02083935797170979,-0.002355591484989359,0.011909558957322831,0.00554357300688359,0.020282776021786634,-0.002292371244393032,-0.00016229988984493154,-1.344448207187321,0.0005565819499231545,4,0.005512956129991035
G_minus_B,osi_target_t01h,v18_rule,39097,Madison County,4,143,0.009513803095092395,0.0035351777300597345,0.01294328025450312,0.0009835038464491236,0.009318787911451699,0.003495346134671228,0.012418092563822421,0.000943672251060618,-0.00019501518364069617,-2.0498131156539534,0.0005251876906806983,4,0.005201995320066957
G_minus_B,osi_target_t01h,v18_rule,54103,Wetzel County,3,143,0.0117620143839702,0.00811980444112289,0.019783332478727232,0.006590487427942702,0.011610368429969438,0.008017778399063502,0.019276493676387233,0.006488461385883315,-0.00015164595400076267,-1.289285568358367,0.000506838802339999,4,0.005020249188216391
G_minus_B,osi_target_t01h,v18_rule,39161,Van Wert County,3,143,0.006850549271212282,0.0037790956406900064,0.006710993620374919,-0.001087811198549776,0.006593492023641261,0.0036410296382511347,0.006216801600412393,-0.0009497451961109037,-0.00025705724757102075,-3.7523596633519563,0.0004941920199625265,4,0.004894982538009398
G_minus_B,osi_target_t01h,v18_rule,39153,Summit County,0,143,0.005869268335152145,0.0024539933283062674,0.004926108442972808,0.0020883584007540326,0.005619144786997938,0.0023892716417444958,0.004515194703626192,0.002023636714192261,-0.00025012354815420745,-4.261579704171481,0.0004109137393466158,4,0.004070109385583261
G_minus_B,osi_target_t01h,v18_rule,39121,Noble County,1,143,0.008138973319557293,0.004820073658690902,0.00947273279759456,-0.0027861677005759995,0.007986454310472114,0.004662229774539192,0.009121033700815982,-0.002992553678636514,-0.00015251900908517906,-1.8739342555490146,0.00035169909677857693,4,0.003483587083205742
G_minus_B,osi_target_t01h,v18_rule,54069,Ohio County,3,143,0.008179273210236308,0.0053360103272217015,0.009566772965419579,0.003838616319081607,0.008038040117246363,0.005264641592787853,0.009239242716484056,0.00376724758464776,-0.0001412330929899449,-1.726719347303285,0.0003275302489355227,4,0.003244194127883381
G_minus_B,osi_target_t01h,v18_rule,42039,Crawford County,1,143,0.014273788827805976,0.007292672178411967,0.029134969792614214,-0.006820514570159697,0.01419392401002041,0.00725764861242142,0.028809849468719444,-0.00678549100416915,-7.986481778556563e-05,-0.5595208024234299,0.0003251203238947703,4,0.00322032376876004
G_minus_B,osi_target_t01h,v18_rule,42005,Armstrong County,3,143,0.016502664973768823,0.010018467189866527,0.03894432702681325,-0.009951892248888629,0.01644408071380375,0.009951245433907777,0.038668314044659216,-0.009884670492929877,-5.858425996507419e-05,-0.3549987838824542,0.0002760129821540308,4,0.002733914497466652
G_minus_B,osi_target_t01h,v18_rule,39171,Williams County,3,143,0.014224346479664092,0.008180338593868079,0.028933480686615113,0.008153765167294654,0.014157231276434718,0.008147801008047177,0.02866108923026798,0.008121227581473751,-6.711520322937384e-05,-0.47183329881148595,0.000272391456347134,4,0.0026980432068151876
G_minus_B,osi_target_t01h,v18_rule,54083,Randolph County,0,143,0.008487616103396977,0.005991893327455714,0.010301666677966047,0.005991893327455714,0.00838124935329883,0.005923829886070898,0.010045083723270603,0.005923829886070898,-0.00010636675009814689,-1.2531993530618846,0.0002565829546954442,4,0.002541459659507034
G_minus_B,osi_target_t01h,v18_rule,39093,Lorain County,3,143,0.003617914347518376,0.0017596557065430337,0.0018717705043150422,0.0004379693575010573,0.0033673665556933855,0.0016950877986635082,0.001621499525417534,0.0003734014496215316,-0.0002505477918249904,-6.925199652580161,0.00025027097889750833,4,0.0024789394040938104
G_minus_B,osi_target_t01h,v18_rule,18013,Brown County,1,143,0.029040645430954554,0.013527973143652507,0.12060034944763828,-0.008245865587655131,0.029011771952107804,0.013445112392466057,0.12036065638755859,-0.008328726338841583,-2.887347884674915e-05,-0.09942437028611639,0.00023969306007969038,3,0.0023741648917380135
G_minus_B,osi_target_t01h,v18_rule,42085,Mercer County,4,143,0.005394403063460927,0.0033704152549605257,0.004161240570783959,-0.0006392617988838447,0.005241160651968936,0.003329029213974181,0.003928176392103884,-0.0005978757578975004,-0.00015324241149199114,-2.8407668038375022,0.00023306417868007492,4,0.0023085056795554425
G_minus_B,osi_target_t01h,v18_rule,39159,Union County,3,143,0.007784481094684267,0.004726967516932494,0.008665534865630037,0.004545149335114312,0.007695294713489689,0.004678594270601861,0.008468111184027117,0.004496776088783678,-8.918638119457742e-05,-1.145694621257154,0.00019742368160292033,4,0.001955485792969909
G_minus_B,osi_target_t01h,v18_rule,42007,Beaver County,0,143,0.007248135212389454,0.004411253311591302,0.0075125713601624285,-0.004290033291937439,0.007163664752034473,0.004319570092068206,0.007338487253174381,-0.004170928302361665,-8.447046035498125e-05,-1.165409555420449,0.00017408410698804746,4,0.0017243068067268022
G_minus_B,osi_target_t01h,v18_rule,39039,Defiance County,1,143,0.009243399891516691,0.004980240771613128,0.012217983142292181,-0.004853045590668527,0.00919949336319374,0.004926433131050244,0.01210218697394073,-0.004799237950105643,-4.3906528322951166e-05,-0.4750040984729753,0.00011579616835145218,4,0.0011469635266302674
G_minus_B,osi_target_t01h,v18_rule,39049,Franklin County,1,143,0.005681226317545632,0.0029501221008148065,0.004615515543377754,-0.0011316663739368942,0.005614417539500351,0.00292424161910063,0.0045076008560224305,-0.0011057858922227173,-6.680877804528165e-05,-1.1759569908164513,0.00010791468735532345,4,0.0010688972886270143
G_minus_B,osi_target_t01h,v18_rule,39023,Clark County,1,143,0.002949874417945844,0.0017698076640799217,0.0012443515486761404,0.0007753641655579912,0.0028335664586643414,0.0016949829906124662,0.0011481611392204633,0.0008501888390254468,-0.00011630795928150271,-3.9428105336936414,9.619040945567717e-05,4,0.0009527680650230196
G_minus_B,osi_target_t01h,v18_rule,39077,Huron County,1,143,0.0050106106428791965,0.0030347379055776277,0.0035901893190784014,0.002850008360109132,0.004955653037757841,0.003010294586090379,0.0035118650753813083,0.0028255650406218834,-5.495760512135538e-05,-1.0968244998133758,7.832424369709316e-05,4,0.0007758033106830333
G_minus_B,osi_target_t01h,v18_rule,18089,Lake County,4,143,0.002666588801372231,0.0018684565683089454,0.001016829504491342,0.0008076570119802725,0.002585427732645409,0.001838242282144742,0.0009558744281846733,0.0008378712981444758,-8.116106872682171e-05,-3.0436289496549307,6.095507630666879e-05,4,0.0006037613358200304
G_minus_B,osi_target_t01h,v18_rule,39037,Darke County,0,143,0.0019769336632137367,0.0010960814155950975,0.0005588821393509187,0.0004427118103311628,0.001893166719033357,0.0010578607798236558,0.0005125234723259403,0.0004809324461026044,-8.376694418037959e-05,-4.237215731569188,4.635866702497847e-05,3,0.0004591835893867103
G_minus_B,osi_target_t01h,v18_rule,39065,Hardin County,3,143,0.0030448978549114125,0.001667567501995327,0.0013258106213987094,0.0004048578453252025,0.0029938249258843353,0.0016380690871905551,0.0012817072392190274,0.00043435626012997436,-5.107292902707715e-05,-1.6773281555142017,4.410338217968198e-05,4,0.00043684494471009117
G_minus_B,osi_target_t01h,v18_rule,39127,Perry County,0,143,0.01068360186977149,0.006627989496272103,0.016321926894385237,0.005596421488332241,0.01067029618794251,0.0065644908183670626,0.016281296565594124,0.005659920166237283,-1.3305681828980342e-05,-0.12454303325012406,4.0630328791112225e-05,4,0.000402444276540839
G_minus_B,osi_target_t01h,v18_rule,18009,Blackford County,0,143,0.006313173576272718,0.0036093058841331275,0.005699430966393172,0.00177291302281424,0.006291807674827843,0.003598639679381078,0.005660918665834224,0.0017835792275662896,-2.1365901444875095e-05,-0.3384336132492227,3.8512300558948484e-05,4,0.0003814651615558609
G_minus_B,osi_target_t01h,v18_rule,18127,Porter County,2,143,0.0029415573750715845,0.002155274091992115,0.0012373446500898381,0.0019674435868064235,0.0029026754135184508,0.0020973791966053673,0.001204850011542965,0.002030454261749166,-3.8881961553133716e-05,-1.3218155077524996,3.249463854687303e-05,4,0.0003218600904926223
G_minus_B,osi_target_t01h,v18_rule,39133,Portage County,0,143,0.005821157612332878,0.0034401201447232122,0.004845680260509806,-0.0023165865467193922,0.005802931995489903,0.003427043339314534,0.004815384823432101,-0.0023296633521280702,-1.822561684297532e-05,-0.31309265367359673,3.0295437077705253e-05,4,0.00030007695285726106
G_minus_B,osi_target_t01h,v18_rule,18035,Delaware County,1,143,0.0021313941608939063,0.0010454181190804137,0.0006496262728802472,-0.0008885956977400481,0.002088115353472448,0.0010157218298392325,0.0006235122793052535,-0.0008588994084988668,-4.3278807421458145e-05,-2.030539832355882,2.611399357499368e-05,4,0.00025865966544133306
G_minus_B,osi_target_t01h,v18_rule,42019,Butler County,1,143,0.0037039443090336227,0.002299180311733068,0.0019618460925524264,-0.0007057682096746204,0.0036806112040302414,0.002289505833834383,0.0019372065334383106,-0.0006361529429168589,-2.333310500338137e-05,-0.6299529111837288,2.463955911411581e-05,4,0.00024405536053980154
G_minus_B,osi_target_t01h,v18_rule,39147,Seneca County,4,143,0.0018836683652777336,0.0011621855092691109,0.0005073935309797768,0.0007912993738097584,0.0018431948154793455,0.0011239498306654877,0.0004858234992768212,0.000753063695206135,-4.0473549798388095e-05,-2.1486558114182985,2.1570031702955635e-05,4,0.00021365162581597985
G_minus_B,osi_target_t01h,v18_rule,39123,Ottawa County,0,143,0.0016384020808557576,0.0007051513519346416,0.00038386367713300415,0.00029172432134489626,0.0015917333863193508,0.0006949113140552724,0.0003623069697566844,0.0002814842834655271,-4.666869453640683e-05,-2.848427445357682,2.1556707376319732e-05,4,0.0002135196480753874
G_minus_B,osi_target_t01h,v18_rule,39045,Fairfield County,2,143,0.004320988589939077,0.0025772663211067297,0.0026699447623968683,0.00232885128439619,0.004304635454169604,0.002536587186508548,0.0026497737542410357,0.002254271072385528,-1.6353135769473122e-05,-0.37845820300358435,2.0171008155832598e-05,4,0.0001997942676296811
G_minus_B,osi_target_t01h,v18_rule,39069,Henry County,0,143,0.002716315337386064,0.0012825981666660493,0.0010551067687329834,-0.0008501344557058611,0.002693279073032775,0.0012705080186371147,0.0010372865596287885,-0.0008622246037347956,-2.3036264353288975e-05,-0.8480703266012135,1.7820209104194885e-05,4,0.00017650955269436463
G_minus_B,osi_target_t01h,v18_rule,42049,Erie County,0,143,0.007942690232202117,0.004327517520287234,0.009021344921834807,-0.002460314411609287,0.007934973212440112,0.004314672616371464,0.009003823383146328,-0.0024266372252103583,-7.717019762005367e-06,-0.09715876531000145,1.752153868847875e-05,4,0.00017355121583238666
G_minus_B,osi_target_t01h,v18_rule,42013,Blair County,0,143,0.0016291580084774602,0.0009429063836790025,0.00037954428177183286,1.461397564226536e-05,0.0015923464468048827,0.0009312251364749458,0.00036258611055125535,2.629522284632205e-05,-3.6811561672577464e-05,-2.2595452056231147,1.6958171220577507e-05,4,0.0001679710490015498
G_minus_B,osi_target_t01h,v18_rule,39163,Vinton County,2,143,0.0031034745114506945,0.001958761254238478,0.00137731222818105,0.0007872223655367235,0.003085882899651036,0.0019429764416005024,0.001361742277661292,0.0007714375528987474,-1.7591611799658638e-05,-0.5668360327997557,1.5569950519757954e-05,3,0.00015422069323916792
G_minus_B,osi_target_t01h,v18_rule,54093,Tucker County,2,143,0.005085780200750744,0.0038002932479414423,0.0036987179157998043,0.0036984260574323773,0.005075503004714727,0.0037898939813019498,0.003683784497374156,0.003688026790792885,-1.0277196036016789e-05,-0.20207707825241616,1.4933418425648257e-05,4,0.00014791582921933652
G_minus_B,osi_target_t01h,v18_rule,39099,Mahoning County,0,143,0.002122545520883927,0.001201854645227743,0.0006442435268160922,0.0005731201913397737,0.0020993876279273432,0.0011882723664479867,0.0006302622629580989,0.00058670247011953,-2.3157892956583888e-05,-1.091043406547998,1.398126385799333e-05,3,0.00013848471784179916
G_minus_B,osi_target_t01h,v18_rule,18085,Kosciusko County,3,143,0.004819558616956791,0.0039171030164857614,0.0033216247725063913,0.003828641642252193,0.004809677476135289,0.003893530562761069,0.0033080186316953677,0.0038050691885275004,-9.881140821501808e-06,-0.2050216961100304,1.360614081102364e-05,4,0.00013476911603046122
G_minus_B,osi_target_t01h,v18_rule,42015,Bradford County,4,143,0.003925291485626046,0.0025249385276958644,0.0022033315943393514,-8.690822094637392e-05,0.003914256869108157,0.0025167527591920466,0.002190961177742536,-9.509398945019184e-05,-1.1034616517889735e-05,-0.2811158498240762,1.2370416596815467e-05,4,0.00012252924123280046
G_minus_B,osi_target_t01h,v18_rule,39135,Preble County,0,143,0.005500177680800669,0.0027383869397054755,0.004326029496414028,-0.0027137105304236736,0.005492349422933512,0.002720092983966621,0.004313724012254525,-0.002687588906732893,-7.82825786715697e-06,-0.14232736325014983,1.2305484159503069e-05,4,0.00012188608405106638
G_minus_B,osi_target_t01h,v18_rule,42035,Clinton County,3,143,0.005187798824569427,0.0031598202025223255,0.0038485957001211614,0.0007942573717537015,0.005179591629176272,0.0031428725351831197,0.0038364282306397055,0.0008112050390929071,-8.207195393155307e-06,-0.15820188235299293,1.2167469481455875e-05,4,0.00012051904571021817
G_minus_B,osi_target_t01h,v18_rule,39151,Stark County,4,143,0.002814049489775222,0.0015187480700709893,0.0011323990579192988,-0.0011736383745094851,0.002800667400148753,0.0015015647967115359,0.0011216545177346042,-0.001176997825945418,-1.3382089626469158e-05,-0.4755456389481605,1.0744540184694533e-05,4,0.00010642490056194782
G_minus_B,osi_target_t01h,v18_rule,18183,Whitley County,1,143,0.002737055545446444,0.0007141225724101569,0.001071280647416856,-9.878320805616055e-06,0.002724097626112447,0.0006994266982082585,0.00106116122635258,-2.457419500751443e-05,-1.2957919333997023e-05,-0.4734255158085787,1.0119421064275951e-05,4,0.00010023308229087015
G_minus_B,osi_target_t01h,v18_rule,18039,Elkhart County,4,143,0.00213333861052811,0.0016099138936730172,0.0006508121086853109,0.0015689466760975394,0.002118743172404518,0.0015988328726384365,0.0006419373861773388,0.0015578656550629586,-1.4595438123592153e-05,-0.6841594696483266,8.874722507972149e-06,4,8.790431644261823e-05
G_minus_B,osi_target_t01h,v18_rule,39109,Miami County,1,143,0.0019199639610837814,0.001173208481436373,0.0005271354104960549,0.0005343769939155653,0.001903952434657696,0.0011546230470329713,0.0005183799869017723,0.0005400192295783631,-1.601152642608547e-05,-0.8339493214782667,8.755423594282528e-06,4,8.672265814842226e-05
G_minus_B,osi_target_t01h,v18_rule,54077,Preston County,0,143,0.004215197552441265,0.0019250024940473823,0.0025408083280732767,8.774821859438459e-07,0.004208603561179155,0.001916076637886772,0.002532865182729291,-8.048373974666997e-06,-6.593991262109772e-06,-0.15643374195571935,7.943145343985818e-06,4,7.86770246889651e-05
G_minus_B,osi_target_t01h,v18_rule,18181,White County,2,143,0.001856453178784769,0.0007638121989182578,0.0004928378319178705,0.00027654923298300855,0.0018415380892909399,0.0007581424353727205,0.0004849505424062336,0.00028221899652854576,-1.4915089493829125e-05,-0.8034185652660786,7.887289511636928e-06,3,7.812377147371786e-05
G_minus_B,osi_target_t01h,v18_rule,18159,Tipton County,0,143,0.004325140722928542,0.0018871108814392773,0.00267507844505828,0.001059016279057176,0.004319221563323395,0.0018733205958476262,0.002667761512570124,0.001045225993465525,-5.91915960514687e-06,-0.13685472876681093,7.316932488155969e-06,2,7.247437294522277e-05
G_minus_B,osi_target_t01h,v18_rule,18169,Wabash County,3,143,0.0016831344411932657,0.0005960865382165822,0.00040511064123972823,0.00025908959456684877,0.001668629845161433,0.0005858655185264305,0.00039815855510337594,0.00024886857487669715,-1.450459603183265e-05,-0.861760990497562,6.952086136352293e-06,4,6.886056201952056e-05
G_minus_B,osi_target_t01h,v18_rule,54097,Upshur County,3,143,0.0021624921103117404,0.001210940198274351,0.0006687212141839551,0.0002784680216248906,0.0021516301874292664,0.0011930534867006664,0.0006620202822743366,0.00025638550585540187,-1.0861922882474031e-05,-0.5022872837630032,6.700931909618484e-06,2,6.637287402669852e-05
G_minus_B,osi_target_t01h,v18_rule,18145,Shelby County,4,143,0.0013336107922280165,0.0005010223454951894,0.0002543280375560264,-0.00028354720964137597,0.0013162619132622208,0.0004800520723118648,0.00024775399567557527,-0.0003045174828247005,-1.7348878965795693e-05,-1.3008952137236074,6.574041880451115e-06,4,6.511602557117535e-05
G_minus_B,osi_target_t01h,v18_rule,18047,Franklin County,4,143,0.003133017406813968,0.0013443630146591195,0.0014036591242101027,0.0005386855286127294,0.003125761233458174,0.0013323554889097832,0.0013971648102683652,0.0005266780028633934,-7.256173355793885e-06,-0.2316033527299477,6.494313941737525e-06,3,6.432631863130185e-05
G_minus_B,osi_target_t01h,v18_rule,54095,Tyler County,4,143,0.01143336172066325,0.004847389541202074,0.018693211713680467,-0.002972598137885615,0.011431422156331458,0.004822097699530609,0.018686869989826004,-0.0029978899795570805,-1.939564331792515e-06,-0.01696407740067185,6.3417238544624666e-06,4,6.281491055000306e-05
G_minus_B,osi_target_t01h,v18_rule,18041,Fayette County,2,143,0.005062929384058546,0.0020156218367130964,0.0036655553145587727,-0.0014916613028071004,0.005058564540931773,0.002000602950779036,0.003659237755712436,-0.0015066801887411605,-4.364843126773016e-06,-0.086211811298742,6.3175588463368695e-06,3,6.257555562716432e-05
G_minus_B,osi_target_t01h,v18_rule,39143,Sandusky County,4,143,0.0017260068309370112,0.0010883117141533157,0.00042601124000309515,0.0008465423823274459,0.0017142432506865469,0.0010765556341165092,0.0004202240789209862,0.0008347863022906391,-1.1763580250464352e-05,-0.6815488814768011,5.787161082108959e-06,4,5.732195441706846e-05
G_minus_B,osi_target_t01h,v18_rule,18087,LaGrange County,2,143,0.0020548851375130645,0.0017953208967724159,0.0006038250687572083,0.0017761971264783581,0.0020454245681594406,0.0017818927713266538,0.0005982779179563235,0.0017627690010325963,-9.460569353623906e-06,-0.46039407171311053,5.5471508008847524e-06,4,5.494464744310254e-05
G_minus_B,osi_target_t01h,v18_rule,18149,Starke County,3,143,0.005505395798792347,0.0035683095180867133,0.004334241754894541,0.0034420509168312206,0.005501885637318531,0.003554913116925478,0.004328716615956867,0.003428654515669985,-3.5101614738160605e-06,-0.06375856708769057,5.525138937674014e-06,4,5.472661946674269e-05
G_minus_B,osi_target_t01h,v18_rule,18067,Howard County,2,143,0.0017147532179353413,0.0005405031905384785,0.000420474139574004,-3.388530011660312e-05,0.0017053161215343723,0.000531765733522688,0.00041585873963419993,-4.262275713239352e-05,-9.437096400968965e-06,-0.5503472046159308,4.615399939804062e-06,3,4.571563521601105e-05
G_minus_B,osi_target_t01h,v18_rule,42023,Cameron County,2,143,0.009088920976693192,0.004501209948128964,0.011813013286442015,0.0015530361400297255,0.009087328261697931,0.004499108679503673,0.011808873495827115,0.0015509348714044344,-1.5927149952608272e-06,-0.017523697250143577,4.139790614900163e-06,2,4.100471467039892e-05
G_minus_B,osi_target_t01h,v18_rule,18065,Henry County,3,143,0.002168768717974655,0.0009686588796847146,0.0006726087585453565,1.9050357280140544e-05,0.00216236141347445,0.0009587376011473095,0.0006686403841951006,9.12907874273545e-06,-6.407304500205373e-06,-0.29543512164768027,3.968374350255899e-06,2,3.93068328992038e-05
G_minus_B,osi_target_t01h,v18_rule,42057,Fulton County,4,143,0.003048642598308817,0.001965404802174403,0.0013290737019879084,0.0011743481915904308,0.003044497922644814,0.001962416827617942,0.001325462366941368,0.0011737256857717792,-4.144675664002808e-06,-0.13595151056086108,3.6113350465403603e-06,4,3.5770350951957624e-05
G_minus_B,osi_target_t01h,v18_rule,42081,Lycoming County,0,143,0.0027444594675726497,0.001623354830837025,0.001077084260988329,0.0016009772084594025,0.002740881605962934,0.0016207882750550386,0.001074277772840551,0.0015984106526774162,-3.5778616097156997e-06,-0.13036671344540673,2.8064881477777876e-06,2,2.7798325188545763e-05
G_minus_B,osi_target_t01h,v18_rule,18131,Pulaski County,4,143,0.017575016910751317,0.0044812873675965075,0.04417001437608685,-0.0029877960498182407,0.01757449706901433,0.004476868301907394,0.04416740145371744,-0.0029922151155073536,-5.19841736986576e-07,-0.002957844875062232,2.6129223694090764e-06,3,2.5881052009705507e-05
G_minus_B,osi_target_t01h,v18_rule,39131,Pike County,3,143,0.005469324506010895,0.002083345304396301,0.004277632008943338,-0.0014487295387336956,0.005467754723146272,0.0020783051923711996,0.004275176864885836,-0.0014436894267085942,-1.5697828646228304e-06,-0.02870158577896742,2.4551440575022038e-06,3,2.4318254452352587e-05
G_minus_B,osi_target_t01h,v18_rule,54071,Pendleton County,0,143,0.006433592403427043,0.0043147604141779835,0.005918928903521083,0.004297977197394767,0.006432284901569489,0.004309299282758205,0.005916523334859111,0.004285523058981981,-1.3075018575536487e-06,-0.0203230446625291,2.4055686619721406e-06,4,2.382720909825527e-05
G_minus_B,osi_target_t01h,v18_rule,18059,Hancock County,3,143,0.001166791794824792,0.0003684387001700024,0.0001946806422232757,0.0001947458340239661,0.0011598854420783152,0.0003573482834640649,0.00019238279614056485,0.00017526380892642023,-6.906352746476876e-06,-0.5919096086473563,2.2978460827108456e-06,3,2.2760214644412496e-05
G_minus_B,osi_target_t01h,v18_rule,54075,Pocahontas County,4,143,0.0034277248638586804,0.0022326472668881977,0.0016801495771510463,0.0018098913297311338,0.003425650729819642,0.002231140405700027,0.0016781168579480799,0.0018083844685429628,-2.0741340390384617e-06,-0.060510517075273995,2.0327192029663977e-06,1,2.0134127224376054e-05
G_minus_B,osi_target_t01h,v18_rule,39113,Montgomery County,4,143,0.0012898320676212392,0.0006477005803001392,0.00023790434706096356,-0.0005642339651397368,0.0012847803757659762,0.0006397567181847412,0.00023604446779533088,-0.0005520623853380676,-5.051691855263024e-06,-0.39165500549072085,1.8598792656326847e-06,4,1.8422143944712172e-05
G_minus_B,osi_target_t01h,v18_rule,54031,Hardy County,4,143,0.0020291594163731083,0.001345555401813714,0.0005888007749989583,0.0010971965081639577,0.0020261153161037684,0.0013426061534105034,0.0005870354882034891,0.0010879246147141987,-3.04410026933993e-06,-0.15001779775296598,1.7652867954692439e-06,4,1.7485203502589437e-05
G_minus_B,osi_target_t01h,v18_rule,18069,Huntington County,0,143,0.0010085021388563764,0.0005046825106802173,0.0001454419486631377,-0.0001379387742153211,0.0010027426005879564,0.0004988871216328104,0.00014378545939384738,-0.0001268837032617092,-5.75953826842e-06,-0.5710982700494083,1.6564892692903105e-06,4,1.6407561676513646e-05
