comparison,horizon,model,window,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
G_minus_B,osi_target_t01h,C1_component_osi,first_four_target_hours,956,0.0295791865696395,0.008854293317505832,0.8364314338841938,-0.0008063834675021734,0.02773666780912284,0.008271952358112192,0.7354725405428715,-0.0005143081027053437,-0.001842518760516658,-6.2291055779331135,0.10095889334132235,607
G_minus_B,osi_target_t01h,C1_component_osi,later_target_hours,33221,0.010954049684459252,0.0033854616823680676,3.986227804349062,-8.597024715549987e-05,0.010954049684459252,0.0033854616823680676,3.986227804349062,-8.597024715549987e-05,0.0,0.0,0.0,0
G_minus_B,osi_target_t01h,C1_component_osi,changed_predictions,607,0.037091224148409194,0.013551542870746423,0.8350856576583127,-0.0014639266717558883,0.03477692536136237,0.01263437984409021,0.7341267643169901,-0.0010039200016640113,-0.002314298787046823,-6.239478044150992,0.10095889334132258,607
G_minus_A,osi_target_t01h,C1_component_osi,first_four_target_hours,956,0.029981630423492518,0.008922195022052718,0.8593466436854529,-0.000910959623174227,0.02773666780912284,0.008271952358112192,0.7354725405428715,-0.0005143081027053437,-0.0022449626143696763,-7.487793634500295,0.1238741031425814,628
G_minus_A,osi_target_t01h,C1_component_osi,later_target_hours,33221,0.010954049684459252,0.0033854616823680676,3.986227804349062,-8.597024715549987e-05,0.010954049684459252,0.0033854616823680676,3.986227804349062,-8.597024715549987e-05,0.0,0.0,0.0,0
G_minus_A,osi_target_t01h,C1_component_osi,changed_predictions,628,0.03697265369269486,0.01330185589505134,0.8584616320382042,-0.001563138503544335,0.034201247995993896,0.012311996043574993,0.7345875288956232,-0.0009593186730216403,-0.0027714056967009654,-7.495825752016671,0.12387410314258107,628
G_minus_C,osi_target_t01h,C1_component_osi,first_four_target_hours,956,0.027733681893275755,0.008259843122137431,0.7353141984576854,-0.0005264983991909509,0.02773666780912284,0.008271952358112192,0.7354725405428715,-0.0005143081027053437,2.985915847086157e-06,0.010766388172256391,-0.0001583420851860584,38
G_minus_C,osi_target_t01h,C1_component_osi,later_target_hours,33221,0.010944635628997003,0.0033719375717289578,3.979379114540235,-0.00011967308812174344,0.010954049684459252,0.0033854616823680676,3.986227804349062,-8.597024715549987e-05,9.414055462248633e-06,0.08601524784714876,-0.006848689808827135,16475
G_minus_C,osi_target_t01h,C1_component_osi,changed_predictions,16513,0.015097718923536911,0.006404676063777081,3.763991659970079,0.0001275666146258366,0.01511176531612991,0.006432585039077374,3.770998691864091,0.00019607603164151037,1.4046392592998239e-05,0.0930365220344731,-0.0070070318940120835,16513
G_minus_B,osi_target_t01h,C3_aligned_component,first_four_target_hours,956,0.0295791865696395,0.008854293317505832,0.8364314338841938,-0.0008063834675021734,0.02773666780912284,0.008271952358112192,0.7354725405428715,-0.0005143081027053437,-0.001842518760516658,-6.2291055779331135,0.10095889334132235,607
