domain,mode,horizon,comparison,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
OSI,C3_aligned_component,osi_target_t06h,F2_minus_F0,32982,0.01043484686574168,0.0032513279861607985,3.5912790121548,-0.00017562574910613557,0.0103282666639301,0.003209718940664248,3.51829192962018,-0.00016407242957993933,-0.00010658020181158155,-1.021387311025057,0.07298708253461994,16065
OSI,v18_rule,osi_target_t06h,F2_minus_F0,32982,0.01043484686574168,0.0032513279861607985,3.5912790121548,-0.00017562574910613557,0.0103282666639301,0.003209718940664248,3.51829192962018,-0.00016407242957993933,-0.00010658020181158155,-1.021387311025057,0.07298708253461994,16065
P,raw,osi_target_t06h,F2_minus_F0,32982,0.016787744157897095,0.005255785067165149,9.295262768692865,-5.740320283136958e-05,0.016787744157897095,0.005255785067165149,9.295262768692865,-5.740320283136958e-05,0.0,0.0,0.0,0
P,aligned,osi_target_t06h,F2_minus_F0,32982,0.015999705345922557,0.005011656310004389,8.443081017878502,-1.169183079596e-05,0.01578308586064052,0.004918959308362286,8.216007471996456,1.5318142351598053e-05,-0.000216619485282038,-1.3538967162119775,0.2270735458820461,31659
OSI,C0_direct_osi,osi_target_t24h,F2_minus_F0,28680,0.00865942183518786,0.0029175849835404396,2.150586621385807,-0.00012945774455302454,0.00865942183518786,0.0029175849835404396,2.150586621385807,-0.00012945774455302454,0.0,0.0,0.0,0
OSI,C1_component_osi,osi_target_t24h,F2_minus_F0,28680,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.0,0.0,0.0,0
OSI,C2_equal_blend,osi_target_t24h,F2_minus_F0,28680,0.00866343794071386,0.0029172561365550147,2.1525819014005796,-0.00012246009912659733,0.00866343794071386,0.0029172561365550147,2.1525819014005796,-0.00012246009912659733,0.0,0.0,0.0,0
OSI,C3_aligned_component,osi_target_t24h,F2_minus_F0,28680,0.008448385469916156,0.002744728452506925,2.0470412249449694,-0.00017786912634180097,0.00838868297077368,0.002721665994018366,2.0182116569053745,-0.00017347182954371765,-5.9702499142475635e-05,-0.7066734745362901,0.02882956803959491,13347
OSI,v18_rule,osi_target_t24h,F2_minus_F0,28680,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.0,0.0,0.0,0
P,raw,osi_target_t24h,F2_minus_F0,28680,0.013919720788472166,0.0046269008597546344,5.556997417456413,0.00012435944663945724,0.013919720788472166,0.0046269008597546344,5.556997417456413,0.00012435944663945724,0.0,0.0,0.0,0
P,aligned,osi_target_t24h,F2_minus_F0,28680,0.01356959863965695,0.004306646154289824,5.280963327682771,9.726373453214323e-06,0.013425992891076604,0.0042521451314151415,5.169778936990349,2.0271788351055514e-05,-0.00014360574858034506,-1.0582903178923742,0.11118439069242214,27653
OSI,C0_direct_osi,osi_target_t48h,F2_minus_F0,22944,0.007941008803189471,0.0022665477750623154,1.4468399399181604,-0.0002814420207812377,0.007941008803189471,0.0022665477750623154,1.4468399399181604,-0.0002814420207812377,0.0,0.0,0.0,0
OSI,C1_component_osi,osi_target_t48h,F2_minus_F0,22944,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.0,0.0,0.0,0
OSI,C2_equal_blend,osi_target_t48h,F2_minus_F0,22944,0.007904265788718098,0.002243387831819192,1.4334818707611976,-0.00029383923575625377,0.007904265788718098,0.002243387831819192,1.4334818707611976,-0.00029383923575625377,0.0,0.0,0.0,0
OSI,C3_aligned_component,osi_target_t48h,F2_minus_F0,22944,0.007997256713663211,0.0022688310906422214,1.467409101280443,-0.0002030595842999163,0.007972240053111607,0.002258980026770279,1.4582428934400418,-0.0002037982823722185,-2.5016660551603967e-05,-0.3128155247144049,0.009166207840401341,9311
OSI,v18_rule,osi_target_t48h,F2_minus_F0,22944,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.0,0.0,0.0,0
P,raw,osi_target_t48h,F2_minus_F0,22944,0.012620150671943798,0.0034690336986761025,3.6542496492319367,-0.00017162511786081785,0.012620150671943798,0.0034690336986761025,3.6542496492319367,-0.00017162511786081785,0.0,0.0,0.0,0
P,aligned,osi_target_t48h,F2_minus_F0,22944,0.012763457631427107,0.0035356143487526486,3.737711838672684,-1.8277874114186003e-05,0.012704781388462498,0.0035143504929610733,3.703424770631128,-1.9696632546300602e-05,-5.867624296460906e-05,-0.45972059185696024,0.034287068041556346,22122
