case,space,horizon,n,P_weighted_rmse,other_weighted_rmse,two_mean_P_other_product,P_other_covariance,official_truth_rounding_rmse,linear_osi_rmse,postprocessed_osi_rmse,postprocessing_mse_change
F0,raw,osi_target_t01h,34177,0.007323806130805913,0.004662540491048039,5.250282948404791e-05,2.6251396193925056e-05,2.423938157445867e-05,0.011308591514561603,0.011312143773707869,8.035471382299717e-08
F0,aligned,osi_target_t01h,34177,0.007152520727919952,0.004721764218438741,5.6564023320094597e-05,2.8282028954586715e-05,2.423938157445867e-05,0.011402711731435313,0.01140564895985692,6.699336527272504e-08
F2,raw,osi_target_t01h,34177,0.007155755790994687,0.004662540491048039,4.959800055494325e-05,2.4799099034095592e-05,2.423938157445867e-05,0.01107009758683319,0.011074730688339226,1.0259923723256832e-07
F2,aligned,osi_target_t01h,34177,0.007060691017389145,0.004721764218438741,5.50118707008559e-05,2.750594004878378e-05,2.423938157445867e-05,0.011276743065538084,0.011279784035266497,6.859371609165758e-08
F0,raw,osi_target_t06h,32982,0.0067150976631588375,0.004562221288660437,5.4271027650580565e-05,2.7135948691746597e-05,2.415995982099207e-05,0.01096267771250578,0.010966347987999515,8.04855656300345e-08
F0,aligned,osi_target_t06h,32982,0.0063998821383690245,0.004407168682501191,4.8431207090275935e-05,2.4215585594383007e-05,2.415995982099207e-05,0.010431493703753318,0.01043484686574168,6.996822003386743e-08
F2,raw,osi_target_t06h,32982,0.0067150976631588375,0.004562221288660437,5.4271027650580565e-05,2.7135948691746597e-05,2.415995982099207e-05,0.01096267771250578,0.010966347987999515,8.04855656300345e-08
F2,aligned,osi_target_t06h,32982,0.006313234344256209,0.004407168682501191,4.731812891370638e-05,2.3659087975173345e-05,2.415995982099207e-05,0.010324812826214336,0.0103282666639301,7.133238488970584e-08
