domain,mode,horizon,comparison,population,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions,counties,replicates,seed,ci_low,ci_high,bootstrap_fraction_delta_lt0,bootstrap_fraction_delta_eq0
OSI,v18_rule,osi_target_t01h,F2_minus_F0,all_counties,34177,0.01140564895985692,0.0033826711151431596,4.446045881237099,-0.00018897122879376848,0.011279784035266497,0.0033373913910967556,4.348460282431759,-0.00017010159640818727,-0.00012586492459042316,-1.103531460887619,0.09758559880534001,16887,239,2000,20260910,-0.00022111615128204797,-4.430690822084369e-05,1.0,0.0
OSI,v18_rule,osi_target_t01h,F2_minus_F0,exclude_Morrow,34034,0.011355004495998033,0.003348783510550587,4.388212149862149,-0.0001650251422947047,0.011254932578580446,0.0033133522661491933,4.311206149095156,-0.00014639731303292295,-0.00010007191741758653,-0.8813023143483201,0.0770060007669926,16755,238,2000,20260910,-0.00016437718790850205,-3.0855936543047136e-05,0.9995,0.0
P,raw,osi_target_t01h,F2_minus_F0,all_counties,34177,0.018309515327014785,0.005326920307427146,11.457441139563741,-1.2689065306031394e-05,0.017889389477486715,0.005139015268137882,10.93767405511549,6.756106152203811e-05,-0.0004201258495280698,-2.2945765741171464,0.5197670844482509,32735,239,2000,20260910,-0.0007338289655257207,-0.00013593286333607473,0.9985,0.0
P,raw,osi_target_t01h,F2_minus_F0,exclude_Morrow,34034,0.018051450399713943,0.0052317869079673545,11.090144357425444,-8.793460465016036e-05,0.017668064571822423,0.005059256983264554,10.624070651473225,1.0867007431790065e-05,-0.0003833858278915192,-2.123850546090167,0.4660737059522191,32592,238,2000,20260910,-0.0006720930126332445,-0.00010700043955365217,0.9975,0.0
P,aligned,osi_target_t01h,F2_minus_F0,all_counties,34177,0.017881301819799876,0.005254049854223768,10.927786611200894,-6.355295312570993e-05,0.017651727543472863,0.005157627371948589,10.648988776038562,-1.726524079149292e-05,-0.0002295742763270131,-1.2838789851016719,0.27879783516233125,32735,239,2000,20260910,-0.0003818705265412568,-6.717346660935469e-05,0.9955,0.0
P,aligned,osi_target_t01h,F2_minus_F0,exclude_Morrow,34034,0.01783665630076743,0.005207428582633915,10.827791446189739,-6.271765714499492e-05,0.017614957258257513,0.005121409885510018,10.560298201601276,-1.6919309539474065e-05,-0.000221699042509918,-1.2429405981230879,0.26749324458846324,32592,238,2000,20260910,-0.00036594424333254627,-6.660061787657025e-05,0.9975,0.0
OSI,v18_rule,osi_target_t06h,F2_minus_F0,all_counties,32982,0.01043484686574168,0.0032513279861607985,3.5912790121548,-0.00017562574910613557,0.0103282666639301,0.003209718940664248,3.51829192962018,-0.00016407242957993933,-0.00010658020181158155,-1.021387311025057,0.07298708253461994,16065,239,2000,20260910,-0.00018688830024119239,-2.9365089685932154e-05,0.998,0.0
OSI,v18_rule,osi_target_t06h,F2_minus_F0,exclude_Morrow,32844,0.010392187164884206,0.003222309814301264,3.547071665874555,-0.00015789127599915602,0.010302046637035957,0.003187568945006256,3.485804824358688,-0.0001432626854194014,-9.014052784824846e-05,-0.8673874557690642,0.06126684151586703,15938,238,2000,20260910,-0.00015720786227595138,-2.1229699375536965e-05,0.995,0.0
