case,horizon,fipsCode,fold,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
L2_N01,osi_target_t06h,18105,3,138,0.002123347743166106,0.0007267629355328205,0.0006221875781003862,-0.0004794462682229468,0.002123347743166106,0.0,0.0,0.0
L2_N01,osi_target_t06h,18107,1,138,0.0010225642534026074,0.00048497717787220263,0.00014429799602248277,0.00022278315423295467,0.0010225642534026074,0.0,0.0,0.0
L2_N01,osi_target_t06h,18109,2,138,0.003178471559981223,0.0012741535537543376,0.0013941700411501065,0.0009698057276673812,0.003178471559981223,0.0,0.0,0.0
L2_N01,osi_target_t06h,18111,2,138,0.0038333211218198834,0.0025042813074422363,0.002027820413572682,0.0021168070354798843,0.0038333211218198834,0.0,0.0,0.0
L2_N01,osi_target_t06h,18113,1,138,0.0010015331619229219,0.0006073982951971778,0.00013842347707152295,-5.729159604516387e-05,0.0010015331619229219,0.0,0.0,0.0
L2_N01,osi_target_t06h,18117,4,138,0.013343680505749758,0.003824259751057974,0.024571425702654606,-0.0036415662360367333,0.013343680505749758,0.0,0.0,0.0
L2_N01,osi_target_t06h,18121,1,138,0.024488046989187655,0.008565211814660504,0.08275369345756342,-0.00648026202363396,0.024488046989187655,0.0,0.0,0.0
L2_N01,osi_target_t06h,18123,3,138,0.005021370734663971,0.0019867603561756733,0.0034795546395816907,0.001937484993856832,0.005021370734663971,0.0,0.0,0.0
L2_N01,osi_target_t06h,18125,0,138,0.0027534182692837005,0.0009424317378863506,0.0010462210788562843,0.0008209417522528354,0.0027534182692837005,0.0,0.0,0.0
L2_N01,osi_target_t06h,18127,2,138,0.002653170941343359,0.0018554545522283894,0.0009714256140704552,0.0018337154217936066,0.002653170941343359,0.0,0.0,0.0
L2_N01,osi_target_t06h,18129,4,138,0.0010646236027491889,0.0005557454824975186,0.00015641243134323146,0.0002733764577436561,0.0010646236027491889,0.0,0.0,0.0
L2_N01,osi_target_t06h,18131,4,138,0.017962012936945694,0.004589808459903117,0.044523479407086626,-0.0032062182973173333,0.017962012936945694,0.0,0.0,0.0
L2_N01,osi_target_t06h,18133,4,138,0.0011088500166660604,0.00043632233355597624,0.0001696776736055245,-0.0002637718836955388,0.0011088500166660604,0.0,0.0,0.0
L2_N01,osi_target_t06h,18135,0,138,0.0036387279980491607,0.0022154797039792055,0.0018271671192425856,0.001937534676860149,0.0036387279980491607,0.0,0.0,0.0
L2_N01,osi_target_t06h,18137,0,138,0.0036706077644758947,0.0012930670301239645,0.0018593238677670398,-0.00011084731681663956,0.0036706077644758947,0.0,0.0,0.0
L2_N01,osi_target_t06h,18139,2,138,0.002910586448643868,0.0009048209237302494,0.0011690688595540463,-0.0002993648485627291,0.002910586448643868,0.0,0.0,0.0
L2_N01,osi_target_t06h,18141,4,138,0.0016875332616540061,0.001152209785104941,0.0003929920542680279,0.0010603103093791018,0.0016875332616540061,0.0,0.0,0.0
L2_N01,osi_target_t06h,18143,2,138,0.004087448928118701,0.0018221387424561494,0.002305598946117063,-0.0012090001847519798,0.004087448928118701,0.0,0.0,0.0
L2_N01,osi_target_t06h,18145,4,138,0.0013026399341408267,0.00044007647329139194,0.00023416817012654164,-0.00034955832648333584,0.0013026399341408267,0.0,0.0,0.0
L2_N01,osi_target_t06h,18147,0,138,0.0018002584742272743,0.0007461767819303691,0.0004472484192157416,0.0007418289558434126,0.0018002584742272743,0.0,0.0,0.0
L2_N01,osi_target_t06h,18149,3,138,0.005450424697810179,0.003393966446799326,0.004099583855336887,0.003263076731167256,0.005450424697810179,0.0,0.0,0.0
L2_N01,osi_target_t06h,18151,1,138,0.011519208883450085,0.008733331753558357,0.018311519915476637,-0.00866476873583965,0.011519208883450085,0.0,0.0,0.0
L2_N01,osi_target_t06h,18153,3,138,0.0021774939510410284,0.0009046310614727043,0.0006543242271411971,0.0005952781114822054,0.0021774939510410284,0.0,0.0,0.0
L2_N01,osi_target_t06h,18155,4,138,0.0031332166698202295,0.0010868588111968254,0.001354752444605433,0.0010056993909069705,0.0031332166698202295,0.0,0.0,0.0
L2_N01,osi_target_t06h,18157,1,138,0.0009620100287727321,0.0003706695890311025,0.0001277139347733852,0.0003147088063004992,0.0009620100287727321,0.0,0.0,0.0
L2_N01,osi_target_t06h,18159,0,138,0.004306882198716149,0.0018356543302988871,0.002559794329759291,0.0009829880969622353,0.004306882198716149,0.0,0.0,0.0
L2_N01,osi_target_t06h,18161,0,138,0.002868429659626629,0.001582089362390066,0.001135448642287152,0.001461550201441911,0.002868429659626629,0.0,0.0,0.0
L2_N01,osi_target_t06h,18163,4,138,0.0006345657675727637,0.000298399715825463,5.5568972445779094e-05,0.00015187771064154173,0.0006345657675727637,0.0,0.0,0.0
L2_N01,osi_target_t06h,18165,4,138,0.014059514764408552,0.003627612758427406,0.02727845384666585,-0.0015562720949654414,0.014059514764408552,0.0,0.0,0.0
L2_N01,osi_target_t06h,18167,3,138,0.001388937561423953,0.0006118370424243335,0.00026622236183573573,-2.625490729008994e-06,0.001388937561423953,0.0,0.0,0.0
L2_N01,osi_target_t06h,18169,3,138,0.001713140211546961,0.0005401544746507931,0.000405009215049845,0.0001734878079841265,0.001713140211546961,0.0,0.0,0.0
L2_N01,osi_target_t06h,18171,0,138,0.004637546731463067,0.0023079926761651577,0.0029679438767375222,0.0016572230638057619,0.004637546731463067,0.0,0.0,0.0
L2_N01,osi_target_t06h,18173,3,138,0.0017468224807398742,0.0008448895455012747,0.0004210916515321127,0.0006669127227797772,0.0017468224807398742,0.0,0.0,0.0
L2_N01,osi_target_t06h,18175,4,138,0.004094892636520294,0.001339435249697715,0.0023140041072386816,-4.603457298846918e-05,0.004094892636520294,0.0,0.0,0.0
L2_N01,osi_target_t06h,18177,1,138,0.0017096158635266652,0.000880861196291673,0.00040334452331343944,0.0007199916310742816,0.0017096158635266652,0.0,0.0,0.0
L2_N01,osi_target_t06h,18179,0,138,0.004697609332506804,0.00142626453689413,0.0030453196148379933,-0.000819100323800757,0.004697609332506804,0.0,0.0,0.0
L2_N01,osi_target_t06h,18181,2,138,0.0016687324144107926,0.0006265219467035775,0.00038428416618492767,0.000420027572329934,0.0016687324144107926,0.0,0.0,0.0
L2_N01,osi_target_t06h,18183,1,138,0.002772712175306037,0.0006551758850305093,0.0010609347273784664,-9.326624990992892e-05,0.002772712175306037,0.0,0.0,0.0
L2_N01,osi_target_t06h,39017,1,138,0.000829521181927557,0.0003086645124390298,9.495854399477576e-05,-5.418277578713347e-05,0.000829521181927557,0.0,0.0,0.0
L2_N01,osi_target_t06h,39023,1,138,0.0025636262671661562,0.001543765612921341,0.0009069607900031907,0.0008009368408317996,0.0025636262671661562,0.0,0.0,0.0
L2_N01,osi_target_t06h,39025,1,138,0.001808445426899235,0.0006233667612791085,0.00045132553096604043,-0.0002914676077622314,0.001808445426899235,0.0,0.0,0.0
L2_N01,osi_target_t06h,39027,0,138,0.0010941586525551668,0.000543253024182003,0.0001652112756606647,0.0001483733926053291,0.0010941586525551668,0.0,0.0,0.0
L2_N01,osi_target_t06h,39029,2,138,0.007975724357958684,0.0040757183105897985,0.008778480706710693,0.0033626421170851978,0.007975724357958684,0.0,0.0,0.0
L2_N01,osi_target_t06h,39031,2,138,0.008962574659533333,0.006132906560400146,0.011085228744823847,0.002081920789388848,0.008962574659533333,0.0,0.0,0.0
L2_N01,osi_target_t06h,39033,4,138,0.006061822878873595,0.0028723737381760347,0.005070906132847279,-0.0006650931347118917,0.006061822878873595,0.0,0.0,0.0
L2_N01,osi_target_t06h,39035,4,138,0.005692021929052818,0.0037312187122909594,0.004471077682432907,-0.003621300851187516,0.005692021929052818,0.0,0.0,0.0
L2_N01,osi_target_t06h,39037,0,138,0.0015136675356639923,0.0008369991336218495,0.00031618413837618834,0.0005493050477028548,0.0015136675356639923,0.0,0.0,0.0
L2_N01,osi_target_t06h,39039,1,138,0.008730630417236901,0.004577614460670867,0.01051889923256874,-0.004435514204533617,0.008730630417236901,0.0,0.0,0.0
L2_N01,osi_target_t06h,39045,2,138,0.004319331308062235,0.002503487757861836,0.0025746139669353125,0.0021226651755604713,0.004319331308062235,0.0,0.0,0.0
L2_N01,osi_target_t06h,39049,1,138,0.004203366520168361,0.0022656920092991037,0.0024382240341963733,-0.00027159424772264215,0.004203366520168361,0.0,0.0,0.0
L2_N01,osi_target_t06h,39051,2,138,0.003110870481340181,0.0017531002966924667,0.0013354970909309695,-0.0005529789502819668,0.003110870481340181,0.0,0.0,0.0
L2_N01,osi_target_t06h,39053,4,138,0.0027750204121182493,0.0010503896356671,0.0010627018836988655,-0.00048171532230996265,0.0027750204121182493,0.0,0.0,0.0
L2_N01,osi_target_t06h,39055,0,138,0.012031302621915055,0.004321420869632636,0.019975809503653814,-0.0026238845111634947,0.012031302621915055,0.0,0.0,0.0
L2_N01,osi_target_t06h,39059,0,138,0.016099626129937566,0.0095555063921382,0.03576931869028004,-0.00868735597229207,0.016099626129937566,0.0,0.0,0.0
L2_N01,osi_target_t06h,39061,2,138,0.0015291256243780227,0.0007174635806492751,0.00032267507416786794,0.0005826809719536229,0.0015291256243780227,0.0,0.0,0.0
L2_N01,osi_target_t06h,39063,0,138,0.0018912200796909057,0.0011706445507782119,0.0004935864477959985,0.0011141228116477774,0.0018912200796909057,0.0,0.0,0.0
L2_N01,osi_target_t06h,39065,3,138,0.0027686483454709377,0.0014932577734370178,0.0010578270852012967,0.0006616557365773003,0.0027686483454709377,0.0,0.0,0.0
L2_N01,osi_target_t06h,39069,0,138,0.002668815701705427,0.001171991849333581,0.0009829156604543815,-0.001042997859391748,0.002668815701705427,0.0,0.0,0.0
L2_N01,osi_target_t06h,39073,2,138,0.0033805098603199167,0.0024842150137938477,0.0015770428743693851,0.0017484737986229746,0.0033805098603199167,0.0,0.0,0.0
L2_N01,osi_target_t06h,39075,3,138,0.00971418697134055,0.005390811068948154,0.013022429134954423,-0.0030072714139182965,0.00971418697134055,0.0,0.0,0.0
L2_N01,osi_target_t06h,39077,1,138,0.004343963614984106,0.0026737985566380913,0.0026040627445861986,0.002432772563041565,0.004343963614984106,0.0,0.0,0.0
L2_N01,osi_target_t06h,39081,4,138,0.010699006104976897,0.005888552625025978,0.015796684965537947,0.00034110604227701705,0.010699006104976897,0.0,0.0,0.0
L2_N01,osi_target_t06h,39085,2,138,0.0022612565911214063,0.0011504986624815135,0.0007056328291828203,-0.0006458747584084666,0.0022612565911214063,0.0,0.0,0.0
L2_N01,osi_target_t06h,39087,3,138,0.0036448092158020136,0.0012631863040494227,0.00183327952230415,0.00011682487608911219,0.0036448092158020136,0.0,0.0,0.0
L2_N01,osi_target_t06h,39089,1,138,0.02159540239764345,0.008650745336073238,0.06435787385082793,-0.008040710195249188,0.02159540239764345,0.0,0.0,0.0
L2_N01,osi_target_t06h,39091,3,138,0.012846712024759708,0.009622571171245336,0.022775245358900586,0.009622571171245336,0.012846712024759708,0.0,0.0,0.0
L2_N01,osi_target_t06h,39093,3,138,0.0022770604972552505,0.0012436017590215715,0.0007155306221261253,-8.899984062942248e-05,0.0022770604972552505,0.0,0.0,0.0
L2_N01,osi_target_t06h,39095,1,138,0.00195541278640008,0.0011536384742647616,0.0005276622047999356,-0.0009964791567257834,0.00195541278640008,0.0,0.0,0.0
L2_N01,osi_target_t06h,39097,4,138,0.005268039702149677,0.0021706705894100286,0.003829809437872686,-0.0004761851380235364,0.005268039702149677,0.0,0.0,0.0
L2_N01,osi_target_t06h,39099,0,138,0.0013713981605334986,0.0008897372875474647,0.0002595411422306236,0.0007037314189310968,0.0013713981605334986,0.0,0.0,0.0
L2_N01,osi_target_t06h,39101,0,138,0.006128998996606976,0.004630357797217224,0.005183918760656486,-0.0027953139112641824,0.006128998996606976,0.0,0.0,0.0
L2_N01,osi_target_t06h,39103,4,138,0.005702535533486781,0.0038512629179328715,0.0044876097884737525,0.0034426076345597675,0.005702535533486781,0.0,0.0,0.0
L2_N01,osi_target_t06h,39105,1,138,0.0034660094879085685,0.0016088112389021328,0.001657824604297566,-0.0003019276009648245,0.0034660094879085685,0.0,0.0,0.0
L2_N01,osi_target_t06h,39107,3,138,0.01710484345417983,0.008849417568758051,0.04037544240369581,0.008818982786149355,0.01710484345417983,0.0,0.0,0.0
L2_N01,osi_target_t06h,39109,1,138,0.0018567591899294835,0.0011199014773181817,0.0004757625471354877,0.0005452424065329271,0.0018567591899294835,0.0,0.0,0.0
L2_N01,osi_target_t06h,39111,2,138,0.01891066229425224,0.009737507117896657,0.04935061448020096,0.0091615233018882,0.01891066229425224,0.0,0.0,0.0
L2_N01,osi_target_t06h,39113,4,138,0.001390911727293809,0.0007308279043551027,0.0002669796897710358,-0.0006767832991350177,0.001390911727293809,0.0,0.0,0.0
L2_N01,osi_target_t06h,39115,2,138,0.032224566464522306,0.006759112633940671,0.14330233036804532,-0.00581137241155531,0.032224566464522306,0.0,0.0,0.0
L2_N01,osi_target_t06h,39117,4,138,0.016631791963926442,0.00888880595132438,0.03817307754252329,-0.004504517956755921,0.016631791963926442,0.0,0.0,0.0
L2_N01,osi_target_t06h,39119,1,138,0.026290653655720267,0.01766143231793179,0.09538538881101517,0.017633896086047735,0.026290653655720267,0.0,0.0,0.0
L2_N01,osi_target_t06h,39121,1,138,0.008025955845405415,0.004318107590635084,0.008889403478070835,-0.0037942893815046033,0.008025955845405415,0.0,0.0,0.0
L2_N01,osi_target_t06h,39123,0,138,0.0014439935712430316,0.0006105198459319137,0.0002877462058631862,0.0001822779707115983,0.0014439935712430316,0.0,0.0,0.0
L2_N01,osi_target_t06h,39125,1,138,0.01821814783167712,0.00948032165296919,0.04580232563752416,0.0034429043616721294,0.01821814783167712,0.0,0.0,0.0
L2_N01,osi_target_t06h,39127,0,138,0.011475886127617426,0.007089742007141048,0.018174042813137812,0.006128561158776445,0.011475886127617426,0.0,0.0,0.0
L2_N01,osi_target_t06h,39129,2,138,0.0011050547911630295,0.0004851578442475414,0.00016851816062318661,-0.00028943839430277987,0.0011050547911630295,0.0,0.0,0.0
L2_N01,osi_target_t06h,39131,3,138,0.005521151576298882,0.0020527393147295537,0.004206669832528533,-0.0013579440160457737,0.005521151576298882,0.0,0.0,0.0
L2_N01,osi_target_t06h,39133,0,138,0.005465510649380756,0.0031744870499571336,0.004122309318872234,-0.0023804886872166326,0.005465510649380756,0.0,0.0,0.0
L2_N01,osi_target_t06h,39135,0,138,0.005493606216028236,0.002725198087636532,0.004164799877436201,-0.002695373344227011,0.005493606216028236,0.0,0.0,0.0
L2_N01,osi_target_t06h,39137,0,138,0.009904751697890093,0.004274999896848739,0.013538366655166221,-0.000974058355887803,0.009904751697890093,0.0,0.0,0.0
L2_N01,osi_target_t06h,39139,2,138,0.011725533247618667,0.008508265731844315,0.018973361931859483,-0.007682637185097258,0.011725533247618667,0.0,0.0,0.0
L2_N01,osi_target_t06h,39141,3,138,0.0020727164952217612,0.001320076721333102,0.0005928692063998847,0.001204384387099355,0.0020727164952217612,0.0,0.0,0.0
L2_N01,osi_target_t06h,39143,4,138,0.0015009115528668365,0.0010489709369353169,0.0003108774975550211,0.0009189854328159523,0.0015009115528668365,0.0,0.0,0.0
L2_N01,osi_target_t06h,39145,3,138,0.0014075634376238652,0.0007009217437003719,0.0002734104066691007,0.000466742083633742,0.0014075634376238652,0.0,0.0,0.0
L2_N01,osi_target_t06h,39147,4,138,0.0017089185187706987,0.0010756040716305626,0.00040301554552404657,0.0006914816841677258,0.0017089185187706987,0.0,0.0,0.0
L2_N01,osi_target_t06h,39149,3,138,0.014831634518057144,0.009524799529254432,0.030356878781856937,0.008490695817511086,0.014831634518057144,0.0,0.0,0.0
L2_N01,osi_target_t06h,39151,4,138,0.0025353299493527212,0.001321552712166585,0.0008870499173877125,-0.0011116517523300673,0.0025353299493527212,0.0,0.0,0.0
L2_N01,osi_target_t06h,39153,0,138,0.003187325908367225,0.0015391965319193934,0.0014019484095685562,0.0011073995318198215,0.003187325908367225,0.0,0.0,0.0
L2_N01,osi_target_t06h,39155,1,138,0.004236510927933283,0.0013036327423596571,0.002476827428264741,-0.0007078347392398436,0.004236510927933283,0.0,0.0,0.0
L2_N01,osi_target_t06h,39157,2,138,0.02347248364326853,0.01641930758798657,0.0760321333969242,-0.01637539796313847,0.02347248364326853,0.0,0.0,0.0
L2_N01,osi_target_t06h,39159,3,138,0.00641559879067059,0.004165413298002185,0.005680067282313844,0.003974108950176098,0.00641559879067059,0.0,0.0,0.0
L2_N01,osi_target_t06h,39161,3,138,0.0063177793840221135,0.0033441758808100725,0.005508178415634127,-0.0006233494218020713,0.0063177793840221135,0.0,0.0,0.0
L2_N01,osi_target_t06h,39163,2,138,0.002963595193030067,0.0018133169846421553,0.001212039712604827,0.0005796933110061357,0.002963595193030067,0.0,0.0,0.0
L2_N01,osi_target_t06h,39165,2,138,0.0009336904798952942,0.0004991481395507397,0.00012030535189010047,0.00016661259741937732,0.0009336904798952942,0.0,0.0,0.0
L2_N01,osi_target_t06h,39167,4,138,0.002992554882369572,0.0012060699577486924,0.001235843091911167,-0.00026837742186216313,0.002992554882369572,0.0,0.0,0.0
L2_N01,osi_target_t06h,39169,4,138,0.009287750795160692,0.004454466841338638,0.011904199446955113,-0.0039476173044267985,0.009287750795160692,0.0,0.0,0.0
L2_N01,osi_target_t06h,39171,3,138,0.011640034674080096,0.00667319354478442,0.018697676195502597,0.0066442080375380425,0.011640034674080096,0.0,0.0,0.0
L2_N01,osi_target_t06h,39173,1,138,0.005421857576238278,0.0036604490750272198,0.004056722461627714,0.003657361304642924,0.005421857576238278,0.0,0.0,0.0
L2_N01,osi_target_t06h,39175,2,138,0.0028545812036101658,0.0017911532800537796,0.0011245114710246157,0.0011851843810061758,0.0028545812036101658,0.0,0.0,0.0
L2_N01,osi_target_t06h,42005,3,138,0.014271378079675202,0.008705256843262165,0.028106768056438674,-0.008667790203908515,0.014271378079675202,0.0,0.0,0.0
L2_N01,osi_target_t06h,42007,0,138,0.007386678864561191,0.004501762500125527,0.007529697401445389,-0.004458402340050321,0.007386678864561191,0.0,0.0,0.0
L2_N01,osi_target_t06h,42009,0,138,0.008624264319464456,0.005553850548284024,0.010264155037174306,0.002124453726874584,0.008624264319464456,0.0,0.0,0.0
L2_N01,osi_target_t06h,42013,0,138,0.001380109431032209,0.000894545396544786,0.0002628488817441186,0.0003358235016884852,0.001380109431032209,0.0,0.0,0.0
L2_N01,osi_target_t06h,42015,4,138,0.0038171577468293933,0.0023904252917375524,0.0020107556704567916,-0.0003032537707003808,0.0038171577468293933,0.0,0.0,0.0
L2_N01,osi_target_t06h,42019,1,138,0.00317979117618261,0.0019231324687825318,0.0013953279255297724,-0.0006763885216353342,0.00317979117618261,0.0,0.0,0.0
L2_N01,osi_target_t06h,42021,2,138,0.010584417213647956,0.004347514842255676,0.015460124509854267,0.003321073299986792,0.010584417213647956,0.0,0.0,0.0
L2_N01,osi_target_t06h,42023,2,138,0.00893752202514074,0.004511815943959047,0.011023343393082863,0.0018656297615709792,0.00893752202514074,0.0,0.0,0.0
L2_N01,osi_target_t06h,42025,1,138,0.0008670837596920297,0.00042213942481576094,0.00010375312599238984,2.9794905869799745e-05,0.0008670837596920297,0.0,0.0,0.0
L2_N01,osi_target_t06h,42027,0,138,0.0012502625147570914,0.0008187397067647734,0.0002157155771013282,5.174533542974108e-05,0.0012502625147570914,0.0,0.0,0.0
L2_N01,osi_target_t06h,42029,1,138,0.011008970737137686,0.005006694845521392,0.016725246263379238,-0.004570150221390777,0.011008970737137686,0.0,0.0,0.0
L2_N01,osi_target_t06h,42031,4,138,0.008327232799093913,0.005772944859461463,0.009569307240462153,0.004761515790011018,0.008327232799093913,0.0,0.0,0.0
L2_N01,osi_target_t06h,42033,2,138,0.0047544436309644895,0.003190800140150327,0.003119453325122594,0.0005690697591970186,0.0047544436309644895,0.0,0.0,0.0
L2_N01,osi_target_t06h,42035,3,138,0.004918921112594138,0.002992155970694055,0.0033390183178455602,0.0008654123476245785,0.004918921112594138,0.0,0.0,0.0
L2_N01,osi_target_t06h,42039,1,138,0.012221920190784906,0.005904225757626666,0.020613795974688376,-0.0052913688595774945,0.012221920190784906,0.0,0.0,0.0
L2_N01,osi_target_t06h,42041,3,138,0.002225208739947178,0.0010596359209470894,0.0006833144432145484,0.0009738360174348111,0.002225208739947178,0.0,0.0,0.0
L2_N01,osi_target_t06h,42043,0,138,0.0014658935428022743,0.0009340823809222619,0.0002965404552784576,0.0008117338127719207,0.0014658935428022743,0.0,0.0,0.0
L2_N01,osi_target_t06h,42045,2,138,0.002028020412491801,0.0008956101624837353,0.0005675756175007111,0.0007767695827735905,0.002028020412491801,0.0,0.0,0.0
L2_N01,osi_target_t06h,42047,4,138,0.013417028348077046,0.0049206055463778976,0.02484229765764822,-0.0022461503982087565,0.013417028348077046,0.0,0.0,0.0
L2_N01,osi_target_t06h,42049,0,138,0.007970753803147922,0.004316151865654969,0.008767542434274795,-0.0021772710188252883,0.007970753803147922,0.0,0.0,0.0
L2_N01,osi_target_t06h,42051,4,138,0.003442296153414737,0.002572300723953715,0.0016352175874783177,0.002071835630494515,0.003442296153414737,0.0,0.0,0.0
L2_N01,osi_target_t06h,42053,3,138,0.06899869105176959,0.023905652271333958,0.6569930726263418,-0.015572563597720959,0.06899869105176959,0.0,0.0,0.0
L2_N01,osi_target_t06h,42055,1,138,0.0010696136439251381,0.0005567425408961023,0.0001578821219233721,0.0004246484761717453,0.0010696136439251381,0.0,0.0,0.0
L2_N01,osi_target_t06h,42057,4,138,0.002983876577854415,0.001925356249821266,0.001228685681597808,0.0012145078147228416,0.002983876577854415,0.0,0.0,0.0
L2_N01,osi_target_t06h,42059,3,138,0.011570472145285915,0.005671844844043711,0.018474863941747542,-0.004832310293709104,0.011570472145285915,0.0,0.0,0.0
L2_N01,osi_target_t06h,42061,2,138,0.0019987558777565576,0.000972894955927874,0.0005513134581235613,0.0007577849692421955,0.0019987558777565576,0.0,0.0,0.0
L2_N01,osi_target_t06h,42063,2,138,0.007107486711888638,0.0043306553078043455,0.006971258695634952,-0.0011360177677721469,0.007107486711888638,0.0,0.0,0.0
L2_N01,osi_target_t06h,42065,0,138,0.007949319102707702,0.0038981303225006786,0.008720451039140953,0.0026095912798378934,0.007949319102707702,0.0,0.0,0.0
L2_N01,osi_target_t06h,42067,4,138,0.002096594652825087,0.0009880128059146364,0.0006066078610791551,0.0005590272986682595,0.002096594652825087,0.0,0.0,0.0
L2_N01,osi_target_t06h,42069,2,138,0.0022642873931648616,0.0010071069491304305,0.0007075256410406547,0.0009840365656661795,0.0022642873931648616,0.0,0.0,0.0
L2_N01,osi_target_t06h,42075,1,138,0.006276584612111959,0.0023892306135010217,0.005436580986234088,-0.002079846412451652,0.006276584612111959,0.0,0.0,0.0
L2_N01,osi_target_t06h,42077,4,138,0.003558330882565633,0.0018445669530013332,0.0017473171764352039,-0.0012058326354710148,0.003558330882565633,0.0,0.0,0.0
L2_N01,osi_target_t06h,42079,1,138,0.0010890836745269538,0.0005287578948259677,0.00016368224851671622,0.00046951279128500665,0.0010890836745269538,0.0,0.0,0.0
L2_N01,osi_target_t06h,42081,0,138,0.002535937782969098,0.001558369957170965,0.0008874753005944507,0.001536630826736183,0.002535937782969098,0.0,0.0,0.0
L2_N01,osi_target_t06h,42083,2,138,0.004657463739282192,0.0034650772580109095,0.0029934916506165264,0.00242718128322261,0.004657463739282192,0.0,0.0,0.0
L2_N01,osi_target_t06h,42085,4,138,0.004224310057336838,0.0028435657771750333,0.002462581773551368,1.4478351071524846e-05,0.004224310057336838,0.0,0.0,0.0
L2_N01,osi_target_t06h,42089,1,138,0.005122076729444,0.002357649009728733,0.0036205224630790197,-0.0019678921652278585,0.005122076729444,0.0,0.0,0.0
L2_N01,osi_target_t06h,42091,1,138,0.0033111833015543753,0.001511083131789179,0.0015130230101959696,-0.0012710086944731655,0.0033111833015543753,0.0,0.0,0.0
L2_N01,osi_target_t06h,42095,0,138,0.0034032806630562586,0.0017385050085397997,0.0015983600594715053,-0.0009760746001384018,0.0034032806630562586,0.0,0.0,0.0
L2_N01,osi_target_t06h,42097,3,138,0.002750976882409023,0.0012179602879674664,0.0010443665854417436,0.0008827645992857326,0.002750976882409023,0.0,0.0,0.0
L2_N01,osi_target_t06h,42101,0,138,0.004310643570593519,0.0021533394393385857,0.0025642674229924955,0.0020460930625269915,0.004310643570593519,0.0,0.0,0.0
L2_N01,osi_target_t06h,42103,0,138,0.002970062307325792,0.0016434924795227345,0.001217335275096842,-0.0003137127981180588,0.002970062307325792,0.0,0.0,0.0
L2_N01,osi_target_t06h,42109,2,138,0.006111411956138852,0.0014296943685601531,0.005154211141473894,-0.0006606697919788978,0.006111411956138852,0.0,0.0,0.0
L2_N01,osi_target_t06h,42113,2,138,0.004971288815737963,0.003623522590122156,0.0034104923235484283,0.0032018585575092923,0.004971288815737963,0.0,0.0,0.0
L2_N01,osi_target_t06h,42115,3,138,0.004311786465747886,0.0021045077697070948,0.0025656273486165167,-0.0009648618208979553,0.004311786465747886,0.0,0.0,0.0
L2_N01,osi_target_t06h,42119,4,138,0.003211098865807503,0.0014313018858302501,0.001422939517786652,0.00130423672239581,0.003211098865807503,0.0,0.0,0.0
L2_N01,osi_target_t06h,42121,1,138,0.01246825519301886,0.005552565508038541,0.02145311948303737,-0.003679897570612494,0.01246825519301886,0.0,0.0,0.0
L2_N01,osi_target_t06h,42125,4,138,0.012077375168941824,0.0062852819568119025,0.020129092754049407,0.005729148230638226,0.012077375168941824,0.0,0.0,0.0
L2_N01,osi_target_t06h,42127,3,138,0.0022863709047180455,0.0011805003365536156,0.0007213938841238874,-0.0002765437198902915,0.0022863709047180455,0.0,0.0,0.0
L2_N01,osi_target_t06h,42129,3,138,0.004893426740186462,0.0024242950736802775,0.0033044962860969227,-0.002273415411907212,0.004893426740186462,0.0,0.0,0.0
L2_N01,osi_target_t06h,42131,3,138,0.016054443099013296,0.0036112220020035972,0.03556882976428487,-0.003291662275581379,0.016054443099013296,0.0,0.0,0.0
L2_N01,osi_target_t06h,42133,3,138,0.0025551750268174274,0.0009864100435315944,0.0009009908796386588,0.0005965195153155141,0.0025551750268174274,0.0,0.0,0.0
L2_N01,osi_target_t06h,54007,4,138,0.024211334214193914,0.01279911472735531,0.08089404121153275,-0.011208485366853605,0.024211334214193914,0.0,0.0,0.0
L2_N01,osi_target_t06h,54009,0,138,0.022556165249949547,0.011555500859425307,0.07021172152805835,-0.0034786907418433,0.022556165249949547,0.0,0.0,0.0
L2_N01,osi_target_t06h,54013,2,138,0.043961679553853834,0.022429530985623742,0.26670283914901083,-0.021029383713654645,0.043961679553853834,0.0,0.0,0.0
L2_N01,osi_target_t06h,54015,2,138,0.05130309575083716,0.027290912316642716,0.3632170534395001,-0.025219352857409155,0.05130309575083716,0.0,0.0,0.0
L2_N01,osi_target_t06h,54019,2,138,0.005654568085486558,0.0028781665340805933,0.004412431352209632,-0.0017694021465248476,0.005654568085486558,0.0,0.0,0.0
L2_N01,osi_target_t06h,54023,4,138,0.0012618601989461,0.000843075946806187,0.00021973618031243217,0.0007140904395598101,0.0012618601989461,0.0,0.0,0.0
L2_N01,osi_target_t06h,54025,0,138,0.0016097637907070694,0.0008842879667051337,0.00035760484573827995,0.0007608032930264213,0.0016097637907070694,0.0,0.0,0.0
L2_N01,osi_target_t06h,54027,4,138,0.0018530549720507648,0.0012411321776435254,0.0004738661566630043,0.0010570742066290328,0.0018530549720507648,0.0,0.0,0.0
L2_N01,osi_target_t06h,54029,4,138,0.013841099741962104,0.007316196423168253,0.026437493805238188,0.005972133995661775,0.013841099741962104,0.0,0.0,0.0
