fipsCode,countyName,fold,origin_timestamp,horizon,target_hour,target_timestamp,known_D_lower_bound,baseline_D,projected_D,actual_D,D_sse_reduction,actual_osi,baseline_P_t,actual_P_t,baseline_N_t,actual_N_t,baseline_D_t,actual_D_t,baseline_R_t,actual_R_t,baseline_C0_direct_osi,candidate_C0_direct_osi,sse_reduction_C0_direct_osi,baseline_C1_component_osi,candidate_C1_component_osi,sse_reduction_C1_component_osi,baseline_C2_equal_blend,candidate_C2_equal_blend,sse_reduction_C2_equal_blend,baseline_C3_aligned_component,candidate_C3_aligned_component,sse_reduction_C3_aligned_component,baseline_v18_rule,candidate_v18_rule,sse_reduction_v18_rule
18013,Brown County,2,2026-03-14 00:00:00,osi_target_t01h,73,2026-03-14 01:00:00,0.03164497683333333,0.012932837630229805,0.03164497683333333,0.031660581,0.00035072812823395413,0.0079,0.01662167385519064,0.0,0.000963783369009651,0.0,0.012932837630229805,0.031660581,0.0038601517599232125,6.24e-05,0.008426532131204409,0.008426532131204409,0.0,0.009833187952794763,0.014511222753570646,-3.9971050636499416e-05,0.009129860041999586,0.011468877442387528,-1.1224330475875318e-05,0.009833187952794763,0.014511222753570646,-3.9971050636499416e-05,0.009833187952794763,0.014511222753570646,-3.9971050636499416e-05
18025,Crawford County,2,2026-03-14 00:00:00,osi_target_t01h,73,2026-03-14 01:00:00,0.000577812,0.0,0.000577812,0.000577812,3.33866707344e-07,0.0001,0.0,0.0,9.011143400203825e-06,0.0,0.0,0.000577812,6.572380127732548e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18041,Fayette County,3,2026-03-14 02:00:00,osi_target_t01h,75,2026-03-14 03:00:00,2.85e-05,0.0,2.85e-05,2.85e-05,8.122500000000001e-10,0.0,0.0,0.0,0.0005636326784002654,0.0,0.0,2.85e-05,0.00016049822552329486,0.0,0.0011191115862115367,0.0011191115862115367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18047,Franklin County,2,2026-03-14 00:00:00,osi_target_t01h,73,2026-03-14 01:00:00,0.002800640166666667,0.0018732942542876018,0.002800640166666667,0.00280064,8.599701320908563e-07,0.0007,0.0049224236366561605,0.0,0.0,0.0,0.0018732942542876018,0.00280064,0.0007698638150141183,0.0,0.0016861404448005007,0.0016861404448005007,0.0,0.002360306636732953,0.0025921431148277193,-8.235874390104527e-07,0.0020232235407667267,0.0021391417798141098,-3.202085235672904e-07,0.002360306636732953,0.0025921431148277193,-8.235874390104527e-07,0.002360306636732953,0.0025921431148277193,-8.235874390104527e-07
18073,Jasper County,4,2026-03-14 00:00:00,osi_target_t01h,73,2026-03-14 01:00:00,0.004670057166666666,0.003485161637498076,0.004670057166666666,0.00609333,4.77683664905127e-06,0.0032,0.0,0.004221433,0.0015250034704846094,0.0,0.003485161637498076,0.00609333,0.0019015781572124717,3.2e-05,0.0,0.0,0.0,0.0012148838083228853,0.0015111076906150326,1.0883290617589615e-06,0.0,0.0,0.0,0.0012148838083228853,0.0015111076906150326,1.0883290617589615e-06,0.0012148838083228853,0.0015111076906150326,1.0883290617589615e-06
18073,Jasper County,4,2026-03-14 01:00:00,osi_target_t01h,74,2026-03-14 02:00:00,0.0032466493333333335,0.0009203610522216422,0.0032466493333333335,0.005373494,1.5306924814460722e-05,0.003,0.0,0.004221433,0.001515761453986658,3.2e-05,0.0009203610522216422,0.005373494,0.002053444956773958,3.2e-05,0.0,0.0,0.0,0.0,0.001136834346551268,5.528613747808959e-06,0.0,0.0,0.0,0.0,0.001136834346551268,5.528613747808959e-06,0.0,0.001136834346551268,5.528613747808959e-06
18073,Jasper County,4,2026-03-14 02:00:00,osi_target_t01h,75,2026-03-14 03:00:00,0.0019831749999999998,0.0,0.0019831749999999998,0.004829583,1.5222833451425e-05,0.0029,0.0,0.004317375,0.0015515093024166943,3.2e-05,0.0,0.004829583,0.0013876159148827072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18073,Jasper County,4,2026-03-14 03:00:00,osi_target_t01h,76,2026-03-14 04:00:00,0.0007197006666666666,0.0003260506385445944,0.0007197006666666666,0.004285671,2.962448988638789e-06,0.0028,0.0,0.004317375,0.001010492270185419,3.2e-05,0.0003260506385445944,0.004285671,0.0007987431309631321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18103,Miami County,1,2026-03-14 00:00:00,osi_target_t01h,73,2026-03-14 01:00:00,0.023821831666666668,0.01565100150539312,0.023821831666666668,0.025801859,9.911939963506953e-05,0.0088,0.007799868018059894,0.00581095,0.00014627309190576825,0.0,0.01565100150539312,0.025801859,0.0013815354460774186,8.61e-05,0.007143033503209972,0.007143033503209972,0.0,0.0069457396211315145,0.008988447161449902,3.4027692199829763e-06,0.007044386562170744,0.008065740332329936,2.5430412835197085e-06,0.0069457396211315145,0.008988447161449902,3.4027692199829763e-06,0.0069457396211315145,0.008988447161449902,3.4027692199829763e-06
18127,Porter County,3,2026-03-14 00:00:00,osi_target_t01h,73,2026-03-14 01:00:00,0.03052251183333333,0.028747934724216082,0.03052251183333333,0.039621364,3.5442353464620044e-05,0.0206,0.023392035057169296,0.027265537,0.0001976404493192998,0.0,0.028747934724216082,0.039621364,0.001068712572545788,0.002016223,0.01642831088533214,0.01642831088533214,0.0,0.016506100603928913,0.016949744881208227,3.4356498328856696e-06,0.016467205744630526,0.01668902788327018,1.7842854593768076e-06,0.016506100603928913,0.016949744881208227,3.4356498328856696e-06,0.016506100603928913,0.016949744881208227,3.4356498328856696e-06
