horizon,model,fipsCode,countyName,fold,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions,fraction_of_total_sse_reduction
osi_target_t01h,v18_rule,18045,Fountain County,0,143,0.0022372296465158394,0.0008683968752852874,0.0007157430982486625,0.0008364320429486135,0.0022372296465158394,0.0008683968752852874,0.0007157430982486625,0.0008364320429486135,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18059,Hancock County,0,143,0.0011896070140507285,0.0004278228765969286,0.0002023685732466527,0.00026166845227545445,0.0011896070140507285,0.0004278228765969286,0.0002023685732466527,0.00026166845227545445,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18067,Howard County,0,143,0.0016625097035496037,0.0004876713083149448,0.0003952432075587125,-0.00015210490717972665,0.0016625097035496037,0.0004876713083149448,0.0003952432075587125,-0.00015210490717972665,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18069,Huntington County,0,143,0.000912726555913988,0.0004891532132310189,0.00011912897651949727,-9.379371730518178e-07,0.000912726555913988,0.0004891532132310189,0.00011912897651949727,-9.379371730518178e-07,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18065,Henry County,0,143,0.0023759212075655563,0.0010056421926335304,0.0008072352265920474,-9.664361171781528e-05,0.0023759212075655563,0.0010056421926335304,0.0008072352265920474,-9.664361171781528e-05,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18061,Harrison County,4,143,0.0037694337364152365,0.00154480199542645,0.002031834189131222,-0.0003355851473633494,0.0037694337364152365,0.00154480199542645,0.002031834189131222,-0.0003355851473633494,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18083,Knox County,1,143,0.0032627293323658113,0.0016153678749271433,0.0015222925855680762,0.0015090741686334369,0.0032627293323658113,0.0016153678749271433,0.0015222925855680762,0.0015090741686334369,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18085,Kosciusko County,4,143,0.002608810124970698,0.001964039247154389,0.0009732423083453969,0.0013732372538294141,0.002608810124970698,0.001964039247154389,0.0009732423083453969,0.0013732372538294141,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18087,LaGrange County,0,143,0.002784656403336259,0.0025353789474813295,0.0011088665137037532,0.0025328538499370403,0.002784656403336259,0.0025353789474813295,0.0011088665137037532,0.0025328538499370403,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18089,Lake County,2,143,0.0024557290648023694,0.0014403682670676256,0.0008623765492792621,0.00013284583693988592,0.0024557290648023694,0.0014403682670676256,0.0008623765492792621,0.00013284583693988592,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18091,LaPorte County,4,143,0.0013756079101569008,0.0007767622894250734,0.0002705984885155318,-5.688545936921624e-05,0.0013756079101569008,0.0007767622894250734,0.0002705984885155318,-5.688545936921624e-05,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18093,Lawrence County,2,143,0.008472303319964555,0.0025972705543795107,0.010264529067003985,-0.002468717886930279,0.008472303319964555,0.0025972705543795107,0.010264529067003985,-0.002468717886930279,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18071,Jackson County,3,143,0.0056248985606224,0.002236005103039791,0.004524446185872747,0.002230410697445386,0.0056248985606224,0.002236005103039791,0.004524446185872747,0.002230410697445386,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18077,Jefferson County,3,143,0.00463695816669282,0.001392321635847592,0.003074697488671272,-0.0008428567109534584,0.00463695816669282,0.001392321635847592,0.003074697488671272,-0.0008428567109534584,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18113,Noble County,2,143,0.001112790446280803,0.0005936886941226954,0.00017707726855873746,0.00023864061108206183,0.001112790446280803,0.0005936886941226954,0.00017707726855873746,0.00023864061108206183,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18117,Orange County,2,143,0.013589122213025403,0.003754740716705123,0.02640698668043728,-0.003621851565771941,0.013589122213025403,0.003754740716705123,0.02640698668043728,-0.003621851565771941,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18101,Martin County,1,143,0.003842737204830589,0.002636739708419131,0.0021116279792306567,0.0018950262738704168,0.003842737204830589,0.002636739708419131,0.0021116279792306567,0.0018950262738704168,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18099,Marshall County,0,143,0.00875286438779456,0.0028417582681953294,0.010955606803730476,-0.001342306464116787,0.00875286438779456,0.0028417582681953294,0.010955606803730476,-0.001342306464116787,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18107,Montgomery County,3,143,0.0006196409260702283,0.0002628793994133922,5.4905547448347326e-05,-0.00012071795106718276,0.0006196409260702283,0.0002628793994133922,5.4905547448347326e-05,-0.00012071795106718276,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18109,Morgan County,3,143,0.002704463340720285,0.0011230068534333608,0.0010459194404658894,0.0008404893709158787,0.002704463340720285,0.0011230068534333608,0.0010459194404658894,0.0008404893709158787,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18111,Newton County,3,143,0.0020704817485644564,0.0013964455736263854,0.0006130259379728096,0.0003092023521477365,0.0020704817485644564,0.0013964455736263854,0.0006130259379728096,0.0003092023521477365,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18029,Dearborn County,0,143,0.0016798931972541549,0.0005852928547230041,0.00040355188504785254,6.634069811863788e-05,0.0016798931972541549,0.0005852928547230041,0.00040355188504785254,6.634069811863788e-05,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18043,Floyd County,4,143,0.001757798221218495,0.0006814651796358239,0.0004418492058722034,0.0003128660896461539,0.001757798221218495,0.0006814651796358239,0.0004418492058722034,0.0003128660896461539,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18037,Dubois County,4,143,0.0031191904021151177,0.0012416787419078528,0.001391296873344531,0.0008906297908589019,0.0031191904021151177,0.0012416787419078528,0.001391296873344531,0.0008906297908589019,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18039,Elkhart County,2,143,0.0017774939627194645,0.001286929605430826,0.00045180632461309277,0.0012112886893920617,0.0017774939627194645,0.001286929605430826,0.00045180632461309277,0.0012112886893920617,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18041,Fayette County,3,143,0.00493216706592423,0.0018525619709314953,0.0034786568911648304,-0.0016711294539100985,0.00493216706592423,0.0018525619709314953,0.0034786568911648304,-0.0016711294539100985,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18051,Gibson County,4,143,0.0013447531952216118,0.0005255313126576412,0.00025859564531639903,0.00021339107921922014,0.0013447531952216118,0.0005255313126576412,0.00025859564531639903,0.00021339107921922014,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18009,Blackford County,1,143,0.007543745718078992,0.004076689002647762,0.008137858222642024,0.0036380714351516444,0.007543745718078992,0.004076689002647762,0.008137858222642024,0.0036380714351516444,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18023,Clinton County,1,143,0.0024260912422021047,0.0009295592790580307,0.0008416863763150344,0.0008834054329041846,0.0024260912422021047,0.0009295592790580307,0.0008416863763150344,0.0008834054329041846,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18025,Crawford County,2,143,0.012636858747527074,0.0021969525995703966,0.022835698457708067,-0.0016884422249474342,0.012636858747527074,0.0021969525995703966,0.022835698457708067,-0.0016884422249474342,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39105,Meigs County,1,143,0.0035430621542542813,0.0017815190446321286,0.0017951203883339855,-9.16240726022322e-05,0.0035430621542542813,0.0017815190446321286,0.0017951203883339855,-9.16240726022322e-05,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39077,Huron County,1,143,0.003949993460435778,0.0024712463950595028,0.002231150112260414,0.002094664836401806,0.003949993460435778,0.0024712463950595028,0.002231150112260414,0.002094664836401806,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39035,Cuyahoga County,1,143,0.005707034329996013,0.0038230215700779157,0.004657544440656684,-0.0024753550904622933,0.005707034329996013,0.0038230215700779157,0.004657544440656684,-0.0024753550904622933,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18135,Randolph County,0,143,0.003261513001005023,0.0019014717394358171,0.0015211577889686454,0.001551381608356042,0.003261513001005023,0.0019014717394358171,0.0015211577889686454,0.001551381608356042,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18143,Scott County,4,143,0.003767398860355074,0.0016491320274979646,0.0020296410667396737,-0.001238929713376693,0.003767398860355074,0.0016491320274979646,0.0020296410667396737,-0.001238929713376693,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18145,Shelby County,3,143,0.0014404547985495287,0.0005002993746529434,0.00029671213381300395,-0.00031171029892300054,0.0014404547985495287,0.0005002993746529434,0.00029671213381300395,-0.00031171029892300054,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18137,Ripley County,0,143,0.0036845417955313027,0.0013861201405232877,0.001941346298751436,9.609640420890858e-05,0.0036845417955313027,0.0013861201405232877,0.001941346298751436,9.609640420890858e-05,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18139,Rush County,1,143,0.002967589055148296,0.0008493350215216974,0.001259341626433742,-0.0006639785720881087,0.002967589055148296,0.0008493350215216974,0.001259341626433742,-0.0006639785720881087,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18151,Steuben County,4,143,0.009941667672421783,0.007483356403090584,0.014133656123569316,-0.007232084211279646,0.009941667672421783,0.007483356403090584,0.014133656123569316,-0.007232084211279646,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18153,Sullivan County,4,143,0.0022895897639508204,0.0009660767511743421,0.0007496376440679373,0.0006088534615092044,0.0022895897639508204,0.0009660767511743421,0.0007496376440679373,0.0006088534615092044,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18155,Switzerland County,0,143,0.0035558642719197638,0.0013646092986849222,0.0018081164130051126,0.001286287620363244,0.0035558642719197638,0.0013646092986849222,0.0018081164130051126,0.001286287620363244,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18157,Tippecanoe County,3,143,0.0010479449880077367,0.0004447189176227026,0.00015704098379834658,0.00039157206447584943,0.0010479449880077367,0.0004447189176227026,0.00015704098379834658,0.00039157206447584943,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18159,Tipton County,1,143,0.004003960458132259,0.0013786363948199156,0.0022925330070909964,0.0004742241715177355,0.004003960458132259,0.0013786363948199156,0.0022925330070909964,0.0004742241715177355,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18163,Vanderburgh County,2,143,0.0006285331464463571,0.00022198868775453765,5.6492710013991374e-05,6.77812012328554e-05,0.0006285331464463571,0.00022198868775453765,5.6492710013991374e-05,6.77812012328554e-05,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18147,Spencer County,3,143,0.00189533342527498,0.0007529240699866789,0.0005136972973939362,0.0007487282657908747,0.00189533342527498,0.0007529240699866789,0.0005136972973939362,0.0007487282657908747,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18149,Starke County,1,143,0.004633141469891682,0.00250281097971342,0.0030696379828442986,0.0021864965042800253,0.004633141469891682,0.00250281097971342,0.0030696379828442986,0.0021864965042800253,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18183,Whitley County,2,143,0.00276259285343453,0.0008242108863613356,0.001091364456160198,0.00011204701450048747,0.00276259285343453,0.0008242108863613356,0.001091364456160198,0.00011204701450048747,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18169,Wabash County,4,143,0.0012862591049703298,0.0004096848280129104,0.00023658813537202753,0.00010197392869135675,0.0012862591049703298,0.0004096848280129104,0.00023658813537202753,0.00010197392869135675,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18171,Warren County,0,143,0.0036405491867332936,0.001902818236562471,0.0018952645684864957,0.0015304264068595939,0.0036405491867332936,0.001902818236562471,0.0018952645684864957,0.0015304264068595939,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18173,Warrick County,1,143,0.0013036478724293803,0.0004494102930705467,0.00024302818186641993,3.957929161343822e-05,0.0013036478724293803,0.0004494102930705467,0.00024302818186641993,3.957929161343822e-05,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18175,Washington County,1,143,0.003157451437731487,0.0011238833943355074,0.0014256384401734668,0.00027872263195210313,0.003157451437731487,0.0011238833943355074,0.0014256384401734668,0.00027872263195210313,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18177,Wayne County,3,143,0.0017797547782695633,0.001008998036058574,0.00045295637112058795,0.0008504717658312238,0.0017797547782695633,0.001008998036058574,0.00045295637112058795,0.0008504717658312238,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18179,Wells County,0,143,0.004599548284107276,0.0012993069296330562,0.003025285751750289,-0.000895350070219528,0.004599548284107276,0.0012993069296330562,0.003025285751750289,-0.000895350070219528,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18181,White County,3,143,0.0016044425536322236,0.0006805361805684743,0.00036811573483054236,0.00027038424252867757,0.0016044425536322236,0.0006805361805684743,0.00036811573483054236,0.00027038424252867757,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39029,Columbiana County,0,143,0.008486267477371629,0.005007577795685588,0.010298393204741844,0.0042004483015584074,0.008486267477371629,0.005007577795685588,0.010298393204741844,0.0042004483015584074,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39017,Butler County,2,143,0.0008072705715617451,0.00040437909670996947,9.319106592647661e-05,9.501978018532167e-05,0.0008072705715617451,0.00040437909670996947,9.319106592647661e-05,9.501978018532167e-05,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39023,Clark County,4,143,0.002727061064309703,0.001549801884881192,0.0010634712729317777,0.0005547420230641925,0.002727061064309703,0.001549801884881192,0.0010634712729317777,0.0005547420230641925,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39025,Clermont County,3,143,0.0019204659766467078,0.0006015870158483133,0.0005274111081464358,-0.0004442468006563527,0.0019204659766467078,0.0006015870158483133,0.0005274111081464358,-0.0004442468006563527,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39033,Crawford County,3,143,0.004926067306934352,0.0023804755927376263,0.0034700578930799866,-0.0005533227779899472,0.004926067306934352,0.0023804755927376263,0.0034700578930799866,-0.0005533227779899472,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39031,Coshocton County,4,143,0.012645008497564895,0.007777941692236418,0.022865162306198842,0.004882861663323377,0.012645008497564895,0.007777941692236418,0.022865162306198842,0.004882861663323377,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18165,Vermillion County,3,143,0.013736094011015068,0.003304663842578295,0.026981279851160497,-0.0017640585685192798,0.013736094011015068,0.003304663842578295,0.026981279851160497,-0.0017640585685192798,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18167,Vigo County,1,143,0.0011986276481920565,0.0005798237336687688,0.00020544927817849013,5.49038103506611e-05,0.0011986276481920565,0.0005798237336687688,0.00020544927817849013,5.49038103506611e-05,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39109,Miami County,1,143,0.001990386035449994,0.0011025367157118879,0.0005665140295263513,0.000345211338810655,0.001990386035449994,0.0011025367157118879,0.0005665140295263513,0.000345211338810655,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39097,Madison County,0,143,0.011321815293831496,0.004032297882536727,0.018330240721312056,0.0017678810501375463,0.011321815293831496,0.004032297882536727,0.018330240721312056,0.0017678810501375463,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39081,Jefferson County,0,143,0.012355064601398928,0.006523872374962144,0.021828609846577945,-0.0030416704602605478,0.012355064601398928,0.006523872374962144,0.021828609846577945,-0.0030416704602605478,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39037,Darke County,2,143,0.0020126171750164774,0.001302059966052683,0.0005792397887234967,0.0012253516293007697,0.0020126171750164774,0.001302059966052683,0.0005792397887234967,0.0012253516293007697,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39049,Franklin County,2,143,0.00566007954301544,0.0030168968362893067,0.0045812195619564485,-0.000742169765384639,0.00566007954301544,0.0030168968362893067,0.0045812195619564485,-0.000742169765384639,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39051,Fulton County,2,143,0.0031341776116071266,0.0017682324578581535,0.0014046989100572076,-0.0008597604394357216,0.0031341776116071266,0.0017682324578581535,0.0014046989100572076,-0.0008597604394357216,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39039,Defiance County,3,143,0.009181236263161046,0.00494628527552767,0.012054199202757625,-0.004817424434860821,0.009181236263161046,0.00494628527552767,0.012054199202757625,-0.004817424434860821,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39045,Fairfield County,2,143,0.0035286689105922518,0.0019919382481051514,0.001780565112122984,0.0006576128929722621,0.0035286689105922518,0.0019919382481051514,0.001780565112122984,0.0006576128929722621,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39059,Guernsey County,2,143,0.01565860301251052,0.00932340128906514,0.0350624343073867,-0.008083198439137478,0.01565860301251052,0.00932340128906514,0.0350624343073867,-0.008083198439137478,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39061,Hamilton County,0,143,0.00136792915620619,0.0006441740384033255,0.000267585915225054,0.0005015166957459829,0.00136792915620619,0.0006441740384033255,0.000267585915225054,0.0005015166957459829,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39065,Hardin County,2,143,0.002996377752716079,0.0020765409231504844,0.0012838939880869759,0.0014059664859438353,0.002996377752716079,0.0020765409231504844,0.0012838939880869759,0.0014059664859438353,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39069,Henry County,4,143,0.002947096492186826,0.0015352208241278355,0.0012420090159991652,-0.0011705855708798083,0.002947096492186826,0.0015352208241278355,0.0012420090159991652,-0.0011705855708798083,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39075,Holmes County,2,143,0.02171365845480102,0.01132634593594833,0.0674220637793205,-0.010081717626274925,0.02171365845480102,0.01132634593594833,0.0674220637793205,-0.010081717626274925,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39073,Hocking County,4,143,0.0025316727460930576,0.0018233044855096487,0.0009165394657433819,0.0014131874962249442,0.0025316727460930576,0.0018233044855096487,0.0009165394657433819,0.0014131874962249442,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39053,Gallia County,2,143,0.0026252317338932977,0.0009199053952324268,0.0009855333568995787,-0.0005202694688798994,0.0026252317338932977,0.0009199053952324268,0.0009855333568995787,-0.0005202694688798994,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39055,Geauga County,1,143,0.013927055190102927,0.007004299855858115,0.027736689876348718,-0.0033008954899368496,0.013927055190102927,0.007004299855858115,0.027736689876348718,-0.0033008954899368496,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39111,Monroe County,3,143,0.021661234959229347,0.011864327082625395,0.06709690129412837,0.011085989180865393,0.021661234959229347,0.011864327082625395,0.06709690129412837,0.011085989180865393,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39107,Mercer County,2,143,0.02325896572308861,0.01086492234816721,0.07736006657061695,0.01073663731201797,0.02325896572308861,0.01086492234816721,0.07736006657061695,0.01073663731201797,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39103,Medina County,3,143,0.007900837194380846,0.0053075117263478525,0.008926521657211988,0.005021712382946735,0.007900837194380846,0.0053075117263478525,0.008926521657211988,0.005021712382946735,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39087,Lawrence County,4,143,0.0037295060815493975,0.0013944827561376692,0.0019890178325608935,0.0003030023141384101,0.0037295060815493975,0.0013944827561376692,0.0019890178325608935,0.0003030023141384101,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39095,Lucas County,3,143,0.001909346214545595,0.0011963192171821383,0.0005213212242809418,-0.0009207549117124666,0.001909346214545595,0.0011963192171821383,0.0005213212242809418,-0.0009207549117124666,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39093,Lorain County,4,143,0.0036010006134515296,0.0016696674403027946,0.0018543103747851958,0.0007609516639332728,0.0036010006134515296,0.0016696674403027946,0.0018543103747851958,0.0007609516639332728,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,39089,Licking County,3,143,0.026472464939333484,0.01302768399082821,0.10021317019488639,-0.012874829845135804,0.026472464939333484,0.01302768399082821,0.10021317019488639,-0.012874829845135804,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18105,Monroe County,3,143,0.002110515064829057,0.0007285501845740972,0.0006369611589584668,-0.00036925074672038773,0.002110515064829057,0.0007285501845740972,0.0006369611589584668,-0.00036925074672038773,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18125,Pike County,3,143,0.003201111419084761,0.001206707323844559,0.0014653373473874636,0.0011219756076054413,0.003201111419084761,0.001206707323844559,0.0014653373473874636,0.0011219756076054413,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18129,Posey County,1,143,0.0012413999343959662,0.0005773820910778902,0.0002203735529879182,0.00016004377999923527,0.0012413999343959662,0.0005773820910778902,0.0002203735529879182,0.00016004377999923527,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18123,Perry County,2,143,0.0027858266799301212,0.0012881651726135,0.0011097987315572988,0.0012294239138722412,0.0027858266799301212,0.0012881651726135,0.0011097987315572988,0.0012294239138722412,0.0,0.0,0.0,0,0.0
osi_target_t01h,v18_rule,18121,Parke County,4,143,0.022958812746487763,0.008104139328761346,0.07537631283014533,-0.005341480479090749,0.022958812746487763,0.008104139328761346,0.07537631283014533,-0.005341480479090749,0.0,0.0,0.0,0,0.0
