horizon,model,fipsCode,countyName,fold,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
osi_target_t01h,C0_direct_osi,18009,Blackford County,1,143,0.009001705923683543,0.0047373858103651936,0.011587391463716555,0.004453612896284013,0.009001705923683543,0.0047373858103651936,0.011587391463716555,0.004453612896284013,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18013,Brown County,2,143,0.029464928998303736,0.013353482531242203,0.12415003184513648,-0.009577330325958023,0.029464928998303736,0.013353482531242203,0.12415003184513648,-0.009577330325958023,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18023,Clinton County,1,143,0.0021480079894513077,0.0007048127332362103,0.0006597931801527708,0.0006488686772921545,0.0021480079894513077,0.0007048127332362103,0.0006597931801527708,0.0006488686772921545,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18025,Crawford County,2,143,0.012392497036120304,0.00226349585782669,0.021961079539005824,-0.0015061532547479162,0.012392497036120304,0.00226349585782669,0.021961079539005824,-0.0015061532547479162,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18027,Daviess County,1,143,0.0045503619656323165,0.0022032201434583386,0.0029609285446130676,0.002196227136465332,0.0045503619656323165,0.0022032201434583386,0.0029609285446130676,0.002196227136465332,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18029,Dearborn County,0,143,0.001720680831659065,0.0007219189347123218,0.00042338618099476723,0.0003074602689487701,0.001720680831659065,0.0007219189347123218,0.00042338618099476723,0.0003074602689487701,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18033,DeKalb County,2,143,0.003604564636221168,0.0014823760310225496,0.0018579827289875624,-0.0009807266182049854,0.003604564636221168,0.0014823760310225496,0.0018579827289875624,-0.0009807266182049854,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18035,Delaware County,2,143,0.0018708751856227046,0.001020651644732894,0.0005005248763055669,-8.927637521585457e-05,0.0018708751856227046,0.001020651644732894,0.0005005248763055669,-8.927637521585457e-05,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18037,Dubois County,4,143,0.0027483517342501347,0.0010165349347597422,0.0010801415274872682,0.0006453976532683218,0.0027483517342501347,0.0010165349347597422,0.0010801415274872682,0.0006453976532683218,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18039,Elkhart County,2,143,0.002349967143828063,0.0016784261131243237,0.0007896954175212137,0.0016243982301381334,0.002349967143828063,0.0016784261131243237,0.0007896954175212137,0.0016243982301381334,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18041,Fayette County,3,143,0.00522565751634595,0.0019676252091314823,0.0039049719963744384,-0.0016952577518140825,0.00522565751634595,0.0019676252091314823,0.0039049719963744384,-0.0016952577518140825,0.0,0.0,0.0,0
osi_target_t01h,C0_direct_osi,18043,Floyd County,4,143,0.001722497431741601,0.0005883157659243755,0.0004242806285369668,7.180447091295414e-05,0.001722497431741601,0.0005883157659243755,0.0004242806285369668,7.180447091295414e-05,0.0,0.0,0.0,0
