cv_seed,horizon,target_day,fipsCode,variant,low_loss_controls,high_loss_controls,control_max_osi_peak,control_mean_osi_peak,control_max_osi_mean,query_osi_peak,query_osi_mean,query_P_mean,control_mean_P_mean,control_max_P_mean
42,6,5,42069,context,4,0,0.0105,0.005840000000000001,0.0012958333333333333,0.0042,0.0007791666666666667,0.0011239165833333332,0.0010299866666666668,0.0020341092083333333
42,6,5,42069,source_cache_rank,3,0,0.0162,0.008280000000000001,0.0058,0.0042,0.0007791666666666667,0.0011239165833333332,0.0026937093833333337,0.008689132375
42,6,5,42075,context,4,0,0.0105,0.00464,0.0012958333333333333,0.0246,0.003208333333333334,0.005126859625,0.001036712925,0.0020341092083333333
42,6,5,42075,source_cache_rank,2,0,0.0472,0.02074,0.0028083333333333333,0.0246,0.003208333333333334,0.005126859625,0.0025008531583333334,0.004358440416666667
42,6,5,42077,context,2,1,0.0571,0.02596,0.005308333333333334,0.0382,0.0028083333333333333,0.004358440416666667,0.003299445733333334,0.00821863075
42,6,5,42077,source_cache_rank,2,1,0.0571,0.02596,0.005308333333333334,0.0382,0.0028083333333333333,0.004358440416666667,0.003299445733333334,0.00821863075
42,6,5,42079,context,3,0,0.015,0.00794,0.006408333333333333,0.0027,0.00036666666666666667,0.000602463,0.0028453171083333327,0.009683903624999999
42,6,5,42079,source_cache_rank,2,0,0.0384,0.014679999999999999,0.0058,0.0027,0.00036666666666666667,0.000602463,0.0031757916333333336,0.008689132375
42,6,5,42081,context,3,0,0.0162,0.007379999999999999,0.0058,0.0008,0.0002375,0.00032715933333333336,0.0039040680750000003,0.008689132375
42,6,5,42081,source_cache_rank,3,0,0.0252,0.01074,0.0058,0.0008,0.0002375,0.00032715933333333336,0.0030430230500000004,0.008689132375
42,6,5,42083,context,2,2,0.1199,0.050980000000000004,0.020870833333333335,0.0203,0.0036875000000000002,0.004651556333333333,0.013912345924999996,0.03362198945833333
42,6,5,42083,source_cache_rank,2,0,0.0341,0.01738,0.015154166666666668,0.0203,0.0036875000000000002,0.004651556333333333,0.008932970066666667,0.021567841666666667
42,6,5,42085,context,4,0,0.0119,0.00664,0.003583333333333333,0.0149,0.004325,0.0059141755,0.002334872675,0.005046390041666667
42,6,5,42085,source_cache_rank,1,1,0.0553,0.02182,0.016475,0.0149,0.004325,0.0059141755,0.010247836275,0.02146741833333333
42,6,5,42089,context,2,0,0.0384,0.01958,0.002441666666666667,0.0178,0.004808333333333334,0.0071014551249999995,0.0022558592499999997,0.0037246065416666665
42,6,5,42089,source_cache_rank,2,0,0.0384,0.01808,0.002441666666666667,0.0178,0.004808333333333334,0.0071014551249999995,0.0021594928916666666,0.0037246065416666665
42,6,5,42091,context,3,0,0.0384,0.01812,0.0028083333333333333,0.0239,0.0016,0.002425920125,0.0022825543416666668,0.004358440416666667
42,6,5,42091,source_cache_rank,3,0,0.0384,0.01748,0.0028083333333333333,0.0239,0.0016,0.002425920125,0.002062206291666667,0.004358440416666667
42,6,5,42095,context,2,0,0.0382,0.01806,0.004808333333333334,0.0384,0.0022916666666666667,0.003512206,0.003245257491666667,0.0071014551249999995
42,6,5,42095,source_cache_rank,2,1,0.0571,0.02592,0.005308333333333334,0.0384,0.0022916666666666667,0.003512206,0.003468692616666667,0.00821863075
42,6,5,42097,context,4,0,0.0105,0.00586,0.0012958333333333333,0.0041,0.00048333333333333344,0.000519594,0.0011508511833333334,0.0020341092083333333
42,6,5,42097,source_cache_rank,2,0,0.0472,0.01506,0.005595833333333334,0.0041,0.00048333333333333344,0.000519594,0.003110201791666667,0.008004374083333333
42,6,5,42101,context,2,1,0.0571,0.02468,0.005308333333333334,0.0004,7.083333333333334e-05,9.991325000000001e-05,0.003185452875,0.00821863075
42,6,5,42101,source_cache_rank,2,1,0.0571,0.025259999999999998,0.005308333333333334,0.0004,7.083333333333334e-05,9.991325000000001e-05,0.00318088755,0.00821863075
42,6,5,42103,context,3,0,0.0252,0.01132,0.0058,0.0243,0.001766666666666667,0.0026578275833333332,0.0031651048833333333,0.008689132375
42,6,5,42103,source_cache_rank,2,0,0.0252,0.0147,0.0058,0.0243,0.001766666666666667,0.0026578275833333332,0.0045420655749999995,0.008689132375
42,6,5,42109,context,4,0,0.0141,0.00594,0.004091666666666666,0.0472,0.0025499999999999997,0.0037861460833333335,0.001978534125,0.006014878333333334
42,6,5,42109,source_cache_rank,4,0,0.0107,0.00566,0.005595833333333334,0.0472,0.0025499999999999997,0.0037861460833333335,0.0025378752499999996,0.008004374083333333
42,6,5,42113,context,3,1,0.1199,0.03284,0.016379166666666667,0.024,0.002983333333333333,0.003785154833333333,0.006976159183333333,0.022001598875
42,6,5,42113,source_cache_rank,3,0,0.0341,0.0123,0.009395833333333332,0.024,0.002983333333333333,0.003785154833333333,0.0032135207666666664,0.012166933833333332
42,6,5,42115,context,2,0,0.0243,0.011179999999999999,0.005595833333333334,0.0064,0.0011666666666666668,0.0015718855,0.0038373244666666667,0.008004374083333333
42,6,5,42115,source_cache_rank,2,0,0.0472,0.017859999999999997,0.005595833333333334,0.0064,0.0011666666666666668,0.0015718855,0.0034083740833333333,0.008004374083333333
42,6,5,42119,context,3,0,0.0472,0.0152,0.0058,0.0017,0.0004,0.000575665,0.0031814835916666668,0.008689132375
42,6,5,42119,source_cache_rank,3,0,0.0472,0.01602,0.004808333333333334,0.0017,0.0004,0.000575665,0.002881978875,0.0071014551249999995
42,6,5,42121,context,2,0,0.0161,0.0118,0.006733333333333334,0.0161,0.008195833333333333,0.011419096833333331,0.00553425335,0.010135656750000001
42,6,5,42121,source_cache_rank,0,0,0.0161,0.013419999999999998,0.0058,0.0161,0.008195833333333333,0.011419096833333331,0.005914140208333333,0.008295299375
42,6,5,42125,context,2,0,0.0261,0.014860000000000002,0.013820833333333336,0.0089,0.0047666666666666664,0.006651142416666668,0.008202075325,0.019566232708333336
42,6,5,42125,source_cache_rank,1,0,0.0261,0.018179999999999998,0.013820833333333336,0.0089,0.0047666666666666664,0.006651142416666668,0.011295922141666668,0.019566232708333336
42,6,5,42127,context,2,0,0.0444,0.019319999999999997,0.013683333333333334,0.0252,0.002441666666666667,0.0037246065416666665,0.006212063175,0.0198992995
42,6,5,42127,source_cache_rank,1,0,0.0472,0.02016,0.005595833333333334,0.0252,0.002441666666666667,0.0037246065416666665,0.004375392441666666,0.008004374083333333
42,6,5,42129,context,2,0,0.0168,0.01098,0.008004166666666666,0.0089,0.004520833333333334,0.006380162083333332,0.0056142048,0.011450963833333333
42,6,5,42129,source_cache_rank,2,0,0.0196,0.0128,0.008004166666666666,0.0089,0.004520833333333334,0.006380162083333332,0.0064851717,0.011450963833333333
42,6,5,42131,context,2,0,0.0243,0.01208,0.005595833333333334,0.0162,0.0058,0.008689132375,0.003911999958333334,0.008004374083333333
42,6,5,42131,source_cache_rank,3,0,0.0243,0.00854,0.005595833333333334,0.0162,0.0058,0.008689132375,0.0025431481166666666,0.008004374083333333
42,6,5,42133,context,2,1,0.0571,0.020479999999999998,0.005308333333333334,0.0036,0.0008083333333333333,0.0012016535000000002,0.0035264442333333332,0.00821863075
42,6,5,42133,source_cache_rank,1,1,0.0571,0.02728,0.005308333333333334,0.0036,0.0008083333333333333,0.0012016535000000002,0.004173349000000001,0.00821863075
42,6,5,54007,context,2,1,0.0821,0.02644,0.020870833333333335,0.0778,0.021133333333333334,0.032336352625,0.010096124966666665,0.03362198945833333
42,6,5,54007,source_cache_rank,1,4,0.191,0.10006,0.065225,0.0778,0.021133333333333334,0.032336352625,0.041882553658333335,0.10118123804166666
42,6,5,54009,context,2,0,0.0421,0.0201,0.0277125,0.002,0.0010041666666666667,0.0014519803333333334,0.014542159666666665,0.04089479708333333
42,6,5,54009,source_cache_rank,3,0,0.0234,0.01124,0.008004166666666666,0.002,0.0010041666666666667,0.0014519803333333334,0.005870098283333333,0.011450963833333333
42,6,5,54013,context,0,2,0.0821,0.05478000000000001,0.021133333333333334,0.191,0.03852083333333333,0.06334688345833334,0.01825734775,0.03362198945833333
