cv_seed,horizon,fipsCode,target_day,n,T_sse,e_P_squared,e_N_squared,e_D_squared,e_R_squared,e_remainder_squared,e_P_x_e_N,e_P_x_e_D,e_P_x_e_R,e_P_x_e_remainder,e_N_x_e_D,e_N_x_e_R,e_N_x_e_remainder,e_D_x_e_R,e_D_x_e_remainder,e_R_x_e_remainder
42,1,18025,7,24,6.984e-05,2.8233424921222685e-05,3.5583545306308135e-06,3.920538141820984e-06,1.8745578268507806e-07,2.412046794848155e-06,1.5649431896361975e-05,1.0145993252467672e-05,-2.0888033222765755e-06,4.159591607375922e-06,1.7149098777554128e-06,-4.35884057261548e-07,1.651427562949997e-06,-1.1824351503160247e-06,2.3162182424230377e-06,-4.0227008068759545e-07
42,1,18025,8,24,1.994e-05,1.0453331097258485e-05,2.2703173227219093e-06,5.606821422473729e-07,1.825604564305413e-07,2.0052982649204272e-06,5.486334574010658e-06,1.0174125030781681e-06,-1.3784540602597645e-06,-1.0828890209122047e-06,7.148500743381573e-07,-7.871915400402371e-07,2.393072595805068e-07,-4.265509189620056e-07,1.0157264433353852e-06,-3.3073459774740424e-07
42,1,18027,3,23,0.0,2.747177603779293e-07,1.5009119920639135e-08,5.268899806952189e-08,8.253345501697553e-10,4.318915071297708e-07,1.9215559577330348e-08,7.446818190271993e-08,-1.6889462857537444e-08,-6.262297993783714e-07,1.7268062735774104e-08,-7.351136483682559e-10,-6.576674850601447e-08,-4.6769334984080584e-09,-1.9243730727912975e-07,2.0650840903974247e-08
42,1,18027,4,24,0.0022792060953974536,0.0012023784987584768,2.0540957023620738e-05,0.00016072308164100275,1.1249391794767774e-06,9.47860981399419e-07,0.00026093614714114093,0.000677233650359269,-6.109759809011017e-05,1.95417887334757e-06,4.407461663769475e-05,-4.412187984823975e-06,5.826689559580511e-07,-2.6320380277851315e-05,5.835128191667305e-07,-4.385062031461995e-08
42,1,18027,5,24,0.00037239304783002786,0.0001962580712756455,2.8764307745105107e-07,3.258232851310589e-05,5.455311945261852e-07,1.762694945360019e-08,8.2170428230943e-06,0.00013314420986907578,-9.270449171601332e-07,1.008495870555182e-06,3.768414058055213e-06,-2.1031014016199385e-07,5.102180557435255e-08,-2.7557624632379123e-06,4.270893421878467e-07,-2.130942813701417e-08
42,1,18027,6,24,1.1451796253576833e-06,1.330003971047118e-06,2.29004212543424e-08,1.2929583562576747e-06,1.0957373568077729e-08,3.934942835397735e-06,3.189087475956396e-07,2.2714573634046613e-06,-2.2459995435471228e-07,-3.9207017769089605e-06,2.7107855680707646e-07,-3.006842472845056e-08,-5.278240920267602e-07,-1.9711811598649877e-07,-3.7783864272284796e-06,3.7067079125921986e-07
42,1,18027,7,24,2e-08,2.684252609724007e-07,7.934826534812798e-09,7.400489059282264e-08,9.720084614859762e-10,7.16579423415822e-07,7.284552732549797e-08,2.4550819999739406e-07,-2.5652263648222904e-08,-8.380486044301382e-07,4.0314163127334796e-08,-3.839826502921864e-09,-1.2526390990090339e-07,-1.1008625992258773e-08,-4.4197228293995373e-07,3.920121298682808e-08
42,1,18027,8,24,0.0,3.1904409570081724e-06,2.018047346127524e-08,3.612052338205451e-08,3.002280082205869e-09,3.95557657424658e-06,3.084178149107865e-07,5.496108883006038e-07,-1.529155618909754e-07,-7.08599505533676e-06,3.0100632102498604e-08,-1.3434658842187612e-08,-3.6544473509364796e-07,-1.594677426785376e-08,-6.360057928993577e-07,1.76292434836605e-07
42,1,18029,3,23,3.0000000000000004e-08,1.4370366997976488e-07,8.15651615679353e-09,6.132760851037519e-08,2.593712892265981e-09,5.026585912833981e-07,3.783979558715114e-08,1.44759227095819e-07,-2.314173150137318e-08,-4.992105942140824e-07,2.3292544917045083e-08,-5.1982179509759156e-09,-7.744587310189256e-08,-1.9621472099138883e-08,-3.185472824441982e-07,4.8833504889048355e-08
42,1,18029,4,24,0.00021464781683590455,0.00010536547495173706,9.249146396688013e-06,1.9750621263207944e-05,5.345995114823623e-07,3.4441061758900947e-07,3.779791550119474e-05,4.901428974743309e-05,-6.62547068154055e-06,-2.6425761513234952e-08,4.9711542119774125e-06,-9.729125066949337e-07,-1.4187179791426412e-07,-4.808796427538335e-06,1.5439290430233432e-07,4.128890549388606e-08
42,1,18029,5,24,4.462810999129354e-05,2.0713973484159172e-05,8.185700889776397e-07,6.818709338806388e-06,8.994984332322798e-08,4.627673685279525e-06,7.1949393635172535e-06,1.5238928919265488e-05,-1.7931887376942466e-06,-4.493625505185679e-06,1.9179115716977045e-06,-3.0503446655194104e-07,-1.0463655160677378e-06,-1.4244811634074496e-06,-4.415724636714075e-06,6.858737218882753e-07
42,1,18029,6,24,4e-08,3.4356741175183595e-07,8.986683287451732e-08,3.4424154206338025e-07,7.1854605006213895e-09,1.577423231848007e-06,2.3170878105704013e-07,4.13832428796991e-07,-7.407793093272488e-08,-1.2704231392143266e-06,2.0176851954491966e-07,-3.478732177496638e-08,-6.24752744952896e-07,-8.721412230725416e-08,-1.2708119752431125e-06,1.924730259879677e-07
42,1,18029,7,24,1e-08,3.14564508547055e-08,4.125792726532933e-09,1.978140283543137e-10,1.888217691210171e-10,3.64066326855822e-08,2.8336502843197365e-09,3.010694970633463e-10,-2.3883834695951488e-09,-5.3943926485412803e-08,-3.495948980267422e-10,-7.325837945242347e-10,-1.0768231633407683e-08,-1.1702087088170582e-10,4.24279560970198e-10,2.3652297451990665e-09
42,1,18029,8,24,2.6999999999999996e-07,1.3202911040210046e-07,2.86490186019394e-08,1.382069096210197e-08,5.114532868866272e-10,1.657459810406258e-07,7.128315690678334e-08,2.4721525807634168e-08,-1.2612558921890379e-09,-1.0278706778843153e-07,-7.64528908126311e-09,3.708473988330505e-10,-8.888961481761578e-08,-1.1172874440666097e-09,2.620077918220405e-08,8.367951434457162e-09
42,1,18033,3,23,2.8875388921152486e-05,8.108431943699601e-06,1.6984272394090553e-07,3.824954168167458e-06,2.5773888420641886e-08,3.1380138615320363e-06,1.6959081080814606e-06,8.949448473452497e-06,-2.9310156182793854e-07,1.9903749813912346e-06,8.883220312823876e-07,-4.2952294897662126e-09,5.79942262152526e-07,-3.6481782669953953e-07,1.5169416919595447e-07,1.4896927853028502e-08
42,1,18033,4,24,9.763031659909712e-05,4.248056585560719e-05,3.60461950123369e-06,7.55594561772424e-06,2.6052119812674346e-07,2.260866642300058e-06,1.285201684267973e-05,2.6986854889370956e-05,-2.4324655939436413e-06,1.9843682677553194e-06,1.8294576769936173e-06,-1.0432300904184382e-06,3.694911534802434e-07,-2.585647249850905e-07,1.1981823984291674e-06,-1.8313035256667938e-08
42,1,18033,5,24,0.001436788409008007,0.000608131936325839,6.00234214190791e-05,0.00012557102538195017,2.7624917767236e-06,3.4522989706543785e-06,0.0002956190003079148,0.00037562140034177186,-5.026362842922998e-05,-1.8792428822260617e-06,5.618482247878162e-05,-8.29341909325664e-06,-2.072453389787671e-07,-2.812429084811195e-05,-2.19079429342314e-06,3.8063289051890476e-07
42,1,18033,6,24,7.335746034145725e-06,1.962870821485812e-06,1.2009444495418938e-07,4.243846665893146e-07,1.72180867813337e-08,1.6976706986571121e-06,3.668642258680531e-07,7.95432039562917e-07,-9.306322097413087e-08,1.8744143601920607e-06,1.7453720428634295e-07,-3.9987856465599076e-08,-2.7647972598726233e-07,-1.282401668891842e-07,3.822440646938398e-07,5.7786391390926465e-08
42,1,18033,7,24,6.4e-06,2.755919672479843e-06,1.3644325965296715e-07,7.455859896441827e-07,1.1109993187613767e-08,8.153869290576149e-07,6.856280844535862e-07,1.485317433473347e-06,-4.6392466467606536e-08,-6.441336313195863e-07,1.6066649940120735e-08,2.4085751983993802e-08,-2.028887693854096e-07,-1.0811359498398695e-07,8.259322069291006e-07,-9.994750864578107e-08
42,1,18033,8,24,1.5899999999999998e-06,4.055031277363197e-07,1.1960082444510495e-08,1.819516608783877e-07,1.8229689276011125e-09,2.8010563323918217e-07,1.4700813751676556e-08,3.264215244128442e-07,3.041721940793429e-09,5.25441968719177e-08,2.0427796540434473e-08,-2.066948424146324e-09,7.201798808282119e-09,-9.810906461852612e-09,3.112982397417544e-07,-1.510171040770532e-08
42,1,18035,3,23,6.645162699739944e-05,3.770888842648093e-05,2.8523760487028826e-07,1.6478275570585435e-05,3.0980002977361264e-07,2.900523236294751e-08,1.7664789118464561e-06,1.4608649469862833e-05,-2.1970339220035058e-06,-4.091164314734315e-07,5.485615940490688e-07,1.7153862841905704e-07,-4.674135325310708e-08,-2.648222380285356e-06,-1.656582245750874e-07,1.196384073929451e-08
42,1,18035,4,24,0.00040992220535046977,0.00017554423792839644,1.4051709759156616e-05,4.889327152044806e-05,4.2419899998785246e-07,1.0926929353704979e-08,6.158623630966392e-05,0.00012466247729661978,-1.1960627233445752e-05,2.4129789568471974e-07,4.297302430002411e-06,-7.807492505665635e-07,1.2735846855724932e-07,-7.135739019040686e-06,-1.5368593032006982e-08,-2.4328091315970378e-08
42,1,18035,5,24,2.4321828679644923e-05,1.4043311035678408e-05,2.8542067863580014e-06,1.5832165466568993e-06,6.776238816806506e-08,2.5442503124494886e-08,7.643879079116508e-06,5.858512048801555e-07,-7.954910351751711e-07,-2.1705705214906984e-07,-1.0156249433093509e-06,-1.7130601010507094e-07,1.291987079936293e-08,-2.940391696378357e-07,1.2974456293042192e-09,-2.5399703897805988e-09
42,1,18035,6,24,2.2409672490160945e-05,1.6313229836438975e-05,1.197684366124764e-06,2.152804950992953e-06,3.104764171595207e-07,9.779899927100158e-06,7.362912198582853e-06,2.16623381117145e-06,-1.3787094308250988e-06,-1.4787984267310441e-05,1.4395748194199058e-06,-7.92048264341182e-07,-7.77821661701631e-07,-1.0990616575971817e-06,1.3921023787725056e-06,-8.696209338266048e-07
42,1,18035,7,24,1.2e-07,8.105354929491007e-07,1.7209382715808758e-08,3.51055976432566e-08,1.3687257576933738e-09,1.4446372871536293e-06,6.806349583273433e-08,2.260291873278039e-07,-2.161100943123043e-08,-2.0804550857157516e-06,9.011724143161053e-10,-2.9948842321285056e-09,-7.977293972396004e-08,-4.577062872031016e-09,-3.1063122739380174e-07,1.6191867574560316e-08
42,1,18035,8,24,0.0,2.58131108762441e-07,7.264636130624614e-09,6.2467148431084205e-09,1.176780722436424e-10,3.8151691381149744e-07,4.197980283670066e-08,6.902996786880293e-08,-5.542568840907607e-09,-6.217294193894779e-07,6.6381753655562995e-09,-1.464116946281299e-09,-6.168313351722491e-08,-8.844842807911537e-10,-8.72770886397849e-08,7.655813923492776e-09
42,1,18037,3,23,1e-08,1.2701525052442097e-06,7.20455878769209e-08,1.1124223888584295e-07,6.562995275217313e-09,2.0990308984329933e-06,3.950130408375748e-07,3.125405953972625e-07,-1.3184343861849395e-07,-3.1119737369201256e-06,1.0832250459752326e-07,-2.697531174907742e-08,-6.245116294694053e-07,-2.5509022758901095e-08,-6.164435550075705e-07,1.7234632797602936e-07
42,1,18037,4,24,0.00048604476320320195,0.00013596113545640953,3.894367261723159e-05,7.393354007204398e-05,2.9770502700303196e-06,1.94688636860548e-06,0.00010801924347846727,0.00013444412444769792,-2.7657340204823442e-05,-1.987398839020368e-06,6.259446643212443e-05,-1.4264173096262073e-05,-1.107279153434014e-06,-2.7966747823835144e-05,1.1562120659651822e-07,9.196197136998043e-08
42,1,18037,5,24,9.507626778092961e-05,2.9339460431799287e-05,4.573024126789585e-07,2.6829152448998344e-05,2.948064621262344e-07,1.3769545464114028e-06,1.9922870758297496e-07,3.799117810069785e-05,8.703344282821016e-07,-6.522827698230121e-07,1.6401423743950102e-06,1.8538891517199489e-07,-2.387894598513568e-07,-1.2176349390644581e-06,-2.299301303964201e-06,3.003274254884843e-07
42,1,18037,6,24,1e-08,3.296989666397413e-07,1.8193345995944533e-08,5.30061072440226e-07,5.05192095335279e-09,1.6322552725570669e-06,6.445091214803632e-08,7.015567937221111e-07,-6.633341916841216e-08,-1.3708482639850867e-06,1.3728706463729983e-07,-1.3158760772857589e-08,-2.21486985419298e-07,-1.0061762837007753e-07,-1.8065989683728892e-06,1.7048867699484247e-07
42,1,18037,7,24,6e-08,1.8160103985811298e-07,1.815044394018828e-08,6.528245338369717e-08,1.5403487249873875e-09,4.368939462699869e-07,3.4769768403026083e-08,1.0507080651661588e-07,-2.2741473954281096e-08,-4.168561256866718e-07,4.8209677245002e-08,-6.838205307574126e-09,-1.1339888445431176e-07,-1.5701292205002385e-08,-2.981728258597393e-07,4.219032312596377e-08
42,1,18037,8,24,0.00022091000000000002,0.00011444808542534468,2.7963103067644974e-05,6.735234040837663e-06,2.3542456990079195e-06,2.433930729381516e-06,6.561536407818256e-05,2.1006956348960644e-05,-1.9006803041748378e-05,-8.320319311721706e-07,1.1460248387077398e-05,-1.0565286029750574e-05,4.861963683421376e-07,-5.469084291408408e-06,4.56993488711946e-06,-2.9009373781943955e-07
42,1,18039,3,23,2.8263061643538436e-05,4.220657456181507e-06,1.6626837697596476e-07,2.350295542543817e-05,3.040559466640446e-08,2.1266471804724927e-08,-8.007126341492143e-07,-1.9744595794724524e-06,7.16535264178419e-08,1.910339458449459e-07,3.1399470909153145e-06,-1.6136405018290836e-08,-2.095912464172732e-09,-4.961493802496683e-07,2.0553326962961464e-07,2.8943970177478484e-09
42,1,18039,4,24,0.00018725451266821607,5.7396730084007766e-05,4.904909970789615e-06,2.9818095689941063e-05,1.6739835460834532e-07,1.9913313077572526e-08,2.6631145015595516e-05,6.177418470376341e-05,-2.8217221570967035e-06,-1.7044745994189967e-07,1.2825342544612594e-05,-2.3182680166443908e-07,6.145258938488421e-09,-3.0701007414227483e-06,5.830967987336987e-09,-1.0860749798516253e-09
42,1,18039,5,24,8.114438618012967e-05,3.133772587357204e-05,1.6922725329446094e-06,8.592478201809536e-06,1.384633858474487e-07,9.192141508141433e-07,1.3736040235268209e-05,2.61044901614647e-05,-2.4094997755823924e-06,-7.641395235576349e-07,4.644289463422822e-06,-4.2626725683932703e-07,-2.857866131873011e-07,-1.831279775787682e-06,-3.74687388833887e-07,7.107250877438014e-08
42,1,18039,6,24,3.570423054983118e-05,1.0337990713507969e-05,4.91777273518557e-07,6.484087998236319e-06,3.8151426658848166e-08,2.77427458983945e-06,4.2541277059987896e-06,1.578259715424217e-05,-1.2052269974027052e-06,-2.6027346287011382e-06,3.1543894849656783e-06,-2.4159856365201385e-07,-5.086758966632669e-07,-9.732567042558655e-07,-2.2985275864892733e-06,2.1685458002766452e-07
42,1,18039,7,24,1.927774204256866e-05,1.1888006290209529e-05,6.56509593455505e-07,1.5824036016652983e-06,4.29159551020341e-08,6.583389133395011e-06,4.5801466777145945e-06,6.670926277480081e-06,-9.09798508718075e-07,-6.121283712319635e-06,1.385934190423299e-06,-1.514479204218364e-07,-2.3247598562261246e-06,-4.3828003381367355e-07,-4.735284887593222e-06,5.68365242215876e-07
42,1,18039,8,24,3.4447355687481093e-06,2.5206600101385118e-06,1.3706485266134675e-06,7.778547275812382e-07,4.704940145542193e-09,8.142394155170641e-06,2.9907863632033785e-06,2.6043741663116735e-06,-1.9917782063019928e-07,-6.913336312880741e-06,1.6603293956788736e-06,-1.3141681325317804e-07,-5.109667259699422e-06,-1.1294781131488617e-07,-4.470730214842752e-06,3.1025951652596004e-07
42,1,18041,3,23,8.512770256840426e-06,3.4112724440469822e-06,2.069009585827675e-06,9.902933034305738e-07,2.0433598315048436e-08,4.38177037338225e-06,4.163152231781822e-06,1.1290520389706659e-06,-3.980529564571764e-07,-2.551240751876376e-06,1.251255249884836e-06,-3.4720342251682166e-07,-3.058705871520299e-06,-1.5940171015076995e-07,-2.7288102709747687e-06,3.399464146967873e-07
42,1,18041,4,24,0.0028986186386111756,0.0014326628632581715,4.8093496434847855e-05,0.00031813936625893946,4.0187869690111715e-06,5.932603557143004e-07,0.00017089370459636525,0.0009680363199036472,-1.5712846289979096e-05,7.874957559840745e-06,-1.1485024046325843e-05,5.362146812898454e-06,5.224948734394879e-06,-3.5881329312208874e-05,5.896501506921981e-07,2.083372251666587e-07
42,1,18041,5,24,0.0011222677331614824,0.0005514001084690587,1.405502570230682e-05,0.00012155577319914507,1.39529755435792e-06,4.223705166251563e-06,4.576882721444871e-05,0.00039195028935337835,2.7683537423911392e-06,-7.29421043642676e-08,-4.778799082767697e-06,2.457224818420096e-06,-8.450755251443092e-08,-1.1701128491531665e-05,2.814110923173729e-06,5.163942497286148e-07
42,1,18041,6,24,4e-08,5.475780175516694e-07,6.521196149048627e-07,2.674510921974395e-06,2.4252718519857738e-08,8.59977882818208e-06,9.87133550037398e-07,2.2532426723095796e-06,-2.0371931691509404e-07,-4.2242811885182625e-06,2.081827824542409e-06,-1.9590577367831481e-07,-4.208114869176577e-06,-4.5810446083826503e-07,-9.320635258834986e-06,8.303167199392469e-07
42,1,18041,7,24,0.0,3.9309070867452834e-08,4.59875283622004e-09,8.33399016030226e-08,7.963176904372417e-10,2.424772691468608e-07,2.1921503277515906e-08,8.868160770781713e-08,-8.889923499881233e-09,-1.8033132922035745e-07,3.022361409274965e-08,-3.527974099639474e-09,-5.781464894306616e-08,-1.3975601328833919e-08,-2.7160942367777804e-07,2.480086354748014e-08
42,1,18041,8,24,0.0,1.5954154503471978e-07,7.287880831237106e-09,2.6800928103281665e-08,8.257491102172339e-10,2.5646371703042674e-07,1.7064930308614216e-08,4.133514371857153e-08,-8.35088381630896e-09,-3.691322802803163e-07,2.5527080945353723e-08,-4.4690001170604366e-09,-5.2698772799381714e-08,-9.099657088199134e-09,-1.1136442378228944e-07,2.0268042801134065e-08
42,1,18043,3,23,1.04e-06,5.433025974925696e-07,5.557032907635695e-08,5.0283545296938166e-08,5.108341443187495e-09,1.453862676837035e-07,2.2141797607614934e-07,1.33664492006261e-07,-2.9574010037244827e-08,-3.716805303030468e-08,2.06581001726523e-08,-6.629338178666619e-09,-6.089485183715006e-08,-1.304403776879714e-08,6.1739046140592305e-09,5.7447369902856836e-09
42,1,18043,4,24,0.000574311594194668,0.0003670900725358782,1.705898419898503e-05,1.3005019233480799e-05,1.1978738611969487e-06,9.386746086993101e-07,0.00010780960842970385,8.31782746702217e-05,-1.3000817665703738e-05,-9.918204643398043e-07,6.305764167793577e-06,-2.131320580943832e-06,-7.063980995564349e-07,-5.331269418455045e-06,-4.1719299230019914e-08,-6.933198306256706e-08
42,1,18043,5,24,0.000483857365678009,0.00022327172683013578,6.136016380758054e-06,3.476294294830812e-05,4.0193819337145277e-07,5.675862141555479e-06,5.879934780330767e-05,0.00015130226856692024,-1.3887849630100066e-05,7.126720395832806e-06,1.4464474583979941e-05,-1.6523357918232124e-06,2.3486432181799883e-06,-5.395384967794613e-06,8.494691664442809e-07,-3.464741610669316e-07
