cv_seed,horizon,T_rmse,forest_sse_share_pct,forest_clay_calhoun_share_pct
42,1,0.010840689291401098,31.64813785043376,47.43573443437519
42,6,0.009909062742500467,20.41132012745026,39.985620442493385
20260917,1,0.011062252875491096,31.13563332911488,47.319115272127185
20260917,6,0.010081513422689467,20.090996646533522,40.28122334402463
20260918,1,0.01055449106533266,34.611355268918196,43.84971374210764
20260918,6,0.00954921332229313,23.05881413777495,34.60624087726835
