cv_seed,horizon,target_day,fipsCode,excluded_fold,variant,rank,matched_fips,matched_fold,distance,control_osi_peak,control_osi_mean,control_P_peak,control_P_mean,control_N_peak,control_R_mean,control_D_mean,control_P_hours_gt05,control_T_rmse,control_S_rmse,query_osi_peak,query_osi_mean,query_P_peak,query_P_mean,query_N_peak,query_R_mean,query_D_mean,query_P_hours_gt05,query_T_rmse,query_S_rmse,control_low_loss,control_high_loss,control_countyName,control_stateAbbr
42,6,3,42131,3,source_cache_rank,2,42069,2,0.17709581001402241,0.0003,7.222222222222222e-05,0.000469296,0.00010700994444444444,0.000105066,2.9190555555555556e-05,0.00010700611111111111,0,0.005578366764985857,,0.1648,0.021305555555555557,0.306100161,0.02588393661111111,0.101808033,0.017918531,0.025883937055555556,2,0.04435760665088384,,True,False,Lackawanna County,PA
42,6,3,42131,3,source_cache_rank,3,42025,1,0.17724229171930722,0.0033,0.0008055555555555555,0.005505524,0.0010674789444444445,0.001835175,0.00047398433333333337,0.0010668127777777776,0,0.0014865458163452303,,0.1648,0.021305555555555557,0.306100161,0.02588393661111111,0.101808033,0.017918531,0.025883937055555556,2,0.04435760665088384,,True,False,Carbon County,PA
42,6,3,42131,3,source_cache_rank,4,42081,0,0.17846619723379625,0.001,0.0004111111111111111,0.001730666,0.0006065695555555555,0.000348456,0.00012582816666666666,0.0006137786666666666,0,0.003400113465501072,,0.1648,0.021305555555555557,0.306100161,0.02588393661111111,0.101808033,0.017918531,0.025883937055555556,2,0.04435760665088384,,True,False,Lycoming County,PA
42,6,3,42131,3,source_cache_rank,5,42015,4,0.1807627630187869,0.0025,0.0004888888888888889,0.004435712,0.0006334368333333334,0.001478571,0.00028226222222222226,0.0006375691666666666,0,0.0049718199975428675,,0.1648,0.021305555555555557,0.306100161,0.02588393661111111,0.101808033,0.017918531,0.025883937055555556,2,0.04435760665088384,,True,False,Bradford County,PA
42,24,4,18013,1,context,1,54087,0,0.971905726500086,0.0097,0.0032375000000000004,0.015950482,0.005138277208333333,0.004562949,0.00021492704166666663,0.003883472666666667,0,0.0034009610726466882,0.003026980832615291,0.1379,0.0486625,0.242625714,0.07171395579166667,0.080875238,0.011951025291666667,0.06412897583333334,13,0.06030107197189478,0.06317266847273682,True,False,Roane County,WV
42,24,4,18013,1,context,2,54015,2,0.9863254177467572,0.0227,0.0051916666666666665,0.038541128,0.007813847208333334,0.012329712,0.0014082887916666668,0.006385798333333334,0,0.00565691141433693,0.005120858693834058,0.1379,0.0486625,0.242625714,0.07171395579166667,0.080875238,0.011951025291666667,0.06412897583333334,13,0.06030107197189478,0.06317266847273682,False,False,Clay County,WV
42,24,4,18013,1,context,3,54035,0,1.0893617370551616,0.001,0.00015416666666666668,0.001718951,0.00021998633333333338,0.00055252,5.031229166666667e-05,0.00010444870833333333,0,0.0014312387044677424,0.0019469933691215362,0.1379,0.0486625,0.242625714,0.07171395579166667,0.080875238,0.011951025291666667,0.06412897583333334,13,0.06030107197189478,0.06317266847273682,True,False,Jackson County,WV
42,24,4,18013,1,context,4,18101,4,1.0906185992965645,0.0366,0.009766666666666667,0.063461871,0.014035391083333333,0.021096317,0.002975675875,0.011225430041666666,2,0.006456549663503711,0.008577952575789381,0.1379,0.0486625,0.242625714,0.07171395579166667,0.080875238,0.011951025291666667,0.06412897583333334,13,0.06030107197189478,0.06317266847273682,False,False,Martin County,IN
42,24,4,18013,1,context,5,18103,0,1.1270519207902878,0.0079,0.0012583333333333333,0.013557134,0.001651603208333333,0.004432968,0.0007567598749999999,0.0016273940416666665,0,0.0028753961547111828,0.0019713535662258036,0.1379,0.0486625,0.242625714,0.07171395579166667,0.080875238,0.011951025291666667,0.06412897583333334,13,0.06030107197189478,0.06317266847273682,True,False,Miami County,IN
42,24,4,39119,1,context,1,39031,2,0.5094286623288304,0.1096,0.07925416666666667,0.16391574,0.11807683408333335,0.000911162,0.004574748375,0.12985090316666667,24,0.023298020540389028,0.023309709709363306,0.0411,0.024829166666666663,0.055827838,0.03597437879166667,0.004834254,0.0025833850833333334,0.04184361645833334,3,0.05391875104029955,0.056074208829383326,False,True,Coshocton County,OH
42,24,4,39119,1,context,2,39157,2,0.6237262248751734,0.0853,0.07185833333333334,0.126089109,0.10813724483333333,0.002869724,0.002708840125,0.11488947025,24,0.04040199538488218,0.04072466425503178,0.0411,0.024829166666666663,0.055827838,0.03597437879166667,0.004834254,0.0025833850833333334,0.04184361645833334,3,0.05391875104029955,0.056074208829383326,False,True,Tuscarawas County,OH
42,24,4,39119,1,context,3,39075,3,0.6672220171087284,0.1398,0.10177083333333332,0.20998028,0.15121826516666667,0.001629503,0.006431508916666668,0.16750210433333335,24,0.018348093020608965,0.017275677567699457,0.0411,0.024829166666666663,0.055827838,0.03597437879166667,0.004834254,0.0025833850833333334,0.04184361645833334,3,0.05391875104029955,0.056074208829383326,False,True,Holmes County,OH
42,24,4,39119,1,context,4,39081,4,0.700486423219508,0.0615,0.03687083333333333,0.094283615,0.05369504104166667,0.001155911,0.0037817970833333332,0.062608099,13,0.013145498822127372,0.01590426545521092,0.0411,0.024829166666666663,0.055827838,0.03597437879166667,0.004834254,0.0025833850833333334,0.04184361645833334,3,0.05391875104029955,0.056074208829383326,False,True,Jefferson County,OH
42,24,4,39119,1,context,5,39059,0,0.757676556779525,0.1423,0.10457500000000002,0.214180929,0.155908214375,0.003850996,0.006026467000000001,0.17072339275,24,0.028613645032753616,0.027640187814662806,0.0411,0.024829166666666663,0.055827838,0.03597437879166667,0.004834254,0.0025833850833333334,0.04184361645833334,3,0.05391875104029955,0.056074208829383326,False,True,Guernsey County,OH
42,24,4,18013,1,source_cache_rank,1,54015,2,0.23903693413163388,0.0227,0.0051916666666666665,0.038541128,0.007813847208333334,0.012329712,0.0014082887916666668,0.006385798333333334,0,0.00565691141433693,0.005120858693834058,0.1379,0.0486625,0.242625714,0.07171395579166667,0.080875238,0.011951025291666667,0.06412897583333334,13,0.06030107197189478,0.06317266847273682,False,False,Clay County,WV
