cv_seed,horizon,fipsCode,n,T_sse,T_rmse,T_bias,truth_mean,truth_max,S_sse,S_rmse,S_bias,common_score,under_common_score,over_common_score,both_under_n,both_under_T_sse,both_under_S_sse,both_over_n,both_over_T_sse,both_over_S_sse,opposite_n,opposite_T_sse,opposite_S_sse,zero_error_n,zero_error_T_sse,zero_error_S_sse,countyName,stateAbbr,rank
42,1,18051,143,0.00024804733257073635,0.0013170408996169749,4.398459805605796e-05,0.0005594405594405593,0.0173,,,,,,,,,,,,,,,,,,,Gibson County,IN,216
42,1,18059,143,0.00018609892009117962,0.0011407852775998945,0.00011226659809405983,0.0003020979020979021,0.0138,,,,,,,,,,,,,,,,,,,Hancock County,IN,225
42,1,18061,143,0.0022448460379104157,0.00396209843912687,-0.00037385989582044315,0.001913986013986014,0.038,,,,,,,,,,,,,,,,,,,Harrison County,IN,114
42,1,18065,143,0.0006325371878111013,0.0021031730736437286,-0.00019731358700520704,0.0009384615384615385,0.019,,,,,,,,,,,,,,,,,,,Henry County,IN,176
42,1,18067,143,0.0003965193576141259,0.0016651914726716034,-0.00021169804100302142,0.0004657342657342658,0.0149,,,,,,,,,,,,,,,,,,,Howard County,IN,194
42,1,18069,143,0.00019589999151841555,0.001170440092707991,-0.00010305356413840016,0.0008559440559440559,0.0062,,,,,,,,,,,,,,,,,,,Huntington County,IN,223
42,1,18071,143,0.0027991778169745986,0.0044243270729878706,0.0017056904567560231,0.0005293706293706293,0.0101,,,,,,,,,,,,,,,,,,,Jackson County,IN,102
42,1,18073,143,0.0015199839447166904,0.0032602543389530472,0.001654516494046478,0.0004699300699300699,0.0032,,,,,,,,,,,,,,,,,,,Jasper County,IN,129
42,1,18077,143,0.003384315214216699,0.004864826817015929,-0.0009496937031332836,0.0024230769230769228,0.0343,,,,,,,,,,,,,,,,,,,Jefferson County,IN,93
42,1,18083,143,0.0015246223209912173,0.0032652250385518814,0.0014559919888762806,0.0005762237762237763,0.0083,,,,,,,,,,,,,,,,,,,Knox County,IN,128
42,1,18085,143,0.0010173401984503035,0.002667258353071576,0.0015868037282356898,0.0008566433566433566,0.0077,,,,,,,,,,,,,,,,,,,Kosciusko County,IN,161
42,1,18087,143,0.0011100047700994722,0.0027860852678223487,0.0025658815123419908,0.0009769230769230768,0.0048,,,,,,,,,,,,,,,,,,,LaGrange County,IN,151
42,1,18089,143,0.0009356078712312265,0.0025578726290087926,0.0009531341471666433,0.0014769230769230768,0.0174,,,,,,,,,,,,,,,,,,,Lake County,IN,164
42,1,18091,143,0.00028048696884848433,0.0014005168098258534,-0.00013495325515426736,0.0006594405594405594,0.0089,,,,,,,,,,,,,,,,,,,LaPorte County,IN,212
42,1,18093,143,0.008413300430415407,0.007670349975337741,-0.002003360140803889,0.0037286713286713295,0.0678,,,,,,,,,,,,,,,,,,,Lawrence County,IN,65
42,1,18095,143,0.0002800706386420271,0.0013994770218047992,-1.6066223948238455e-05,0.001034965034965035,0.0148,,,,,,,,,,,,,,,,,,,Madison County,IN,213
42,1,18097,143,5.141518303602351e-05,0.0005996221597953555,7.899606592353944e-06,0.0002874125874125874,0.0061,,,,,,,,,,,,,,,,,,,Marion County,IN,239
42,1,18099,143,0.011187080741455557,0.008844847870728619,-0.001664463906470181,0.0026153846153846145,0.0642,,,,,,,,,,,,,,,,,,,Marshall County,IN,55
42,1,18101,143,0.001492876018253627,0.0032310512894938776,0.0006504406705293258,0.0023580419580419582,0.0366,,,,,,,,,,,,,,,,,,,Martin County,IN,131
42,1,18103,143,0.00102066511256939,0.0026716134207096683,0.0011142048897660895,0.00046013986013986014,0.0088,,,,,,,,,,,,,,,,,,,Miami County,IN,159
42,1,18105,143,0.0006263909034060996,0.002092929995932693,-0.0004338032623023112,0.0017265734265734267,0.0221,,,,,,,,,,,,,,,,,,,Monroe County,IN,177
42,1,18107,143,0.00016612322119748989,0.0010778222708475152,0.0002928329289646099,0.0007678321678321678,0.0069,,,,,,,,,,,,,,,,,,,Montgomery County,IN,229
42,1,18109,143,0.0013345436133030413,0.0030549096255537557,0.0009324549725206702,0.0008097902097902098,0.0082,,,,,,,,,,,,,,,,,,,Morgan County,IN,139
42,1,18111,143,0.0017232796438345112,0.0034714415737905394,0.0019040818220163811,0.0020356643356643353,0.0172,,,,,,,,,,,,,,,,,,,Newton County,IN,122
42,1,18113,143,0.00015664700279681204,0.0010466296317187338,-8.460472490502716e-05,0.0006454545454545455,0.0032,,,,,,,,,,,,,,,,,,,Noble County,IN,230
42,1,18117,143,0.024502361576764657,0.013089888687513774,-0.003476485038889607,0.005079020979020979,0.1209,,,,,,,,,,,,,,,,,,,Orange County,IN,26
42,1,18121,143,0.08511447925666202,0.024396847104656498,-0.005998335986819744,0.00913076923076923,0.1293,,,,,,,,,,,,,,,,,,,Parke County,IN,6
42,1,18123,143,0.004113346159380906,0.005363269381376357,0.0020124639271197338,0.0002006993006993007,0.0043,,,,,,,,,,,,,,,,,,,Perry County,IN,85
42,1,18125,143,0.0010195028536649135,0.002670091868282686,0.0008331839925616311,0.0008594405594405594,0.0167,,,,,,,,,,,,,,,,,,,Pike County,IN,160
42,1,18127,143,0.0008519643844021468,0.0024408590491704165,0.0015656991632356794,0.0013104895104895107,0.0206,,,,,,,,,,,,,,,,,,,Porter County,IN,167
42,1,18129,143,0.00014290841420997174,0.0009996797186748725,0.00018759614039334725,0.0005678321678321678,0.0109,,,,,,,,,,,,,,,,,,,Posey County,IN,232
42,1,18131,143,0.04437302054222516,0.017615358155672667,-0.0031001737892818507,0.004127972027972027,0.1129,,,,,,,,,,,,,,,,,,,Pulaski County,IN,16
42,1,18133,143,0.00018869477970235592,0.0011487140262060392,-0.0002148888477391327,0.00136993006993007,0.0178,,,,,,,,,,,,,,,,,,,Putnam County,IN,224
42,1,18135,143,0.0019417927226084311,0.003684965412072527,0.0016603405964404436,0.0014293706293706293,0.0231,,,,,,,,,,,,,,,,,,,Randolph County,IN,117
42,1,18137,143,0.0019196780279556564,0.0036639216522485548,-0.0001333404367773931,0.001411888111888112,0.0308,,,,,,,,,,,,,,,,,,,Ripley County,IN,118
42,1,18139,143,0.0012507639077520428,0.002957465258208588,-0.0003489613018050829,0.0014118881118881119,0.0345,,,,,,,,,,,,,,,,,,,Rush County,IN,147
42,1,18141,143,0.0005063521143364915,0.0018817342736101082,0.0009679595980409586,0.0008643356643356642,0.0115,,,,,,,,,,,,,,,,,,,St. Joseph County,IN,185
42,1,18143,143,0.0023413414587547176,0.004046358510326159,-0.0010658553511183916,0.002506993006993007,0.0249,,,,,,,,,,,,,,,,,,,Scott County,IN,113
42,1,18145,143,0.000230750277245072,0.001270290636985525,-0.0002839324850355408,0.0008573426573426574,0.0122,,,,,,,,,,,,,,,,,,,Shelby County,IN,221
42,1,18147,143,0.0004888044804305822,0.001848841028824331,0.0007259657720217645,0.00018951048951048954,0.0084,,,,,,,,,,,,,,,,,,,Spencer County,IN,188
42,1,18149,143,0.0024764320935260022,0.004161454907569501,0.002176787168690984,0.000779020979020979,0.0121,,,,,,,,,,,,,,,,,,,Starke County,IN,109
