cv_seed,horizon,fipsCode,target_day,n,T_sse,T_rmse,T_bias,truth_mean,truth_max,S_sse,S_rmse,S_bias,common_score,under_common_score,over_common_score,both_under_n,both_under_T_sse,both_under_S_sse,both_over_n,both_over_T_sse,both_over_S_sse,opposite_n,opposite_T_sse,opposite_S_sse,zero_error_n,zero_error_T_sse,zero_error_S_sse,countyName,stateAbbr
42,1,18073,6,24,9.451278999890466e-05,0.001984447761121725,0.001628514132201316,0.0001,0.0001,,,,,,,,,,,,,,,,,,,Jasper County,IN
42,1,18073,7,24,3.3e-07,0.00011726039399558574,-0.00011250000000000001,0.00011250000000000001,0.0002,,,,,,,,,,,,,,,,,,,Jasper County,IN
42,1,18073,8,24,5.699999999999999e-07,0.0001541103500742244,-0.0001375,0.0001375,0.0003,,,,,,,,,,,,,,,,,,,Jasper County,IN
42,1,18077,3,23,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Jefferson County,IN
42,1,18077,4,24,0.003335223619772824,0.011788454132067855,-0.004640515014550899,0.010937499999999998,0.0343,,,,,,,,,,,,,,,,,,,Jefferson County,IN
42,1,18077,5,24,4.909159444387469e-05,0.0014302038672259672,-0.0010180766332849162,0.0034999999999999996,0.01,,,,,,,,,,,,,,,,,,,Jefferson County,IN
42,1,18077,6,24,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Jefferson County,IN
42,1,18077,7,24,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Jefferson County,IN
42,1,18077,8,24,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Jefferson County,IN
42,1,18083,3,23,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Knox County,IN
42,1,18083,4,24,0.0010121785308224941,0.006494159333657995,0.004821640908012684,0.0021791666666666665,0.0083,,,,,,,,,,,,,,,,,,,Knox County,IN
42,1,18083,5,24,0.0004920339751572022,0.004527848896722382,0.004036840918555977,0.0009375,0.0057,,,,,,,,,,,,,,,,,,,Knox County,IN
42,1,18083,6,24,5.409815011520708e-06,0.0004747725337604976,0.0001334704404858437,0.0,0.0,,,,,,,,,,,,,,,,,,,Knox County,IN
42,1,18083,7,24,2e-08,2.886751345948129e-05,-8.333333333333334e-06,8.333333333333334e-06,0.0001,,,,,,,,,,,,,,,,,,,Knox County,IN
42,1,18083,8,24,1.4979999999999999e-05,0.0007900421929660888,-0.00030833333333333337,0.00030833333333333337,0.0029,,,,,,,,,,,,,,,,,,,Knox County,IN
42,1,18085,3,23,0.00018425524510561802,0.002830388244267514,0.0025971808055231214,0.0036,0.0077,,,,,,,,,,,,,,,,,,,Kosciusko County,IN
42,1,18085,4,24,0.0004821559865435581,0.004482168311503736,0.004416807084870625,0.0006083333333333333,0.0014,,,,,,,,,,,,,,,,,,,Kosciusko County,IN
42,1,18085,5,24,0.0002964445643762344,0.00351452085624908,0.0030715025165252534,0.0002875,0.0011,,,,,,,,,,,,,,,,,,,Kosciusko County,IN
42,1,18085,6,24,6.434402424893106e-06,0.0005177838362069761,0.0002315976740487809,4.166666666666667e-06,0.0001,,,,,,,,,,,,,,,,,,,Kosciusko County,IN
42,1,18085,7,24,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Kosciusko County,IN
42,1,18085,8,24,4.8049999999999996e-05,0.0014149499402216791,-0.0007541666666666668,0.0007541666666666668,0.0035,,,,,,,,,,,,,,,,,,,Kosciusko County,IN
42,1,18087,3,23,0.0002708513563411038,0.0034316389565153963,0.0032918202739434564,0.001973913043478261,0.0033,,,,,,,,,,,,,,,,,,,LaGrange County,IN
42,1,18087,4,24,0.0003326060482534536,0.0037227120952195458,0.003619439178977541,0.0014791666666666666,0.0048,,,,,,,,,,,,,,,,,,,LaGrange County,IN
42,1,18087,5,24,0.00021734310958936134,0.003009312695543074,0.0026589937965302616,0.0015041666666666667,0.0038,,,,,,,,,,,,,,,,,,,LaGrange County,IN
42,1,18087,6,24,9.040276855141156e-05,0.0019408199357424897,0.0017900380662120062,0.0006166666666666667,0.0029,,,,,,,,,,,,,,,,,,,LaGrange County,IN
42,1,18087,7,24,0.00010094320531791164,0.0020508454081783734,0.0020478634840045205,0.00017916666666666667,0.0004,,,,,,,,,,,,,,,,,,,LaGrange County,IN
42,1,18087,8,24,9.785828204623021e-05,0.0020192643260833697,0.0020173817227842204,0.00015,0.0003,,,,,,,,,,,,,,,,,,,LaGrange County,IN
42,1,18089,3,23,0.0003360931080258314,0.003822661877175388,-0.002163921966848187,0.007795652173913044,0.0174,,,,,,,,,,,,,,,,,,,Lake County,IN
42,1,18089,4,24,0.00024402795059984375,0.0031887036982124082,0.0027078449927692865,0.0008958333333333332,0.0019,,,,,,,,,,,,,,,,,,,Lake County,IN
42,1,18089,5,24,0.0002754422483268613,0.0033877367588041065,0.0033563187556208164,0.00033749999999999996,0.0006,,,,,,,,,,,,,,,,,,,Lake County,IN
42,1,18089,6,24,7.22217961398801e-05,0.001734716549130819,0.0014942957510855794,3.7500000000000003e-05,0.0002,,,,,,,,,,,,,,,,,,,Lake County,IN
