cv_seed,horizon,T_rmse,S_rmse,common_score,common_over_T_sse_pct,both_under_share_common_pct,top5_T_sse_share_pct,all6_under_share_common_pct,gate_share_common_pct
42,24,0.008434736596420678,0.008445482059497094,1.8869161666459529,92.4762922563032,83.05582293245256,45.48748311176152,82.94323518237168,41.00593027429762
42,48,0.007691202257793633,0.007661528701953814,1.3039364447441537,96.07244100917879,87.87744028318441,59.249109809010314,87.77775000773762,50.94829441215737
20260917,24,0.00856674431733002,0.008609503545453312,1.9493949391887666,92.61665185434333,85.44019423248774,40.61463420114648,85.31527109403731,39.51317492389079
20260917,48,0.007895792270846023,0.007847608155583162,1.379143790969803,96.41597258168574,89.76912955425017,60.878632620283675,89.65513708520396,51.19115396138686
20260918,24,0.008030970870658143,0.007918134856272884,1.6641483457396697,89.96566392341234,76.805048186468,36.13758514285244,76.57881910670396,38.17849170874824
20260918,48,0.007386039443917857,0.007313159737981613,1.180568452187406,94.31891460818301,79.87454815600204,56.14298179479673,79.75721323888479,46.24249205312457
