cv_seed,horizon,fipsCode,n,gate_n,common_score,common_score_all6_under,common_score_all6_over,common_score_gate,truth_peak,source_max_at_truth_peak
20260918,24,39115,120,0,0.14283065417479118,0.14278630826183428,1.9034181230922153e-05,0.0,0.3277,0.0
20260918,24,39117,120,38,0.012998449032642604,0.008408785945887962,0.0,0.010133521102866052,0.1347,0.08677674892653459
20260918,24,39119,120,40,0.08203759342395976,1.0299999999999999e-06,0.07869315084337086,0.0813224561385793,0.0411,0.1034246214432092
20260918,24,39121,120,0,0.006595363527480696,0.006476330333603976,0.0,0.0,0.0374,0.017718129506355783
20260918,24,39123,120,0,0.00027098238353212166,0.00021865851414323986,3.500609756896265e-05,0.0,0.0146,0.0011496381468942463
20260918,24,39125,120,0,0.017835875409156838,0.016921737898343312,0.0008834594576406522,0.0,0.0901,0.009335330477915705
20260918,24,39127,120,18,0.009414722569809209,1.8099999999999994e-06,0.009402652559791235,0.0076162836871985825,0.0081,0.04097246378660202
20260918,24,39129,120,0,2.304225980733854e-05,1.8908742231454384e-05,6.541189254043193e-07,0.0,0.0054,0.002849200778591444
20260918,24,39131,120,0,0.004241750987038816,0.004187444388427866,4.372481541685955e-05,0.0,0.03,0.002142966202919941
20260918,24,39133,120,0,0.0028616781075628418,0.00285828297964879,4.051345292489191e-07,0.0,0.0231,0.009521995601088172
20260918,24,39135,120,0,0.0042305521450272075,0.004228024574644957,0.0,0.0,0.0205,0.005739030325520125
20260918,24,39137,120,0,0.0011500419185534636,5.745166701057582e-05,0.0009942094304575195,0.0,0.0096,0.012240209543180051
20260918,24,39139,120,0,0.018461119787328537,0.018461119787328537,0.0,0.0,0.0576,0.006046533666454782
20260918,24,39141,120,0,0.0004275232012882167,2.8304960583927024e-06,0.00041628971980438393,0.0,0.0048,0.0050105503760278225
20260918,24,39143,120,0,4.778759582266761e-05,1.926648577587682e-05,2.3925643603930688e-05,0.0,0.0044,0.0024670481337548604
20260918,24,39145,120,0,0.00016629476980461967,3.7102472757415265e-05,0.0001244913727067039,0.0,0.0044,0.0015739038135507144
20260918,24,39147,120,0,0.0002747970089133447,3.9999999999999993e-07,0.00025476120460880044,0.0,0.0073,0.020971924512678066
20260918,24,39149,120,0,0.00642560478408133,0.002426947288739795,0.003964713865406087,0.0,0.0494,0.004979922276205588
20260918,24,39151,120,0,0.0005168845902658223,0.0005056064445307597,0.0,0.0,0.015,0.008923008155397838
20260918,24,39153,120,0,0.0003440382543640886,7.389999999999999e-06,0.00033240921516340416,0.0,0.0095,0.010134431219194086
20260918,24,39155,120,0,0.002035574544848011,0.001896672791630234,3.2107875168638876e-05,0.0,0.0483,0.0076670415712619035
20260918,24,39157,120,15,0.051963919429563105,0.05195838942956311,0.0,0.022227144339797583,0.0853,0.07920763039404072
20260918,24,39159,120,0,6.0226186233897914e-05,5.336699809091885e-05,0.0,0.0,0.0114,0.004897421946517727
20260918,24,39161,120,0,0.0011121494656056682,0.0008715475873561883,0.0002141250223798087,0.0,0.0244,0.00552366330602406
20260918,24,39163,120,0,0.0007288005573262956,9.466309470018306e-05,0.000432109773054515,0.0,0.02,0.01738329011398428
20260918,24,39165,120,0,0.00018439334155378556,2.7690000000000004e-05,0.00014738513457622734,0.0,0.0043,0.006767756225883636
20260918,24,39167,120,0,0.0011604549534984247,0.0009169936210287762,0.00022334920425838589,0.0,0.0236,0.006129944903055621
