comparison,horizon,model,window,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
G_minus_B,osi_target_t01h,C1_component_osi,first_four_target_hours,956,0.029864530029571866,0.009246820262887843,0.8526469871161629,-0.0006882297404808824,0.02816565856936297,0.008789482300105674,0.7583989324495088,-0.0004937420961877052,-0.0016988714602088964,-5.688592649965274,0.09424805466665409,618
G_minus_B,osi_target_t01h,C1_component_osi,later_target_hours,33221,0.010339664462248595,0.0033032390322839567,3.5516126334556626,-2.9289802418921148e-05,0.010339664462248595,0.0033032390322839567,3.5516126334556626,-2.9289802418921148e-05,0.0,0.0,0.0,0
G_minus_B,osi_target_t01h,C1_component_osi,changed_predictions,618,0.0371133658260991,0.013875811631170956,0.85123438837807,-0.00135408123550287,0.034998528256421864,0.013168343844083974,0.7569863337114158,-0.0010532233262079238,-0.0021148375696772373,-5.698317904085181,0.0942480546666542,618
G_minus_A,osi_target_t01h,C1_component_osi,first_four_target_hours,956,0.030141415259013732,0.009273127615715991,0.8685306976083884,-0.0007710066104482866,0.02816565856936297,0.008789482300105674,0.7583989324495088,-0.0004937420961877052,-0.0019757566896507622,-6.554956602642992,0.11013176515887957,626
G_minus_A,osi_target_t01h,C1_component_osi,later_target_hours,33221,0.010339664462248595,0.0033032390322839567,3.5516126334556626,-2.9289802418921148e-05,0.010339664462248595,0.0033032390322839567,3.5516126334556626,-2.9289802418921148e-05,0.0,0.0,0.0,0
G_minus_A,osi_target_t01h,C1_component_osi,changed_predictions,626,0.037221544315808174,0.013772537432580886,0.8672875441447985,-0.0014735474230757033,0.034778068145588065,0.013033935321201548,0.7571557789859188,-0.0010501211041729634,-0.002443476170220109,-6.564682404062294,0.11013176515887968,626
G_minus_C,osi_target_t01h,C1_component_osi,first_four_target_hours,956,0.028165477087947078,0.008780366195213846,0.7583891592096383,-0.0005028616279351239,0.02816565856936297,0.008789482300105674,0.7583989324495088,-0.0004937420961877052,1.8148141589166555e-07,0.0006443399319211451,-9.773239870503048e-06,55
G_minus_C,osi_target_t01h,C1_component_osi,later_target_hours,33221,0.010378389588297543,0.0033181388700563026,3.5782661492026064,-6.71324312510437e-05,0.010339664462248595,0.0033032390322839567,3.5516126334556626,-2.9289802418921148e-05,-3.872512604894719e-05,-0.37313232192220935,0.026653515746943857,16681
G_minus_C,osi_target_t01h,C1_component_osi,changed_predictions,16736,0.014427505742548821,0.00628477647285929,3.4836473017766094,0.00016239646599346946,0.014372227389254522,0.006255720992794847,3.4570035592695363,0.0002380351039465329,-5.527835329429895e-05,-0.3831455989740107,0.02664374250707313,16736
G_minus_B,osi_target_t01h,C3_aligned_component,first_four_target_hours,956,0.029864530029571866,0.009246820262887843,0.8526469871161629,-0.0006882297404808824,0.02816565856936297,0.008789482300105674,0.7583989324495088,-0.0004937420961877052,-0.0016988714602088964,-5.688592649965274,0.09424805466665409,618
G_minus_B,osi_target_t01h,C3_aligned_component,later_target_hours,33221,0.010423563126414997,0.003296040392737395,3.6094838499451556,-6.420700715770924e-05,0.010423563126414997,0.003296040392737395,3.6094838499451556,-6.420700715770924e-05,0.0,0.0,0.0,0
G_minus_B,osi_target_t01h,C3_aligned_component,changed_predictions,618,0.0371133658260991,0.013875811631170956,0.85123438837807,-0.00135408123550287,0.034998528256421864,0.013168343844083974,0.7569863337114158,-0.0010532233262079238,-0.0021148375696772373,-5.698317904085181,0.0942480546666542,618
G_minus_A,osi_target_t01h,C3_aligned_component,first_four_target_hours,956,0.030141415259013732,0.009273127615715991,0.8685306976083884,-0.0007710066104482866,0.02816565856936297,0.008789482300105674,0.7583989324495088,-0.0004937420961877052,-0.0019757566896507622,-6.554956602642992,0.11013176515887957,626
G_minus_A,osi_target_t01h,C3_aligned_component,later_target_hours,33221,0.010423563126414997,0.003296040392737395,3.6094838499451556,-6.420700715770924e-05,0.010423563126414997,0.003296040392737395,3.6094838499451556,-6.420700715770924e-05,0.0,0.0,0.0,0
G_minus_A,osi_target_t01h,C3_aligned_component,changed_predictions,626,0.037221544315808174,0.013772537432580886,0.8672875441447985,-0.0014735474230757033,0.034778068145588065,0.013033935321201548,0.7571557789859188,-0.0010501211041729634,-0.002443476170220109,-6.564682404062294,0.11013176515887968,626
G_minus_C,osi_target_t01h,C3_aligned_component,first_four_target_hours,956,0.028165477087947078,0.008780366195213846,0.7583891592096383,-0.0005028616279351239,0.02816565856936297,0.008789482300105674,0.7583989324495088,-0.0004937420961877052,1.8148141589166555e-07,0.0006443399319211451,-9.773239870503048e-06,55
