comparison,horizon,model,window,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
G_minus_C,osi_target_t01h,C3_aligned_component,later_target_hours,33221,0.010449029934110482,0.0033041271936816437,3.6271427486805474,-8.1071593439688e-05,0.010423563126414997,0.003296040392737395,3.6094838499451556,-6.420700715770924e-05,-2.5466807695485177e-05,-0.24372413378154212,0.017658898735391837,16197
G_minus_C,osi_target_t01h,C3_aligned_component,changed_predictions,16252,0.014515918939361846,0.0064150740100619875,3.424489841934822,0.00014105939240520657,0.014478464569181018,0.0063990798790078225,3.4068407164393006,0.0001760690338785114,-3.7454370180827964e-05,-0.2580227289590731,0.017649125495521556,16252
G_minus_B,osi_target_t01h,v18_rule,first_four_target_hours,956,0.029864530029571866,0.009246820262887843,0.8526469871161629,-0.0006882297404808824,0.02816565856936297,0.008789482300105674,0.7583989324495088,-0.0004937420961877052,-0.0016988714602088964,-5.688592649965274,0.09424805466665409,618
G_minus_B,osi_target_t01h,v18_rule,later_target_hours,33221,0.010423563126414997,0.003296040392737395,3.6094838499451556,-6.420700715770924e-05,0.010423563126414997,0.003296040392737395,3.6094838499451556,-6.420700715770924e-05,0.0,0.0,0.0,0
G_minus_B,osi_target_t01h,v18_rule,changed_predictions,618,0.0371133658260991,0.013875811631170956,0.85123438837807,-0.00135408123550287,0.034998528256421864,0.013168343844083974,0.7569863337114158,-0.0010532233262079238,-0.0021148375696772373,-5.698317904085181,0.0942480546666542,618
G_minus_A,osi_target_t01h,v18_rule,first_four_target_hours,956,0.030141415259013732,0.009273127615715991,0.8685306976083884,-0.0007710066104482866,0.02816565856936297,0.008789482300105674,0.7583989324495088,-0.0004937420961877052,-0.0019757566896507622,-6.554956602642992,0.11013176515887957,626
G_minus_A,osi_target_t01h,v18_rule,later_target_hours,33221,0.010423563126414997,0.003296040392737395,3.6094838499451556,-6.420700715770924e-05,0.010423563126414997,0.003296040392737395,3.6094838499451556,-6.420700715770924e-05,0.0,0.0,0.0,0
G_minus_A,osi_target_t01h,v18_rule,changed_predictions,626,0.037221544315808174,0.013772537432580886,0.8672875441447985,-0.0014735474230757033,0.034778068145588065,0.013033935321201548,0.7571557789859188,-0.0010501211041729634,-0.002443476170220109,-6.564682404062294,0.11013176515887968,626
G_minus_C,osi_target_t01h,v18_rule,first_four_target_hours,956,0.028165477087947078,0.008780366195213846,0.7583891592096383,-0.0005028616279351239,0.02816565856936297,0.008789482300105674,0.7583989324495088,-0.0004937420961877052,1.8148141589166555e-07,0.0006443399319211451,-9.773239870503048e-06,55
G_minus_C,osi_target_t01h,v18_rule,later_target_hours,33221,0.010449029934110482,0.0033041271936816437,3.6271427486805474,-8.1071593439688e-05,0.010423563126414997,0.003296040392737395,3.6094838499451556,-6.420700715770924e-05,-2.5466807695485177e-05,-0.24372413378154212,0.017658898735391837,16197
G_minus_C,osi_target_t01h,v18_rule,changed_predictions,16252,0.014515918939361846,0.0064150740100619875,3.424489841934822,0.00014105939240520657,0.014478464569181018,0.0063990798790078225,3.4068407164393006,0.0001760690338785114,-3.7454370180827964e-05,-0.2580227289590731,0.017649125495521556,16252
