comparison,horizon,model,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
G_minus_B,osi_target_t01h,C0_direct_osi,34177,0.011412584634342813,0.0034878304326271497,4.4514547278076595,-6.92958228133906e-05,0.011412584634342813,0.0034878304326271497,4.4514547278076595,-6.92958228133906e-05,0.0,0.0,0.0,0
G_minus_A,osi_target_t01h,C0_direct_osi,34177,0.011412584634342813,0.0034878304326271497,4.4514547278076595,-6.92958228133906e-05,0.011412584634342813,0.0034878304326271497,4.4514547278076595,-6.92958228133906e-05,0.0,0.0,0.0,0
G_minus_C,osi_target_t01h,C0_direct_osi,34177,0.011412584634342813,0.0034878304326271497,4.4514547278076595,-6.92958228133906e-05,0.011412584634342813,0.0034878304326271497,4.4514547278076595,-6.92958228133906e-05,0.0,0.0,0.0,0
G_minus_B,osi_target_t01h,C1_component_osi,34177,0.011351924306613574,0.0034694930527204293,4.404259620571825,-4.772168879827678e-05,0.011229805868044099,0.003456700382432816,4.310011565905171,-4.2281474971894176e-05,-0.00012211843856947506,-1.0757509940260035,0.09424805466665376,618
G_minus_A,osi_target_t01h,C1_component_osi,34177,0.01137237591678052,0.003470228922729608,4.42014333106405,-5.003712572044189e-05,0.011229805868044099,0.003456700382432816,4.310011565905171,-4.2281474971894176e-05,-0.000142570048736421,-1.2536522691450225,0.11013176515887935,626
G_minus_C,osi_target_t01h,C1_component_osi,34177,0.011264462744049648,0.0034709284455851854,4.336655308412245,-7.932066052892002e-05,0.011229805868044099,0.003456700382432816,4.310011565905171,-4.2281474971894176e-05,-3.465687600554858e-05,-0.307665592163775,0.026643742507073576,16736
G_minus_B,osi_target_t01h,C2_equal_blend,34177,0.011354261554201743,0.003452106396494234,4.4060733932147045,-6.845425503677472e-05,0.011285875119340155,0.003444816392285305,4.353157888083653,-6.588893718698626e-05,-6.838643486158785e-05,-0.6022975121291019,0.052915505131051255,607
G_minus_A,osi_target_t01h,C2_equal_blend,34177,0.011365068409012994,0.0034526022115630274,4.414464684062189,-6.962227722061306e-05,0.011285875119340155,0.003444816392285305,4.353157888083653,-6.588893718698626e-05,-7.91932896728395e-05,-0.6968131367342756,0.06130679597853561,615
G_minus_C,osi_target_t01h,C2_equal_blend,34177,0.011299702057770067,0.00345011926817941,4.363831002395888,-8.519970327746714e-05,0.011285875119340155,0.003444816392285305,4.353157888083653,-6.588893718698626e-05,-1.3826938429911673e-05,-0.12236551334912082,0.010673114312234944,16284
G_minus_B,osi_target_t01h,C3_aligned_component,34177,0.01142626207696064,0.0034624957737206244,4.462130837061318,-8.166218850940635e-05,0.011304946679319743,0.003449703103433012,4.367882782394664,-7.622197468302384e-05,-0.00012131539764089795,-1.0617242701400298,0.09424805466665376,618
