horizon,fipsCode,outer_fold,n,base_sse,gat_sse,base_rmse,gat_rmse,gat_minus_base_sse,gat_better
osi_target_t24h,18127,2,120,0.0006392516583510141,0.0005391194426298766,0.0023080505091797963,0.002119590059873757,-0.00010013221572113752,True
osi_target_t24h,18129,4,120,0.00028043907126882174,0.00019896736662071727,0.0015287224275758876,0.0012876573257299387,-8.147170464810447e-05,True
osi_target_t24h,18131,4,120,0.045919303234338564,0.048762675327187276,0.019561719256909773,0.020158264501850365,0.0028433720928487116,False
osi_target_t24h,18133,4,120,0.000235818329367538,0.0028616519928135065,0.001401839058069607,0.004883349254365548,0.0026258336634459685,False
osi_target_t24h,18135,0,120,0.0004201297115969049,0.0004530637563528239,0.0018711175617726983,0.0019430726447923143,3.293404475591895e-05,False
osi_target_t24h,18137,0,120,0.001987245010197671,0.0020955067127304723,0.00406944407566692,0.004178822314889759,0.00010826170253280115,False
osi_target_t24h,18139,2,120,0.0012879468430011898,0.001218145796288063,0.0032761090272369216,0.0031860971374186304,-6.980104671312683e-05,True
osi_target_t24h,18141,4,120,0.0002955050189919182,0.00033479697896574825,0.0015692488091225852,0.001670321772807434,3.929195997383003e-05,False
osi_target_t24h,18143,2,120,0.002301657205725979,0.00430043853644743,0.004379552113445297,0.005986400237515746,0.001998781330721451,False
osi_target_t24h,18145,4,120,0.00025063872398204827,0.0002216029384832178,0.001445218334087876,0.0013589301505326956,-2.903578549883046e-05,True
osi_target_t24h,18147,0,120,0.0003412355747812026,0.00024334551356227895,0.0016863065527487448,0.0014240362634728295,-9.789006121892367e-05,True
osi_target_t24h,18149,3,120,0.0018252537705829878,0.0061482171706259935,0.0039000574467809527,0.007157872804719985,0.004322963400043006,False
osi_target_t24h,18151,1,120,0.0157402890239908,0.01686301972396257,0.011452906844985834,0.011854331038331717,0.0011227306999717704,False
osi_target_t24h,18153,3,120,0.00045645361946923535,0.0006753997340601523,0.0019503282191066272,0.002372410402347776,0.00021894611459091697,False
osi_target_t24h,18155,4,120,0.00047706513992021516,0.0016232236023848241,0.0019938763333437856,0.0036778884367537398,0.001146158462464609,False
osi_target_t24h,18157,1,120,0.0001070805205386299,6.0069049658617994e-05,0.0009446362639425024,0.0007075135432073486,-4.7011470880011904e-05,True
osi_target_t24h,18159,0,120,0.002540470837222686,0.002375676666338358,0.00460115097667845,0.004449416315969955,-0.00016479417088432818,True
osi_target_t24h,18161,0,120,0.0009349288257961163,0.000998534883643259,0.0027912494600628173,0.0028846358574975265,6.360605784714267e-05,False
osi_target_t24h,18163,4,120,5.780975541888526e-05,5.064395173866609e-05,0.0006940806594510784,0.0006496406169225803,-7.165803680219166e-06,True
osi_target_t24h,18165,4,120,0.0256729791059684,0.029170928819369765,0.014626738958145683,0.015591378178171038,0.003497949713401366,False
osi_target_t24h,18167,3,120,0.000275844120295699,0.00042678466025898565,0.0015161467615188702,0.0018858787966069153,0.00015094053996328666,False
osi_target_t24h,18169,3,120,0.00026587442107029347,0.0002607137896040559,0.0014884959440945005,0.0014739792784727783,-5.160631466237574e-06,True
osi_target_t24h,18171,0,120,0.0026843645497559247,0.0019989143480459975,0.004729662205834511,0.004081374715344081,-0.0006854502017099272,True
osi_target_t24h,18173,3,120,0.00041780622327481883,0.00035334405033036,0.0018659363674279348,0.001715964379803089,-6.446217294445882e-05,True
osi_target_t24h,18175,4,120,0.00209060707288608,0.0016002259284264662,0.004173934068404052,0.0036517415119666605,-0.0004903811444596138,True
osi_target_t24h,18177,1,120,0.0003633900356616426,0.00025288192755711634,0.0017401868569726514,0.0014516712425026897,-0.00011050810810452625,True
osi_target_t24h,18179,0,120,0.002994528123877959,0.003081089054167381,0.004995438022067367,0.005067123653322614,8.656093028942217e-05,False
