split_seed,domain,mode,horizon,comparison,population,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions,counties,replicates,seed,ci_low,ci_high,bootstrap_fraction_delta_lt0,bootstrap_fraction_delta_eq0
42,OSI,v18_rule,osi_target_t01h,E2_minus_E1,all_counties,34177,0.011627582891197898,0.0034761235617338957,4.62075377336588,-0.00010583975127679524,0.011101490712958732,0.0033403611996247746,4.212079293697739,-0.00011626380690964074,-0.0005260921782391653,-4.524518837336499,0.4086744796681412,17502,239,2000,20260910,-0.0012606936680550581,-0.0001286261549896489,1.0,0.0
42,OSI,v18_rule,osi_target_t01h,E2_minus_E1,exclude_Morrow,34034,0.011303186095308228,0.0034124715390276986,4.348252449316531,-4.0045284012888234e-05,0.011057154857568498,0.003309843196544018,4.161019763405026,-9.292135926977055e-05,-0.00024603123773972967,-2.176653871441192,0.18723268591150521,17359,238,2000,20260910,-0.0004283627437170489,-0.00010935007000167361,1.0,0.0
42,OSI,v18_rule,osi_target_t01h,E2_minus_E0,all_counties,34177,0.011628814288783167,0.0034747668922355973,4.6217325298943095,-0.00010212249937635163,0.011101490712958732,0.0033403611996247746,4.212079293697739,-0.00011626380690964074,-0.0005273235758244347,-4.534628920276729,0.40965323619657035,17526,239,2000,20260910,-0.001254048490815045,-0.00012601380901941303,1.0,0.0
42,OSI,v18_rule,osi_target_t01h,E2_minus_E0,exclude_Morrow,34034,0.011304794811298029,0.003410803695334322,4.349490259783398,-3.56774704702224e-05,0.011057154857568498,0.003309843196544018,4.161019763405026,-9.292135926977055e-05,-0.00024763995372953027,-2.1905745116403086,0.18847049637837188,17383,238,2000,20260910,-0.0004306531407105564,-0.00010892490983077322,1.0,0.0
42,OSI,v18_rule,osi_target_t01h,E1_minus_E0,all_counties,34177,0.011628814288783167,0.0034747668922355973,4.6217325298943095,-0.00010212249937635163,0.011627582891197898,0.0034761235617338957,4.62075377336588,-0.00010583975127679524,-1.2313975852693698e-06,-0.010589192970922312,0.0009787565284291588,13658,239,2000,20260910,-1.2001395567701927e-05,9.873138062898354e-06,0.6145,0.0
42,OSI,v18_rule,osi_target_t01h,E1_minus_E0,exclude_Morrow,34034,0.011304794811298029,0.003410803695334322,4.349490259783398,-3.56774704702224e-05,0.011303186095308228,0.0034124715390276986,4.348252449316531,-4.0045284012888234e-05,-1.6087159898005993e-06,-0.014230386456837163,0.0012378104668666623,13515,238,2000,20260910,-1.2435475255870992e-05,1.0041478955299321e-05,0.627,0.0
42,P,raw,osi_target_t01h,E2_minus_E1,all_counties,34177,0.01907265642854099,0.005585630126014259,12.432438211713329,1.1129423772326119e-05,0.018300833411434417,0.005417962454181663,11.446578049933418,-1.733629975472648e-05,-0.0007718230171065744,-4.0467515366742095,0.985860161779911,32824,239,2000,20260910,-0.0018862679738561995,0.00012131297115147107,0.9495,0.0
42,P,raw,osi_target_t01h,E2_minus_E1,exclude_Morrow,34034,0.01845948563420298,0.005476134885993714,11.597174324633668,0.00010846915582588453,0.018049983754038913,0.0053218058968026675,11.088342324776054,-8.814943976231146e-05,-0.00040950188016406625,-2.218381856779983,0.5088319998576143,32681,238,2000,20260910,-0.0011248816946696349,0.00027640883796395535,0.8825,0.0
42,P,raw,osi_target_t01h,E2_minus_E0,all_counties,34177,0.019068034173322153,0.005580312490658063,12.426412943109963,3.2163378533270006e-05,0.018300833411434417,0.005417962454181663,11.446578049933418,-1.733629975472648e-05,-0.0007672007618877361,-4.023491645306143,0.9798348931765446,32841,239,2000,20260910,-0.0018880274652645574,0.00014953595442813216,0.9495,0.0
42,P,raw,osi_target_t01h,E2_minus_E0,exclude_Morrow,34034,0.01845460283041834,0.005469622041329858,11.591039891799845,0.00013412682491194204,0.018049983754038913,0.0053218058968026675,11.088342324776054,-8.814943976231146e-05,-0.0004046190763794255,-2.192510346050369,0.502697567023791,32698,238,2000,20260910,-0.001132852534099974,0.0002816068474821418,0.877,0.0
42,P,raw,osi_target_t01h,E1_minus_E0,all_counties,34177,0.019068034173322153,0.005580312490658063,12.426412943109963,3.2163378533270006e-05,0.01907265642854099,0.005585630126014259,12.432438211713329,1.1129423772326119e-05,4.622255218838384e-06,0.024240858689594802,-0.006025268603366385,23968,239,2000,20260910,-4.9785795307673646e-05,6.684346087137895e-05,0.438,0.0
42,P,raw,osi_target_t01h,E1_minus_E0,exclude_Morrow,34034,0.01845460283041834,0.005469622041329858,11.591039891799845,0.00013412682491194204,0.01845948563420298,0.005476134885993714,11.597174324633668,0.00010846915582588453,4.882803784640732e-06,0.026458460415046403,-0.006134432833823311,23825,238,2000,20260910,-5.184434759109386e-05,7.011478679222566e-05,0.426,0.0
42,P,aligned,osi_target_t01h,E2_minus_E1,all_counties,34177,0.018853461527029904,0.005528399875558037,12.148317575785255,6.089711921862385e-05,0.017743635207965833,0.0052621054643028605,10.760170149874025,3.485601429963956e-05,-0.0011098263190640716,-5.886591793623319,1.3881474259112299,32824,239,2000,20260910,-0.0026190386648933363,-0.00026032879141420624,1.0,0.0
42,P,aligned,osi_target_t01h,E2_minus_E1,exclude_Morrow,34034,0.01822463826365265,0.005421807511512024,11.30396562754833,0.00016744932950640633,0.01769572873148683,0.005215666402854751,10.657366441226033,3.5206382067006174e-05,-0.0005289095321658194,-2.902167519125365,0.6465991863222964,32681,238,2000,20260910,-0.0009540155757385083,-0.000205208496821486,0.9995,0.0
42,P,aligned,osi_target_t01h,E2_minus_E0,all_counties,34177,0.018855660503392473,0.005527788252912357,12.151151582797024,7.069046637517977e-05,0.017743635207965833,0.0052621054643028605,10.760170149874025,3.485601429963956e-05,-0.0011120252954266406,-5.897567445205998,1.3909814329229988,32841,239,2000,20260910,-0.0026182556890792016,-0.0002580415292919209,1.0,0.0
42,P,aligned,osi_target_t01h,E2_minus_E0,exclude_Morrow,34034,0.01823043232382325,0.005420474027747644,11.311154386791245,0.00017887118252232217,0.01769572873148683,0.005215666402854751,10.657366441226033,3.5206382067006174e-05,-0.0005347035923364205,-2.9330274940198686,0.6537879455652114,32698,238,2000,20260910,-0.0009654342396828347,-0.00020593650901661303,0.9995,0.0
42,P,aligned,osi_target_t01h,E1_minus_E0,all_counties,34177,0.018855660503392473,0.005527788252912357,12.151151582797024,7.069046637517977e-05,0.018853461527029904,0.005528399875558037,12.148317575785255,6.089711921862385e-05,-2.1989763625690495e-06,-0.01166215504448953,0.0028340070117689464,23968,239,2000,20260910,-2.7783075129070735e-05,2.4285976981890254e-05,0.576,0.0
42,P,aligned,osi_target_t01h,E1_minus_E0,exclude_Morrow,34034,0.01823043232382325,0.005420474027747644,11.311154386791245,0.00017887118252232217,0.01822463826365265,0.005421807511512024,11.30396562754833,0.00016744932950640633,-5.794060170601079e-06,-0.03178235199079449,0.007188759242914955,23825,238,2000,20260910,-3.2147453659944804e-05,2.1881624144462716e-05,0.681,0.0
42,OSI,v18_rule,osi_target_t06h,E2_minus_E1,all_counties,32982,0.010425352686841189,0.003290380855617783,3.5847469116702735,-8.579679741526982e-05,0.010146817077991867,0.003209012306934363,3.3957573527268483,-9.55936733092431e-05,-0.00027853560884932155,-2.6717140150173235,0.18898955894342517,16620,239,2000,20260910,-0.0005478493694850089,-8.640197377932508e-05,1.0,0.0
42,OSI,v18_rule,osi_target_t06h,E2_minus_E1,exclude_Morrow,32844,0.010290254186267278,0.003250731750987096,3.4778291945237045,-4.5136915375811564e-05,0.010107730331595097,0.0031830618645876402,3.3555470819129942,-7.803462694331232e-05,-0.00018252385467218066,-1.773754577566855,0.12228211261071031,16482,238,2000,20260910,-0.0003222957248354512,-6.611086392877318e-05,1.0,0.0
42,OSI,v18_rule,osi_target_t06h,E2_minus_E0,all_counties,32982,0.010427511705922264,0.003289226526120758,3.5862318184390243,-8.470966592904378e-05,0.010146817077991867,0.003209012306934363,3.3957573527268483,-9.55936733092431e-05,-0.00028069462793039665,-2.69186586260054,0.19047446571217597,16647,239,2000,20260910,-0.0005526493552620558,-8.541243488869643e-05,1.0,0.0
42,OSI,v18_rule,osi_target_t06h,E2_minus_E0,exclude_Morrow,32844,0.01029029846083658,0.0032491108414723466,3.4778591218157153,-4.324207989892578e-05,0.010107730331595097,0.0031830618645876402,3.3555470819129942,-7.803462694331232e-05,-0.0001825681292414831,-1.7741772013349477,0.1223120399027211,16509,238,2000,20260910,-0.00032592570881383404,-6.588291389083694e-05,1.0,0.0
42,OSI,v18_rule,osi_target_t06h,E1_minus_E0,all_counties,32982,0.010427511705922264,0.003289226526120758,3.5862318184390243,-8.470966592904378e-05,0.010425352686841189,0.003290380855617783,3.5847469116702735,-8.579679741526982e-05,-2.159019081075103e-06,-0.020705026682910077,0.0014849067687507933,12964,239,2000,20260910,-1.252682474307508e-05,8.297573526887466e-06,0.667,0.0
42,OSI,v18_rule,osi_target_t06h,E1_minus_E0,exclude_Morrow,32844,0.01029029846083658,0.0032491108414723466,3.4778591218157153,-4.324207989892578e-05,0.010290254186267278,0.003250731750987096,3.4778291945237045,-4.5136915375811564e-05,-4.427456930244933e-08,-0.0004302554437174422,2.9927292010789586e-05,12826,238,2000,20260910,-9.152339464242686e-06,9.872329611541835e-06,0.5045,0.0
20260917,OSI,v18_rule,osi_target_t01h,E2_minus_E1,all_counties,34177,0.01232526989373838,0.0035598390399755857,5.191905923616554,-0.00017999694671853763,0.01140564895985692,0.0033826711151431596,4.446045881237099,-0.00018897122879376848,-0.0009196209338814595,-7.461264068129292,0.745860042379455,17131,239,2000,20260910,-0.001827721794482157,-0.00025468025913170635,1.0,0.0
20260917,OSI,v18_rule,osi_target_t01h,E2_minus_E1,exclude_Morrow,34034,0.012006818244219447,0.0034952108675230017,4.906466833158403,-0.00011139171014197244,0.011355004495998033,0.003348783510550587,4.388212149862149,-0.0001650251422947047,-0.0006518137482214147,-5.42869672017583,0.518254683296254,16988,238,2000,20260910,-0.0012765205889744146,-0.00019636681733941488,1.0,0.0
20260917,OSI,v18_rule,osi_target_t01h,E2_minus_E0,all_counties,34177,0.01232246237425789,0.0035607993735830997,5.189540909786852,-0.00016964479116955803,0.01140564895985692,0.0033826711151431596,4.446045881237099,-0.00018897122879376848,-0.0009168134144009691,-7.440180270432217,0.743495028549753,17139,239,2000,20260910,-0.0018163769890627553,-0.0002527492575294886,1.0,0.0
20260917,OSI,v18_rule,osi_target_t01h,E2_minus_E0,exclude_Morrow,34034,0.012006397641710511,0.003496473192441027,4.906123089116888,-0.00010153151881047483,0.011355004495998033,0.003348783510550587,4.388212149862149,-0.0001650251422947047,-0.0006513931457124787,-5.42538374249345,0.5179109392547394,16996,238,2000,20260910,-0.0012703120337343853,-0.00019765765414368378,1.0,0.0
20260917,OSI,v18_rule,osi_target_t01h,E1_minus_E0,all_counties,34177,0.01232246237425789,0.0035607993735830997,5.189540909786852,-0.00016964479116955803,0.01232526989373838,0.0035598390399755857,5.191905923616554,-0.00017999694671853763,2.807519480490378e-06,0.022783753727306788,-0.0023650138297020007,13255,239,2000,20260910,-1.3676349037283374e-05,1.8223081073095338e-05,0.33,0.0
20260917,OSI,v18_rule,osi_target_t01h,E1_minus_E0,exclude_Morrow,34034,0.012006397641710511,0.003496473192441027,4.906123089116888,-0.00010153151881047483,0.012006818244219447,0.0034952108675230017,4.906466833158403,-0.00011139171014197244,4.2060250893607987e-07,0.003503153247863544,-0.00034374404151460425,13112,238,2000,20260910,-1.6013312443915582e-05,1.6084655319837905e-05,0.4505,0.0
