horizon,comparison,fipsCode,countyName,improved_splits,worsened_splits,minimum_rmse_change_pct,maximum_rmse_change_pct,mean_sse_reduction_diagnostic_only
osi_target_t01h,E2_minus_E1,39117,Morrow County,3,0,-56.7133377743233,-51.27369158721958,0.20831334662807008
osi_target_t01h,E2_minus_E1,39119,Muskingum County,2,1,-9.895075882436434,14.430612083024052,0.012331843728219827
osi_target_t01h,E2_minus_E1,39121,Noble County,2,1,-18.527732710157075,7.655769409820357,0.0020945867746185215
osi_target_t01h,E2_minus_E1,39123,Ottawa County,3,0,-21.151137052359182,-0.0175865367974537,0.0001021101360757139
osi_target_t01h,E2_minus_E1,39125,Paulding County,3,0,-8.24854964517101,-0.7186494623935391,0.0050460423647668605
osi_target_t01h,E2_minus_E1,39127,Perry County,1,2,-0.7218194660496113,10.044616044554022,-0.0018941705092877317
osi_target_t01h,E2_minus_E1,39129,Pickaway County,2,1,-12.526719986351553,0.15985367946755868,2.379462901303188e-05
osi_target_t01h,E2_minus_E1,39131,Pike County,3,0,-0.39171180502619585,-0.1739048856396308,2.6817893488201988e-05
osi_target_t01h,E2_minus_E1,39133,Portage County,3,0,-9.869857720228792,-5.480998207918142,0.0009699392076477636
osi_target_t01h,E2_minus_E1,39135,Preble County,2,1,-1.4332505243459082,0.16616663853692426,6.091536119412691e-05
osi_target_t01h,E2_minus_E1,39137,Putnam County,3,0,-21.815831528233296,-3.4418918611433202,0.005237216728874237
osi_target_t01h,E2_minus_E1,39139,Richland County,3,0,-4.290942659929331,-0.8145862144887772,0.001564508589862009
osi_target_t01h,E2_minus_E1,39141,Ross County,2,1,-4.94943527479702,0.35305518390098545,5.2039336597582124e-05
osi_target_t01h,E2_minus_E1,39143,Sandusky County,3,0,-17.898940140608943,-5.467530696060741,8.286710305859385e-05
osi_target_t01h,E2_minus_E1,39145,Scioto County,2,1,-8.998121134379977,3.583619015376893,2.644623122833033e-05
osi_target_t01h,E2_minus_E1,39147,Seneca County,3,0,-14.424219052800158,-7.247067036988453,9.572804480861201e-05
osi_target_t01h,E2_minus_E1,39149,Shelby County,3,0,-38.652114757886324,-10.199526325600704,0.0650366130487001
osi_target_t01h,E2_minus_E1,39151,Stark County,2,1,-20.172909972078546,9.145802950568616,0.00027342593399661995
osi_target_t01h,E2_minus_E1,39153,Summit County,3,0,-36.18912028220843,-30.54195195884345,0.002184602269935473
osi_target_t01h,E2_minus_E1,39155,Trumbull County,2,1,-9.105515759290316,3.2776642041994153,0.0001868144729326842
osi_target_t01h,E2_minus_E1,39157,Tuscarawas County,3,0,-7.165697454823761,-1.9618725950132698,0.007221355195606118
osi_target_t01h,E2_minus_E1,39159,Union County,3,0,-20.720698961632944,-19.882643710480252,0.0014310021894044346
osi_target_t01h,E2_minus_E1,39161,Van Wert County,1,2,-2.8426554226117062,3.1761271439121552,-7.881420203968905e-05
osi_target_t01h,E2_minus_E1,39163,Vinton County,1,2,-0.2400616631295205,9.434890540932495,-0.00012839906492119135
osi_target_t01h,E2_minus_E1,39165,Warren County,3,0,-8.661993603817065,-1.5446951372118156,1.3691965040540843e-05
osi_target_t01h,E2_minus_E1,39167,Washington County,1,2,-3.8902609532392995,0.6137402192730068,2.9300634374245887e-05
osi_target_t01h,E2_minus_E1,39169,Wayne County,3,0,-12.569006851721587,-2.5391092859716857,0.002243783301201787
osi_target_t01h,E2_minus_E1,39171,Williams County,2,1,-10.543376283247907,8.6373584208987,0.0020920208918415862
osi_target_t01h,E2_minus_E1,39173,Wood County,3,0,-8.64206052120905,-4.566575054856237,0.0012167036507222592
osi_target_t01h,E2_minus_E1,39175,Wyandot County,1,2,-5.116871494506048,9.404068605795612,-2.1804306014005348e-05
osi_target_t01h,E2_minus_E1,42005,Armstrong County,3,0,-18.05015851476147,-3.431464764175962,0.008693347750001147
osi_target_t01h,E2_minus_E1,42007,Beaver County,2,1,-11.605549802041025,2.253930783202085,0.0012423573895080436
osi_target_t01h,E2_minus_E1,42009,Bedford County,0,3,16.38139197501307,20.672881900233577,-0.004478123414447993
osi_target_t01h,E2_minus_E1,42013,Blair County,2,1,-20.08287665789267,1.9711789018748371,8.0943998643895e-05
osi_target_t01h,E2_minus_E1,42015,Bradford County,0,3,2.2195248440418425,4.954495066699582,-0.00013248185855567856
osi_target_t01h,E2_minus_E1,42019,Butler County,3,0,-32.83599968441283,-5.145284664286843,0.0022302282181247794
osi_target_t01h,E2_minus_E1,42021,Cambria County,3,0,-16.914116185117013,-9.081044958959561,0.005478650154275854
osi_target_t01h,E2_minus_E1,42023,Cameron County,0,3,1.4826110428329597,4.4876836929744535,-0.0011506508002747447
osi_target_t01h,E2_minus_E1,42025,Carbon County,0,3,3.368216850226946,5.0512499226675445,-1.8926619399195266e-05
osi_target_t01h,E2_minus_E1,42027,Centre County,2,1,-2.6493726828278663,0.8925691939700497,1.6938403126289183e-06
osi_target_t01h,E2_minus_E1,42029,Chester County,1,2,-0.7285679557342384,0.8755658792843013,-3.963374514245194e-06
osi_target_t01h,E2_minus_E1,42031,Clarion County,0,3,2.731931001353094,11.567961827801465,-0.0034794543851279515
osi_target_t01h,E2_minus_E1,42033,Clearfield County,3,0,-12.16886270044798,-2.5733383417983813,0.0005316402120683398
osi_target_t01h,E2_minus_E1,42035,Clinton County,3,0,-5.824728357816877,-4.616321154654878,0.00048545949288940436
osi_target_t01h,E2_minus_E1,42039,Crawford County,1,2,-1.023640210734733,1.4191541503528304,-0.00011548635728618241
osi_target_t01h,E2_minus_E1,42041,Cumberland County,3,0,-6.262441889811221,-0.40166162913051195,6.255661028199493e-05
osi_target_t01h,E2_minus_E1,42043,Dauphin County,2,1,-9.408387751808844,11.60941699256892,1.7529996488962883e-05
osi_target_t01h,E2_minus_E1,42045,Delaware County,0,3,2.237081928141138,2.617851456698461,-4.1063019999308744e-05
osi_target_t01h,E2_minus_E1,42047,Elk County,0,3,0.07140942855337062,0.8878147562371819,-0.00033460201189760425
osi_target_t01h,E2_minus_E1,42049,Erie County,0,3,0.30996888781684717,3.3559087906535057,-0.000292696759483167
osi_target_t01h,E2_minus_E1,42051,Fayette County,2,1,-13.810396771126744,1.973081442094693,0.00012477846994812794
osi_target_t01h,E2_minus_E1,42053,Forest County,2,1,-1.9554697842041668,0.15329162612247593,0.030023905990658777
osi_target_t01h,E2_minus_E1,42055,Franklin County,2,1,-5.929117748149415,11.698291038017805,-4.544219531089405e-06
osi_target_t01h,E2_minus_E1,42057,Fulton County,2,1,-3.7674840709798763,3.3608267986437346,2.1528339966873234e-05
osi_target_t01h,E2_minus_E1,42059,Greene County,3,0,-0.6170443326095065,-0.3523532799415974,0.0001735994782896278
osi_target_t01h,E2_minus_E1,42061,Huntingdon County,0,3,16.234171774927564,44.357760173891016,-0.0003995393150745101
osi_target_t01h,E2_minus_E1,42063,Indiana County,2,1,-11.279109821505163,0.751501811418942,0.001061350082811006
osi_target_t01h,E2_minus_E1,42065,Jefferson County,3,0,-25.081897115313833,-15.28593559012592,0.008202038568627064
osi_target_t01h,E2_minus_E1,42067,Juniata County,3,0,-6.106613102485814,-2.1301142152860164,5.5178283191057246e-05
osi_target_t01h,E2_minus_E1,42069,Lackawanna County,1,2,-0.09950623212108267,13.8559752847768,-0.00010665896549277478
osi_target_t01h,E2_minus_E1,42075,Lebanon County,2,1,-1.311590721990108,0.35525782111753834,6.75184701947699e-05
osi_target_t01h,E2_minus_E1,42077,Lehigh County,2,1,-6.572341800265469,0.8778580836093397,7.815132079579969e-05
osi_target_t01h,E2_minus_E1,42079,Luzerne County,3,0,-7.641453882121252,-2.6082740487567757,1.954181831777279e-05
osi_target_t01h,E2_minus_E1,42081,Lycoming County,3,0,-4.732360300552085,-0.8050830014102228,8.185975272005472e-05
osi_target_t01h,E2_minus_E1,42083,McKean County,2,1,-2.843987002051107,3.783438491899793,4.5490968468605685e-06
osi_target_t01h,E2_minus_E1,42085,Mercer County,2,1,-11.57076546261595,8.040399443029699,0.0003604234837599491
osi_target_t01h,E2_minus_E1,42089,Monroe County,3,0,-1.0600607095771375,-0.1597895795293125,2.5540207182426708e-05
osi_target_t01h,E2_minus_E1,42091,Montgomery County,2,1,-1.7831713115137315,0.1594020122087647,2.63854014489353e-05
osi_target_t01h,E2_minus_E1,42095,Northampton County,1,2,-0.3093517352796171,2.289573695034819,-2.372713071651018e-05
osi_target_t01h,E2_minus_E1,42097,Northumberland County,3,0,-5.6820921641681625,-1.1465513901161573,4.729561818670846e-05
osi_target_t01h,E2_minus_E1,42101,Philadelphia County,1,2,-3.333226135084877,1.9261037508883305,-4.017386715077029e-06
osi_target_t01h,E2_minus_E1,42103,Pike County,1,2,-3.4426072322119805,2.729601194138831,-3.761044559128073e-07
osi_target_t01h,E2_minus_E1,42109,Snyder County,3,0,-0.8356940076245656,-0.11899284982955782,4.741598608597302e-05
osi_target_t01h,E2_minus_E1,42113,Sullivan County,1,2,-3.1111080328928953,11.239010694818209,-0.00031714346650336104
osi_target_t01h,E2_minus_E1,42115,Susquehanna County,0,3,1.401199333180303,2.8873597921329486,-0.00011975613061046394
osi_target_t01h,E2_minus_E1,42119,Union County,2,1,-2.372357716414797,0.1887266005742516,2.5568765528114325e-05
osi_target_t01h,E2_minus_E1,42121,Venango County,3,0,-3.3134124073472604,-0.9249465797114165,0.0029880298598749474
osi_target_t01h,E2_minus_E1,42125,Washington County,3,0,-17.00637563941584,-2.3103737593427542,0.004243560723602681
osi_target_t01h,E2_minus_E1,42127,Wayne County,2,1,-2.81877153923773,1.6188842874136355,7.076690591337148e-06
osi_target_t01h,E2_minus_E1,42129,Westmoreland County,3,0,-22.20866015125347,-0.4937198289832745,0.000931342403735466
osi_target_t01h,E2_minus_E1,42131,Wyoming County,3,0,-1.169128390844909,-0.3374882013330027,0.00043884769346071856
osi_target_t01h,E2_minus_E1,42133,York County,1,2,-3.273368397557408,6.847250432222385,-2.7142899088064018e-05
osi_target_t01h,E2_minus_E1,54007,Braxton County,1,2,-0.48709626285814434,0.5644079232963284,-0.00036470069457096116
osi_target_t01h,E2_minus_E1,54009,Brooke County,3,0,-7.141168966814293,-6.678102791972562,0.009119816151382526
osi_target_t01h,E2_minus_E1,54013,Calhoun County,2,1,-2.197529006465304,1.2341797640154528,0.0005816653159289031
osi_target_t01h,E2_minus_E1,54015,Clay County,1,2,-0.8970179803753031,1.872441900959143,-0.006526443692319371
osi_target_t01h,E2_minus_E1,54019,Fayette County,3,0,-1.5131699997378623,-0.274205136973793,9.485252594381571e-05
osi_target_t01h,E2_minus_E1,54023,Grant County,3,0,-33.39401014136749,-8.438451497876686,0.00020046154990730012
osi_target_t01h,E2_minus_E1,54025,Greenbrier County,1,2,-2.074065619982146,11.071684263192584,-1.766123750205615e-05
osi_target_t01h,E2_minus_E1,54027,Hampshire County,3,0,-25.962210067172308,-8.57982980207056,0.0002454116987167147
osi_target_t01h,E2_minus_E1,54029,Hancock County,1,2,-1.275469171131871,12.155570299215746,-0.0017306310712039464
osi_target_t01h,E2_minus_E1,54031,Hardy County,1,2,-9.880201049622528,1.7827727692004025,6.4659531201166e-06
osi_target_t01h,E2_minus_E1,54033,Harrison County,3,0,-6.149206069577096,-0.6785719721069339,0.0001886934541833241
osi_target_t01h,E2_minus_E1,54035,Jackson County,1,2,-4.923476106583724,4.984367264262146,-1.7134208614619244e-05
osi_target_t01h,E2_minus_E1,54037,Jefferson County,2,1,-1.087033377645541,0.45456893497293205,1.6791650539261002e-05
osi_target_t01h,E2_minus_E1,54039,Kanawha County,1,2,-0.9553637493307066,3.979708029666651,-2.6889688971157608e-05
osi_target_t01h,E2_minus_E1,54041,Lewis County,0,3,0.13422011490089591,0.2993353803415699,-0.0001201423816239768
osi_target_t01h,E2_minus_E1,54043,Lincoln County,2,1,-2.862173350789232,1.5051094509645369,7.937420332641051e-05
osi_target_t01h,E2_minus_E1,54045,Logan County,2,1,-3.8566627393044506,0.060371107647982925,0.0005290732837790897
osi_target_t01h,E2_minus_E1,54047,McDowell County,2,1,-2.3894566567187803,3.5991146504708027,-3.330873488848106e-05
osi_target_t01h,E2_minus_E1,54053,Mason County,3,0,-14.139528955586089,-5.2991519396868085,0.00010074676108705614
osi_target_t01h,E2_minus_E1,54055,Mercer County,3,0,-3.1514748671842674,-0.15759240226569382,1.65703701729038e-05
osi_target_t01h,E2_minus_E1,54057,Mineral County,2,1,-4.480407910325068,4.070459956097161,8.132469178698836e-06
osi_target_t01h,E2_minus_E1,54059,Mingo County,2,1,-6.019785042023706,1.1625409725552371,0.0013719782287813925
osi_target_t01h,E2_minus_E1,54063,Monroe County,2,1,-5.027192748402998,6.1677301840753485,-1.0360354849854147e-05
osi_target_t01h,E2_minus_E1,54067,Nicholas County,2,1,-0.54607445512449,0.8128830257879249,-8.286962887977685e-06
osi_target_t01h,E2_minus_E1,54069,Ohio County,3,0,-9.069420586347022,-5.421500755676312,0.0013157180862837057
osi_target_t01h,E2_minus_E1,54071,Pendleton County,0,3,2.204439387165369,8.909616842023294,-0.0008202179199228405
osi_target_t01h,E2_minus_E1,54073,Pleasants County,1,2,-0.1641701408437113,3.1118414091911406,-5.6671925663828175e-05
osi_target_t01h,E2_minus_E1,54075,Pocahontas County,0,3,1.5625891763191957,21.051418440972846,-0.0018227938702029657
osi_target_t01h,E2_minus_E1,54077,Preston County,1,2,-0.31420051925392656,2.144383088062085,-5.6663497732192175e-05
osi_target_t01h,E2_minus_E1,54079,Putnam County,2,1,-3.4161043582477513,0.558600940191667,8.105734314925231e-06
osi_target_t01h,E2_minus_E1,54081,Raleigh County,3,0,-2.9331958695897997,-0.7799491525462998,6.6606374686104535e-06
osi_target_t01h,E2_minus_E1,54083,Randolph County,1,2,-1.5875257844363722,14.108721751741493,-0.0010734089860564029
osi_target_t01h,E2_minus_E1,54085,Ritchie County,0,3,0.8417958319120844,4.331634999061973,-0.0007972821030840181
osi_target_t01h,E2_minus_E1,54087,Roane County,1,2,-0.9775110889396754,0.8025825707796752,-3.603356019313102e-05
osi_target_t01h,E2_minus_E1,54089,Summers County,2,1,-7.261668471094207,10.555219429377471,-3.104396785736629e-05
osi_target_t01h,E2_minus_E1,54091,Taylor County,3,0,-9.251650335167172,-5.641877162908482,0.0011557310333296423
osi_target_t01h,E2_minus_E1,54093,Tucker County,1,2,-0.4506993727351971,5.147331393225452,-0.00010626601188090609
osi_target_t01h,E2_minus_E1,54095,Tyler County,0,3,0.23359398067841486,2.3051699276422033,-0.0004948680806325217
osi_target_t01h,E2_minus_E1,54097,Upshur County,1,2,-3.1177889009620485,3.474007332194895,-9.591846635453242e-06
osi_target_t01h,E2_minus_E1,54099,Wayne County,2,1,-7.328279068502508,7.1897844061402205,0.0010085890950526477
osi_target_t01h,E2_minus_E1,54101,Webster County,0,3,4.360560365292665,6.965109328640184,-0.0006244966869698247
osi_target_t01h,E2_minus_E1,54103,Wetzel County,1,2,-4.65371251014679,11.361280342468794,-0.0015491273220907085
osi_target_t01h,E2_minus_E1,54105,Wirt County,3,0,-5.921751280577803,-2.3904165634435093,0.00032783462783315975
osi_target_t01h,E2_minus_E1,54107,Wood County,3,0,-4.126887349210529,-2.793921438148983,1.5276014853856918e-05
osi_target_t01h,E2_minus_E1,54109,Wyoming County,3,0,-5.582152628856429,-2.7246077609141994,0.0009877660279086098
osi_target_t06h,E1_minus_E0,18009,Blackford County,1,1,-0.12737869514992672,1.2818864260114138,-6.581426250425442e-05
osi_target_t06h,E1_minus_E0,18013,Brown County,1,1,-0.0741231498161965,0.3012788025262836,-0.00018428850777897632
osi_target_t06h,E1_minus_E0,18023,Clinton County,2,0,-6.415305922510517,0.0,3.664700591320428e-05
osi_target_t06h,E1_minus_E0,18025,Crawford County,2,0,-0.186030337003118,0.0,3.925042483061506e-05
osi_target_t06h,E1_minus_E0,18027,Daviess County,1,2,-1.3968322361243346,1.6286376176165795,-4.694602051822641e-06
osi_target_t06h,E1_minus_E0,18029,Dearborn County,0,2,0.0,2.042536541126516,-9.160365965354492e-06
osi_target_t06h,E1_minus_E0,18033,DeKalb County,1,1,-1.620592946300048,0.9941373915269613,7.331237768725893e-06
osi_target_t06h,E1_minus_E0,18035,Delaware County,0,2,0.0,0.43820603841746575,-3.1139421959197814e-06
osi_target_t06h,E1_minus_E0,18037,Dubois County,0,2,0.0,1.2586852031874818,-1.532463362655105e-05
osi_target_t06h,E1_minus_E0,18039,Elkhart County,1,1,-3.370765569081058,2.3213812370352915,1.0964983322613826e-05
osi_target_t06h,E1_minus_E0,18041,Fayette County,1,2,-0.0461475669333411,0.7269630556618889,-3.052695802143018e-05
osi_target_t06h,E1_minus_E0,18043,Floyd County,3,0,-0.8191422923959912,-0.4071881486157891,6.1796083352907436e-06
osi_target_t06h,E1_minus_E0,18045,Fountain County,1,1,-1.421363029578937,0.23933827078128633,4.29940711605636e-06
osi_target_t06h,E1_minus_E0,18047,Franklin County,1,1,-0.21125968252503347,0.04160353033941799,1.6323665280197775e-06
osi_target_t06h,E1_minus_E0,18051,Gibson County,1,2,-1.3136688269688834,3.384740866527447,-4.712192204587564e-06
osi_target_t06h,E1_minus_E0,18059,Hancock County,1,1,-1.5812736368173486,0.9693643920538397,7.33585706950771e-07
osi_target_t06h,E1_minus_E0,18061,Harrison County,0,1,0.0,1.14223671746696,-1.556060221934395e-05
osi_target_t06h,E1_minus_E0,18065,Henry County,1,0,-2.245679521970678,0.0,1.1798393511590612e-05
osi_target_t06h,E1_minus_E0,18067,Howard County,1,1,-0.43468041261702783,0.1773799122867903,6.42618775975037e-07
osi_target_t06h,E1_minus_E0,18069,Huntington County,2,1,-2.6273738845899564,9.185550699003286,-5.558025056995594e-06
osi_target_t06h,E1_minus_E0,18071,Jackson County,0,2,0.0,3.100395464653749,-0.00011147412361381436
osi_target_t06h,E1_minus_E0,18073,Jasper County,1,1,-1.588187237198857,2.2962512991732797,-1.571753155877871e-05
osi_target_t06h,E1_minus_E0,18077,Jefferson County,2,1,-0.5899470718839561,0.44399169969926433,1.7923232356999223e-05
osi_target_t06h,E1_minus_E0,18083,Knox County,2,1,-3.1092448563232344,0.38810091740599795,1.7307891107318095e-05
osi_target_t06h,E1_minus_E0,18085,Kosciusko County,2,0,-2.655738095935589,0.0,2.798685015251565e-05
osi_target_t06h,E1_minus_E0,18087,LaGrange County,1,1,-1.8737367613690603,2.294486690726738,4.226179623880518e-06
osi_target_t06h,E1_minus_E0,18089,Lake County,0,2,0.0,2.6082832057598093,-1.6249861976518418e-05
osi_target_t06h,E1_minus_E0,18091,LaPorte County,0,3,0.6460284702482166,2.8778148199262166,-1.0498103144021524e-05
osi_target_t06h,E1_minus_E0,18093,Lawrence County,0,1,0.0,0.8790991055465769,-4.85956184968697e-05
osi_target_t06h,E1_minus_E0,18095,Madison County,1,1,-0.8032926140153052,1.472400612552871,-8.513160728025791e-07
osi_target_t06h,E1_minus_E0,18097,Marion County,0,3,0.7541399120185366,3.4249469077456185,-2.2747590121904886e-06
osi_target_t06h,E1_minus_E0,18099,Marshall County,1,1,-0.011462048662125301,0.26651670433246455,-1.8714208550701706e-05
osi_target_t06h,E1_minus_E0,18101,Martin County,2,1,-2.0827419083352283,1.320449645160937,3.2537104397072384e-05
osi_target_t06h,E1_minus_E0,18103,Miami County,1,1,-2.5569804930269946,2.584164164233038,-3.409823681369003e-05
osi_target_t06h,E1_minus_E0,18105,Monroe County,2,0,-0.8602453227093743,0.0,5.399396439755633e-06
osi_target_t06h,E1_minus_E0,18107,Montgomery County,3,0,-5.983789712817666,-0.36266165364345904,3.474169525042047e-06
osi_target_t06h,E1_minus_E0,18109,Morgan County,2,1,-1.5313311080064174,1.6038178709896656,5.819988108587507e-07
osi_target_t06h,E1_minus_E0,18111,Newton County,1,2,-1.4333870351178057,11.545285376449765,-4.3000138130995284e-05
osi_target_t06h,E1_minus_E0,18113,Noble County,1,1,-4.4213067885207735,4.81459840226357,7.015104670052148e-07
osi_target_t06h,E1_minus_E0,18117,Orange County,0,2,0.0,0.42333738553312905,-7.692819096434313e-05
osi_target_t06h,E1_minus_E0,18121,Parke County,2,1,-0.47650099514804367,0.13603566734783357,0.0003749035171869558
osi_target_t06h,E1_minus_E0,18123,Perry County,0,1,0.0,3.107080437084764,-7.630425228088917e-05
osi_target_t06h,E1_minus_E0,18125,Pike County,2,1,-4.846525202363283,2.6021603163948637,5.5693938195903524e-05
osi_target_t06h,E1_minus_E0,18127,Porter County,1,1,-1.7579481149592624,1.4624805004282537,-1.6378198658328917e-06
osi_target_t06h,E1_minus_E0,18129,Posey County,1,2,-1.2838809054007472,6.199732945489389,-9.169063062346936e-06
osi_target_t06h,E1_minus_E0,18131,Pulaski County,1,2,-0.08933209016911414,0.22877570575641215,-6.946082281239958e-05
osi_target_t06h,E1_minus_E0,18133,Putnam County,1,1,-5.867332000328407,1.3193767343837592,2.886291828452114e-06
osi_target_t06h,E1_minus_E0,18135,Randolph County,2,1,-1.732260497822935,0.5132087029424914,2.1936790349108603e-05
osi_target_t06h,E1_minus_E0,18137,Ripley County,3,0,-1.0062916526131782,-0.0008766209324329033,1.470249999352536e-05
osi_target_t06h,E1_minus_E0,18139,Rush County,1,2,-0.21338884192994012,0.8452111701136023,-7.479538290509945e-06
osi_target_t06h,E1_minus_E0,18141,St. Joseph County,2,1,-3.3615740866741683,3.3931397767883453,3.3719510581800866e-06
osi_target_t06h,E1_minus_E0,18143,Scott County,1,2,-0.698522151371328,1.9216378622845198,-1.9393219084885723e-05
osi_target_t06h,E1_minus_E0,18145,Shelby County,1,2,-0.944176902267535,4.86187926393844,-8.596478731659224e-06
osi_target_t06h,E1_minus_E0,18147,Spencer County,1,2,-2.9685559589308963,1.5138943024531892,2.7000794415742613e-06
osi_target_t06h,E1_minus_E0,18149,Starke County,1,1,-0.959840244407073,0.2224563355146758,1.2847728122083896e-05
osi_target_t06h,E1_minus_E0,18151,Steuben County,1,2,-1.1913204516829312,0.4648121484696288,5.2252781728552e-05
osi_target_t06h,E1_minus_E0,18153,Sullivan County,0,2,0.0,3.845573078271114,-2.0732547845259044e-05
osi_target_t06h,E1_minus_E0,18155,Switzerland County,1,2,-3.281749946810064,0.5894045762628641,1.9088384118507405e-05
osi_target_t06h,E1_minus_E0,18157,Tippecanoe County,2,0,-3.004891638949214,0.0,5.412709970248602e-06
osi_target_t06h,E1_minus_E0,18159,Tipton County,2,0,-0.4032095520062784,0.0,8.286093946051025e-06
osi_target_t06h,E1_minus_E0,18161,Union County,0,2,0.0,3.9409888871377863,-3.748906732119455e-05
osi_target_t06h,E1_minus_E0,18163,Vanderburgh County,0,2,0.0,3.3056096051765183,-2.057209811749221e-06
osi_target_t06h,E1_minus_E0,18165,Vermillion County,0,3,0.08614532487400961,0.5450151882133714,-0.0001356474896549685
osi_target_t06h,E1_minus_E0,18167,Vigo County,1,1,-1.096483053678976,1.6613928436933545,-2.7662977616138705e-09
osi_target_t06h,E1_minus_E0,18169,Wabash County,1,1,-0.17876627444312065,1.0407341880263488,-1.759473023541383e-06
osi_target_t06h,E1_minus_E0,18171,Warren County,3,0,-1.4067092173861817,-0.5332601827744532,3.864810232205628e-05
osi_target_t06h,E1_minus_E0,18173,Warrick County,1,1,-0.2982727558741183,0.12855426786526625,2.1705606697196688e-07
osi_target_t06h,E1_minus_E0,18175,Washington County,2,1,-1.2253683520440317,0.9302378790623456,1.7576151347897877e-05
osi_target_t06h,E1_minus_E0,18177,Wayne County,1,2,-1.174271010435013,2.204538892050545,-1.4753156340133059e-05
osi_target_t06h,E1_minus_E0,18179,Wells County,1,2,-0.29188934002241096,0.2121379305129345,1.380741686104938e-06
osi_target_t06h,E1_minus_E0,18181,White County,1,1,-1.4665855478427137,6.274759812048303,-1.4143429223481508e-05
osi_target_t06h,E1_minus_E0,18183,Whitley County,1,1,-0.4029089873427205,0.6138599456389171,-1.2995799366976566e-06
osi_target_t06h,E1_minus_E0,39017,Butler County,1,0,-2.2314704736963287,0.0,1.4150991546889166e-06
osi_target_t06h,E1_minus_E0,39023,Clark County,0,3,0.6736536785091785,3.352369344456907,-4.472703531553722e-05
osi_target_t06h,E1_minus_E0,39025,Clermont County,3,0,-3.2251300064214283,-0.08961015964317198,1.310624930941057e-05
osi_target_t06h,E1_minus_E0,39027,Clinton County,1,2,-1.5580535126751394,4.161407008850526,-4.22105548197844e-06
osi_target_t06h,E1_minus_E0,39029,Columbiana County,0,3,0.47363218830958065,1.3331658070440788,-0.00020256150111183703
osi_target_t06h,E1_minus_E0,39031,Coshocton County,1,2,-0.24218052554839664,2.1394112394443665,-0.00030381505360020655
osi_target_t06h,E1_minus_E0,39033,Crawford County,1,2,-1.418938404776382,1.600702701011203,-1.1835048926365534e-05
osi_target_t06h,E1_minus_E0,39035,Cuyahoga County,1,2,-0.1821525848980876,0.6781727732058318,-2.3894786797478442e-05
osi_target_t06h,E1_minus_E0,39037,Darke County,1,1,-1.9492105454330222,1.5097721981048196,2.212010591784492e-06
osi_target_t06h,E1_minus_E0,39039,Defiance County,1,2,-2.6782759007740964,1.4985287884531129,7.066580723941174e-05
osi_target_t06h,E1_minus_E0,39045,Fairfield County,2,0,-2.473503401651589,0.0,4.913782482145378e-05
osi_target_t06h,E1_minus_E0,39049,Franklin County,1,1,-3.415994802686906,1.5076540136315097,3.5608190313159094e-05
osi_target_t06h,E1_minus_E0,39051,Fulton County,2,0,-2.3087700791225574,0.0,3.764612681218934e-05
osi_target_t06h,E1_minus_E0,39053,Gallia County,1,1,-0.5080872654673052,0.5494206864544715,-2.398512978559614e-07
osi_target_t06h,E1_minus_E0,39055,Geauga County,2,1,-0.5226624229124344,1.8933455498142404,-0.00017275817037184713
osi_target_t06h,E1_minus_E0,39059,Guernsey County,1,1,-0.08792718220349549,0.07286252879743493,2.6211837813706663e-05
osi_target_t06h,E1_minus_E0,39061,Hamilton County,3,0,-1.533967956884219,-0.3381003165785379,3.6261322341948486e-06
osi_target_t06h,E1_minus_E0,39063,Hancock County,1,2,-0.4180120365315787,1.7671432544035692,-1.169106236013111e-05
osi_target_t06h,E1_minus_E0,39065,Hardin County,0,1,0.0,1.0374989383113986,-5.53203478450966e-06
osi_target_t06h,E1_minus_E0,39069,Henry County,2,1,-2.0439880104205055,1.6675145279130943,1.1742592112664804e-05
osi_target_t06h,E1_minus_E0,39073,Hocking County,1,1,-2.894376959363998,1.2030688854665295,-3.254400570037306e-06
osi_target_t06h,E1_minus_E0,39075,Holmes County,1,0,-3.0268334690238263,0.0,0.00020057651538434376
osi_target_t06h,E1_minus_E0,39077,Huron County,1,1,-2.7214410778492293,2.4093596801052497,2.2705716431820153e-05
osi_target_t06h,E1_minus_E0,39081,Jefferson County,1,1,-0.13948262082323915,1.0798542482324702,-0.00013677288993625691
osi_target_t06h,E1_minus_E0,39085,Lake County,2,1,-2.408805525496549,3.65019794161221,-1.1548042754041885e-07
osi_target_t06h,E1_minus_E0,39087,Lawrence County,1,1,-0.3162219592687143,1.0569662306512795,-1.0163627283159253e-05
osi_target_t06h,E1_minus_E0,39089,Licking County,3,0,-0.48801852665787404,-0.3216726931643543,0.0007059515967343064
osi_target_t06h,E1_minus_E0,39091,Logan County,1,1,-10.146356782094312,0.04400412319163216,0.0008289347741758298
osi_target_t06h,E1_minus_E0,39093,Lorain County,2,0,-4.247325666683855,0.0,3.2244562311194276e-05
osi_target_t06h,E1_minus_E0,39095,Lucas County,1,2,-1.4119096348444438,5.397353200330457,-1.3105936608161407e-05
osi_target_t06h,E1_minus_E0,39097,Madison County,2,1,-1.5623052250984815,2.030773799122909,2.2922675295092575e-05
osi_target_t06h,E1_minus_E0,39099,Mahoning County,1,1,-4.600993001714071,2.7914989192473705,2.1529062454736137e-06
osi_target_t06h,E1_minus_E0,39101,Marion County,1,2,-0.65231504653952,1.686510355652282,-6.287930357659881e-05
