split_seed,population,kind,support_rows,all_rows,support_counties,raw_label_rmse,clipped_label_rmse,raw_P_contribution_rmse,clipped_P_contribution_rmse,clipped_low,clipped_high
42,all,direct,34177,34177,239,0.01907973927128164,0.01907265642854099,0.01907973927128164,0.01907265642854099,6556,0
42,all,a,26598,34177,186,0.33232337073009444,0.33231629676678925,0.009442725066698616,0.009442611149386116,260,1
42,all,b,34177,34177,239,0.01592731926183117,0.01591297389559516,0.014835986131308659,0.014822050635848235,13200,0
42,fold0,direct,6864,6864,48,0.011186152698271138,0.011177964500662628,0.011186152698271138,0.011177964500662628,1367,0
42,fold0,a,5577,6864,39,0.3034387406693761,0.30343545354342694,0.010218536055311632,0.010218533293518118,63,0
42,fold0,b,6864,6864,48,0.005843277179030194,0.005807574625591054,0.005627599082277458,0.005596389434074078,2913,0
42,fold1,direct,6721,6721,47,0.016533783916486796,0.0165287775932123,0.016533783916486796,0.0165287775932123,1399,0
42,fold1,a,5720,6721,40,0.3997815867956821,0.3997780062509283,0.008900210824870079,0.008900207978989366,67,0
42,fold1,b,6721,6721,47,0.011630357024031644,0.011624931494881464,0.011411764278620128,0.011406623929115308,2820,0
42,fold2,direct,6864,6864,48,0.021092894212408647,0.021091608162487868,0.021092894212408647,0.021091608162487868,698,0
42,fold2,a,5291,6864,37,0.3324917797510906,0.3324694069213169,0.009450343511429945,0.009450334948683508,40,0
42,fold2,b,6864,6864,48,0.018665440659437562,0.01866104193005693,0.0184473721242084,0.018443312623995588,2149,0
42,fold3,direct,6864,6864,48,0.025757382430637965,0.02574819247952914,0.025757382430637965,0.02574819247952914,1558,0
42,fold3,a,5148,6864,36,0.33377367506204036,0.33377084429079623,0.008552600892987088,0.008551993695624757,7,1
42,fold3,b,6864,6864,48,0.02475591292195772,0.024737777533808854,0.02152299462495997,0.021504463095463652,2643,0
42,fold4,direct,6864,6864,48,0.017647785330715184,0.01763438686553455,0.017647785330715184,0.01763438686553455,1534,0
42,fold4,a,4862,6864,34,0.2688059907947546,0.2688025052748784,0.009976460205616171,0.009976457285657249,83,0
42,fold4,b,6864,6864,48,0.011630457324097948,0.01160148849425366,0.011541962151240308,0.011513959938038243,2675,0
20260917,all,direct,34177,34177,239,0.020200768364225092,0.020194894764766512,0.020200768364225092,0.020194894764766512,5875,0
20260917,all,a,26598,34177,186,0.33009246447664825,0.3300838708219729,0.008994603951967472,0.008994578661854982,582,3
20260917,all,b,34177,34177,239,0.016275674915713443,0.016257543761037614,0.015199698900215487,0.015181798536727822,12238,0
20260917,fold0,direct,6864,6864,48,0.017881058249336612,0.01786901283494325,0.017881058249336612,0.01786901283494325,1031,0
20260917,fold0,a,5720,6864,40,0.30749743313429484,0.30749721984326334,0.008257134350736038,0.008257132899359901,4,0
20260917,fold0,b,6864,6864,48,0.01481122063090347,0.014763721102881773,0.014506163782191214,0.01445889514322959,2760,0
20260917,fold1,direct,6864,6864,48,0.019781113235582147,0.019769332160155858,0.019781113235582147,0.019769332160155858,1820,0
20260917,fold1,a,4719,6864,33,0.32161063158052117,0.3216103768774417,0.009224011890985751,0.009224002587558008,10,0
20260917,fold1,b,6864,6864,48,0.00762198019311404,0.007580311617711613,0.007511467178818653,0.007472208347562637,3076,0
20260917,fold2,direct,6864,6864,48,0.013600092884951441,0.013598141693486637,0.013600092884951441,0.013598141693486637,1157,0
20260917,fold2,a,5291,6864,37,0.3395901427710248,0.33958836590986136,0.009500247645304256,0.009500247333848643,41,0
20260917,fold2,b,6864,6864,48,0.009304344730103864,0.00926317778506066,0.009102635213506153,0.009067799892233316,2682,0
20260917,fold3,direct,6721,6721,47,0.025279556343258142,0.02527545848444293,0.025279556343258142,0.02527545848444293,1169,0
20260917,fold3,a,5434,6721,38,0.3127276391524577,0.3127008058577852,0.007236199861551407,0.007236157930781618,294,3
20260917,fold3,b,6721,6721,47,0.024706944382526786,0.02470507145777017,0.021381671436401288,0.021379848290627924,2160,0
20260917,fold4,direct,6864,6864,48,0.022585929649802654,0.022585289747851373,0.022585929649802654,0.022585289747851373,698,0
20260917,fold4,a,5434,6864,38,0.3659171398194246,0.3659041151350819,0.010394226985430811,0.010394156294339067,233,0
20260917,fold4,b,6864,6864,48,0.018900154919506095,0.01889899625626872,0.018787783794571317,0.01878668785137462,1560,0
20260918,all,direct,34177,34177,239,0.018294959263089043,0.01828522452096153,0.018294959263089043,0.01828522452096153,6671,0
20260918,all,a,26598,34177,186,0.327697617164146,0.32768024513577343,0.009454158874030488,0.009453971540637986,695,0
20260918,all,b,34177,34177,239,0.014994008824272069,0.014970536449784818,0.013842602765517674,0.01382012931315791,13607,0
20260918,fold0,direct,6864,6864,48,0.013738830802310144,0.013737358203933698,0.013738830802310144,0.013737358203933698,1053,0
20260918,fold0,a,5863,6864,41,0.33075580563728646,0.3306930296817086,0.007068334129069709,0.00706714001932747,445,0
20260918,fold0,b,6864,6864,48,0.009959504986365369,0.009940090770092338,0.009891678400165003,0.00987372547209487,2554,0
20260918,fold1,direct,6721,6721,47,0.01586636323699096,0.015842695886908034,0.01586636323699096,0.015842695886908034,1456,0
20260918,fold1,a,5148,6721,36,0.3013377076893164,0.30133664999126736,0.00987941681359214,0.009879400443814903,54,0
20260918,fold1,b,6721,6721,47,0.009608723357530337,0.009544235251460528,0.009400243723558828,0.009338623932938082,2602,0
20260918,fold2,direct,6864,6864,48,0.02766926899996687,0.02766457575344368,0.02766926899996687,0.02766457575344368,967,0
20260918,fold2,a,5005,6864,35,0.3246851620057313,0.3246851620057313,0.010951066820387732,0.010951066820387732,0,0
20260918,fold2,b,6864,6864,48,0.026668779222627285,0.026658875912834067,0.023681217934624913,0.023670739004014164,2389,0
20260918,fold3,direct,6864,6864,48,0.017252560680616733,0.01724636710026314,0.017252560680616733,0.01724636710026314,1512,0
20260918,fold3,a,5148,6864,36,0.37890242044376854,0.3789022269245979,0.009631345969052617,0.00963134570909623,5,0
20260918,fold3,b,6864,6864,48,0.012015135005407249,0.011997526322075824,0.011836969845403283,0.011820058808873494,3089,0
