split_seed,space,E0_rmse,E1_rmse,E2_rmse,E1_vs_E0_pct,E2_vs_E0_pct,E2_vs_E1_pct
42,raw,0.019068034173322153,0.01907265642854099,0.018300833411434417,0.024240858689594802,-4.023491645306143,-4.0467515366742095
42,aligned,0.018855660503392473,0.018853461527029904,0.017743635207965833,-0.01166215504448953,-5.897567445205998,-5.886591793623319
20260917,raw,0.020187707336074216,0.020194894764766512,0.018309515327014785,0.0356029962820692,-9.303641952958252,-9.335921081604726
20260917,aligned,0.019870410596692263,0.019880017683937108,0.017881301819799876,0.04834871024983478,-10.010406011557226,-10.05389379382785
20260918,raw,0.018339438170482756,0.01828522452096153,0.01749443740056527,-0.2956123792738796,-4.607560831811686,-4.3247328983558875
20260918,aligned,0.018398821872585496,0.018367949535882815,0.017211214588919423,-0.1677951823028434,-6.454800703493002,-6.2975725445218895
