horizon,max_error_county,top1_county_sse_share,top5_county_sse_share,top10_county_sse_share,true_top5pct_sse_share,protected_fraction_of_true_top5pct,protected_fraction_of_all_valid
1,42053,0.27745304053103037,0.5199622760614383,0.6245248542751498,0.8596214009229637,,
6,42053,0.18953824967531824,0.441690855645222,0.5682949751811197,0.8383665623306096,,
24,54015,0.15646444328604414,0.47349450187328873,0.5997052978146966,0.8534266023885724,0.3729166666666667,0.031241283124128313
48,54015,0.2372198951018948,0.6070821243067519,0.7105034530897728,0.8891430726359397,0.29930795847750863,0.027545327754532774
