case,reference,pair,horizon,fipsCode,countyName,stateAbbr,fold,n,rmse,sse,mae,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
G1,G0,G1_minus_G0,1,18065,Henry County,IN,3,143,0.002087202464489674,0.000622967220271363,0.0007598825187685931,-0.0002153633166805166,0.0021031730736437286,-1.597060915405459e-05,-0.7593578176800064,9.569967539738286e-06
G1,G0,G1_minus_G0,1,18067,Howard County,IN,2,143,0.0016651914726716034,0.0003965193576141259,0.0004353423648854315,-0.00021169804100302142,0.0016651914726716034,0.0,0.0,0.0
G1,G0,G1_minus_G0,1,18069,Huntington County,IN,0,143,0.0011725581984439618,0.00019660966020955533,0.0005728642296892485,-8.828336880221909e-05,0.001170440092707991,2.1181057359707153e-06,0.1809666081302952,-7.096686911397827e-07
G1,G0,G1_minus_G0,1,18071,Jackson County,IN,0,143,0.0044243270729878706,0.0027991778169745986,0.0017354568032255891,0.0017056904567560231,0.0044243270729878706,0.0,0.0,0.0
G1,G0,G1_minus_G0,1,18073,Jasper County,IN,2,143,0.003274174173496431,0.0015329909621299184,0.001864034067881255,0.001562847860465992,0.0032602543389530472,1.3919834543383875e-05,0.42695547942599443,-1.300701741322797e-05
G1,G0,G1_minus_G0,1,18077,Jefferson County,IN,2,143,0.004864826817015929,0.003384315214216699,0.001478195510062456,-0.0009496937031332836,0.004864826817015929,0.0,0.0,0.0
G1,G0,G1_minus_G0,1,18083,Knox County,IN,2,143,0.0032652250385518814,0.0015246223209912173,0.001562285695169987,0.0014559919888762806,0.0032652250385518814,0.0,0.0,0.0
G1,G0,G1_minus_G0,1,18085,Kosciusko County,IN,3,143,0.0026738453841464514,0.0010223712267799438,0.0018503437117388017,0.0015957982571933474,0.002667258353071576,6.587031074875484e-06,0.24695886948071788,-5.031028329640242e-06
G1,G0,G1_minus_G0,1,18087,LaGrange County,IN,2,143,0.0025944153706717234,0.0009625317295276106,0.0023951944187212046,0.002327681632566387,0.0027860852678223487,-0.00019166989715062527,-6.879541676785705,0.0001474730405718616
G1,G0,G1_minus_G0,1,18089,Lake County,IN,4,143,0.002533438121686754,0.0009178181464474462,0.0018129207402175383,0.000980149772988153,0.0025578726290087926,-2.4434507322038806e-05,-0.9552667730569286,1.7789724783780236e-05
G1,G0,G1_minus_G0,1,18091,LaPorte County,IN,0,143,0.0013986509586931832,0.0002797401041082305,0.0007336008892858634,-0.00013896916898943553,0.0014005168098258534,-1.8658511326701856e-06,-0.13322590058039152,7.46864740253832e-07
G1,G0,G1_minus_G0,1,18093,Lawrence County,IN,1,143,0.007670349975337741,0.008413300430415407,0.002445287700773659,-0.002003360140803889,0.007670349975337741,0.0,0.0,0.0
G1,G0,G1_minus_G0,1,18095,Madison County,IN,0,143,0.0013927823585568398,0.0002773975058579229,0.000597386785695604,-2.4280739341697403e-05,0.0013994770218047992,-6.694663247959389e-06,-0.4783689295109528,2.6731327841042073e-06
G1,G0,G1_minus_G0,1,18097,Marion County,IN,1,143,0.0005996221597953555,5.141518303602351e-05,0.00026795282224911923,7.899606592353944e-06,0.0005996221597953555,0.0,0.0,0.0
G1,G0,G1_minus_G0,1,18099,Marshall County,IN,3,143,0.00891171290838959,0.01135686365550274,0.0030916863818542103,-0.0013141858761946184,0.008844847870728619,6.686503766097085e-05,0.7559772495608019,-0.0001697829140471837
G1,G0,G1_minus_G0,1,18101,Martin County,IN,4,143,0.003312898401239242,0.001569467301821494,0.0019110741527546835,0.0007776422442489561,0.0032310512894938776,8.184711174536417e-05,2.533141829456542,-7.659128356786687e-05
G1,G0,G1_minus_G0,1,18103,Miami County,IN,0,143,0.0026689636400999747,0.001018641468441126,0.0012816724070281425,0.0011220378728418999,0.0026716134207096683,-2.6497806096936055e-06,-0.09918278554648108,2.0236441282640502e-06
G1,G0,G1_minus_G0,1,18105,Monroe County,IN,3,143,0.002092929995932693,0.0006263909034060996,0.0007134634168832305,-0.0004338032623023112,0.002092929995932693,0.0,0.0,0.0
G1,G0,G1_minus_G0,1,18107,Montgomery County,IN,1,143,0.0010813303827865426,0.0001672063817334326,0.0005220249531824061,0.0003001109009033602,0.0010778222708475152,3.5081119390274317e-06,0.32548148557636214,-1.0831605359427237e-06
G1,G0,G1_minus_G0,1,18109,Morgan County,IN,2,143,0.0030549096255537557,0.0013345436133030413,0.0012261612662269638,0.0009324549725206702,0.0030549096255537557,0.0,0.0,0.0
G1,G0,G1_minus_G0,1,18111,Newton County,IN,2,143,0.0037273889348054825,0.00198676024279738,0.0025489864561765575,0.0021147477649633784,0.0034714415737905394,0.00025594736101494306,7.372941631723018,-0.00026348059896286885
G1,G0,G1_minus_G0,1,18113,Noble County,IN,1,143,0.0010401985351581372,0.00015472785793395422,0.0006275216220134707,-7.737680933499586e-05,0.0010466296317187338,-6.431096560596643e-06,-0.6144577189197031,1.9191448628578134e-06
G1,G0,G1_minus_G0,1,18117,Orange County,IN,4,143,0.013089888687513774,0.024502361576764657,0.003655363711930709,-0.003476485038889607,0.013089888687513774,0.0,0.0,0.0
G1,G0,G1_minus_G0,1,18121,Parke County,IN,1,143,0.024375380196753824,0.0849647598422907,0.008632646754672967,-0.006098396987680972,0.024396847104656498,-2.1466907902674415e-05,-0.08799050061913949,0.00014971941437132152
G1,G0,G1_minus_G0,1,18123,Perry County,IN,3,143,0.005362891701586003,0.004112766858620422,0.0020624271898609676,0.002009280336714114,0.005363269381376357,-3.7767979035440574e-07,-0.0070419694312873204,5.793007604847772e-07
G1,G0,G1_minus_G0,1,18125,Pike County,IN,0,143,0.002670091868282686,0.0010195028536649135,0.0009380605117860955,0.0008331839925616311,0.002670091868282686,0.0,0.0,0.0
G1,G0,G1_minus_G0,1,18127,Porter County,IN,2,143,0.0024590778963829636,0.0008647301663685344,0.0017218549885286817,0.0015799061413108793,0.0024408590491704165,1.8218847212547046e-05,0.7464112775680043,-1.276578196638756e-05
G1,G0,G1_minus_G0,1,18129,Posey County,IN,4,143,0.0009960120232172824,0.00014186171290625396,0.00048761515841061633,0.000180441705348244,0.0009996797186748725,-3.6676954575901206e-06,-0.36688705283046685,1.046701303717779e-06
G1,G0,G1_minus_G0,1,18131,Pulaski County,IN,4,143,0.017615358155672667,0.04437302054222516,0.004412894242732095,-0.0031001737892818507,0.017615358155672667,0.0,0.0,0.0
G1,G0,G1_minus_G0,1,18133,Putnam County,IN,4,143,0.0011487140262060392,0.00018869477970235592,0.000456208093998911,-0.0002148888477391327,0.0011487140262060392,0.0,0.0,0.0
G1,G0,G1_minus_G0,1,18135,Randolph County,IN,0,143,0.0036964955015986963,0.0019539632960475337,0.0022768836640884305,0.0016812464953147434,0.003684965412072527,1.1530089526169511e-05,0.3128954613358159,-1.2170573439102559e-05
G1,G0,G1_minus_G0,1,18137,Ripley County,IN,0,143,0.0036639216522485548,0.0019196780279556564,0.0012498720552130093,-0.0001333404367773931,0.0036639216522485548,0.0,0.0,0.0
G1,G0,G1_minus_G0,1,18139,Rush County,IN,2,143,0.002957465258208588,0.0012507639077520428,0.0009389875730953325,-0.0003489613018050829,0.002957465258208588,0.0,0.0,0.0
G1,G0,G1_minus_G0,1,18141,St. Joseph County,IN,4,143,0.0018956583638420929,0.0005138734504338407,0.0013098727844767825,0.0009732745791535832,0.0018817342736101082,1.3924090231984656e-05,0.7399604942769811,-7.5213360973491955e-06
G1,G0,G1_minus_G0,1,18143,Scott County,IN,2,143,0.004046358510326159,0.0023413414587547176,0.0017583857442863681,-0.0010658553511183916,0.004046358510326159,0.0,0.0,0.0
G1,G0,G1_minus_G0,1,18145,Shelby County,IN,4,143,0.001270290636985525,0.000230750277245072,0.00042795917754176574,-0.0002839324850355408,0.001270290636985525,0.0,0.0,0.0
G1,G0,G1_minus_G0,1,18147,Spencer County,IN,0,143,0.0018509394964775973,0.000489914713805766,0.0007375299407240395,0.0007333341365282353,0.001848841028824331,2.098467653266229e-06,0.11350178952922452,-1.1102333751838913e-06
G1,G0,G1_minus_G0,1,18149,Starke County,IN,3,143,0.004165809225890641,0.002481617210431728,0.0023765820395091025,0.0021762819974856405,0.004161454907569501,4.3543183211400965e-06,0.10463451888471642,-5.18511690572555e-06
G1,G0,G1_minus_G0,1,18151,Steuben County,IN,1,143,0.011546864590553166,0.019066201707777584,0.008663708666166081,-0.008597157207757163,0.011531260512228319,1.5604078324847268e-05,0.13531979707075426,-5.1496140652300404e-05
G1,G0,G1_minus_G0,1,18153,Sullivan County,IN,3,143,0.00219596408783001,0.0006895829333305896,0.0008641387123798709,0.0005792302049394269,0.00219596408783001,0.0,0.0,0.0
G1,G0,G1_minus_G0,1,18155,Switzerland County,IN,4,143,0.0030039450625697116,0.0012903870892679837,0.0010676025577595976,0.0009906794808365207,0.0030039450625697116,0.0,0.0,0.0
G1,G0,G1_minus_G0,1,18157,Tippecanoe County,IN,1,143,0.0009320062497021503,0.00012421489787619298,0.000356453631470892,0.00030170033141298767,0.0009320062497021503,0.0,0.0,0.0
G1,G0,G1_minus_G0,1,18159,Tipton County,IN,0,143,0.004132304213283093,0.0024418591498897605,0.0017235885539861767,0.0009227738474659186,0.0041416136146556325,-9.309401372539251e-06,-0.22477715785935715,1.1014606743667624e-05
G1,G0,G1_minus_G0,1,18161,Union County,IN,0,143,0.0026940045013238213,0.0010378454162008805,0.0014922092187119728,0.0013818633309834426,0.0027066333197780018,-1.2628818454180502e-05,-0.466587711083688,9.753125464864992e-06
G1,G0,G1_minus_G0,1,18163,Vanderburgh County,IN,4,143,0.000713578094584876,7.281469868120768e-05,0.0002986692135233259,0.00015291218766866747,0.000713578094584876,0.0,0.0,0.0
G1,G0,G1_minus_G0,1,18165,Vermillion County,IN,4,143,0.013779386928417384,0.027151625089594702,0.0034996781722825545,-0.0014902415982138402,0.013779386928417384,0.0,0.0,0.0
G1,G0,G1_minus_G0,1,18167,Vigo County,IN,3,143,0.0014856972300343802,0.00031564336508445166,0.0005836724971136708,-0.00012336738068632544,0.0014856972300343802,0.0,0.0,0.0
G1,G0,G1_minus_G0,1,18169,Wabash County,IN,3,143,0.0016539537977091055,0.0003911855325887613,0.0005366654506875397,0.00020024411103621454,0.0016493060408086205,4.647756900484981e-06,0.2818007565294822,-2.195443065324909e-06
G1,G0,G1_minus_G0,1,18171,Warren County,IN,0,143,0.004745767034338868,0.0032206895784231073,0.0023557885438617665,0.0017654549097355472,0.004746450624070224,-6.835897313553496e-07,-0.014402124566270658,9.278959002289623e-07
G1,G0,G1_minus_G0,1,18173,Warrick County,IN,3,143,0.0018898260682287784,0.0005107162872464571,0.0008952073209338556,0.0007202183266316327,0.0018898260682287784,0.0,0.0,0.0
G1,G0,G1_minus_G0,1,18175,Washington County,IN,4,143,0.004073218042094086,0.002372528046237032,0.0013250436315276285,-4.657541507132835e-05,0.004073218042094086,0.0,0.0,0.0
G1,G0,G1_minus_G0,1,18177,Wayne County,IN,1,143,0.0015187408199272938,0.00032984003597022026,0.0007570038836903953,0.0005877731144596262,0.001510680867162733,8.059952764560754e-06,0.5335311341897464,-3.491630385369065e-06
G1,G0,G1_minus_G0,1,18179,Wells County,IN,0,143,0.0046008013566605,0.0030269343566532206,0.0013766409120953254,-0.0007008460437811887,0.004610254500708322,-9.453144047822694e-06,-0.20504603479851724,1.2451501612871594e-05
G1,G0,G1_minus_G0,1,18181,White County,IN,2,143,0.001978070055058379,0.0005595248434087681,0.000820036940167852,0.00033761903903099913,0.0019739948310464623,4.075224011916741e-06,0.20644552598734212,-2.3030936100324265e-06
G1,G0,G1_minus_G0,1,18183,Whitley County,IN,1,143,0.002768560429271841,0.0010960845396257729,0.0006251604027587368,-0.0001328660098643044,0.002768751975273275,-1.9154600143424932e-07,-0.006918135071143361,1.5167295711895033e-07
G1,G0,G1_minus_G0,1,39017,Butler County,OH,1,143,0.0008361757338834687,9.998414968478473e-05,0.00028668291084627434,-8.76465813655823e-05,0.0008361757338834687,0.0,0.0,0.0
G1,G0,G1_minus_G0,1,39023,Clark County,OH,1,143,0.002728648820771035,0.0010647099873546079,0.0016619915636229992,0.0007497156726487787,0.002710650027037575,1.7998793733460007e-05,0.6640028610823911,-1.3999816976338576e-05
G1,G0,G1_minus_G0,1,39025,Clermont County,OH,1,143,0.0017892010155521984,0.0004577773591895816,0.0005877231226788075,-0.0003412227806761889,0.0017892010155521984,0.0,0.0,0.0
G1,G0,G1_minus_G0,1,39027,Clinton County,OH,0,143,0.0010948949359742706,0.0001714276736775606,0.0005533894319862743,9.05677286129622e-05,0.0010947598105032338,1.3512547103683784e-07,0.012342933101883169,-4.2310572450661573e-08
G1,G0,G1_minus_G0,1,39029,Columbiana County,OH,2,143,0.007195074221099021,0.007402980305738687,0.00412645121659312,0.0034177277068182525,0.007140966863418254,5.4107357680767236e-05,0.7577035255260434,-0.00011092299828411884
G1,G0,G1_minus_G0,1,39031,Coshocton County,OH,2,143,0.009008364946297014,0.011604541377811212,0.005684915244975681,-0.0016162213225550993,0.0090145058969066,-6.140950609585805e-06,-0.06812298621594604,1.5826891035823284e-05
G1,G0,G1_minus_G0,1,39033,Crawford County,OH,4,143,0.007055038569258279,0.007117620397562233,0.0033705061795718414,-0.001214231527055117,0.006695506114585443,0.0003595324546728359,5.369757692994015,-0.0007069586929077318
G1,G0,G1_minus_G0,1,39035,Cuyahoga County,OH,4,143,0.005248445338522227,0.003939103521418164,0.003456414876869543,-0.003386918091781519,0.005275701739203712,-2.7256400681485195e-05,-0.5166402884178023,4.101960285013764e-05
G1,G0,G1_minus_G0,1,39037,Darke County,OH,0,143,0.001227986959642954,0.00021563713214659984,0.0007233858640766242,0.0004396805263828625,0.0012853443966378,-5.7357436994845976e-05,-4.462417788172679,2.061462902285132e-05
G1,G0,G1_minus_G0,1,39039,Defiance County,OH,1,143,0.00855675565613094,0.010470183632298225,0.004584860563702815,-0.0043602434621802365,0.008612678025250385,-5.5922369119444995e-05,-0.6493029108425197,0.00013730222332999226
G1,G0,G1_minus_G0,1,39045,Fairfield County,OH,2,143,0.004390920789929757,0.0027570665098315423,0.0024984648564013927,0.001863163382359084,0.004400854789197807,-9.933999268050414e-06,-0.22572885823076705,1.2489261380011895e-05
G1,G0,G1_minus_G0,1,39049,Franklin County,OH,1,143,0.0046154358534100035,0.003046221480722781,0.002689017246088471,-0.0006165533577219394,0.0046762741465132774,-6.083829310327398e-05,-1.3009992827010874,8.083672402605172e-05
G1,G0,G1_minus_G0,1,39051,Fulton County,OH,2,143,0.003187283264970169,0.0014527047693957227,0.0017971815771779403,-0.0006913627522925801,0.0031861093426190008,1.1739223511682446e-06,0.03684501142082741,-1.0699071289791643e-06
G1,G0,G1_minus_G0,1,39053,Gallia County,OH,4,143,0.0027163432318664804,0.0010551284391228776,0.0010039280146886662,-0.0004902160912394577,0.0027163432318664804,0.0,0.0,0.0
G1,G0,G1_minus_G0,1,39055,Geauga County,OH,0,143,0.012699591714389252,0.02306298704884233,0.005062839035048644,-0.0003525430263225282,0.01084130241409295,0.0018582893002963025,17.140830772146476,-0.006255648210006411
G1,G0,G1_minus_G0,1,39059,Guernsey County,OH,0,143,0.01812204682470875,0.04696242709972191,0.01111053706504252,-0.009922552062349299,0.01826179450610963,-0.00013974768140088273,-0.7652461610721195,0.0007270917177008424
G1,G0,G1_minus_G0,1,39061,Hamilton County,OH,2,143,0.0014145961012327559,0.00028615474453607656,0.0006008073978809646,0.00045535285242641907,0.0014145961012327559,0.0,0.0,0.0
G1,G0,G1_minus_G0,1,39063,Hancock County,OH,0,143,0.0017482955497015902,0.0004370848380622131,0.0011172805550456809,0.001068329506094632,0.0015951859081717852,0.000153109641529805,9.598231826488558,-7.320445238914557e-05
G1,G0,G1_minus_G0,1,39065,Hardin County,OH,3,143,0.003062711603554021,0.0013413689384158553,0.0016792950708340714,0.0004417455490835036,0.003157636044944858,-9.492444139083678e-05,-3.0061869081715042,8.443621268805035e-05
G1,G0,G1_minus_G0,1,39069,Henry County,OH,0,143,0.002780232425166719,0.0011053460043266236,0.00136250356786405,-0.0008107644298721313,0.0026003967299501776,0.0001798356952165416,6.915702252093947,-0.0001383709734282361
G1,G0,G1_minus_G0,1,39073,Hocking County,OH,2,143,0.0030531921596733177,0.0013330434780363584,0.0022152597882585086,0.0014567994268416106,0.003040145641475577,1.3046518197740858e-05,0.42914122335957483,-1.136804847859732e-05
G1,G0,G1_minus_G0,1,39075,Holmes County,OH,3,143,0.011696471262653043,0.019563463919723793,0.006490635226317502,-0.0026801115267836317,0.011684644099407856,1.1827163245187178e-05,0.10121971319423384,-3.954411435855634e-05
G1,G0,G1_minus_G0,1,39077,Huron County,OH,1,143,0.004647273177488991,0.0030883921620278336,0.0029213990497722027,0.0028003640123154265,0.004624739595390625,2.2533582098365965e-05,0.4872400193261628,-2.987722752797496e-05
G1,G0,G1_minus_G0,1,39081,Jefferson County,OH,4,143,0.012219306562347574,0.02135153775964216,0.006846324383342836,0.002515272180204523,0.011090598778898788,0.0011287077834487864,10.177158203543435,-0.003762340237387047
G1,G0,G1_minus_G0,1,39085,Lake County,OH,2,143,0.002615942856006904,0.0009785714547027786,0.0015736279655316984,-7.682845417570233e-05,0.0025172516907024383,9.869116530446557e-05,3.920591876806956,-7.244393607154596e-05
G1,G0,G1_minus_G0,1,39087,Lawrence County,OH,3,143,0.0036254299045075404,0.00187955510492715,0.001185579735600244,2.550706504733633e-05,0.0036243352867927066,1.0946177148338058e-06,0.030201888849035186,-1.1348081611697869e-06
G1,G0,G1_minus_G0,1,39089,Licking County,OH,1,143,0.020024438445080117,0.057339873310834774,0.00835235250790215,-0.007423166300380223,0.020018564466913837,5.873978166280602e-06,0.029342654294661763,-3.363527664887456e-05
G1,G0,G1_minus_G0,1,39091,Logan County,OH,3,143,0.0126286661467358,0.022806098836336653,0.009304440241036573,0.008624566369365807,0.012685758429234122,-5.709228249832152e-05,-0.45005021037411996,0.0002066719339218412
G1,G0,G1_minus_G0,1,39093,Lorain County,OH,3,143,0.0017363769606925145,0.00043114570779619965,0.0010435941704085854,-0.0002102691994761409,0.001679450906995148,5.6926053697366544e-05,3.3895634257757434,-2.7806292888223668e-05
G1,G0,G1_minus_G0,1,39095,Lucas County,OH,1,143,0.0014708303862165345,0.00030935790957755684,0.0009070600562298696,-0.0007746075279132079,0.0014767095449588262,-5.879158742291748e-06,-0.39812560041763145,2.4780548871111718e-06
G1,G0,G1_minus_G0,1,39097,Madison County,OH,4,143,0.008821852055586037,0.011128985537762606,0.003461758363315966,0.0008476381845371274,0.008851898372373353,-3.0046316787315716e-05,-0.339433594053562,7.593744789751583e-05
G1,G0,G1_minus_G0,1,39099,Mahoning County,OH,0,143,0.0020842396055565458,0.0006211998268719822,0.001142545077695195,0.0005896460169986468,0.001999120948087934,8.511865746861158e-05,4.257804288931277,-4.970253406497019e-05
G1,G0,G1_minus_G0,1,39101,Marion County,OH,0,143,0.00602188750408313,0.005185627462992055,0.004621573901289351,-0.0021996648825404292,0.006264542970961692,-0.00024265546687856146,-3.8734743779929803,0.00042633584181659724
G1,G0,G1_minus_G0,1,39103,Medina County,OH,4,143,0.006203094305521072,0.0055024081917358775,0.00401832521307507,0.003603357702519084,0.006356345314875512,-0.00015325100935444005,-2.4109925084748407,0.0002752387922215242
G1,G0,G1_minus_G0,1,39105,Meigs County,OH,1,143,0.003438568280514524,0.001690796510225767,0.0015355909901022611,-0.0003797573244285947,0.0034582791562706213,-1.9710875756097455e-05,-0.5699619627396846,1.9439835119737904e-05
G1,G0,G1_minus_G0,1,39107,Mercer County,OH,3,143,0.01870209000767632,0.050016848403697384,0.01022201695838834,0.01019264632901771,0.01869315190043016,8.938107246159871e-06,0.047814875168028514,-4.77967036219204e-05
G1,G0,G1_minus_G0,1,39109,Miami County,OH,1,143,0.001574269328600908,0.00035440032041321814,0.0009645617332217075,0.0005122020636612696,0.0015643264112151318,9.942917385776266e-06,0.6356037534425374,-4.462572135212578e-06
G1,G0,G1_minus_G0,1,39111,Monroe County,OH,2,143,0.018524435105785036,0.04907112152634707,0.010208354176794287,0.009733582034920168,0.01856703248721622,-4.2597381431183634e-05,-0.22942482305943201,0.00022593991318491102
G1,G0,G1_minus_G0,1,39113,Montgomery County,OH,4,143,0.001468432132237203,0.0003083498885590979,0.0007739003738241011,-0.0007330041256186133,0.0014687553545092151,-3.232222720122007e-07,-0.022006542547736707,1.3575911102925572e-07
G1,G0,G1_minus_G0,1,39115,Morgan County,OH,2,143,0.0316843833781959,0.14355772145807905,0.006721918972886834,-0.005191565969119426,0.031686547474853145,-2.1640966572436526e-06,-0.006829701654809117,1.9611137206415608e-05
G1,G0,G1_minus_G0,1,39117,Morrow County,OH,4,143,0.015597470616795657,0.03478919581877795,0.009766632950870633,-0.00031588408858070234,0.015593940218989697,3.5303978059599006e-06,0.022639549442815543,-1.574688663825291e-05
G1,G0,G1_minus_G0,1,39119,Muskingum County,OH,1,143,0.02195613322784561,0.06893626544360357,0.014763985643377477,0.014731817811209644,0.021970577270443388,-1.4444042597778345e-05,-0.0657426631079483,9.07305366993072e-05
G1,G0,G1_minus_G0,1,39121,Noble County,OH,1,143,0.008267768117034198,0.009774906518097752,0.004780989441275015,-0.004474393241523577,0.008237084011537728,3.068410549647051e-05,0.37251174631083295,-7.242043722009706e-05
G1,G0,G1_minus_G0,1,39123,Ottawa County,OH,0,143,0.001482593978440953,0.00031432614140204033,0.0006374767764952713,0.0002680454440520667,0.0014185542688425073,6.403970959844565e-05,4.5144349430283,-2.6567782849904332e-05
G1,G0,G1_minus_G0,1,39125,Paulding County,OH,1,143,0.01736996925866051,0.04314536398269398,0.00921337276137959,0.0018453021427930474,0.01741014657304243,-4.017731438192215e-05,-0.23076953553126112,0.00019982414566543927
G1,G0,G1_minus_G0,1,39127,Perry County,OH,0,143,0.012276125674764536,0.021550566406313663,0.007498783203284998,0.006007629998717157,0.012298468891562076,-2.234321679753931e-05,-0.1816747840283517,7.851779565731451e-05
G1,G0,G1_minus_G0,1,39129,Pickaway County,OH,2,143,0.0010327281889035368,0.00015251343423830504,0.0005251098886993714,-0.00018055163366134135,0.0010371388017082158,-4.4106128046790104e-06,-0.42526736030071843,1.3055016049467625e-06
G1,G0,G1_minus_G0,1,39131,Pike County,OH,3,143,0.005378934582057022,0.004137410025040999,0.0020407614979149427,-0.0013090148355369524,0.005377871395033797,1.0631870232249638e-06,0.019769662476631922,-1.6354190032451255e-06
G1,G0,G1_minus_G0,1,39133,Portage County,OH,0,143,0.005387177375417849,0.004150100250612593,0.003302052375183323,-0.0017508553679649323,0.005280144205008037,0.00010703317040981156,2.0270880160487614,-0.0001632712865403587
G1,G0,G1_minus_G0,1,39135,Preble County,OH,0,143,0.005339426656169274,0.004076855213375372,0.002612330471601147,-0.0024810423456819715,0.0053370888135717024,2.3378425975714018e-06,0.04380370421468438,-3.569281810207256e-06
G1,G0,G1_minus_G0,1,39137,Putnam County,OH,0,143,0.009469164156607352,0.012822104984943171,0.004364323896339509,-0.0005586918654889665,0.010004681354046285,-0.0005355171974389325,-5.3526662018310915,0.0014912868214850307
G1,G0,G1_minus_G0,1,39139,Richland County,OH,2,143,0.0113177641244695,0.018317125223129425,0.008217652524561646,-0.007646814617036662,0.01131438850972046,3.3756147490397737e-06,0.029834707780618253,-1.0924832237527854e-05
G1,G0,G1_minus_G0,1,39141,Ross County,OH,3,143,0.0018621769302869073,0.000495881517516066,0.0011157099753845436,0.0009846955801859607,0.001855614970139054,6.561960147853348e-06,0.3536272477561164,-3.4886283272708056e-06
G1,G0,G1_minus_G0,1,39143,Sandusky County,OH,4,143,0.0015200517080851044,0.00033040967892109934,0.00106820230150993,0.0009353935905017008,0.0015232733861598954,-3.221678074791061e-06,-0.21149703684594234,1.402059763474454e-06
G1,G0,G1_minus_G0,1,39145,Scioto County,OH,3,143,0.0013019277065201846,0.0002423872526797018,0.0006855898380640953,0.00038529863390730936,0.0012987991167781611,3.1285897420234732e-06,0.2408832668276073,-1.163534838348213e-06
