feature_set,component,candidate,horizon,fold,rmse,mae,n,best_rounds,train_q95,classification_rounds,magnitude_rounds,positive_train_rows,positive_valid_rows
profile,N_t,tweedie,osi_target_t01h,0,0.001633505144675981,0.000385699081248305,6864,302.0,,,,,
profile,N_t,tweedie,osi_target_t01h,1,0.0032807795080933995,0.0006386682504588415,6721,144.0,,,,,
profile,N_t,tweedie,osi_target_t01h,2,0.005827176379691089,0.0007796029756588773,6864,124.0,,,,,
profile,N_t,tweedie,osi_target_t01h,3,0.005822203076066842,0.0007652335513828642,6864,79.0,,,,,
profile,N_t,tweedie,osi_target_t01h,4,0.003654022653312077,0.0006492607375105015,6864,191.0,,,,,
profile,N_t,tweedie,osi_target_t06h,0,0.001679127134248409,0.000371936837636834,6624,401.0,,,,,
profile,N_t,tweedie,osi_target_t06h,1,0.003123828735886548,0.0006358226395661973,6486,89.0,,,,,
profile,N_t,tweedie,osi_target_t06h,2,0.0059394188388853,0.0008000102233186445,6624,89.0,,,,,
profile,N_t,tweedie,osi_target_t06h,3,0.0031128772165133324,0.000605553559697277,6624,194.0,,,,,
profile,N_t,tweedie,osi_target_t06h,4,0.003599247284805533,0.000627663284105969,6624,239.0,,,,,
profile,N_t,tweedie,osi_target_t24h,0,0.0015374603048822363,0.00037296933559699834,5760,280.0,,,,,
profile,N_t,tweedie,osi_target_t24h,1,0.003274840477024118,0.000657742161822188,5640,121.0,,,,,
profile,N_t,tweedie,osi_target_t24h,2,0.006201364149479156,0.0008119068509614589,5760,204.0,,,,,
profile,N_t,tweedie,osi_target_t24h,3,0.0023700388209668176,0.0006245696677517302,5760,72.0,,,,,
profile,N_t,tweedie,osi_target_t24h,4,0.0037900654540237435,0.0006637221815277919,5760,129.0,,,,,
profile,N_t,tweedie,osi_target_t48h,0,0.0013991090933954899,0.00027710611180648204,4608,184.0,,,,,
profile,N_t,tweedie,osi_target_t48h,1,0.0023632777812411785,0.000468384944427822,4512,54.0,,,,,
profile,N_t,tweedie,osi_target_t48h,2,0.006393579192691856,0.000702284730596056,4608,245.0,,,,,
profile,N_t,tweedie,osi_target_t48h,3,0.0020139768196976208,0.0004980406898560731,4608,38.0,,,,,
profile,N_t,tweedie,osi_target_t48h,4,0.0026854181977700674,0.00044464657459888923,4608,110.0,,,,,
profile,N_t,hurdle,osi_target_t01h,0,0.0017507222565365055,0.00042958886674320017,6864,,,87.0,77.0,10822.0,2634.0
profile,N_t,hurdle,osi_target_t01h,1,0.00338643829513742,0.0006365311934092546,6721,,,113.0,103.0,10545.0,2911.0
profile,N_t,hurdle,osi_target_t01h,2,0.00586157359056834,0.00075486738018422,6864,,,209.0,204.0,10808.0,2648.0
profile,N_t,hurdle,osi_target_t01h,3,0.0058524960714275015,0.0007440453936394701,6864,,,115.0,82.0,10824.0,2632.0
profile,N_t,hurdle,osi_target_t01h,4,0.0036759502677337547,0.0006402943951722453,6864,,,156.0,167.0,10825.0,2631.0
profile,N_t,hurdle,osi_target_t06h,0,0.001759912616798284,0.0004028798595515807,6624,,,115.0,105.0,10482.0,2524.0
profile,N_t,hurdle,osi_target_t06h,1,0.003132805138128871,0.0006176713258721977,6486,,,84.0,71.0,10174.0,2832.0
profile,N_t,hurdle,osi_target_t06h,2,0.005949922895290578,0.0007613256534049244,6624,,,150.0,175.0,10451.0,2555.0
profile,N_t,hurdle,osi_target_t06h,3,0.00315130785273218,0.0006289629916423536,6624,,,148.0,87.0,10444.0,2562.0
profile,N_t,hurdle,osi_target_t06h,4,0.0036146478074903774,0.0006122159481511146,6624,,,178.0,343.0,10473.0,2533.0
profile,N_t,hurdle,osi_target_t24h,0,0.0015925676772406165,0.0003610611936742239,5760,,,159.0,286.0,9164.0,2133.0
profile,N_t,hurdle,osi_target_t24h,1,0.003298560175380439,0.000642908875137317,5640,,,115.0,116.0,8810.0,2487.0
profile,N_t,hurdle,osi_target_t24h,2,0.0062782229847635025,0.0008275038552089522,5760,,,205.0,114.0,9054.0,2243.0
profile,N_t,hurdle,osi_target_t24h,3,0.0024119415154480518,0.0006174350684608246,5760,,,94.0,35.0,9083.0,2214.0
profile,N_t,hurdle,osi_target_t24h,4,0.003825583028481866,0.0006579914021798164,5760,,,147.0,67.0,9077.0,2220.0
profile,N_t,hurdle,osi_target_t48h,0,0.001503538072581398,0.0002690383116342715,4608,,,112.0,208.0,7041.0,1628.0
profile,N_t,hurdle,osi_target_t48h,1,0.002377390194581498,0.00047058138106506706,4512,,,87.0,20.0,6722.0,1947.0
profile,N_t,hurdle,osi_target_t48h,2,0.006375722621466658,0.0006925589962561023,4608,,,95.0,590.0,6969.0,1700.0
profile,N_t,hurdle,osi_target_t48h,3,0.0020241352963038667,0.0005122967419274882,4608,,,120.0,6.0,7000.0,1669.0
profile,N_t,hurdle,osi_target_t48h,4,0.002731151546922894,0.00042211983188226456,4608,,,114.0,279.0,6944.0,1725.0
profile,D_t,huber,osi_target_t01h,0,0.010120242961209617,0.004289370304016625,6864,119.0,,,,,
profile,D_t,huber,osi_target_t01h,1,0.01593277730609125,0.005736737617864703,6721,324.0,,,,,
profile,D_t,huber,osi_target_t01h,2,0.019049931526317287,0.0061784909700076055,6864,590.0,,,,,
profile,D_t,huber,osi_target_t01h,3,0.02223718152265541,0.005786397510858232,6864,260.0,,,,,
profile,D_t,huber,osi_target_t01h,4,0.017042219282949227,0.004885611464782928,6864,353.0,,,,,
profile,D_t,huber,osi_target_t06h,0,0.00990179443013431,0.003974957638534561,6624,174.0,,,,,
profile,D_t,huber,osi_target_t06h,1,0.01593532742995204,0.006339614547334433,6486,36.0,,,,,
profile,D_t,huber,osi_target_t06h,2,0.018756786268305032,0.006035289465804596,6624,560.0,,,,,
profile,D_t,huber,osi_target_t06h,3,0.020724595957862836,0.005814610820601445,6624,417.0,,,,,
profile,D_t,huber,osi_target_t06h,4,0.012783940315183259,0.00467225838110532,6624,345.0,,,,,
profile,D_t,huber,osi_target_t24h,0,0.006570167682675121,0.0030882854152038675,5760,180.0,,,,,
profile,D_t,huber,osi_target_t24h,1,0.012462932701286518,0.005298182142879424,5640,14.0,,,,,
profile,D_t,huber,osi_target_t24h,2,0.01892944668283235,0.005771445716489141,5760,578.0,,,,,
profile,D_t,huber,osi_target_t24h,3,0.008043399800534855,0.004172690165574431,5760,47.0,,,,,
profile,D_t,huber,osi_target_t24h,4,0.009726169685283266,0.0034578299565312157,5760,316.0,,,,,
profile,D_t,huber,osi_target_t48h,0,0.0055389667330872465,0.00274571994601243,4608,349.0,,,,,
profile,D_t,huber,osi_target_t48h,1,0.008331008570331061,0.0036898278496474346,4512,14.0,,,,,
profile,D_t,huber,osi_target_t48h,2,0.018399996461283083,0.004949379150531199,4608,578.0,,,,,
profile,D_t,huber,osi_target_t48h,3,0.007469392052749076,0.0037033621958428836,4608,21.0,,,,,
profile,D_t,huber,osi_target_t48h,4,0.009764605254424056,0.0031258629897271194,4608,191.0,,,,,
profile,D_t,l2,osi_target_t01h,0,0.010120242961209617,0.004289370304016625,6864,119.0,,,,,
profile,D_t,l2,osi_target_t01h,1,0.01593277730609125,0.005736737617864703,6721,324.0,,,,,
profile,D_t,l2,osi_target_t01h,2,0.019049931526317287,0.0061784909700076055,6864,590.0,,,,,
profile,D_t,l2,osi_target_t01h,3,0.02223718152265541,0.005786397510858232,6864,260.0,,,,,
profile,D_t,l2,osi_target_t01h,4,0.017042219282949227,0.004885611464782928,6864,353.0,,,,,
profile,D_t,l2,osi_target_t06h,0,0.00990179443013431,0.003974957638534561,6624,174.0,,,,,
profile,D_t,l2,osi_target_t06h,1,0.01593532742995204,0.006339614547334433,6486,36.0,,,,,
profile,D_t,l2,osi_target_t06h,2,0.018756786268305032,0.006035289465804596,6624,560.0,,,,,
profile,D_t,l2,osi_target_t06h,3,0.020724595957862836,0.005814610820601445,6624,417.0,,,,,
profile,D_t,l2,osi_target_t06h,4,0.012783940315183259,0.00467225838110532,6624,345.0,,,,,
profile,D_t,l2,osi_target_t24h,0,0.006570167682675121,0.0030882854152038675,5760,180.0,,,,,
profile,D_t,l2,osi_target_t24h,1,0.012462932701286518,0.005298182142879424,5640,14.0,,,,,
profile,D_t,l2,osi_target_t24h,2,0.01892944668283235,0.005771445716489141,5760,578.0,,,,,
profile,D_t,l2,osi_target_t24h,3,0.008043399800534855,0.004172690165574431,5760,47.0,,,,,
profile,D_t,l2,osi_target_t24h,4,0.009726169685283266,0.0034578299565312157,5760,316.0,,,,,
profile,D_t,l2,osi_target_t48h,0,0.0055389667330872465,0.00274571994601243,4608,349.0,,,,,
profile,D_t,l2,osi_target_t48h,1,0.008331008570331061,0.0036898278496474346,4512,14.0,,,,,
profile,D_t,l2,osi_target_t48h,2,0.018399996461283083,0.004949379150531199,4608,578.0,,,,,
profile,D_t,l2,osi_target_t48h,3,0.007469392052749076,0.0037033621958428836,4608,21.0,,,,,
profile,D_t,l2,osi_target_t48h,4,0.009764605254424056,0.0031258629897271194,4608,191.0,,,,,
profile,D_t,weighted_l2,osi_target_t01h,0,0.00995362476076792,0.00455935975691314,6864,183.0,0.045552919599999984,,,,
profile,D_t,weighted_l2,osi_target_t01h,1,0.01587838915455338,0.005990882930428184,6721,435.0,0.04453943925,,,,
profile,D_t,weighted_l2,osi_target_t01h,2,0.01872471335256483,0.006815901189550629,6864,60.0,0.0429755666,,,,
profile,D_t,weighted_l2,osi_target_t01h,3,0.02230776797594643,0.0062947995105690786,6864,650.0,0.04804944279999996,,,,
profile,D_t,weighted_l2,osi_target_t01h,4,0.017688530027981132,0.005244756889675947,6864,440.0,0.04393089479999998,,,,
profile,D_t,weighted_l2,osi_target_t06h,0,0.010310127145547745,0.0047278997136809145,6624,99.0,0.038910470999999835,,,,
profile,D_t,weighted_l2,osi_target_t06h,1,0.016667734724577377,0.00633456069649795,6486,129.0,0.037407975999999996,,,,
profile,D_t,weighted_l2,osi_target_t06h,2,0.01848937059761672,0.006259471237075688,6624,140.0,0.03575997899999987,,,,
profile,D_t,weighted_l2,osi_target_t06h,3,0.02177122845908396,0.0065232419164597735,6624,469.0,0.040035972699999936,,,,
profile,D_t,weighted_l2,osi_target_t06h,4,0.012837449359540547,0.004775544021608049,6624,131.0,0.037254300099999985,,,,
profile,D_t,weighted_l2,osi_target_t24h,0,0.006848656424242834,0.003320446591859839,5760,658.0,0.023282400449999973,,,,
profile,D_t,weighted_l2,osi_target_t24h,1,0.012738903041352114,0.0044969651678717845,5640,125.0,0.02259195664999997,,,,
profile,D_t,weighted_l2,osi_target_t24h,2,0.01939777888602832,0.006095868061740616,5760,580.0,0.021771828149999995,,,,
profile,D_t,weighted_l2,osi_target_t24h,3,0.010437956980131667,0.005753428442537249,5760,64.0,0.02449626554999999,,,,
profile,D_t,weighted_l2,osi_target_t24h,4,0.010091358997445184,0.003834098179030437,5760,273.0,0.022685149699999997,,,,
profile,D_t,weighted_l2,osi_target_t48h,0,0.006003964369218808,0.003154838778479948,4608,1259.0,0.016273621749999998,,,,
profile,D_t,weighted_l2,osi_target_t48h,1,0.008431739436923932,0.00325454034849751,4512,159.0,0.015708379650000003,,,,
profile,D_t,weighted_l2,osi_target_t48h,2,0.01858616519706466,0.005043450457239287,4608,172.0,0.0149105565,,,,
profile,D_t,weighted_l2,osi_target_t48h,3,0.008415243357944517,0.005501185892054079,4608,20.0,0.01555112225,,,,
profile,D_t,weighted_l2,osi_target_t48h,4,0.009419262267243654,0.0033777474337930535,4608,214.0,0.01573007075,,,,
profile,R_t,huber,osi_target_t01h,0,0.0023957558934065834,0.0009620479818423416,6864,37.0,,,,,
profile,R_t,huber,osi_target_t01h,1,0.003179561628973466,0.0010804518040157774,6721,138.0,,,,,
profile,R_t,huber,osi_target_t01h,2,0.0052942469213947425,0.0011754122709460551,6864,143.0,,,,,
profile,R_t,huber,osi_target_t01h,3,0.00482525863137075,0.0012961412731346434,6864,76.0,,,,,
profile,R_t,huber,osi_target_t01h,4,0.003949670750076503,0.0011052438954714352,6864,296.0,,,,,
profile,R_t,huber,osi_target_t06h,0,0.0023643054346656717,0.0009216638848203813,6624,39.0,,,,,
profile,R_t,huber,osi_target_t06h,1,0.0031356095782884173,0.0010392854248297927,6486,105.0,,,,,
profile,R_t,huber,osi_target_t06h,2,0.005315423018198885,0.001117653304698462,6624,100.0,,,,,
profile,R_t,huber,osi_target_t06h,3,0.004810417088227347,0.0012434727848231533,6624,54.0,,,,,
profile,R_t,huber,osi_target_t06h,4,0.003868238284664624,0.0010742593173057005,6624,187.0,,,,,
profile,R_t,huber,osi_target_t24h,0,0.001618995204020367,0.000732155126509581,5760,22.0,,,,,
profile,R_t,huber,osi_target_t24h,1,0.0027913388160282705,0.0009684148955558886,5640,111.0,,,,,
profile,R_t,huber,osi_target_t24h,2,0.005485812280605631,0.001087319782713945,5760,168.0,,,,,
profile,R_t,huber,osi_target_t24h,3,0.002496775792650998,0.0009403841488025425,5760,12.0,,,,,
profile,R_t,huber,osi_target_t24h,4,0.003592576961559713,0.0008919276962750056,5760,91.0,,,,,
profile,R_t,huber,osi_target_t48h,0,0.0014640288298873867,0.0006211615850070623,4608,19.0,,,,,
profile,R_t,huber,osi_target_t48h,1,0.0022777884916038013,0.0007317994155780791,4512,50.0,,,,,
profile,R_t,huber,osi_target_t48h,2,0.005495239724524755,0.0009862137285502038,4608,116.0,,,,,
profile,R_t,huber,osi_target_t48h,3,0.0022058633422145577,0.0007444722985823183,4608,14.0,,,,,
profile,R_t,huber,osi_target_t48h,4,0.0033876736343966944,0.0007891945582383925,4608,100.0,,,,,
profile,R_t,tweedie,osi_target_t01h,0,0.002300345687534014,0.0006510343277247848,6864,225.0,,,,,
profile,R_t,tweedie,osi_target_t01h,1,0.0032210893281504503,0.000828390978655145,6721,209.0,,,,,
profile,R_t,tweedie,osi_target_t01h,2,0.005327608389211639,0.0009801835124450787,6864,133.0,,,,,
profile,R_t,tweedie,osi_target_t01h,3,0.00480001060437783,0.0009843264737308512,6864,111.0,,,,,
profile,R_t,tweedie,osi_target_t01h,4,0.004122533800847529,0.0009157578013868206,6864,106.0,,,,,
profile,R_t,tweedie,osi_target_t06h,0,0.0022954646642624646,0.000650348301471438,6624,156.0,,,,,
profile,R_t,tweedie,osi_target_t06h,1,0.003170899843185794,0.0008133392529212537,6486,170.0,,,,,
profile,R_t,tweedie,osi_target_t06h,2,0.0053784154871808045,0.0009655239413203731,6624,108.0,,,,,
profile,R_t,tweedie,osi_target_t06h,3,0.004725483494392935,0.0009477829979591349,6624,101.0,,,,,
profile,R_t,tweedie,osi_target_t06h,4,0.004030952893360502,0.0008671835121270239,6624,87.0,,,,,
profile,R_t,tweedie,osi_target_t24h,0,0.0015667077160948918,0.00046945411263159487,5760,162.0,,,,,
profile,R_t,tweedie,osi_target_t24h,1,0.002753043350487666,0.0006957487421735383,5640,110.0,,,,,
profile,R_t,tweedie,osi_target_t24h,2,0.005535140058812823,0.00089525647120013,5760,135.0,,,,,
profile,R_t,tweedie,osi_target_t24h,3,0.0024364347602507034,0.0006633448183645216,5760,144.0,,,,,
profile,R_t,tweedie,osi_target_t24h,4,0.0036521349455896925,0.0007127934430833683,5760,118.0,,,,,
profile,R_t,tweedie,osi_target_t48h,0,0.0013888495359894878,0.00035891999566324144,4608,170.0,,,,,
profile,R_t,tweedie,osi_target_t48h,1,0.0023357089905704535,0.0005452415422411644,4512,87.0,,,,,
profile,R_t,tweedie,osi_target_t48h,2,0.005540198996242392,0.0008103570083092082,4608,90.0,,,,,
profile,R_t,tweedie,osi_target_t48h,3,0.002193451023295872,0.0005870589971058806,4608,41.0,,,,,
profile,R_t,tweedie,osi_target_t48h,4,0.0033694279179957804,0.0005734686129455974,4608,138.0,,,,,
profile,R_t,hurdle,osi_target_t01h,0,0.002370495854375424,0.0006418527306929826,6864,,,178.0,310.0,13511.0,3367.0
profile,R_t,hurdle,osi_target_t01h,1,0.003288170837266242,0.0008486630596194043,6721,,,200.0,120.0,13261.0,3617.0
profile,R_t,hurdle,osi_target_t01h,2,0.005339790762889527,0.0009552317208166482,6864,,,285.0,186.0,13720.0,3158.0
profile,R_t,hurdle,osi_target_t01h,3,0.004960152174163041,0.0009479114323428605,6864,,,134.0,145.0,13575.0,3303.0
profile,R_t,hurdle,osi_target_t01h,4,0.004132792878053669,0.0008997465862097006,6864,,,195.0,111.0,13445.0,3433.0
profile,R_t,hurdle,osi_target_t06h,0,0.002408717660922263,0.0006380763995885984,6624,,,157.0,147.0,13006.0,3230.0
profile,R_t,hurdle,osi_target_t06h,1,0.0032420146091388896,0.0007992606243271921,6486,,,130.0,178.0,12757.0,3479.0
profile,R_t,hurdle,osi_target_t06h,2,0.005386443291847383,0.000929010423061686,6624,,,252.0,149.0,13205.0,3031.0
profile,R_t,hurdle,osi_target_t06h,3,0.004795937057161655,0.0009046840976737248,6624,,,153.0,102.0,13059.0,3177.0
profile,R_t,hurdle,osi_target_t06h,4,0.0040923704884818805,0.0008576714894133185,6624,,,309.0,86.0,12917.0,3319.0
profile,R_t,hurdle,osi_target_t24h,0,0.0015586401127469483,0.00043128386999204615,5760,,,146.0,245.0,10921.0,2631.0
profile,R_t,hurdle,osi_target_t24h,1,0.0027953635898944184,0.0007820859131668348,5640,,,199.0,10.0,10623.0,2929.0
profile,R_t,hurdle,osi_target_t24h,2,0.005562829356472625,0.0008937432827048175,5760,,,168.0,114.0,10999.0,2553.0
profile,R_t,hurdle,osi_target_t24h,3,0.002465671691860067,0.0007027562012591627,5760,,,89.0,35.0,10910.0,2642.0
profile,R_t,hurdle,osi_target_t24h,4,0.0036620782326999193,0.0007082459786524635,5760,,,176.0,115.0,10755.0,2797.0
profile,R_t,hurdle,osi_target_t48h,0,0.0013812410522707872,0.0003467367127643562,4608,,,133.0,119.0,8417.0,2007.0
profile,R_t,hurdle,osi_target_t48h,1,0.0023539488981540336,0.0005753021729676877,4512,,,142.0,18.0,8150.0,2274.0
profile,R_t,hurdle,osi_target_t48h,2,0.005552764174770311,0.0008039848893339571,4608,,,98.0,139.0,8455.0,1969.0
profile,R_t,hurdle,osi_target_t48h,3,0.0021848985591483966,0.0005953743134678066,4608,,,88.0,8.0,8398.0,2026.0
profile,R_t,hurdle,osi_target_t48h,4,0.0033703803430730124,0.0005767370735705272,4608,,,121.0,79.0,8276.0,2148.0
