feature_set,component,candidate,horizon,fold,rmse,mae,n,best_rounds,train_q95,classification_rounds,magnitude_rounds,positive_train_rows,positive_valid_rows
profile,P_t,weighted_l2,osi_target_t48h,1,0.009226135972718428,0.004191161639892092,4512,35.0,0.01425066785000005,,,,
profile,P_t,weighted_l2,osi_target_t48h,2,0.02153765250960224,0.005264159011338627,4608,284.0,0.01271782075,,,,
profile,P_t,weighted_l2,osi_target_t48h,3,0.009016521550946479,0.00548553548739697,4608,20.0,0.0141162935,,,,
profile,P_t,weighted_l2,osi_target_t48h,4,0.010828208552049998,0.0035617542949647404,4608,98.0,0.0141162935,,,,
profile,N_t,huber,osi_target_t01h,0,0.0018272438969408416,0.0006830316477831176,6864,29.0,,,,,
profile,N_t,huber,osi_target_t01h,1,0.0032289028363569608,0.0009678586397276141,6721,300.0,,,,,
profile,N_t,huber,osi_target_t01h,2,0.005709028717089789,0.0009624527595448327,6864,136.0,,,,,
profile,N_t,huber,osi_target_t01h,3,0.005619560937010833,0.0010005079947636197,6864,191.0,,,,,
profile,N_t,huber,osi_target_t01h,4,0.003597887803314823,0.0008801596973115052,6864,238.0,,,,,
profile,N_t,huber,osi_target_t06h,0,0.0018197588570296663,0.0006678847694796284,6624,31.0,,,,,
profile,N_t,huber,osi_target_t06h,1,0.003083286744418122,0.0008301487469339646,6486,96.0,,,,,
profile,N_t,huber,osi_target_t06h,2,0.005789527774684287,0.000973786911325321,6624,414.0,,,,,
profile,N_t,huber,osi_target_t06h,3,0.003157073912855031,0.0008504565884140101,6624,25.0,,,,,
profile,N_t,huber,osi_target_t06h,4,0.0035798459576605185,0.0008367030733920493,6624,85.0,,,,,
profile,N_t,huber,osi_target_t24h,0,0.0016929879748121823,0.0006472438767721008,5760,27.0,,,,,
profile,N_t,huber,osi_target_t24h,1,0.003232680736981393,0.0009465913946735589,5640,160.0,,,,,
profile,N_t,huber,osi_target_t24h,2,0.006103324015185435,0.0010438285211870602,5760,435.0,,,,,
profile,N_t,huber,osi_target_t24h,3,0.002431022566982618,0.0008294219811183504,5760,21.0,,,,,
profile,N_t,huber,osi_target_t24h,4,0.0037475725677970024,0.0008730262226619782,5760,84.0,,,,,
profile,N_t,huber,osi_target_t48h,0,0.0015672359893615076,0.0004822571010370703,4608,123.0,,,,,
profile,N_t,huber,osi_target_t48h,1,0.002337449164554854,0.0006103307887830881,4512,47.0,,,,,
profile,N_t,huber,osi_target_t48h,2,0.006276775488364542,0.0008941048099875069,4608,696.0,,,,,
profile,N_t,huber,osi_target_t48h,3,0.0020275170260869316,0.0006406607431270898,4608,14.0,,,,,
profile,N_t,huber,osi_target_t48h,4,0.0027749179741085265,0.0006427138834959362,4608,63.0,,,,,
