target,n,rmse,mae,sse,bias,negative_predictions,D_upper_clipped,D_lower_bound_violations
U_D_t_target_t01h,34177,0.018039107723572072,0.005500386432286084,11.121517318850568,-7.888982144756372e-05,5400,0,0
