comparison,horizon,model,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
C_minus_B,osi_target_t01h,C0_direct_osi,34177,0.012759870025031421,0.003695229860606358,5.564503751994501,-0.00013604419005281795,0.012759870025031421,0.003695229860606358,5.564503751994501,-0.00013604419005281795,0.0,0.0,0.0,0
C_minus_A,osi_target_t01h,C0_direct_osi,34177,0.012759870025031421,0.003695229860606358,5.564503751994501,-0.00013604419005281795,0.012759870025031421,0.003695229860606358,5.564503751994501,-0.00013604419005281795,0.0,0.0,0.0,0
B_minus_A,osi_target_t01h,C0_direct_osi,34177,0.012759870025031421,0.003695229860606358,5.564503751994501,-0.00013604419005281795,0.012759870025031421,0.003695229860606358,5.564503751994501,-0.00013604419005281795,0.0,0.0,0.0,0
C_minus_B,osi_target_t01h,C1_component_osi,34177,0.012530149408855662,0.0036121356941583027,5.36594772510522,-0.0001516277802003405,0.012484124972049525,0.0036233042494388636,5.326600842411762,-0.00012766013978437866,-4.602443680613681e-05,-0.36730956115821334,0.039346882693457985,17002
C_minus_A,osi_target_t01h,C1_component_osi,34177,0.012558336438867274,0.003613873794336044,5.390116670898358,-0.00015412355979224293,0.012484124972049525,0.0036233042494388636,5.326600842411762,-0.00012766013978437866,-7.421146681774876e-05,-0.5909338962131083,0.06351582848659643,17022
B_minus_A,osi_target_t01h,C1_component_osi,34177,0.012558336438867274,0.003613873794336044,5.390116670898358,-0.00015412355979224293,0.012530149408855662,0.0036121356941583027,5.36594772510522,-0.0001516277802003405,-2.818703001161195e-05,-0.22444875679851206,0.02416894579313844,55
C_minus_B,osi_target_t01h,C2_equal_blend,34177,0.012620771486413536,0.0036280031624805367,5.443844924522615,-0.00015463171443037734,0.01258608144494911,0.003631953990943542,5.413959640688921,-0.00014362417447005802,-3.469004146442606e-05,-0.27486466656788666,0.029885283833694487,16752
C_minus_A,osi_target_t01h,C2_equal_blend,34177,0.012635408060633228,0.003628944183232871,5.456478929220308,-0.00015585451137951193,0.01258608144494911,0.003631953990943542,5.413959640688921,-0.00014362417447005802,-4.932661568411885e-05,-0.3903840338785769,0.042519288531387645,16771
B_minus_A,osi_target_t01h,C2_equal_blend,34177,0.012635408060633228,0.003628944183232871,5.456478929220308,-0.00015585451137951193,0.012620771486413536,0.0036280031624805367,5.443844924522615,-0.00015463171443037734,-1.4636574219692791e-05,-0.11583776439555438,0.012634004697693157,50
C_minus_B,osi_target_t01h,C3_aligned_component,34177,0.012475381943844085,0.0035790543880305126,5.319142680295023,-0.00017340290005889454,0.012380245088583607,0.003573425666367468,5.238324800331802,-0.0001667671430212121,-9.51368552604779e-05,-0.7625967340216255,0.0808178799632211,16724
C_minus_A,osi_target_t01h,C3_aligned_component,34177,0.012503692436569555,0.0035807924882082544,5.343311626088162,-0.000175898679650797,0.012380245088583607,0.003573425666367468,5.238324800331802,-0.0001667671430212121,-0.00012344734798594784,-0.9872871442750841,0.10498682575635954,16744
B_minus_A,osi_target_t01h,C3_aligned_component,34177,0.012503692436569555,0.0035807924882082544,5.343311626088162,-0.000175898679650797,0.012475381943844085,0.0035790543880305126,5.319142680295023,-0.00017340290005889454,-2.831049272546994e-05,-0.22641705935336764,0.02416894579313844,55
C_minus_B,osi_target_t01h,v18_rule,34177,0.012475381943844085,0.0035790543880305126,5.319142680295023,-0.00017340290005889454,0.012380245088583607,0.003573425666367468,5.238324800331802,-0.0001667671430212121,-9.51368552604779e-05,-0.7625967340216255,0.0808178799632211,16724
C_minus_A,osi_target_t01h,v18_rule,34177,0.012503692436569555,0.0035807924882082544,5.343311626088162,-0.000175898679650797,0.012380245088583607,0.003573425666367468,5.238324800331802,-0.0001667671430212121,-0.00012344734798594784,-0.9872871442750841,0.10498682575635954,16744
B_minus_A,osi_target_t01h,v18_rule,34177,0.012503692436569555,0.0035807924882082544,5.343311626088162,-0.000175898679650797,0.012475381943844085,0.0035790543880305126,5.319142680295023,-0.00017340290005889454,-2.831049272546994e-05,-0.22641705935336764,0.02416894579313844,55
C_minus_B,osi_target_t06h,C0_direct_osi,32982,0.010952654068962227,0.0034380841791316467,3.9565415367329306,-0.00015486075676127798,0.010952654068962227,0.0034380841791316467,3.9565415367329306,-0.00015486075676127798,0.0,0.0,0.0,0
C_minus_A,osi_target_t06h,C0_direct_osi,32982,0.010952654068962227,0.0034380841791316467,3.9565415367329306,-0.00015486075676127798,0.010952654068962227,0.0034380841791316467,3.9565415367329306,-0.00015486075676127798,0.0,0.0,0.0,0
B_minus_A,osi_target_t06h,C0_direct_osi,32982,0.010952654068962227,0.0034380841791316467,3.9565415367329306,-0.00015486075676127798,0.010952654068962227,0.0034380841791316467,3.9565415367329306,-0.00015486075676127798,0.0,0.0,0.0,0
C_minus_B,osi_target_t06h,C1_component_osi,32982,0.010966347987999515,0.003422562010786772,3.966441316211243,-0.00014707171468243395,0.010966347987999515,0.003422562010786772,3.966441316211243,-0.00014707171468243395,0.0,0.0,0.0,0
C_minus_A,osi_target_t06h,C1_component_osi,32982,0.010966347987999515,0.003422562010786772,3.966441316211243,-0.00014707171468243395,0.010966347987999515,0.003422562010786772,3.966441316211243,-0.00014707171468243395,0.0,0.0,0.0,0
B_minus_A,osi_target_t06h,C1_component_osi,32982,0.010966347987999515,0.003422562010786772,3.966441316211243,-0.00014707171468243395,0.010966347987999515,0.003422562010786772,3.966441316211243,-0.00014707171468243395,0.0,0.0,0.0,0
C_minus_B,osi_target_t06h,C2_equal_blend,32982,0.010939154506346983,0.003405799143069776,3.946794371529492,-0.00016643418141634906,0.010939154506346983,0.003405799143069776,3.946794371529492,-0.00016643418141634906,0.0,0.0,0.0,0
C_minus_A,osi_target_t06h,C2_equal_blend,32982,0.010939154506346983,0.003405799143069776,3.946794371529492,-0.00016643418141634906,0.010939154506346983,0.003405799143069776,3.946794371529492,-0.00016643418141634906,0.0,0.0,0.0,0
B_minus_A,osi_target_t06h,C2_equal_blend,32982,0.010939154506346983,0.003405799143069776,3.946794371529492,-0.00016643418141634906,0.010939154506346983,0.003405799143069776,3.946794371529492,-0.00016643418141634906,0.0,0.0,0.0,0
C_minus_B,osi_target_t06h,C3_aligned_component,32982,0.010870630226386284,0.003348082840773493,3.897502779293824,-0.0001761207036780813,0.010925830680753895,0.0033605251256584472,3.937185882159442,-0.0001701044928329484,5.5200454367611285e-05,0.5077944260639455,-0.039683102865617936,15886
C_minus_A,osi_target_t06h,C3_aligned_component,32982,0.010870630226386284,0.003348082840773493,3.897502779293824,-0.0001761207036780813,0.010925830680753895,0.0033605251256584472,3.937185882159442,-0.0001701044928329484,5.5200454367611285e-05,0.5077944260639455,-0.039683102865617936,15886
B_minus_A,osi_target_t06h,C3_aligned_component,32982,0.010870630226386284,0.003348082840773493,3.897502779293824,-0.0001761207036780813,0.010870630226386284,0.003348082840773493,3.897502779293824,-0.0001761207036780813,0.0,0.0,0.0,0
C_minus_B,osi_target_t06h,v18_rule,32982,0.010870630226386284,0.003348082840773493,3.897502779293824,-0.0001761207036780813,0.010925830680753895,0.0033605251256584472,3.937185882159442,-0.0001701044928329484,5.5200454367611285e-05,0.5077944260639455,-0.039683102865617936,15886
C_minus_A,osi_target_t06h,v18_rule,32982,0.010870630226386284,0.003348082840773493,3.897502779293824,-0.0001761207036780813,0.010925830680753895,0.0033605251256584472,3.937185882159442,-0.0001701044928329484,5.5200454367611285e-05,0.5077944260639455,-0.039683102865617936,15886
B_minus_A,osi_target_t06h,v18_rule,32982,0.010870630226386284,0.003348082840773493,3.897502779293824,-0.0001761207036780813,0.010870630226386284,0.003348082840773493,3.897502779293824,-0.0001761207036780813,0.0,0.0,0.0,0
C_minus_B,osi_target_t24h,C0_direct_osi,28680,0.00865942183518786,0.0029175849835404396,2.150586621385807,-0.00012945774455302454,0.00865942183518786,0.0029175849835404396,2.150586621385807,-0.00012945774455302454,0.0,0.0,0.0,0
C_minus_A,osi_target_t24h,C0_direct_osi,28680,0.00865942183518786,0.0029175849835404396,2.150586621385807,-0.00012945774455302454,0.00865942183518786,0.0029175849835404396,2.150586621385807,-0.00012945774455302454,0.0,0.0,0.0,0
B_minus_A,osi_target_t24h,C0_direct_osi,28680,0.00865942183518786,0.0029175849835404396,2.150586621385807,-0.00012945774455302454,0.00865942183518786,0.0029175849835404396,2.150586621385807,-0.00012945774455302454,0.0,0.0,0.0,0
C_minus_B,osi_target_t24h,C1_component_osi,28680,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.0,0.0,0.0,0
C_minus_A,osi_target_t24h,C1_component_osi,28680,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.0,0.0,0.0,0
B_minus_A,osi_target_t24h,C1_component_osi,28680,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.0,0.0,0.0,0
C_minus_B,osi_target_t24h,C2_equal_blend,28680,0.00866343794071386,0.0029172561365550147,2.1525819014005796,-0.00012246009912659733,0.00866343794071386,0.0029172561365550147,2.1525819014005796,-0.00012246009912659733,0.0,0.0,0.0,0
C_minus_A,osi_target_t24h,C2_equal_blend,28680,0.00866343794071386,0.0029172561365550147,2.1525819014005796,-0.00012246009912659733,0.00866343794071386,0.0029172561365550147,2.1525819014005796,-0.00012246009912659733,0.0,0.0,0.0,0
B_minus_A,osi_target_t24h,C2_equal_blend,28680,0.00866343794071386,0.0029172561365550147,2.1525819014005796,-0.00012246009912659733,0.00866343794071386,0.0029172561365550147,2.1525819014005796,-0.00012246009912659733,0.0,0.0,0.0,0
C_minus_B,osi_target_t24h,C3_aligned_component,28680,0.008410169280340137,0.0027594718016332926,2.028563569251658,-0.0001881983710133386,0.008416543419937769,0.0027658149638367458,2.031639666046532,-0.00018145526778925392,6.374139597632028e-06,0.07579085967428512,-0.0030760967948739726,13118
C_minus_A,osi_target_t24h,C3_aligned_component,28680,0.008410169280340137,0.0027594718016332926,2.028563569251658,-0.0001881983710133386,0.008416543419937769,0.0027658149638367458,2.031639666046532,-0.00018145526778925392,6.374139597632028e-06,0.07579085967428512,-0.0030760967948739726,13118
B_minus_A,osi_target_t24h,C3_aligned_component,28680,0.008410169280340137,0.0027594718016332926,2.028563569251658,-0.0001881983710133386,0.008410169280340137,0.0027594718016332926,2.028563569251658,-0.0001881983710133386,0.0,0.0,0.0,0
C_minus_B,osi_target_t24h,v18_rule,28680,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.0,0.0,0.0,0
C_minus_A,osi_target_t24h,v18_rule,28680,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.0,0.0,0.0,0
B_minus_A,osi_target_t24h,v18_rule,28680,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.008710411518259539,0.002956278833563109,2.175987989683848,-9.541737739903497e-05,0.0,0.0,0.0,0
C_minus_B,osi_target_t48h,C0_direct_osi,22944,0.007941008803189471,0.0022665477750623154,1.4468399399181604,-0.0002814420207812377,0.007941008803189471,0.0022665477750623154,1.4468399399181604,-0.0002814420207812377,0.0,0.0,0.0,0
C_minus_A,osi_target_t48h,C0_direct_osi,22944,0.007941008803189471,0.0022665477750623154,1.4468399399181604,-0.0002814420207812377,0.007941008803189471,0.0022665477750623154,1.4468399399181604,-0.0002814420207812377,0.0,0.0,0.0,0
B_minus_A,osi_target_t48h,C0_direct_osi,22944,0.007941008803189471,0.0022665477750623154,1.4468399399181604,-0.0002814420207812377,0.007941008803189471,0.0022665477750623154,1.4468399399181604,-0.0002814420207812377,0.0,0.0,0.0,0
C_minus_B,osi_target_t48h,C1_component_osi,22944,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.0,0.0,0.0,0
C_minus_A,osi_target_t48h,C1_component_osi,22944,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.0,0.0,0.0,0
B_minus_A,osi_target_t48h,C1_component_osi,22944,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.0,0.0,0.0,0
C_minus_B,osi_target_t48h,C2_equal_blend,22944,0.007904265788718098,0.002243387831819192,1.4334818707611976,-0.00029383923575625377,0.007904265788718098,0.002243387831819192,1.4334818707611976,-0.00029383923575625377,0.0,0.0,0.0,0
C_minus_A,osi_target_t48h,C2_equal_blend,22944,0.007904265788718098,0.002243387831819192,1.4334818707611976,-0.00029383923575625377,0.007904265788718098,0.002243387831819192,1.4334818707611976,-0.00029383923575625377,0.0,0.0,0.0,0
B_minus_A,osi_target_t48h,C2_equal_blend,22944,0.007904265788718098,0.002243387831819192,1.4334818707611976,-0.00029383923575625377,0.007904265788718098,0.002243387831819192,1.4334818707611976,-0.00029383923575625377,0.0,0.0,0.0,0
C_minus_B,osi_target_t48h,C3_aligned_component,22944,0.007935473406747247,0.0022771103343947638,1.4448235610128388,-0.00019870820671576606,0.00793753915450627,0.0022825563964769704,1.4455758865159205,-0.00019498949978237807,2.0657477590221157e-06,0.02603181503029184,-0.0007523255030816856,9086
C_minus_A,osi_target_t48h,C3_aligned_component,22944,0.007935473406747247,0.0022771103343947638,1.4448235610128388,-0.00019870820671576606,0.00793753915450627,0.0022825563964769704,1.4455758865159205,-0.00019498949978237807,2.0657477590221157e-06,0.02603181503029184,-0.0007523255030816856,9086
B_minus_A,osi_target_t48h,C3_aligned_component,22944,0.007935473406747247,0.0022771103343947638,1.4448235610128388,-0.00019870820671576606,0.007935473406747247,0.0022771103343947638,1.4448235610128388,-0.00019870820671576606,0.0,0.0,0.0,0
C_minus_B,osi_target_t48h,v18_rule,22944,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.0,0.0,0.0,0
C_minus_A,osi_target_t48h,v18_rule,22944,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.0,0.0,0.0,0
B_minus_A,osi_target_t48h,v18_rule,22944,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.0,0.0,0.0,0
