comparison,horizon,model,fipsCode,countyName,fold,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions,fraction_of_net_sse_reduction
C_minus_B,osi_target_t01h,v18_rule,39117,Morrow County,4,143,0.050715804600786875,0.0202421295734124,0.36780927559164295,-0.01775230270064749,0.04529618333138242,0.019508229392431527,0.2933994240877995,-0.016806371776716563,-0.0054196212694044565,-10.68625709887755,0.07440985150384344,143,0.920710262849092
C_minus_B,osi_target_t01h,v18_rule,39149,Shelby County,1,143,0.04583543190677256,0.021960448598106412,0.3004268149854949,0.021175133418230754,0.045120292066703795,0.022029127619736633,0.2911252281344054,0.02123230673479481,-0.0007151398400687681,-1.5602336670969663,0.009301586851089505,92,0.11509318056007573
C_minus_B,osi_target_t01h,v18_rule,39075,Holmes County,0,143,0.01163978227249185,0.006092898155720504,0.019374287983195224,-0.003658017119511373,0.009691228430282525,0.005418064885132061,0.01343054691377203,-0.0028207191931810594,-0.0019485538422093253,-16.740466415890943,0.0059437410694231935,100,0.07354487734803376
C_minus_B,osi_target_t01h,v18_rule,39055,Geauga County,4,143,0.013151616420785607,0.006332479740880918,0.024733997070565304,-0.0024472242875216705,0.012153488031983945,0.0059584596368036785,0.021122139802131512,-0.0021251764319830326,-0.000998128388801662,-7.589397051028346,0.003611857268433792,107,0.04469131422498957
C_minus_B,osi_target_t01h,v18_rule,42021,Cambria County,0,143,0.013690232049476335,0.00595945961395823,0.026801410860296786,0.004988724274318212,0.012849061486044451,0.005607070964093288,0.02360906849331757,0.004636215141551635,-0.0008411705634318832,-6.144311947320558,0.003192342366979215,88,0.039500446787666385
C_minus_B,osi_target_t01h,v18_rule,39121,Noble County,0,143,0.00959192180238856,0.005697251951136051,0.013156709832428592,-0.0024345949809357753,0.008704177187605106,0.004999545344744077,0.010834066173391194,-0.003327557890337072,-0.0008877446147834544,-9.255127732196378,0.0023226436590373985,74,0.028739230230914282
C_minus_B,osi_target_t01h,v18_rule,39091,Logan County,1,143,0.044160574282904735,0.022581398998644756,0.27887235390242043,0.02257580459305035,0.04398711576536767,0.022657675145480664,0.27668588852988757,0.022652080739886258,-0.00017345851753706315,-0.3927904479362976,0.002186465372532864,89,0.02705422826641698
C_minus_B,osi_target_t01h,v18_rule,42063,Indiana County,0,143,0.0108424399375567,0.005888010363199253,0.01681086604333201,0.0008639989953913473,0.01034830678133523,0.005768565490773481,0.015313505813409907,0.0006251079018751686,-0.0004941331562214688,-4.557398141629177,0.0014973602299221019,92,0.01852758610598955
C_minus_B,osi_target_t01h,v18_rule,39125,Paulding County,2,143,0.020331811713414062,0.010461811262179425,0.059113707159610146,0.0022783000229538307,0.02009433531285892,0.010159239134099005,0.05774087056818209,0.0028249822637295015,-0.0002374764005551415,-1.168004130190059,0.0013728365914280546,87,0.016986792923209745
C_minus_B,osi_target_t01h,v18_rule,18013,Brown County,0,143,0.028498809428759996,0.013294871858946756,0.11614204585651951,-0.008937935087243101,0.0283324292569816,0.013040536069121308,0.11478989630706694,-0.009136788021575425,-0.00016638017177839776,-0.5838144649316201,0.0013521495494525637,92,0.016730821818982493
