comparison,horizon,model,population,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions,counties,replicates,seed,ci_low,ci_high,bootstrap_fraction_delta_lt0,bootstrap_fraction_delta_eq0
C_minus_B,osi_target_t01h,C0_direct_osi,all_counties,34177,0.012759870025031421,0.003695229860606358,5.564503751994501,-0.00013604419005281795,0.012759870025031421,0.003695229860606358,5.564503751994501,-0.00013604419005281795,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
C_minus_A,osi_target_t01h,C0_direct_osi,all_counties,34177,0.012759870025031421,0.003695229860606358,5.564503751994501,-0.00013604419005281795,0.012759870025031421,0.003695229860606358,5.564503751994501,-0.00013604419005281795,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
B_minus_A,osi_target_t01h,C0_direct_osi,all_counties,34177,0.012759870025031421,0.003695229860606358,5.564503751994501,-0.00013604419005281795,0.012759870025031421,0.003695229860606358,5.564503751994501,-0.00013604419005281795,0.0,0.0,0.0,0,239,2000,20260910,0.0,0.0,0.0,1.0
C_minus_B,osi_target_t01h,C1_component_osi,all_counties,34177,0.012530149408855662,0.0036121356941583027,5.36594772510522,-0.0001516277802003405,0.012484124972049525,0.0036233042494388636,5.326600842411762,-0.00012766013978437866,-4.602443680613681e-05,-0.36730956115821334,0.039346882693457985,17002,239,2000,20260910,-0.000252331792278903,7.93990572431344e-05,0.6505,0.0
C_minus_A,osi_target_t01h,C1_component_osi,all_counties,34177,0.012558336438867274,0.003613873794336044,5.390116670898358,-0.00015412355979224293,0.012484124972049525,0.0036233042494388636,5.326600842411762,-0.00012766013978437866,-7.421146681774876e-05,-0.5909338962131083,0.06351582848659643,17022,239,2000,20260910,-0.000345419237251652,7.929219813060582e-05,0.673,0.0
B_minus_A,osi_target_t01h,C1_component_osi,all_counties,34177,0.012558336438867274,0.003613873794336044,5.390116670898358,-0.00015412355979224293,0.012530149408855662,0.0036121356941583027,5.36594772510522,-0.0001516277802003405,-2.818703001161195e-05,-0.22444875679851206,0.02416894579313844,55,239,2000,20260910,-9.098457173437537e-05,1.0950677230749756e-07,0.891,0.0
C_minus_B,osi_target_t01h,C2_equal_blend,all_counties,34177,0.012620771486413536,0.0036280031624805367,5.443844924522615,-0.00015463171443037734,0.01258608144494911,0.003631953990943542,5.413959640688921,-0.00014362417447005802,-3.469004146442606e-05,-0.27486466656788666,0.029885283833694487,16752,239,2000,20260910,-0.00014942090842202517,3.373876032817461e-05,0.711,0.0
C_minus_A,osi_target_t01h,C2_equal_blend,all_counties,34177,0.012635408060633228,0.003628944183232871,5.456478929220308,-0.00015585451137951193,0.01258608144494911,0.003631953990943542,5.413959640688921,-0.00014362417447005802,-4.932661568411885e-05,-0.3903840338785769,0.042519288531387645,16771,239,2000,20260910,-0.0001980312392104233,3.367991798790757e-05,0.719,0.0
B_minus_A,osi_target_t01h,C2_equal_blend,all_counties,34177,0.012635408060633228,0.003628944183232871,5.456478929220308,-0.00015585451137951193,0.012620771486413536,0.0036280031624805367,5.443844924522615,-0.00015463171443037734,-1.4636574219692791e-05,-0.11583776439555438,0.012634004697693157,50,239,2000,20260910,-4.714905583169584e-05,2.932816840967881e-08,0.938,0.0
C_minus_B,osi_target_t01h,C3_aligned_component,all_counties,34177,0.012475381943844085,0.0035790543880305126,5.319142680295023,-0.00017340290005889454,0.012380245088583607,0.003573425666367468,5.238324800331802,-0.0001667671430212121,-9.51368552604779e-05,-0.7625967340216255,0.0808178799632211,16724,239,2000,20260910,-0.00030823152509790766,2.4897236290998902e-05,0.8615,0.0
C_minus_A,osi_target_t01h,C3_aligned_component,all_counties,34177,0.012503692436569555,0.0035807924882082544,5.343311626088162,-0.000175898679650797,0.012380245088583607,0.003573425666367468,5.238324800331802,-0.0001667671430212121,-0.00012344734798594784,-0.9872871442750841,0.10498682575635954,16744,239,2000,20260910,-0.00040627847859772085,2.4748736634273827e-05,0.861,0.0
B_minus_A,osi_target_t01h,C3_aligned_component,all_counties,34177,0.012503692436569555,0.0035807924882082544,5.343311626088162,-0.000175898679650797,0.012475381943844085,0.0035790543880305126,5.319142680295023,-0.00017340290005889454,-2.831049272546994e-05,-0.22641705935336764,0.02416894579313844,55,239,2000,20260910,-9.199834993656514e-05,1.1032941002967573e-07,0.891,0.0
C_minus_B,osi_target_t01h,v18_rule,all_counties,34177,0.012475381943844085,0.0035790543880305126,5.319142680295023,-0.00017340290005889454,0.012380245088583607,0.003573425666367468,5.238324800331802,-0.0001667671430212121,-9.51368552604779e-05,-0.7625967340216255,0.0808178799632211,16724,239,2000,20260910,-0.00030823152509790766,2.4897236290998902e-05,0.8615,0.0
C_minus_B,osi_target_t01h,v18_rule,exclude_Morrow_diagnostic_only,34034,0.012061590737062951,0.00350904146708353,4.95133340470338,-9.954197652700971e-05,0.012053783139175397,0.0035064727095352665,4.944925376244003,-9.685283783761816e-05,-7.807597887554002e-06,-0.06473107948823387,0.0064080284593774905,16581,238,2000,20260910,-5.823825223197497e-05,3.6074885251960875e-05,0.63,0.0
C_minus_A,osi_target_t01h,v18_rule,all_counties,34177,0.012503692436569555,0.0035807924882082544,5.343311626088162,-0.000175898679650797,0.012380245088583607,0.003573425666367468,5.238324800331802,-0.0001667671430212121,-0.00012344734798594784,-0.9872871442750841,0.10498682575635954,16744,239,2000,20260910,-0.00040627847859772085,2.4748736634273827e-05,0.861,0.0
C_minus_A,osi_target_t01h,v18_rule,exclude_Morrow_diagnostic_only,34034,0.012061664835432874,0.0035093787048679596,4.951394240271289,-0.0001006400772525506,0.012053783139175397,0.0035064727095352665,4.944925376244003,-9.685283783761816e-05,-7.881696257476534e-06,-0.0653450113646259,0.006468864027286081,16601,238,2000,20260910,-5.828566091665827e-05,3.603563827872866e-05,0.6315,0.0
