split_seed,horizon,space,fipsCode,countyName,stateAbbr,fold,n,rmse,mae,sse,bias,weighted_N_sse
20260917,1,model_raw,18009,Blackford County,IN,3,143,0.0010178878230240286,0.0006400732897359452,0.00014816167369726522,0.0004049357798647731,1.8149805027914988e-05
20260917,1,model_raw,18013,Brown County,IN,0,143,0.010079215481987983,0.0031173957130597734,0.014527453616725515,-0.0021787893935287183,0.0017796130680488753
20260917,1,model_raw,18023,Clinton County,IN,1,143,0.0006258552120938501,0.000308821222609372,5.6012348750220426e-05,5.949197754769537e-05,6.861512721902001e-06
20260917,1,model_raw,18025,Crawford County,IN,1,143,0.011068834504712728,0.002337445063317161,0.017520230912858835,-0.0014379607703421749,0.002146228286825207
20260917,1,model_raw,18027,Daviess County,IN,4,143,0.0009599976386504846,0.00032145802251360025,0.00013178815166867434,0.00020248703024776463,1.6144048579412604e-05
20260917,1,model_raw,18029,Dearborn County,IN,3,143,0.0008363989772672711,0.0003008651529226901,0.00010003754463184442,3.398134662877915e-05,1.225459921740094e-05
20260917,1,model_raw,18033,DeKalb County,IN,4,143,0.0018329253995466358,0.0005261180854979832,0.000480425019403357,-0.00021147271437584647,5.885206487691122e-05
20260917,1,model_raw,18035,Delaware County,IN,0,143,0.0010620108242047183,0.00037458500697706273,0.00016128497967410186,-0.00018325272898434637,1.9757410010077475e-05
20260917,1,model_raw,18037,Dubois County,IN,4,143,0.001963701615873298,0.0008134322548251255,0.0005514257371742266,0.0003866646015282017,6.754965280384275e-05
20260917,1,model_raw,18039,Elkhart County,IN,2,143,0.0006696990372896763,0.0004184282323405186,6.413504247818085e-05,0.0003134046417131474,7.856542703577154e-06
20260917,1,model_raw,18041,Fayette County,IN,1,143,0.001887312241884221,0.0006644207284342477,0.0005093584922663442,-0.0002807178104807515,6.239641530262716e-05
20260917,1,model_raw,18043,Floyd County,IN,4,143,0.0010732392281011765,0.0004561828909609847,0.00016471346902513498,0.00012447590137248861,2.0177399955579032e-05
20260917,1,model_raw,18045,Fountain County,IN,1,143,0.0027339772906909312,0.0012943145560338186,0.0010688723511199628,0.0011826825196236902,0.00013093686301219543
20260917,1,model_raw,18047,Franklin County,IN,4,143,0.0032792859660723613,0.0009443994696919382,0.001537781451960917,-0.0001403296835741714,0.00018837822786521233
20260917,1,model_raw,18051,Gibson County,IN,2,143,0.0005745106748949388,0.0002221921372864789,4.7198939726258056e-05,5.568891950500203e-06,5.781870116466611e-06
20260917,1,model_raw,18059,Hancock County,IN,1,143,0.0011177226394280975,0.0003795565584211409,0.00017865045751268613,-5.210757164581407e-06,2.1884681045304047e-05
20260917,1,model_raw,18061,Harrison County,IN,3,143,0.0025749100781617363,0.0010276977959079497,0.0009481131532184997,-0.00020697466795200552,0.00011614386126926621
20260917,1,model_raw,18065,Henry County,IN,3,143,0.0014070265625562223,0.00043879125506430703,0.00028310049592664545,-0.0001582232100530868,3.4679810751014065e-05
20260917,1,model_raw,18067,Howard County,IN,3,143,0.0011946692480101267,0.0003954575795071522,0.00020409454953617466,-0.0001227581749021254,2.5001582318181393e-05
20260917,1,model_raw,18069,Huntington County,IN,0,143,0.0005874078062101585,0.0002740330791259444,4.9341854103918234e-05,0.00015617839607045398,6.044377127729983e-06
20260917,1,model_raw,18071,Jackson County,IN,3,143,0.0025597962144428494,0.00079859844184783,0.0009370156023050598,0.0007645201477937601,0.0001147844112823698
20260917,1,model_raw,18073,Jasper County,IN,3,143,0.0012238593645605574,0.0006766733593469146,0.0002141899394238277,0.0006759674862309997,2.623826757941889e-05
20260917,1,model_raw,18077,Jefferson County,IN,2,143,0.002462873351805258,0.0008483999379070152,0.0008674015560256428,-0.00011050513183302654,0.00010625669061314123
20260917,1,model_raw,18083,Knox County,IN,2,143,0.000833291670345375,0.00034883980244943983,9.929562612497884e-05,6.89686561199714e-06,1.2163714200309906e-05
20260917,1,model_raw,18085,Kosciusko County,IN,1,143,0.0008786433811395208,0.0005571669680748815,0.0001103980293445013,0.0004067138895441374,1.3523758594701408e-05
20260917,1,model_raw,18087,LaGrange County,IN,3,143,0.0006469160927644512,0.00036332222888965854,5.984556164410021e-05,0.00016511447376511436,7.331081301402275e-06
20260917,1,model_raw,18089,Lake County,IN,0,143,0.0006535458276280561,0.0002870617831949405,6.107846727983582e-05,0.0002442341670465241,7.4821122417798875e-06
20260917,1,model_raw,18091,LaPorte County,IN,4,143,0.000927885124319697,0.0004280799393246366,0.00012311882496253055,-5.0421471714909644e-05,1.508205605790999e-05
20260917,1,model_raw,18093,Lawrence County,IN,3,143,0.0054203036877790295,0.0015485019029688983,0.004201295965688384,-0.0009835700294078024,0.000514658755796827
20260917,1,model_raw,18095,Madison County,IN,3,143,0.0008629512721863035,0.0003095397599457695,0.0001064899404380182,-4.048246956703666e-05,1.3045017703657226e-05
20260917,1,model_raw,18097,Marion County,IN,4,143,0.00037679220647583337,0.0001686222039172418,2.030204846111257e-05,0.00010715231149013533,2.4870009364862897e-06
20260917,1,model_raw,18099,Marshall County,IN,0,143,0.006416643948517987,0.001761686475522877,0.005887784697373508,-0.001441557916392891,0.0007212536254282546
20260917,1,model_raw,18101,Martin County,IN,0,143,0.0025373801826078925,0.0009815042957227692,0.0009206766413260506,0.00047875136220709404,0.00011278288856244119
20260917,1,model_raw,18103,Miami County,IN,3,143,0.0011473750619557907,0.0005621196717009923,0.00018825514319012186,0.00045709682305445927,2.3061255040789924e-05
20260917,1,model_raw,18105,Monroe County,IN,1,143,0.0013422918012278046,0.0004772991038740169,0.000257649860989004,-0.00011196315494259865,3.156210797115298e-05
20260917,1,model_raw,18107,Montgomery County,IN,4,143,0.0006573859824030721,0.0003500096380811781,6.179835516998748e-05,0.000225572240998956,7.570298508323465e-06
20260917,1,model_raw,18109,Morgan County,IN,0,143,0.0016643581403619015,0.00071003643474502,0.00039612258677261644,0.00045988517807159777,4.852501687964551e-05
20260917,1,model_raw,18111,Newton County,IN,1,143,0.0015787856775878884,0.0009754422705439136,0.0003564366828532007,0.0004925592805191221,4.366349364951708e-05
20260917,1,model_raw,18113,Noble County,IN,4,143,0.0005446903340551176,0.00025558395852632974,4.242632108186982e-05,0.00022245167294817811,5.197224332529052e-06
20260917,1,model_raw,18117,Orange County,IN,4,143,0.00909078890008795,0.001977349644301454,0.011817869324112606,-0.0015728358012005563,0.001447688992203794
20260917,1,model_raw,18121,Parke County,IN,2,143,0.0068874732376814005,0.004273164528234324,0.006783532126768183,0.0017950981527304895,0.0008309826855291023
20260917,1,model_raw,18123,Perry County,IN,2,143,0.0037781180111206253,0.0011750205093625768,0.0020412071259514318,0.0010774040254424744,0.0002500478729290504
20260917,1,model_raw,18125,Pike County,IN,0,143,0.0023245721893690205,0.0007699940197957402,0.0007727199284930671,0.0007017796384943002,9.465819124040071e-05
