split_seed,horizon,domain,scope,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
20260917,1,N,full,34177,0.004313264113901596,0.0008798783926365645,0.635837360528205,2.5434641999884916e-05,0.004346803010606603,-3.3538896705006746e-05,-0.7715761819242495,0.00992667877953246
20260917,1,OSI,full,34177,0.011279784035266497,0.0033373913910967556,4.34846028243176,-0.0001701015964081873,0.011074730688339226,0.0002050533469272718,1.85154251329267,-0.15666285878950514
20260917,1,N,common_120_215,22944,0.003472703828474565,0.0006794005403036923,0.27669711162164684,4.059161133199261e-05,0.0035290713818455534,-5.636755337098823e-05,-1.5972347190526426,0.009055375886245609
20260917,1,OSI,common_120_215,22944,0.007972240053111607,0.002258980026770279,1.4582428934400418,-0.00020379828237221848,0.008166728921674827,-0.00019448886856321922,-2.381478195597231,0.07201777017103295
20260917,6,N,full,32982,0.003722295245166543,0.0008333690248608006,0.4569815037681925,3.645460307810369e-05,0.0037775079961995988,-5.5212751033055854e-05,-1.4616183761517743,0.01365734385651618
20260917,6,OSI,full,32982,0.0103282666639301,0.003209718940664248,3.51829192962018,-0.00016407242957993933,0.010966347987999515,-0.0006380813240694158,-5.8185398162420965,0.4481493865910635
20260917,6,N,common_120_215,22944,0.003472703828474565,0.0006794005403036923,0.27669711162164684,4.059161133199261e-05,0.003510933773242914,-3.8229944768348924e-05,-1.0888825377368905,0.006125682726835391
20260917,6,OSI,common_120_215,22944,0.007972240053111607,0.002258980026770279,1.4582428934400418,-0.00020379828237221848,0.008014951843884068,-4.27117907724605e-05,-0.5329014023340961,0.01566711756356476
20260917,24,N,full,28680,0.0037598314359806534,0.0008462416914573902,0.4054300140060256,3.746168604014284e-05,0.0037804380068255225,-2.060657084486904e-05,-0.5450842153121971,0.004456272486547119
20260917,24,OSI,full,28680,0.00838868297077368,0.002721665994018366,2.018211656905375,-0.00017347182954371762,0.008710411518259539,-0.000321728547485859,-3.693609042597157,0.15777633277847336
20260917,24,N,common_120_215,22944,0.003472703828474565,0.0006794005403036923,0.27669711162164684,4.059161133199261e-05,0.003497878468088291,-2.5174639613725902e-05,-0.719711672186385,0.0040262566496731544
20260917,24,OSI,common_120_215,22944,0.007972240053111607,0.002258980026770279,1.4582428934400418,-0.00020379828237221848,0.008207157661631851,-0.00023491760852024403,-2.862350380064893,0.08720613840081182
20260917,48,N,full,22944,0.003472703828474565,0.0006794005403036923,0.27669711162164684,4.059161133199261e-05,0.0034856918378234156,-1.2988009348850488e-05,-0.3726092251735258,0.0020735802435921102
20260917,48,OSI,full,22944,0.007972240053111607,0.002258980026770279,1.4582428934400418,-0.00020379828237221848,0.007895792270846023,7.644778226558423e-05,0.9682091377689384,-0.02783281299267415
20260917,48,N,common_120_215,22944,0.003472703828474565,0.0006794005403036923,0.27669711162164684,4.059161133199261e-05,0.0034856918378234156,-1.2988009348850488e-05,-0.3726092251735258,0.0020735802435921102
20260917,48,OSI,common_120_215,22944,0.007972240053111607,0.002258980026770279,1.4582428934400418,-0.00020379828237221848,0.007895792270846023,7.644778226558423e-05,0.9682091377689384,-0.02783281299267415
