split_seed,horizon,mode,term_a,term_b,term_type,sse_term,total_osi_sse,N_signed_allocation
20260917,48,C1,P,D,twice_cross,0.5112195759113414,1.4304100804473678,0.11955492144145208
20260917,48,C1,P,R,twice_cross,-0.0321507668613136,1.4304100804473678,0.11955492144145208
20260917,48,C1,P,b,twice_cross,0.0009314897071597022,1.4304100804473678,0.11955492144145208
20260917,48,C1,N,N,square,0.034149409753491775,1.4304100804473678,0.11955492144145208
20260917,48,C1,N,D,twice_cross,0.03576317140645614,1.4304100804473678,0.11955492144145208
20260917,48,C1,N,R,twice_cross,-0.007226424975457054,1.4304100804473678,0.11955492144145208
20260917,48,C1,N,b,twice_cross,3.3202989233834094e-05,1.4304100804473678,0.11955492144145208
20260917,48,C1,D,D,square,0.17667439604477633,1.4304100804473678,0.11955492144145208
20260917,48,C1,D,R,twice_cross,-0.02111029648894414,1.4304100804473678,0.11955492144145208
20260917,48,C1,D,b,twice_cross,0.000655498708428249,1.4304100804473678,0.11955492144145208
20260917,48,C1,R,R,square,0.0025104783177328396,1.4304100804473678,0.11955492144145208
20260917,48,C1,R,b,twice_cross,-1.4534082955859247e-05,1.4304100804473678,0.11955492144145208
20260917,48,C1,b,b,square,0.0020538621846207675,1.4304100804473678,0.11955492144145208
20260917,48,C3,P,P,square,0.5925479633009805,1.4582428934400418,0.12179090509996325
20260917,48,C3,P,N,twice_cross,0.14578414544414278,1.4582428934400418,0.12179090509996325
20260917,48,C3,P,D,twice_cross,0.5276986835739007,1.4582428934400418,0.12179090509996325
20260917,48,C3,P,R,twice_cross,-0.0333991987479795,1.4582428934400418,0.12179090509996325
20260917,48,C3,P,b,twice_cross,-0.0001207871609744476,1.4582428934400418,0.12179090509996325
20260917,48,C3,N,N,square,0.033895396173651726,1.4582428934400418,0.12179090509996325
20260917,48,C3,N,D,twice_cross,0.03734797993083726,1.4582428934400418,0.12179090509996325
20260917,48,C3,N,R,twice_cross,-0.007241653595968863,1.4582428934400418,0.12179090509996325
20260917,48,C3,N,b,twice_cross,-9.945392638815842e-05,1.4582428934400418,0.12179090509996325
20260917,48,C3,D,D,square,0.17863543189428382,1.4582428934400418,0.12179090509996325
20260917,48,C3,D,R,twice_cross,-0.021786796282972566,1.4582428934400418,0.12179090509996325
20260917,48,C3,D,b,twice_cross,0.00018257790067277663,1.4582428934400418,0.12179090509996325
20260917,48,C3,R,R,square,0.002495307200403419,1.4582428934400418,0.12179090509996325
20260917,48,C3,R,b,twice_cross,2.6267568960690852e-05,1.4582428934400418,0.12179090509996325
20260917,48,C3,b,b,square,0.0022770301664914406,1.4582428934400418,0.12179090509996325
20260917,48,main,P,P,square,0.58467994387711,1.4304100804473678,0.11955492144145208
20260917,48,main,P,N,twice_cross,0.14224107395568775,1.4304100804473678,0.11955492144145208
20260917,48,main,P,D,twice_cross,0.5112195759113414,1.4304100804473678,0.11955492144145208
20260917,48,main,P,R,twice_cross,-0.0321507668613136,1.4304100804473678,0.11955492144145208
20260917,48,main,P,b,twice_cross,0.0009314897071597022,1.4304100804473678,0.11955492144145208
20260917,48,main,N,N,square,0.034149409753491775,1.4304100804473678,0.11955492144145208
20260917,48,main,N,D,twice_cross,0.03576317140645614,1.4304100804473678,0.11955492144145208
20260917,48,main,N,R,twice_cross,-0.007226424975457054,1.4304100804473678,0.11955492144145208
20260917,48,main,N,b,twice_cross,3.3202989233834094e-05,1.4304100804473678,0.11955492144145208
20260917,48,main,D,D,square,0.17667439604477633,1.4304100804473678,0.11955492144145208
20260917,48,main,D,R,twice_cross,-0.02111029648894414,1.4304100804473678,0.11955492144145208
20260917,48,main,D,b,twice_cross,0.000655498708428249,1.4304100804473678,0.11955492144145208
20260917,48,main,R,R,square,0.0025104783177328396,1.4304100804473678,0.11955492144145208
20260917,48,main,R,b,twice_cross,-1.4534082955859247e-05,1.4304100804473678,0.11955492144145208
20260917,48,main,b,b,square,0.0020538621846207675,1.4304100804473678,0.11955492144145208
