split_seed,horizon,scenario,group_type,group,fipsCode,countyName,stateAbbr,fold,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
20260917,1,O_N_all,county,18135,18135,Randolph County,IN,2.0,143,0.0031410337050649657,0.0019644660320986573,0.001410851261298643,0.0012933304290698598,0.0032442985537368,-0.00010326484867183424,-3.1829638043913477,9.429139282771007e-05
20260917,1,O_N_all,county,18137,18137,Ripley County,IN,4.0,143,0.0036367595296811894,0.0012304819018557833,0.0018913208423719532,-0.00021656759596754487,0.0037645021558769167,-0.00012774262619572735,-3.3933471387791125,0.00013520029449712615
20260917,1,O_N_all,county,18139,18139,Rush County,IN,2.0,143,0.0024140834793317753,0.0007775556632261817,0.0008333752634611136,-0.0003310277024535311,0.002978295843707969,-0.0005642123643761938,-18.944134296401906,0.0004350699335075736
20260917,1,O_N_all,county,18141,18141,St. Joseph County,IN,4.0,143,0.0012871490589710438,0.0008281157633254935,0.0002369156361014362,0.0004936707132262802,0.0013668080904497457,-7.965903147870196e-05,-5.828106523168907,3.0231866823563695e-05
20260917,1,O_N_all,county,18143,18143,Scott County,IN,1.0,143,0.0035998532616584897,0.001601052225177368,0.001853128921282677,-0.0011255475140119436,0.0036402685757324295,-4.041531407393984e-05,-1.1102289084757522,4.184348711281944e-05
20260917,1,O_N_all,county,18145,18145,Shelby County,IN,2.0,143,0.0011707716706576051,0.00044192537378629946,0.00019601100158845919,-0.00010559535543113027,0.0013629083552501163,-0.00019213668459251124,-14.097549835421685,6.961424183945332e-05
20260917,1,O_N_all,county,18147,18147,Spencer County,IN,0.0,143,0.0013626541905351246,0.0005358088537688801,0.0002655261813465598,0.0005253744359884064,0.001723993982191274,-0.0003613397916561493,-20.959457828087668,0.0001594920194937771
20260917,1,O_N_all,county,18149,18149,Starke County,IN,4.0,143,0.0019522532207283964,0.0010469603492152845,0.0005450148472117489,0.0006200056289011692,0.002129913383930105,-0.0001776601632017085,-8.341191925555725,0.00010370908908362763
20260917,1,O_N_all,county,18151,18151,Steuben County,IN,4.0,143,0.010617463779293394,0.008162507312908102,0.016120466805958824,-0.008142776697072251,0.011334975925170177,-0.0007175121458767829,-6.3300720761434786,0.002252413323099993
20260917,1,O_N_all,county,18153,18153,Sullivan County,IN,1.0,143,0.002196596181798525,0.000993073380895535,0.0006899799743825358,0.0007664294051261338,0.0025106959682435247,-0.0003140997864449998,-12.510466835406719,0.0002114340026459279
