split_seed,horizon,scenario,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction,ci_low,ci_high,replicates,bootstrap_seed,unit,reference,source_horizon,alpha,uses_future_truth,deployable
20260917,1,N_aligned_minus_clipped,34177,0.004313264113901596,0.0008798783926365645,0.635837360528205,2.5434641999884916e-05,0.004346803010606603,-3.3538896705006746e-05,-0.7715761819242495,0.00992667877953246,-6.672143262720426e-05,-4.16971922993562e-06,2000,20260910,county_full_trajectory,,,,,
20260917,6,N_aligned_minus_clipped,32982,0.003722295245166543,0.0008333690248608006,0.4569815037681925,3.645460307810369e-05,0.0037775079961995988,-5.5212751033055854e-05,-1.4616183761517743,0.01365734385651618,-8.993225812091168e-05,-2.956011927685639e-05,2000,20260910,county_full_trajectory,,,,,
20260917,24,N_aligned_minus_clipped,28680,0.0037598314359806534,0.0008462416914573902,0.4054300140060256,3.746168604014284e-05,0.0037804380068255225,-2.060657084486904e-05,-0.5450842153121971,0.004456272486547119,-3.881622313873567e-05,-6.197678333943443e-06,2000,20260910,county_full_trajectory,,,,,
20260917,48,N_aligned_minus_clipped,22944,0.003472703828474565,0.0006794005403036923,0.27669711162164684,4.059161133199261e-05,0.0034856918378234156,-1.2988009348850488e-05,-0.3726092251735258,0.0020735802435921102,-3.974037247083124e-05,7.731946176998235e-06,2000,20260910,county_full_trajectory,,,,,
20260917,1,O_N_all,34177,0.010616463248978617,0.0031323525357592487,3.8520654698443564,-0.0001746137329643829,0.011279784035266497,-0.0006633207862878805,-5.880616013693107,0.4963948125874036,-0.00093075337623217,-0.0003992442044576173,2000,20260910,county_full_trajectory,B_current,0.0,1.0,True,False
20260917,6,O_N_all,32982,0.009825868973015238,0.0030139063731102643,3.184336276851148,-0.00017272770724528704,0.0103282666639301,-0.0005023976909148617,-4.864298214427487,0.33395565276903216,-0.0007308596098477465,-0.0003209728064921956,2000,20260910,county_full_trajectory,B_current,0.0,1.0,True,False
20260917,24,O_N_all,28680,0.008081026496354561,0.002753886823505399,1.8728897312536184,-0.00010193857385868708,0.008710411518259539,-0.0006293850219049775,-7.2256634555738835,0.30309825843022997,-0.0008851994332366354,-0.00042787508945523736,2000,20260910,county_full_trajectory,B_current,0.0,1.0,True,False
20260917,48,O_N_all,22944,0.007305396228616966,0.0020838387402325378,1.2244940697258961,-0.0002888864500653642,0.007895792270846023,-0.000590396042229057,-7.477350238924119,0.20591601072147148,-0.0009513157920095822,-0.00034918255677528947,2000,20260910,county_full_trajectory,B_current,0.0,1.0,True,False
20260917,1,O_N_source_1,34177,0.010917294901713684,0.0032615073551445885,4.073465308064305,-0.00017075041300642897,0.011279784035266497,-0.00036248913355281347,-3.213617675830349,0.2749949743674547,-0.000630012132434195,-0.0001431615067720044,2000,20260910,county_full_trajectory,B_current,1.0,1.0,True,False
20260917,6,O_N_source_1,32982,0.010161714844462419,0.003147740714937102,3.405736115071097,-0.0001687244119265377,0.0103282666639301,-0.00016655181946768037,-1.61258248733388,0.11255581454908281,-0.00023652751252453566,-0.00011138881430076135,2000,20260910,county_full_trajectory,B_current,1.0,1.0,True,False
20260917,24,O_N_source_1,28680,0.008710411518259539,0.002956278833563109,2.1759879896838483,-9.541737739903497e-05,0.008710411518259539,0.0,0.0,0.0,0.0,0.0,2000,20260910,county_full_trajectory,B_current,1.0,1.0,True,False
20260917,48,O_N_source_1,22944,0.007895792270846023,0.002249936035520659,1.4304100804473676,-0.0002851312363928788,0.007895792270846023,0.0,0.0,0.0,0.0,0.0,2000,20260910,county_full_trajectory,B_current,1.0,1.0,True,False
20260917,1,O_N_source_6,34177,0.011133305262136284,0.0032771414878092573,4.236255762069594,-0.0001733259194518318,0.011279784035266497,-0.00014647877313021286,-1.2985955464417054,0.112204520362166,-0.00022014416535716427,-9.202344317382142e-05,2000,20260910,county_full_trajectory,B_current,6.0,1.0,True,False
20260917,6,O_N_source_6,32982,0.010162238910212834,0.0031472860698663336,3.406087409258016,-0.00016741357592226657,0.0103282666639301,-0.00016602775371726483,-1.6075083953543845,0.11220452036216422,-0.0002363624313497955,-0.00011043462368609281,2000,20260910,county_full_trajectory,B_current,6.0,1.0,True,False
20260917,24,O_N_source_6,28680,0.008710411518259539,0.002956278833563109,2.1759879896838483,-9.541737739903497e-05,0.008710411518259539,0.0,0.0,0.0,0.0,0.0,2000,20260910,county_full_trajectory,B_current,6.0,1.0,True,False
20260917,48,O_N_source_6,22944,0.007895792270846023,0.002249936035520659,1.4304100804473676,-0.0002851312363928788,0.007895792270846023,0.0,0.0,0.0,0.0,0.0,2000,20260910,county_full_trajectory,B_current,6.0,1.0,True,False
20260917,1,O_N_source_24,34177,0.011161299195173006,0.003287240759494144,4.257586094772943,-0.00017184715793407143,0.011279784035266497,-0.0001184848400934916,-1.0504176296553758,0.09087418765881683,-0.00018729618143935325,-6.677536304084109e-05,2000,20260910,county_full_trajectory,B_current,24.0,1.0,True,False
20260917,6,O_N_source_24,32982,0.010194009326384992,0.0031577512571919772,3.4274177419613636,-0.0001658812360886452,0.0103282666639301,-0.00013425733754510692,-1.2999019285005464,0.09087418765881639,-0.0002001115686191801,-7.972985616479165e-05,2000,20260910,county_full_trajectory,B_current,24.0,1.0,True,False
20260917,24,O_N_source_24,28680,0.008081026496354561,0.002753886823505399,1.8728897312536184,-0.00010193857385868708,0.008710411518259539,-0.0006293850219049775,-7.2256634555738835,0.30309825843022997,-0.0008851994332366354,-0.00042787508945523736,2000,20260910,county_full_trajectory,B_current,24.0,1.0,True,False
20260917,48,O_N_source_24,22944,0.007895792270846023,0.002249936035520659,1.4304100804473676,-0.0002851312363928788,0.007895792270846023,0.0,0.0,0.0,0.0,0.0,2000,20260910,county_full_trajectory,B_current,24.0,1.0,True,False
