split_seed,case,horizon,fipsCode,countyName,stateAbbr,fold,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
42,NB_P24,osi_target_t01h,54015,Clay County,WV,2,143,0.050379075649942304,0.026418079020637305,0.36294133065799317,-0.02416058841515433,0.04986667410924461,0.0005124015406976906,1.0275430432259425,-0.007345348957375375
42,NB_P24,osi_target_t06h,54015,Clay County,WV,2,138,0.05126996609107798,0.02715205450382852,0.3627481003712794,-0.025259173346303388,0.05074822417210767,0.0005217419189703087,1.0280988694321147,-0.007345348957375375
42,NB_P24,osi_target_t24h,54015,Clay County,WV,2,120,0.05244663794168919,0.028600955178801037,0.3300779797663958,-0.026018137753872222,0.05018563470760494,0.0022610032340842495,4.505279742415258,-0.02784622804577641
42,NB_P24,osi_target_t48h,54015,Clay County,WV,2,96,0.05714943168179572,0.03392082663725176,0.3135415239890147,-0.02974719498064284,0.05714943168179572,0.0,0.0,0.0
20260917,NB_P24,osi_target_t01h,54015,Clay County,WV,4,143,0.0510220437486503,0.026702841424110602,0.37226459960535346,-0.02453433996035779,0.051317703456745446,-0.0002956597080951487,-0.5761358910855274,0.004326856789294842
20260917,NB_P24,osi_target_t06h,54015,Clay County,WV,4,138,0.05193574077166444,0.027581088229665977,0.37223032139121087,-0.025512512770181708,0.05223672275522808,-0.00030098198356363903,-0.5761884890328695,0.004326856789294897
20260917,NB_P24,osi_target_t24h,54015,Clay County,WV,4,120,0.05259559056582611,0.028640203892035223,0.33195553763616203,-0.025710160033571152,0.05395895742904721,-0.0013633668632210966,-2.526673842825522,0.017432752783405503
20260917,NB_P24,osi_target_t48h,54015,Clay County,WV,4,96,0.05786367178234667,0.034004101332047655,0.3214276331649737,-0.031087864512615134,0.05786367178234667,0.0,0.0,0.0
20260918,NB_P24,osi_target_t01h,54015,Clay County,WV,3,143,0.036251551051712474,0.025475239334883448,0.18792701837265297,-0.004684596690713183,0.03631253919670319,-6.098814499071875e-05,-0.1679534021577167,0.0006328535437781779
20260918,NB_P24,osi_target_t06h,54015,Clay County,WV,3,138,0.03686806251342348,0.02611487670944425,0.1875770566221308,-0.005137706998239217,0.03693020347545449,-6.21409620310126e-05,-0.16826596168719732,0.0006328535437781779
20260918,NB_P24,osi_target_t24h,54015,Clay County,WV,3,120,0.03983208721265279,0.030088076802927573,0.19039142060596542,-0.002904155450729403,0.04010266161702067,-0.0002705744043678751,-0.6747043549175213,0.0025953956463461436
20260918,NB_P24,osi_target_t48h,54015,Clay County,WV,3,96,0.048226151080270833,0.04069762837432624,0.22327311820964235,-0.0029387199895661714,0.048226151080270833,0.0,0.0,0.0
