horizon,fipsCode,countyName,stateAbbr,improves_splits,worsens_splits,split42_sse_reduction,split20260917_sse_reduction,split20260918_sse_reduction
osi_target_t01h,18171,Warren County,IN,2,1,-6.083828094607729e-05,0.00017204911515568194,0.0001189305335612136
osi_target_t01h,18173,Warrick County,IN,1,2,-9.504234539302407e-05,2.2732914141653296e-05,-0.00023719814389913397
osi_target_t01h,18175,Washington County,IN,0,3,-8.54036466940186e-05,-0.0001380776519788302,-5.476311428460868e-05
osi_target_t01h,18177,Wayne County,IN,3,0,3.255464302788188e-05,3.711423673888282e-06,1.6893097497524081e-06
osi_target_t01h,18179,Wells County,IN,1,2,7.93329101493644e-06,-1.6806644055574783e-06,-6.306223669781197e-05
osi_target_t01h,18181,White County,IN,0,3,-0.00012451194470105946,-6.879023599758735e-05,-6.760656948714007e-05
osi_target_t01h,18183,Whitley County,IN,1,2,-5.6089422483603275e-06,2.5876643303136002e-05,-1.4659430059758838e-05
osi_target_t01h,39017,Butler County,OH,3,0,4.3844134749815116e-07,2.713665870570175e-06,9.97084293896448e-06
osi_target_t01h,39023,Clark County,OH,1,2,-2.8606909396758015e-05,8.473451101611955e-06,-1.8286618869535866e-05
osi_target_t01h,39025,Clermont County,OH,2,1,1.4206176466868739e-05,-1.807127613712373e-05,1.6732305466111486e-05
osi_target_t01h,39027,Clinton County,OH,0,3,-3.6776698718778557e-06,-5.5020367574168286e-06,-4.624139575978056e-06
osi_target_t01h,39029,Columbiana County,OH,3,0,8.347886118678996e-06,1.0193333911013777e-05,6.044155096293462e-05
osi_target_t01h,39031,Coshocton County,OH,2,1,6.668027273686733e-05,-0.00011446062281157167,9.263842739549132e-05
osi_target_t01h,39033,Crawford County,OH,1,2,-8.165029717062833e-05,-7.828639724999885e-05,8.445829658533868e-06
osi_target_t01h,39035,Cuyahoga County,OH,3,0,6.170070364275304e-05,1.70615032379735e-05,1.2266128677936722e-05
osi_target_t01h,39037,Darke County,OH,1,2,3.775751668955022e-07,-4.266188224983129e-06,-3.281734246829714e-05
osi_target_t01h,39039,Defiance County,OH,2,1,-1.3903888224493094e-05,8.647766298158083e-05,2.769179985446721e-05
osi_target_t01h,39045,Fairfield County,OH,0,3,-5.249691461643724e-06,-4.9819198450147366e-05,-1.0501963709624688e-05
osi_target_t01h,39049,Franklin County,OH,0,3,-3.734933862199145e-05,-8.11955529504433e-06,-6.776590773267116e-05
osi_target_t01h,39051,Fulton County,OH,2,1,5.507564049489705e-06,-2.102694580554971e-05,1.142118559161907e-05
osi_target_t01h,39053,Gallia County,OH,1,2,-4.24930900301719e-06,1.4158393629840104e-05,-1.3041619260483915e-05
osi_target_t01h,39055,Geauga County,OH,0,3,-5.839012255446849e-05,-0.0005762890602427836,-0.0007122587216213984
osi_target_t01h,39059,Guernsey County,OH,1,2,-0.000450195059668472,5.096216823319288e-06,-0.00037625930745815994
osi_target_t01h,39061,Hamilton County,OH,2,1,3.0522192848174174e-05,-1.775118088272114e-05,1.5525653174238829e-06
osi_target_t01h,39063,Hancock County,OH,2,1,1.890082720006021e-05,-3.151264285373279e-05,3.2847129736212895e-05
osi_target_t01h,39065,Hardin County,OH,0,3,-0.00012305591608351412,-1.6275968067213688e-05,-3.891213605062291e-05
osi_target_t01h,39069,Henry County,OH,3,0,5.2801302150603255e-05,1.0662896208863239e-05,7.453829700940391e-05
osi_target_t01h,39073,Hocking County,OH,1,2,-5.751795595119189e-05,-7.095051012143551e-06,8.38408194139763e-05
osi_target_t01h,39075,Holmes County,OH,1,2,-0.0002936526166441994,0.0002194987433849667,-0.00032567171754430135
osi_target_t01h,39077,Huron County,OH,2,1,-6.220374101657562e-05,0.00011878057364888032,0.00015626145692892654
osi_target_t01h,39081,Jefferson County,OH,3,0,0.0007082264202324731,0.0006560165133859212,0.00047557274165213256
osi_target_t01h,39085,Lake County,OH,1,2,-6.06965304227069e-07,2.59551118867319e-06,-2.5347613178565648e-05
osi_target_t01h,39087,Lawrence County,OH,0,3,-1.8330518293482347e-05,-2.9102728474850138e-05,-3.0073185574513474e-05
osi_target_t01h,39089,Licking County,OH,3,0,0.00018418741675660377,9.445591120258584e-05,0.00011032337866592745
osi_target_t01h,39091,Logan County,OH,3,0,0.00020354744088513926,0.0009158727372194225,0.0002412617577031862
osi_target_t01h,39093,Lorain County,OH,2,1,-1.4785965517629188e-06,1.4930030473921801e-06,1.4109360789238325e-05
osi_target_t01h,39095,Lucas County,OH,1,2,3.6747017562992895e-06,-3.6611074020128926e-06,-3.629487678397992e-07
osi_target_t01h,39097,Madison County,OH,1,2,-7.488102077533865e-06,1.744942412564704e-05,-8.929541591863425e-05
osi_target_t01h,39099,Mahoning County,OH,0,3,-0.0001060253537508925,-0.00017133877284021044,-0.00015584408300757524
osi_target_t01h,39101,Marion County,OH,3,0,0.0002592443447466926,0.00016283529664436105,0.0004245237869798177
osi_target_t01h,39103,Medina County,OH,2,1,0.000131384881311568,-4.273033026460683e-05,9.052002842088736e-05
osi_target_t01h,39105,Meigs County,OH,3,0,5.080178013243007e-06,4.8170731740872046e-05,4.745920415142333e-06
osi_target_t01h,39107,Mercer County,OH,2,1,0.0004844442539843133,-0.00016220637530726945,0.00010326171771986303
osi_target_t01h,39109,Miami County,OH,2,1,-4.623961606484855e-06,0.00016466717508454643,0.00014174317204734556
osi_target_t01h,39111,Monroe County,OH,2,1,0.00010273695087180401,-0.00011406715869916734,0.0001175731267653024
osi_target_t01h,39113,Montgomery County,OH,2,1,4.473361945515561e-06,-1.2853269387799347e-05,1.2988478659770367e-05
osi_target_t01h,39115,Morgan County,OH,3,0,2.541469057004697e-05,0.0001280220482863248,0.00012820012714798157
osi_target_t01h,39117,Morrow County,OH,3,0,0.0003439476418799353,0.0010723636324455159,0.0009329660309187714
osi_target_t01h,39119,Muskingum County,OH,2,1,0.0020439986977937585,-0.00021408651788032418,0.0025554541864268726
osi_target_t01h,39121,Noble County,OH,3,0,0.0008172394535097931,0.0002204087053065771,0.000627714439843512
osi_target_t01h,39123,Ottawa County,OH,2,1,3.5054557852269444e-06,9.830555361463474e-06,-3.006187013907186e-06
osi_target_t01h,39125,Paulding County,OH,1,2,1.2830930709806232e-05,-0.00011478443851808962,-0.00019728907949941726
osi_target_t01h,39127,Perry County,OH,3,0,0.0009933799737040089,0.00010876006937151489,0.001188343428555099
osi_target_t01h,39129,Pickaway County,OH,0,3,-1.8858786664939747e-06,-1.4712033996629545e-05,-6.778669095814814e-07
osi_target_t01h,39131,Pike County,OH,2,1,-2.302936502655492e-05,6.620015124689238e-05,5.3631023303162516e-05
osi_target_t01h,39133,Portage County,OH,0,3,-0.0001715576164530233,-0.00029647148258826923,-0.0001642485769210722
osi_target_t01h,39135,Preble County,OH,0,3,-3.369348341066437e-05,-7.093051162274967e-05,-0.00010202768791413644
osi_target_t01h,39137,Putnam County,OH,2,1,0.00011227017313410019,-1.5395229948429734e-05,0.00010480278505651912
osi_target_t01h,39139,Richland County,OH,3,0,0.0014964516878065957,0.0009538798687571716,0.0005636712489893968
osi_target_t01h,39141,Ross County,OH,3,0,2.9627530759596165e-05,2.55712399888123e-05,0.00010713269430516958
osi_target_t01h,39143,Sandusky County,OH,2,1,7.257858455186374e-06,-3.854103135751317e-06,5.207285368685462e-06
osi_target_t01h,39145,Scioto County,OH,3,0,1.881615204585326e-05,1.8744911065222188e-06,2.6119711880763334e-05
osi_target_t01h,39147,Seneca County,OH,2,1,-8.699271778787713e-06,2.7975236658125133e-05,5.150497390710423e-06
osi_target_t01h,39149,Shelby County,OH,2,1,0.00037007266715508025,5.2668449379913995e-05,-0.0002522729536456429
osi_target_t01h,39151,Stark County,OH,3,0,3.099456572981576e-06,2.3488199103556453e-06,1.5346964563267215e-06
osi_target_t01h,39153,Summit County,OH,1,2,-6.700235758545607e-06,-5.050051783617648e-05,1.6984629706566674e-06
osi_target_t01h,39155,Trumbull County,OH,3,0,4.520877586797981e-06,4.7784652352387755e-06,3.209252562776273e-05
osi_target_t01h,39157,Tuscarawas County,OH,3,0,0.0019121711485053233,0.002078314642360475,0.0003487632208431929
osi_target_t01h,39159,Union County,OH,2,1,-0.0007245082888614521,4.582086653447592e-06,1.2336624012460246e-05
osi_target_t01h,39161,Van Wert County,OH,0,3,-0.00012924393218611153,-0.00014434435327796442,-3.913810142072618e-05
osi_target_t01h,39163,Vinton County,OH,2,1,3.4624536974291013e-06,-2.939609134640776e-05,5.924955140570987e-05
osi_target_t01h,39165,Warren County,OH,2,1,9.865479954691185e-09,-4.938220414906093e-06,7.5652054999941504e-06
osi_target_t01h,39167,Washington County,OH,3,0,3.4608150446357837e-06,1.2301077573157035e-05,1.2846033873991237e-05
osi_target_t01h,39169,Wayne County,OH,3,0,0.00010645133409393007,6.030583150028537e-05,5.701626051534889e-05
osi_target_t01h,39171,Williams County,OH,0,3,-0.00036844545449466436,-8.62341448451976e-05,-1.3827081695285195e-05
osi_target_t01h,39173,Wood County,OH,3,0,0.00032668627098459465,0.00016051345428658506,0.0004421759731129899
osi_target_t01h,39175,Wyandot County,OH,0,3,-6.27271205469633e-05,-0.00011617295512216159,-2.0010278058468496e-05
osi_target_t01h,42005,Armstrong County,PA,3,0,0.0003547635554990679,0.00020411623431848547,0.0005143790952593062
osi_target_t01h,42007,Beaver County,PA,2,1,-0.0007377425142320766,4.3791539772545726e-05,4.685322173425023e-05
osi_target_t01h,42009,Bedford County,PA,1,2,0.0005435237205552029,-0.00014773940179252723,-8.693750866765534e-05
osi_target_t01h,42013,Blair County,PA,0,3,-4.306089192543936e-05,-8.015231229023355e-05,-7.343452161276008e-05
osi_target_t01h,42015,Bradford County,PA,1,2,-1.5482516295094607e-05,3.854947694853245e-05,-4.216017389393036e-05
osi_target_t01h,42019,Butler County,PA,2,1,6.247664987726323e-05,7.21420536332288e-07,-2.1190542746296614e-05
osi_target_t01h,42021,Cambria County,PA,1,2,1.220067829809518e-05,-9.55472779464138e-05,-9.139232875552197e-06
osi_target_t01h,42023,Cameron County,PA,3,0,0.0008220129662024657,0.00122394779320667,0.00011754650429569857
osi_target_t01h,42025,Carbon County,PA,0,3,-5.115579612071806e-07,-2.2998709404975016e-05,-5.865677441056386e-05
osi_target_t01h,42027,Centre County,PA,0,3,-1.1487587526232682e-05,-1.7943223445820414e-05,-1.658643735676698e-05
osi_target_t01h,42029,Chester County,PA,1,2,-6.856474044460159e-05,0.00014389554080148324,-6.11417550107525e-05
osi_target_t01h,42031,Clarion County,PA,1,2,-0.00032806598733114284,2.42505570905438e-05,-0.0002920051106806154
osi_target_t01h,42033,Clearfield County,PA,3,0,0.00014410147061103907,1.5637121294612144e-05,9.619985091942687e-06
osi_target_t01h,42035,Clinton County,PA,1,2,0.0001931777691786679,-0.0002294456004649846,-0.000298034864984773
osi_target_t01h,42039,Crawford County,PA,3,0,0.0006726175987033026,8.849632832855572e-05,2.134029861379505e-05
osi_target_t01h,42041,Cumberland County,PA,1,2,-1.7418615070733333e-05,3.573914796879446e-05,-7.76567951580264e-07
osi_target_t01h,42043,Dauphin County,PA,3,0,4.097208115158449e-05,2.0028685593315577e-05,1.028488723006074e-05
osi_target_t01h,42045,Delaware County,PA,3,0,1.3346452214202842e-05,1.3371832586049886e-05,1.3837836837075164e-05
osi_target_t01h,42047,Elk County,PA,3,0,0.0010786078806045048,0.0009073707762623159,0.0005816951652135929
osi_target_t01h,42049,Erie County,PA,2,1,-1.8744122713500178e-05,0.00015775928275468983,0.0002507115664158472
osi_target_t01h,42051,Fayette County,PA,0,3,-0.00010448805934024238,-0.00024342120574465066,-3.381822950608907e-05
osi_target_t01h,42053,Forest County,PA,3,0,9.772954328268746e-05,0.000254498978929929,0.00024633902083714965
osi_target_t01h,42055,Franklin County,PA,3,0,2.5398212203384032e-05,7.686942250555542e-06,1.4305698292396717e-05
osi_target_t01h,42057,Fulton County,PA,3,0,9.488260247761003e-05,0.00023022856481170312,0.00010805665892947786
osi_target_t01h,42059,Greene County,PA,2,1,0.0002604621588724286,0.00016215374440653116,-0.0002971722683129327
osi_target_t01h,42061,Huntingdon County,PA,1,2,-4.546329382405486e-06,-2.5082197759319176e-05,2.6244996158662423e-05
osi_target_t01h,42063,Indiana County,PA,2,1,3.144566174230652e-05,1.7982927217803993e-05,-1.9986875430455173e-05
osi_target_t01h,42065,Jefferson County,PA,2,1,4.458852927402557e-05,1.846882834470598e-05,-0.0001042488326641073
osi_target_t01h,42067,Juniata County,PA,3,0,3.173928265973766e-05,8.571319479575468e-06,2.221748585293161e-05
osi_target_t01h,42069,Lackawanna County,PA,0,3,-9.763004387924206e-05,-4.930698815503278e-05,-2.4834707362258882e-05
osi_target_t01h,42075,Lebanon County,PA,2,1,8.173841986258788e-05,0.00011145089534729969,-4.286637002493335e-05
osi_target_t01h,42077,Lehigh County,PA,3,0,0.00011476086104194889,0.00011408176704633555,6.93047536400892e-05
osi_target_t01h,42079,Luzerne County,PA,1,2,-2.8031016165792368e-05,-3.836791458608241e-06,1.2037865150095885e-05
osi_target_t01h,42081,Lycoming County,PA,3,0,3.0806430692016423e-05,4.5901578097761494e-05,2.5856526786432067e-05
osi_target_t01h,42083,McKean County,PA,0,3,-0.00011856574842139013,-3.7782607629430805e-05,-0.00015282711800554665
osi_target_t01h,42085,Mercer County,PA,2,1,4.935638466663228e-05,-8.159587522663407e-05,1.882423242795554e-05
osi_target_t01h,42089,Monroe County,PA,2,1,9.804846965460285e-05,0.00018405043255191643,-0.00010424861097128651
osi_target_t01h,42091,Montgomery County,PA,0,3,-8.216079509392902e-06,-8.140667697568538e-05,-0.00011407434656045463
osi_target_t01h,42095,Northampton County,PA,2,1,5.59227535632343e-05,-1.7133228861051326e-05,8.987152113846511e-05
osi_target_t01h,42097,Northumberland County,PA,2,1,2.5793807972593645e-05,4.714674925143463e-05,-2.862164170189122e-05
osi_target_t01h,42101,Philadelphia County,PA,2,1,0.0002439519756480108,-4.1947675968553345e-05,0.00021293841319472732
osi_target_t01h,42103,Pike County,PA,3,0,5.6249747179905807e-05,4.876449808429448e-05,4.301894133201204e-05
osi_target_t01h,42109,Snyder County,PA,0,3,-2.6367699866449747e-05,-8.810036150381107e-05,-5.626280337656022e-05
osi_target_t01h,42113,Sullivan County,PA,2,1,-3.410331116149735e-05,8.995078956749005e-05,0.00015337616013004832
osi_target_t01h,42115,Susquehanna County,PA,2,1,2.8320357652906938e-05,-4.654416740326479e-05,1.3979376429817773e-05
osi_target_t01h,42119,Union County,PA,2,1,0.0001321910605177974,-4.419773731879754e-06,0.0001647672062863989
osi_target_t01h,42121,Venango County,PA,3,0,0.000149879224916237,2.1498621013971153e-06,8.986143022748916e-07
osi_target_t01h,42125,Washington County,PA,3,0,0.00011731837165729342,0.0004791894488690683,0.00041711382423296334
osi_target_t01h,42127,Wayne County,PA,1,2,3.90696572518831e-05,-4.957925733645001e-06,-4.762794377468379e-06
osi_target_t01h,42129,Westmoreland County,PA,1,2,-5.5494609656325106e-06,7.560831680057559e-05,-1.016727277373692e-05
osi_target_t01h,42131,Wyoming County,PA,0,3,-1.7512730525331976e-06,-8.183464025500464e-06,-6.779603669453127e-06
osi_target_t01h,42133,York County,PA,1,2,-1.4340715362807241e-05,2.246717342750085e-05,-1.321943784379255e-05
osi_target_t01h,54007,Braxton County,WV,3,0,0.0003462879942993241,0.00038035041052454643,0.0006495767123817775
osi_target_t01h,54009,Brooke County,WV,3,0,0.0005083648448336447,0.00024766306818470307,0.00041815188058190456
osi_target_t01h,54013,Calhoun County,WV,1,2,-0.0006253424744111502,-0.0005983483030750358,0.00012316462105066428
osi_target_t01h,54015,Clay County,WV,2,1,-0.007345348957375375,0.004326856789294842,0.0006328535437781779
osi_target_t01h,54019,Fayette County,WV,2,1,9.00239053301232e-06,-7.671940854902821e-05,0.00036660200453560166
osi_target_t01h,54023,Grant County,WV,2,1,-3.277000662696609e-05,3.2954177088607474e-06,1.258120063536781e-05
osi_target_t01h,54025,Greenbrier County,WV,0,3,-7.979837791021046e-06,-0.00011124949021799028,-4.887106526350508e-05
osi_target_t01h,54027,Hampshire County,WV,3,0,2.7138500888101514e-05,5.243401885555803e-06,3.6767634721063735e-05
osi_target_t01h,54029,Hancock County,WV,0,3,-0.0003085632891573903,-0.0005326936371128528,-7.088502993721907e-06
osi_target_t01h,54031,Hardy County,WV,1,2,3.963910947272641e-06,-0.00015404121959144068,-3.673508402035055e-05
osi_target_t01h,54033,Harrison County,WV,0,3,-3.9146992307688595e-05,-2.7465098089299658e-05,-0.0002382875321169974
osi_target_t01h,54035,Jackson County,WV,1,2,-1.8722602530771683e-05,4.2288917938879556e-05,-1.2224085462420476e-05
osi_target_t01h,54037,Jefferson County,WV,2,1,4.917152417400648e-06,-1.3591583392037667e-05,2.4564199250315605e-05
osi_target_t01h,54039,Kanawha County,WV,0,3,-4.640084996559708e-05,-9.698937620387991e-05,-0.00020769687456257215
osi_target_t01h,54041,Lewis County,WV,3,0,2.2907458104622774e-05,3.7452420389813557e-05,6.070608464514224e-05
osi_target_t01h,54043,Lincoln County,WV,2,1,0.00011321427978636459,-1.9683452286756165e-05,0.00014056967519402927
osi_target_t01h,54045,Logan County,WV,2,1,-9.769715284531355e-05,7.726916289570868e-05,8.396315817564906e-05
osi_target_t01h,54047,McDowell County,WV,2,1,-0.00014022494495498881,0.00031388775623133157,0.00034943578077755496
osi_target_t01h,54053,Mason County,WV,2,1,-1.8364304104252023e-05,3.0170352290304124e-05,1.7282928032616278e-05
osi_target_t01h,54055,Mercer County,WV,3,0,1.7280318242724867e-06,1.0493897223117833e-05,2.5309972811634034e-05
osi_target_t01h,54057,Mineral County,WV,2,1,-4.08732114290703e-06,3.466516800877575e-06,2.3249148882027184e-05
osi_target_t01h,54059,Mingo County,WV,0,3,-1.7597206873259247e-05,-5.2133317267798185e-05,-0.0002121382877474723
osi_target_t01h,54063,Monroe County,WV,1,2,-8.36437422927918e-05,-6.518737124554285e-05,2.8899165978121095e-05
osi_target_t01h,54067,Nicholas County,WV,2,1,-6.407508555994696e-05,7.355827921624305e-05,7.483922648166171e-07
osi_target_t01h,54069,Ohio County,WV,0,3,-5.187441527912222e-05,-0.0002815168724569928,-0.00026919336469775554
osi_target_t01h,54071,Pendleton County,WV,1,2,0.0003027766618837772,-0.00015204559278366933,-0.0006520717446422148
osi_target_t01h,54073,Pleasants County,WV,2,1,1.42800002789897e-05,-7.3661484897378365e-06,4.0874952402826514e-05
osi_target_t01h,54075,Pocahontas County,WV,1,2,-0.00012758250171819997,0.0011889800234605313,-0.0005817250524732774
osi_target_t01h,54077,Preston County,WV,2,1,1.5189772698701552e-05,5.920676158209688e-06,-5.032911050432444e-06
osi_target_t01h,54079,Putnam County,WV,3,0,1.532797844230806e-05,1.5995235018006343e-07,7.640469067806164e-06
osi_target_t01h,54081,Raleigh County,WV,2,1,6.69887637333786e-05,1.0496074036932756e-05,-2.6137822176632816e-05
osi_target_t01h,54083,Randolph County,WV,3,0,0.000453035725718573,0.0006172933347078878,0.0004127354852645204
osi_target_t01h,54085,Ritchie County,WV,1,2,-0.0003289756550247606,0.0007464240443112342,-0.0007923204422675238
osi_target_t01h,54087,Roane County,WV,3,0,0.0002903439883153863,0.00041863642423400904,0.0002765829215943521
osi_target_t01h,54089,Summers County,WV,2,1,3.5740525291547e-05,7.552435080772054e-05,-4.30893196293647e-06
osi_target_t01h,54091,Taylor County,WV,3,0,0.000168567483616904,0.00016012484525416548,0.00021077190608234913
osi_target_t01h,54093,Tucker County,WV,1,2,-5.721988936652602e-05,0.00011065806366779003,-4.3266507035675736e-05
osi_target_t01h,54095,Tyler County,WV,2,1,0.0004675918184061656,6.041615205468892e-05,-4.377522278571633e-05
osi_target_t01h,54097,Upshur County,WV,2,1,-1.608598033725028e-05,1.2220534865399002e-05,4.7481360052290976e-05
osi_target_t01h,54099,Wayne County,WV,2,1,0.00027778093287680015,-0.00029048062341716085,0.00013057762579625834
