horizon,fipsCode,countyName,stateAbbr,improves_splits,worsens_splits,split42_sse_reduction,split20260917_sse_reduction,split20260918_sse_reduction
osi_target_t01h,54101,Webster County,WV,2,1,7.909938206433938e-05,3.7881440268470144e-05,-0.0003479891642087663
osi_target_t01h,54103,Wetzel County,WV,3,0,0.0011275985146892466,0.0016103039794256278,0.0004417934733714421
osi_target_t01h,54105,Wirt County,WV,2,1,0.00016561044965448211,-6.064611979718685e-05,4.357068675088591e-06
osi_target_t01h,54107,Wood County,WV,3,0,1.8467852881351248e-05,1.5458010086891053e-06,2.3967494370904656e-05
osi_target_t01h,54109,Wyoming County,WV,2,1,0.0013368166517263077,0.0014693252366861122,-8.28658855130688e-05
osi_target_t06h,18009,Blackford County,IN,3,0,7.245259580621185e-05,4.960606328640715e-05,0.0001240278802719175
osi_target_t06h,18013,Brown County,IN,3,0,0.0027035548226747447,8.415330223696116e-05,0.0028439043529234903
osi_target_t06h,18023,Clinton County,IN,1,2,-2.497132266225156e-05,-5.509497279519119e-05,5.097932051373723e-05
osi_target_t06h,18025,Crawford County,IN,1,2,2.3912708113821984e-05,-5.128883100506687e-05,-3.6007643534514966e-06
osi_target_t06h,18027,Daviess County,IN,0,3,-0.0007218329108672869,-0.00017450955819722812,-0.0007278753052800736
osi_target_t06h,18029,Dearborn County,IN,2,1,1.2213368261791897e-05,8.494984739857315e-06,-4.835493677679808e-08
osi_target_t06h,18033,DeKalb County,IN,2,1,-3.661641920177025e-06,1.6472794452337264e-05,4.403779070391925e-05
osi_target_t06h,18035,Delaware County,IN,1,2,-4.183947458466118e-06,-6.7768167832567565e-06,1.3878434685052647e-05
osi_target_t06h,18037,Dubois County,IN,3,0,0.0001224512580279679,0.00018827056960637393,0.00014712045445493087
osi_target_t06h,18039,Elkhart County,IN,2,1,-4.906948573561547e-06,2.1318861041269197e-06,2.3869918381193777e-05
osi_target_t06h,18041,Fayette County,IN,1,2,-9.062558570669191e-05,1.2008070955613764e-05,-0.00012122188223837602
osi_target_t06h,18043,Floyd County,IN,0,3,-0.0002012442251366945,-4.296024545770758e-05,-0.00020299560910392233
osi_target_t06h,18045,Fountain County,IN,1,2,-3.0378026855793373e-05,4.328041787251451e-06,-2.2728058204880006e-05
osi_target_t06h,18047,Franklin County,IN,1,2,-3.198646444297292e-05,-1.8119334802118355e-05,2.276807845178852e-05
osi_target_t06h,18051,Gibson County,IN,1,2,-1.6505615055252895e-05,1.4948108081260474e-05,-1.4591276293245603e-05
osi_target_t06h,18059,Hancock County,IN,3,0,3.6706670876999635e-06,1.256541101758043e-05,4.2415021431015565e-06
osi_target_t06h,18061,Harrison County,IN,1,2,5.629763493426301e-05,-1.6076203769184536e-05,-2.407635019316878e-05
osi_target_t06h,18065,Henry County,IN,2,1,5.254799892492738e-06,2.2408811232677408e-05,-4.958143002029274e-06
osi_target_t06h,18067,Howard County,IN,3,0,9.053325354059147e-06,1.1035900902761847e-05,3.453266628176293e-06
osi_target_t06h,18069,Huntington County,IN,2,1,-1.4650573715535803e-05,1.4110803342794154e-05,8.110199974427007e-06
osi_target_t06h,18071,Jackson County,IN,3,0,0.00019306219472933284,6.911861774214949e-05,0.00023756434887302596
osi_target_t06h,18073,Jasper County,IN,3,0,2.2796212124049937e-05,7.236243681499983e-05,0.00013238215890690522
osi_target_t06h,18077,Jefferson County,IN,2,1,-8.32090176714059e-06,0.0003975606360491742,1.8885499087900517e-05
osi_target_t06h,18083,Knox County,IN,3,0,5.9758414172238206e-05,1.4617810804339818e-05,0.00011399225281327925
osi_target_t06h,18085,Kosciusko County,IN,2,1,-1.3035957877531958e-05,2.460480800560563e-05,0.00015424976034899478
osi_target_t06h,18087,LaGrange County,IN,2,1,-3.47971991147061e-05,2.8837121267184535e-05,0.0001526271603918773
osi_target_t06h,18089,Lake County,IN,1,2,-9.910631743121267e-06,1.5500489733570534e-05,-3.973529452089091e-05
osi_target_t06h,18091,LaPorte County,IN,0,3,-9.458519715268546e-06,-1.0371978583659214e-05,-2.7041036910216637e-06
osi_target_t06h,18093,Lawrence County,IN,0,3,-0.00013991828758392819,-0.00024787079070444015,-0.00024478283736461236
osi_target_t06h,18095,Madison County,IN,2,1,8.939172881535168e-06,-1.9926353015738032e-06,5.094931549234102e-06
osi_target_t06h,18097,Marion County,IN,1,2,-3.001840303620212e-06,3.775442365608076e-06,-7.776259981013227e-06
osi_target_t06h,18099,Marshall County,IN,2,1,5.3595377524372906e-05,1.2325263521892338e-05,-2.5015357630426768e-05
osi_target_t06h,18101,Martin County,IN,2,1,9.885261977860558e-05,6.839789325470977e-05,-0.0003460307674947108
osi_target_t06h,18103,Miami County,IN,2,1,9.412301807477084e-05,0.00011984344206008549,-0.00026119974500345383
osi_target_t06h,18105,Monroe County,IN,0,3,-1.5257769055037392e-06,-2.166028235029392e-06,-5.955338816647461e-06
osi_target_t06h,18107,Montgomery County,IN,0,3,-2.131699183445529e-05,-3.033431995341405e-06,-3.036630619581656e-06
osi_target_t06h,18109,Morgan County,IN,0,3,-3.691351591721473e-05,-8.02474764653525e-05,-0.0001439740968020133
osi_target_t06h,18111,Newton County,IN,2,1,0.00028311947198916896,-0.00018553230090157923,5.975119691330427e-05
osi_target_t06h,18113,Noble County,IN,1,2,5.0046857593036395e-06,-3.0562753111744174e-06,-8.584168974508496e-06
osi_target_t06h,18117,Orange County,IN,2,1,-9.687811720755085e-05,0.0008263294294332917,0.00042120436072532255
osi_target_t06h,18121,Parke County,IN,1,2,-0.0014279878681812824,-0.0019233287885484784,1.6730090641597917e-06
osi_target_t06h,18123,Perry County,IN,2,1,0.00023314179519139978,0.00025476775316233624,-1.719546639797646e-05
osi_target_t06h,18125,Pike County,IN,3,0,8.986270638590898e-05,0.00012808439232990065,7.558326596205636e-05
osi_target_t06h,18127,Porter County,IN,3,0,3.612417235516303e-05,4.374025575287917e-05,8.859860577789872e-05
osi_target_t06h,18129,Posey County,IN,3,0,2.359730147145309e-05,1.730769044542039e-05,1.2678374651813008e-05
osi_target_t06h,18131,Pulaski County,IN,1,2,0.00017175472894889743,-9.927183918285315e-05,-0.0005252463532765331
osi_target_t06h,18133,Putnam County,IN,2,1,-2.891469844328235e-05,1.751860423003992e-05,2.7809475612300687e-05
osi_target_t06h,18135,Randolph County,IN,1,2,-9.979760289018395e-05,-1.8039523043557326e-05,3.896187543063305e-06
osi_target_t06h,18137,Ripley County,IN,0,3,-0.0001146807017739942,-6.928755960262196e-05,-7.499198966088791e-05
osi_target_t06h,18139,Rush County,IN,2,1,-3.793619002780417e-05,4.40479069234508e-05,1.4039748554548403e-05
osi_target_t06h,18141,St. Joseph County,IN,1,2,-1.4491105589479049e-05,4.392743302953945e-06,-3.811799799762627e-05
osi_target_t06h,18143,Scott County,IN,3,0,0.00011317074685802042,0.0001116100755675436,2.9846695966358585e-05
osi_target_t06h,18145,Shelby County,IN,2,1,-5.994427277800676e-06,2.236429392420353e-07,2.011828616855832e-05
osi_target_t06h,18147,Spencer County,IN,1,2,-3.239423919411372e-05,-3.686062381458549e-05,4.274013355249278e-05
osi_target_t06h,18149,Starke County,IN,2,1,-0.00025139313523458,4.206074805994278e-06,6.341795782062562e-05
osi_target_t06h,18151,Steuben County,IN,0,3,-0.00038189235647428585,-2.4352690299281332e-05,-0.0003759104902049254
osi_target_t06h,18153,Sullivan County,IN,1,2,-3.534055360020216e-05,-6.0181905321917014e-05,1.7672531676880734e-05
osi_target_t06h,18155,Switzerland County,IN,3,0,0.00030358408713535164,0.0004597305408069695,0.00016141156680605433
osi_target_t06h,18157,Tippecanoe County,IN,1,2,-1.3293424948361936e-05,9.196667240728027e-06,-1.1398966707983305e-05
osi_target_t06h,18159,Tipton County,IN,1,2,-1.3568897519909348e-06,0.00012829033549585428,-8.306111332009609e-05
osi_target_t06h,18161,Union County,IN,3,0,6.230382512500748e-05,1.5158715154218647e-05,3.863795455771564e-05
osi_target_t06h,18163,Vanderburgh County,IN,1,2,-7.65300914115401e-06,3.907446161262735e-06,-7.905477105340762e-06
osi_target_t06h,18165,Vermillion County,IN,1,2,5.7958881917518495e-05,-3.826091819442157e-05,-0.00012136795972811365
osi_target_t06h,18167,Vigo County,IN,0,3,-2.7268596171263395e-05,-1.7246316901297254e-05,-4.922827295939365e-05
osi_target_t06h,18169,Wabash County,IN,2,1,1.1385406462726256e-06,2.7314021319717547e-05,-3.505851467475304e-06
osi_target_t06h,18171,Warren County,IN,2,1,-6.083828094607686e-05,0.00017204911515568194,0.0001189305335612136
osi_target_t06h,18173,Warrick County,IN,1,2,-9.504234539302423e-05,2.2732914141653296e-05,-0.00023719814389913392
osi_target_t06h,18175,Washington County,IN,0,3,-8.54036466940186e-05,-0.0001380776519788302,-5.4763114284608894e-05
osi_target_t06h,18177,Wayne County,IN,3,0,3.255464302788188e-05,3.7114236738880653e-06,1.689309749752381e-06
osi_target_t06h,18179,Wells County,IN,1,2,7.933291014935138e-06,-1.6806644055570447e-06,-6.306223669781197e-05
osi_target_t06h,18181,White County,IN,0,3,-0.0001245119447010593,-6.879023599758725e-05,-6.760656948714001e-05
osi_target_t06h,18183,Whitley County,IN,1,2,-5.608942248360544e-06,2.5876643303136002e-05,-1.4659430059758621e-05
osi_target_t06h,39017,Butler County,OH,3,0,4.384413474981376e-07,2.7136658705701616e-06,9.97084293896448e-06
osi_target_t06h,39023,Clark County,OH,1,2,-2.8606909396757798e-05,8.473451101611521e-06,-1.8286618869535866e-05
osi_target_t06h,39025,Clermont County,OH,2,1,1.4206176466868847e-05,-1.8071276137123838e-05,1.6732305466111595e-05
osi_target_t06h,39027,Clinton County,OH,0,3,-3.6776698718778828e-06,-5.502036757416883e-06,-4.624139575978056e-06
osi_target_t06h,39029,Columbiana County,OH,3,0,8.347886118678996e-06,1.0193333911015512e-05,6.0441550962935485e-05
osi_target_t06h,39031,Coshocton County,OH,2,1,6.66802727368656e-05,-0.00011446062281157167,9.263842739548958e-05
osi_target_t06h,39033,Crawford County,OH,1,2,-8.16502971706292e-05,-7.828639725000058e-05,8.445829658533868e-06
osi_target_t06h,39035,Cuyahoga County,OH,3,0,6.170070364275347e-05,1.7061503237972633e-05,1.2266128677936722e-05
osi_target_t06h,39037,Darke County,OH,1,2,3.775751668954751e-07,-4.266188224983129e-06,-3.2817342468297164e-05
osi_target_t06h,39039,Defiance County,OH,2,1,-1.390388822449136e-05,8.647766298158083e-05,2.769179985446721e-05
osi_target_t06h,39045,Fairfield County,OH,0,3,-5.249691461644158e-06,-4.981919845014823e-05,-1.0501963709624472e-05
osi_target_t06h,39049,Franklin County,OH,0,3,-3.734933862199145e-05,-8.11955529504433e-06,-6.776590773267073e-05
osi_target_t06h,39051,Fulton County,OH,2,1,5.507564049489488e-06,-2.102694580554971e-05,1.1421185591619287e-05
osi_target_t06h,39053,Gallia County,OH,1,2,-4.249309003017624e-06,1.4158393629840104e-05,-1.3041619260484132e-05
osi_target_t06h,39055,Geauga County,OH,0,3,-5.839012255446502e-05,-0.0005762890602427802,-0.0007122587216214019
osi_target_t06h,39059,Guernsey County,OH,1,2,-0.000450195059668472,5.096216823284594e-06,-0.00037625930745815994
osi_target_t06h,39061,Hamilton County,OH,2,1,3.052219284817412e-05,-1.775118088272117e-05,1.5525653174239913e-06
osi_target_t06h,39063,Hancock County,OH,2,1,1.890082720006032e-05,-3.151264285373279e-05,3.284712973621292e-05
osi_target_t06h,39065,Hardin County,OH,0,3,-0.00012305591608351412,-1.627596806721358e-05,-3.8912136050622695e-05
osi_target_t06h,39069,Henry County,OH,3,0,5.2801302150603364e-05,1.0662896208862805e-05,7.45382970094037e-05
osi_target_t06h,39073,Hocking County,OH,1,2,-5.7517955951191455e-05,-7.095051012143551e-06,8.384081941397608e-05
osi_target_t06h,39075,Holmes County,OH,1,2,-0.0002936526166441994,0.00021949874338497016,-0.00032567171754430135
osi_target_t06h,39077,Huron County,OH,2,1,-6.220374101657562e-05,0.00011878057364888032,0.00015626145692892654
osi_target_t06h,39081,Jefferson County,OH,3,0,0.0007082264202324766,0.0006560165133859212,0.00047557274165213603
osi_target_t06h,39085,Lake County,OH,1,2,-6.069653042269606e-07,2.5955111886730815e-06,-2.5347613178565865e-05
osi_target_t06h,39087,Lawrence County,OH,0,3,-1.833051829348278e-05,-2.9102728474850138e-05,-3.007318557451434e-05
osi_target_t06h,39089,Licking County,OH,3,0,0.00018418741675659683,9.445591120258584e-05,0.00011032337866593439
osi_target_t06h,39091,Logan County,OH,3,0,0.00020354744088514273,0.0009158727372194295,0.00024126175770318448
osi_target_t06h,39093,Lorain County,OH,2,1,-1.4785965517628103e-06,1.4930030473921801e-06,1.410936078923838e-05
osi_target_t06h,39095,Lucas County,OH,1,2,3.6747017562992353e-06,-3.6611074020128926e-06,-3.629487678397992e-07
osi_target_t06h,39097,Madison County,OH,1,2,-7.488102077534732e-06,1.7449424125650075e-05,-8.929541591863339e-05
osi_target_t06h,39099,Mahoning County,OH,0,3,-0.00010602535375089255,-0.00017133877284021039,-0.00015584408300757535
osi_target_t06h,39101,Marion County,OH,3,0,0.00025924434474669435,0.0001628352966443593,0.00042452378697981855
osi_target_t06h,39103,Medina County,OH,2,1,0.00013138488131156888,-4.273033026460683e-05,9.052002842088562e-05
osi_target_t06h,39105,Meigs County,OH,3,0,5.08017801324279e-06,4.8170731740872046e-05,4.745920415142116e-06
osi_target_t06h,39107,Mercer County,OH,2,1,0.00048444425398432023,-0.00016220637530728332,0.00010326171771986997
osi_target_t06h,39109,Miami County,OH,2,1,-4.623961606484964e-06,0.00016466717508454654,0.00014174317204734534
osi_target_t06h,39111,Monroe County,OH,2,1,0.00010273695087180401,-0.00011406715869915346,0.0001175731267653024
osi_target_t06h,39113,Montgomery County,OH,2,1,4.4733619455155065e-06,-1.2853269387799401e-05,1.2988478659770421e-05
osi_target_t06h,39115,Morgan County,OH,3,0,2.5414690570074727e-05,0.0001280220482863248,0.0001282001271479538
osi_target_t06h,39117,Morrow County,OH,3,0,0.0003439476418799353,0.0010723636324455228,0.000932966030918761
osi_target_t06h,39119,Muskingum County,OH,2,1,0.0020439986977937308,-0.0002140865178803233,0.0025554541864268587
osi_target_t06h,39121,Noble County,OH,3,0,0.0008172394535097913,0.00022040870530657796,0.000627714439843512
osi_target_t06h,39123,Ottawa County,OH,2,1,3.5054557852269444e-06,9.830555361463474e-06,-3.0061870139072404e-06
osi_target_t06h,39125,Paulding County,OH,1,2,1.2830930709799293e-05,-0.00011478443851809655,-0.0001972890794994242
osi_target_t06h,39127,Perry County,OH,3,0,0.0009933799737040054,0.00010876006937151836,0.001188343428555099
osi_target_t06h,39129,Pickaway County,OH,0,3,-1.8858786664939747e-06,-1.4712033996629517e-05,-6.778669095814814e-07
osi_target_t06h,39131,Pike County,OH,2,1,-2.302936502655579e-05,6.620015124689238e-05,5.363102330316338e-05
osi_target_t06h,39133,Portage County,OH,0,3,-0.00017155761645302244,-0.00029647148258826837,-0.00016424857692107307
osi_target_t06h,39135,Preble County,OH,0,3,-3.3693483410665234e-05,-7.093051162275141e-05,-0.00010202768791413557
osi_target_t06h,39137,Putnam County,OH,2,1,0.00011227017313410019,-1.5395229948429734e-05,0.00010480278505651912
osi_target_t06h,39139,Richland County,OH,3,0,0.0014964516878065992,0.0009538798687571716,0.0005636712489894002
osi_target_t06h,39141,Ross County,OH,3,0,2.9627530759596056e-05,2.5571239988812192e-05,0.00010713269430516958
osi_target_t06h,39143,Sandusky County,OH,2,1,7.2578584551863195e-06,-3.854103135751371e-06,5.207285368685462e-06
osi_target_t06h,39145,Scioto County,OH,3,0,1.8816152045853234e-05,1.8744911065222188e-06,2.611971188076339e-05
osi_target_t06h,39147,Seneca County,OH,2,1,-8.699271778787713e-06,2.797523665812508e-05,5.150497390710423e-06
osi_target_t06h,39149,Shelby County,OH,2,1,0.00037007266715508025,5.266844937990012e-05,-0.0002522729536456429
osi_target_t06h,39151,Stark County,OH,3,0,3.0994565729814674e-06,2.348819910355537e-06,1.5346964563265047e-06
osi_target_t06h,39153,Summit County,OH,1,2,-6.700235758545824e-06,-5.050051783617659e-05,1.6984629706563422e-06
osi_target_t06h,39155,Trumbull County,OH,3,0,4.520877586797548e-06,4.7784652352387755e-06,3.2092525627763595e-05
osi_target_t06h,39157,Tuscarawas County,OH,3,0,0.0019121711485053094,0.002078314642360475,0.00034876322084322064
osi_target_t06h,39159,Union County,OH,2,1,-0.0007245082888614517,4.582086653447375e-06,1.23366240124603e-05
osi_target_t06h,39161,Van Wert County,OH,0,3,-0.00012924393218611326,-0.00014434435327796355,-3.9138101420727045e-05
osi_target_t06h,39163,Vinton County,OH,2,1,3.462453697429535e-06,-2.939609134640776e-05,5.9249551405709654e-05
osi_target_t06h,39165,Warren County,OH,2,1,9.865479954691185e-09,-4.938220414906093e-06,7.5652054999941504e-06
osi_target_t06h,39167,Washington County,OH,3,0,3.4608150446357837e-06,1.2301077573157035e-05,1.2846033873991237e-05
osi_target_t06h,39169,Wayne County,OH,3,0,0.00010645133409392833,6.030583150028624e-05,5.701626051534715e-05
osi_target_t06h,39171,Williams County,OH,0,3,-0.0003684454544946678,-8.623414484519587e-05,-1.382708169528693e-05
osi_target_t06h,39173,Wood County,OH,3,0,0.00032668627098459465,0.00016051345428657986,0.0004421759731129899
osi_target_t06h,39175,Wyandot County,OH,0,3,-6.27271205469633e-05,-0.0001161729551221617,-2.001027805846828e-05
osi_target_t06h,42005,Armstrong County,PA,3,0,0.00035476355549907135,0.000204116234318482,0.0005143790952593062
osi_target_t06h,42007,Beaver County,PA,2,1,-0.0007377425142320766,4.379153977254746e-05,4.68532217342511e-05
osi_target_t06h,42009,Bedford County,PA,1,2,0.0005435237205552029,-0.00014773940179252723,-8.693750866765361e-05
osi_target_t06h,42013,Blair County,PA,0,3,-4.3060891925439306e-05,-8.01523122902336e-05,-7.343452161276008e-05
osi_target_t06h,42015,Bradford County,PA,1,2,-1.5482516295094607e-05,3.854947694853289e-05,-4.2160173893929925e-05
osi_target_t06h,42019,Butler County,PA,2,1,6.247664987726301e-05,7.214205363327217e-07,-2.1190542746296398e-05
osi_target_t06h,42021,Cambria County,PA,1,2,1.220067829809518e-05,-9.554727794641033e-05,-9.139232875550463e-06
osi_target_t06h,42023,Cameron County,PA,3,0,0.0008220129662024622,0.0012239477932066666,0.00011754650429569857
osi_target_t06h,42025,Carbon County,PA,0,3,-5.115579612071806e-07,-2.299870940497496e-05,-5.8656774410563916e-05
osi_target_t06h,42027,Centre County,PA,0,3,-1.148758752623271e-05,-1.7943223445820522e-05,-1.658643735676698e-05
osi_target_t06h,42029,Chester County,PA,1,2,-6.856474044460159e-05,0.0001438955408014815,-6.11417550107525e-05
osi_target_t06h,42031,Clarion County,PA,1,2,-0.0003280659873311411,2.42505570905438e-05,-0.0002920051106806137
osi_target_t06h,42033,Clearfield County,PA,3,0,0.00014410147061103993,1.563712129461301e-05,9.619985091942687e-06
osi_target_t06h,42035,Clinton County,PA,1,2,0.0001931777691786679,-0.0002294456004649833,-0.000298034864984773
osi_target_t06h,42039,Crawford County,PA,3,0,0.0006726175987032991,8.849632832855225e-05,2.134029861379852e-05
osi_target_t06h,42041,Cumberland County,PA,1,2,-1.7418615070733333e-05,3.573914796879414e-05,-7.76567951580264e-07
osi_target_t06h,42043,Dauphin County,PA,3,0,4.097208115158449e-05,2.0028685593315577e-05,1.028488723006074e-05
osi_target_t06h,42045,Delaware County,PA,3,0,1.3346452214202734e-05,1.3371832586049886e-05,1.383783683707538e-05
osi_target_t06h,42047,Elk County,PA,3,0,0.0010786078806045048,0.0009073707762623194,0.0005816951652135895
osi_target_t06h,42049,Erie County,PA,2,1,-1.8744122713501912e-05,0.00015775928275469156,0.0002507115664158472
osi_target_t06h,42051,Fayette County,PA,0,3,-0.00010448805934024238,-0.00024342120574465066,-3.3818229506089284e-05
osi_target_t06h,42053,Forest County,PA,3,0,9.772954328257644e-05,0.00025449897892970696,0.00024633902083714965
osi_target_t06h,42055,Franklin County,PA,3,0,2.5398212203384005e-05,7.686942250555542e-06,1.4305698292396717e-05
osi_target_t06h,42057,Fulton County,PA,3,0,9.488260247761024e-05,0.00023022856481170312,0.00010805665892947808
osi_target_t06h,42059,Greene County,PA,2,1,0.00026046215887243554,0.00016215374440653116,-0.0002971722683129327
osi_target_t06h,42061,Huntingdon County,PA,1,2,-4.546329382405594e-06,-2.508219775931896e-05,2.6244996158662206e-05
osi_target_t06h,42063,Indiana County,PA,2,1,3.144566174230652e-05,1.7982927217802258e-05,-1.9986875430453438e-05
osi_target_t06h,42065,Jefferson County,PA,2,1,4.458852927402557e-05,1.8468828344704244e-05,-0.0001042488326641073
osi_target_t06h,42067,Juniata County,PA,3,0,3.173928265973777e-05,8.571319479575576e-06,2.221748585293161e-05
osi_target_t06h,42069,Lackawanna County,PA,0,3,-9.763004387924174e-05,-4.930698815503289e-05,-2.4834707362258665e-05
osi_target_t06h,42075,Lebanon County,PA,2,1,8.173841986258788e-05,0.00011145089534729969,-4.2866370024934215e-05
osi_target_t06h,42077,Lehigh County,PA,3,0,0.0001147608610419491,0.00011408176704633555,6.930475364008964e-05
osi_target_t06h,42079,Luzerne County,PA,1,2,-2.803101616579234e-05,-3.836791458608268e-06,1.2037865150095885e-05
osi_target_t06h,42081,Lycoming County,PA,3,0,3.080643069201653e-05,4.59015780977616e-05,2.5856526786432067e-05
osi_target_t06h,42083,McKean County,PA,0,3,-0.00011856574842138926,-3.778260762943102e-05,-0.00015282711800554557
osi_target_t06h,42085,Mercer County,PA,2,1,4.935638466663228e-05,-8.159587522663407e-05,1.8824232427955105e-05
osi_target_t06h,42089,Monroe County,PA,2,1,9.804846965460285e-05,0.00018405043255191643,-0.00010424861097128651
osi_target_t06h,42091,Montgomery County,PA,0,3,-8.216079509392902e-06,-8.140667697568538e-05,-0.00011407434656045528
osi_target_t06h,42095,Northampton County,PA,2,1,5.5922753563234515e-05,-1.7133228861051326e-05,8.98715211384649e-05
osi_target_t06h,42097,Northumberland County,PA,2,1,2.5793807972593645e-05,4.714674925143463e-05,-2.8621641701890893e-05
osi_target_t06h,42101,Philadelphia County,PA,2,1,0.00024395197564801036,-4.194767596855378e-05,0.00021293841319472732
osi_target_t06h,42103,Pike County,PA,3,0,5.624974717990602e-05,4.876449808429448e-05,4.3018941332012475e-05
osi_target_t06h,42109,Snyder County,PA,0,3,-2.636769986644888e-05,-8.810036150381107e-05,-5.6262803376558486e-05
osi_target_t06h,42113,Sullivan County,PA,2,1,-3.410331116149735e-05,8.995078956749048e-05,0.00015337616013004962
osi_target_t06h,42115,Susquehanna County,PA,2,1,2.8320357652906938e-05,-4.654416740326435e-05,1.397937642981864e-05
osi_target_t06h,42119,Union County,PA,2,1,0.00013219106051779697,-4.4197737318796455e-06,0.0001647672062863989
osi_target_t06h,42121,Venango County,PA,3,0,0.00014987922491624048,2.1498621013832375e-06,8.986143022679527e-07
osi_target_t06h,42125,Washington County,PA,3,0,0.00011731837165728995,0.00047918944886907004,0.00041711382423296507
osi_target_t06h,42127,Wayne County,PA,1,2,3.90696572518831e-05,-4.957925733645001e-06,-4.762794377468488e-06
osi_target_t06h,42129,Westmoreland County,PA,1,2,-5.549460965632944e-06,7.56083168005758e-05,-1.0167272773737137e-05
osi_target_t06h,42131,Wyoming County,PA,0,3,-1.7512730525401365e-06,-8.183464025493525e-06,-6.779603669446188e-06
osi_target_t06h,42133,York County,PA,1,2,-1.4340715362807133e-05,2.2467173427500957e-05,-1.321943784379255e-05
osi_target_t06h,54007,Braxton County,WV,3,0,0.0003462879942993241,0.0003803504105245603,0.0006495767123817914
osi_target_t06h,54009,Brooke County,WV,3,0,0.0005083648448336447,0.00024766306818470307,0.00041815188058190456
osi_target_t06h,54013,Calhoun County,WV,1,2,-0.0006253424744111502,-0.0005983483030750913,0.00012316462105066428
osi_target_t06h,54015,Clay County,WV,2,1,-0.007345348957375375,0.004326856789294897,0.0006328535437781779
osi_target_t06h,54019,Fayette County,WV,2,1,9.00239053301232e-06,-7.671940854902821e-05,0.00036660200453560166
osi_target_t06h,54023,Grant County,WV,2,1,-3.277000662696612e-05,3.2954177088607474e-06,1.2581200635367865e-05
osi_target_t06h,54025,Greenbrier County,WV,0,3,-7.979837791020992e-06,-0.00011124949021799034,-4.887106526350508e-05
osi_target_t06h,54027,Hampshire County,WV,3,0,2.7138500888101514e-05,5.2434018855559116e-06,3.676763472106363e-05
osi_target_t06h,54029,Hancock County,WV,0,3,-0.00030856328915738335,-0.0005326936371128528,-7.088502993725376e-06
osi_target_t06h,54031,Hardy County,WV,1,2,3.963910947272532e-06,-0.0001540412195914411,-3.673508402035055e-05
osi_target_t06h,54033,Harrison County,WV,0,3,-3.9146992307688595e-05,-2.7465098089300092e-05,-0.00023828753211699825
osi_target_t06h,54035,Jackson County,WV,1,2,-1.8722602530772117e-05,4.228891793887977e-05,-1.2224085462420476e-05
osi_target_t06h,54037,Jefferson County,WV,2,1,4.917152417400431e-06,-1.3591583392037667e-05,2.4564199250315605e-05
osi_target_t06h,54039,Kanawha County,WV,0,3,-4.640084996559708e-05,-9.698937620387991e-05,-0.00020769687456257226
osi_target_t06h,54041,Lewis County,WV,3,0,2.2907458104626244e-05,3.745242038980662e-05,6.070608464514224e-05
osi_target_t06h,54043,Lincoln County,WV,2,1,0.00011321427978636459,-1.9683452286755297e-05,0.000140569675194031
osi_target_t06h,54045,Logan County,WV,2,1,-9.769715284531355e-05,7.726916289570868e-05,8.396315817564733e-05
osi_target_t06h,54047,McDowell County,WV,2,1,-0.00014022494495498881,0.00031388775623133244,0.0003494357807775558
osi_target_t06h,54053,Mason County,WV,2,1,-1.836430410425197e-05,3.017035229030415e-05,1.7282928032616115e-05
osi_target_t06h,54055,Mercer County,WV,3,0,1.7280318242724867e-06,1.0493897223117833e-05,2.5309972811634034e-05
osi_target_t06h,54057,Mineral County,WV,2,1,-4.087321142907138e-06,3.466516800877629e-06,2.3249148882027238e-05
osi_target_t06h,54059,Mingo County,WV,0,3,-1.7597206873259247e-05,-5.2133317267801654e-05,-0.00021213828774746882
osi_target_t06h,54063,Monroe County,WV,1,2,-8.364374229279185e-05,-6.518737124554285e-05,2.8899165978121095e-05
osi_target_t06h,54067,Nicholas County,WV,2,1,-6.407508555994696e-05,7.355827921624262e-05,7.483922648161834e-07
osi_target_t06h,54069,Ohio County,WV,0,3,-5.187441527912395e-05,-0.00028151687245699455,-0.00026919336469775554
osi_target_t06h,54071,Pendleton County,WV,1,2,0.00030277666188377635,-0.0001520455927836676,-0.0006520717446422165
osi_target_t06h,54073,Pleasants County,WV,2,1,1.42800002789897e-05,-7.366148489738704e-06,4.0874952402826514e-05
osi_target_t06h,54075,Pocahontas County,WV,1,2,-0.0001275825017182002,0.001188980023460533,-0.0005817250524732757
osi_target_t06h,54077,Preston County,WV,2,1,1.5189772698701986e-05,5.920676158210122e-06,-5.032911050432878e-06
osi_target_t06h,54079,Putnam County,WV,3,0,1.532797844230806e-05,1.5995235018009053e-07,7.640469067806137e-06
osi_target_t06h,54081,Raleigh County,WV,2,1,6.69887637333786e-05,1.049607403693281e-05,-2.6137822176632844e-05
osi_target_t06h,54083,Randolph County,WV,3,0,0.000453035725718573,0.0006172933347078878,0.0004127354852645187
osi_target_t06h,54085,Ritchie County,WV,1,2,-0.0003289756550247606,0.0007464240443112342,-0.0007923204422675204
osi_target_t06h,54087,Roane County,WV,3,0,0.0002903439883153811,0.0004186364242340229,0.00027658292159435036
osi_target_t06h,54089,Summers County,WV,2,1,3.5740525291547e-05,7.552435080772054e-05,-4.308931962936687e-06
osi_target_t06h,54091,Taylor County,WV,3,0,0.00016856748361690314,0.00016012484525416548,0.00021077190608235
