split_seed,domain,space,case,horizon,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction,ci_low,ci_high,replicates,bootstrap_seed,unit
42,OSI,v18_rule,NB_P24,osi_target_t01h,34177,0.010840689291401098,0.003227290776446228,4.016499642975094,-0.0001234873431378002,0.010853078422434704,-1.2389131033605644e-05,-0.11415315131231285,0.00918564739461214,-3.8454710559808524e-05,1.4872554208263707e-05,2000,20260910,county_full_trajectory
42,OSI,v18_rule,NB_P24,osi_target_t06h,32982,0.009909062742500467,0.003100474888362688,3.2384868949089327,-0.00010769119066969052,0.009923105829220319,-1.4043086719851827e-05,-0.1415190663239696,0.009185647394611696,-4.198253355846525e-05,1.620636233373891e-05,2000,20260910,county_full_trajectory
42,OSI,v18_rule,NB_P24,osi_target_t24h,28680,0.008434736596420678,0.002779739911447673,2.040432332014631,-9.257391647402344e-05,0.008492701524253245,-5.796492783256661e-05,-0.6825263747587518,0.028140750869300568,-0.0001930400088170879,9.012758583091912e-05,2000,20260910,county_full_trajectory
42,P,component_clipped,NB_P24,osi_target_t24h,28680,0.013537162835787092,0.004315395510719358,5.255747022790206,3.316438469985352e-05,0.01363012843468114,-9.296559889404761e-05,-0.6820595956931852,0.07243488207430193,-0.0004033480232577983,0.00023988988434796643,2000,20260910,county_full_trajectory
42,P,aligned,NB_P24,osi_target_t24h,28680,0.013388855157949416,0.004219663133237236,5.141218169194936,9.991052081352315e-05,0.013426585219527803,-3.773006157838793e-05,-0.281010107644597,0.029016938854779184,-0.00012679900911315026,5.35153210278502e-05,2000,20260910,county_full_trajectory
42,OSI,v18_rule,NB_P24,osi_target_t48h,22944,0.007691202257793633,0.0022350036403240283,1.357242962755131,-0.0001565905410230873,0.007691202257793633,0.0,0.0,0.0,0.0,0.0,2000,20260910,county_full_trajectory
20260917,OSI,v18_rule,NB_P24,osi_target_t01h,34177,0.011062252875491096,0.0032614231495925895,4.182357013811167,-0.00016424828599728307,0.011086220254071273,-2.3967378580177362e-05,-0.21619071271270496,0.018142547404711884,-4.333775775981468e-05,-8.963757491009486e-06,2000,20260910,county_full_trajectory
20260917,OSI,v18_rule,NB_P24,osi_target_t06h,32982,0.010081513422689467,0.0031309982266418163,3.3521886609995875,-0.00015800704270487189,0.010108757940326897,-2.7244517637430368e-05,-0.26951399764696404,0.018142547404711884,-4.650882912328909e-05,-1.0158472358119722e-05,2000,20260910,county_full_trajectory
20260917,OSI,v18_rule,NB_P24,osi_target_t24h,28680,0.00856674431733002,0.002890042669314749,2.104799623133157,-0.00012182407134348413,0.008710411518259539,-0.00014366720092951965,-1.6493732888320123,0.07118836655069094,-0.0002369629413513183,-5.550575187296815e-05,2000,20260910,county_full_trajectory
20260917,P,component_clipped,NB_P24,osi_target_t24h,28680,0.013607485838050146,0.004484511373201596,5.310494079482847,6.313660787917316e-05,0.013919720788472166,-0.0003122349504220204,-2.243112165587424,0.24650333797356616,-0.0005299073790940447,-0.00011037935966782022,2000,20260910,county_full_trajectory
20260917,P,aligned,NB_P24,osi_target_t24h,28680,0.013524080079287376,0.004213475041924041,5.245593280301239,3.643321469549023e-05,0.01361046298859043,-8.638290930305416e-05,-0.6346801675701119,0.06722479496425748,-0.00014524920140303768,-3.061126877598902e-05,2000,20260910,county_full_trajectory
20260917,OSI,v18_rule,NB_P24,osi_target_t48h,22944,0.007895792270846023,0.002249936035520659,1.4304100804473678,-0.0002851312363928788,0.007895792270846023,0.0,0.0,0.0,0.0,0.0,2000,20260910,county_full_trajectory
20260918,OSI,v18_rule,NB_P24,osi_target_t01h,34177,0.01055449106533266,0.003229156298840456,3.8072248948900858,-5.968048855843743e-05,0.010568981397635607,-1.449033230294626e-05,-0.1371024487391792,0.010461105848900587,-3.071533319627582e-05,-1.8829282281363811e-06,2000,20260910,county_full_trajectory
20260918,OSI,v18_rule,NB_P24,osi_target_t06h,32982,0.00954921332229313,0.0030963344331429855,3.0075453029124564,-4.027044658716905e-05,0.009565806358452486,-1.6593036159355534e-05,-0.17346197003761388,0.010461105848901031,-3.369318269015216e-05,-2.230497310039414e-06,2000,20260910,county_full_trajectory
20260918,OSI,v18_rule,NB_P24,osi_target_t24h,28680,0.008030970870658143,0.0027950065193870217,1.8497594228353134,-1.3201457042298306e-05,0.008094958237266874,-6.398736660873094e-05,-0.7904595024857741,0.029593622558246047,-0.00013836447408791327,7.042917091633772e-06,2000,20260910,county_full_trajectory
20260918,P,component_clipped,NB_P24,osi_target_t24h,28680,0.013028312009495557,0.004398922551735872,4.868054688264854,0.00022645716690495595,0.013144117680816062,-0.00011580567132050447,-0.8810456063515271,0.08692666486796163,-0.00029732465571888155,5.4359045389670876e-05,2000,20260910,county_full_trajectory
20260918,P,aligned,NB_P24,osi_target_t24h,28680,0.012571000371996884,0.004220343319959924,4.532301844116748,0.0003379415120943152,0.012617082474939307,-4.6082102942423056e-05,-0.36523580656584453,0.03328944462903305,-9.791081769381332e-05,1.8239798185949624e-06,2000,20260910,county_full_trajectory
20260918,OSI,v18_rule,NB_P24,osi_target_t48h,22944,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.007386039443917857,0.0,0.0,0.0,0.0,0.0,2000,20260910,county_full_trajectory
