split_seed,case,horizon,space,group,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
42,NB_P24,osi_target_t01h,aligned,full,34177,0.017491186042694642,0.0051013258168598145,10.456165693410185,2.322220134210009e-05,0.01751543915129438,-2.42531085997387e-05,-0.1384670312302494,0.029016938854777408
42,NB_P24,osi_target_t01h,aligned,common_120_215,22944,0.012333810139773057,0.0034430278074442707,3.4903071881076975,6.740397172214066e-05,0.012325350266945725,8.459872827331835e-06,0.06863799116541003,-0.004786424956381818
42,NB_P24,osi_target_t06h,component_clipped,full,32982,0.016247431187159732,0.005153770877592177,8.706556043625927,0.00015903789504835344,0.016247431187159732,0.0,0.0,0.0
42,NB_P24,osi_target_t06h,component_clipped,common_120_215,22944,0.012674554734460074,0.0036838837518163455,3.6858236845748165,0.0002390061932351375,0.012674554734460074,0.0,0.0,0.0
42,NB_P24,osi_target_t06h,aligned,full,32982,0.015680217442499467,0.004860137197821502,8.109258582511336,5.953293398750473e-05,0.01570824624527064,-2.802880277117184e-05,-0.17843368593493114,0.029016938854779184
42,NB_P24,osi_target_t06h,aligned,common_120_215,22944,0.012333810139773057,0.0034430278074442707,3.4903071881076975,6.740397172214066e-05,0.012325350266945725,8.459872827331835e-06,0.06863799116541003,-0.004786424956381818
42,NB_P24,osi_target_t24h,component_clipped,full,28680,0.013537162835787092,0.004315395510719358,5.255747022790206,3.316438469985352e-05,0.01363012843468114,-9.296559889404761e-05,-0.6820595956931852,0.07243488207430193
42,NB_P24,osi_target_t24h,component_clipped,common_120_215,22944,0.012374942741870905,0.0034357008669951444,3.513625985245002,-3.488026441117494e-05,0.012351184882079353,2.375785979155144e-05,0.1923528796498042,-0.013478220452486589
42,NB_P24,osi_target_t24h,aligned,full,28680,0.013388855157949416,0.004219663133237236,5.141218169194936,9.991052081352315e-05,0.013426585219527803,-3.773006157838793e-05,-0.281010107644597,0.029016938854779184
42,NB_P24,osi_target_t24h,aligned,common_120_215,22944,0.012333810139773057,0.0034430278074442707,3.4903071881076975,6.740397172214066e-05,0.012325350266945725,8.459872827331835e-06,0.06863799116541003,-0.004786424956381818
42,NB_P24,osi_target_t48h,component_clipped,full,22944,0.01234645607437439,0.0034840596165209028,3.4974681259730933,1.7980149336858274e-06,0.01234645607437439,0.0,0.0,0.0
42,NB_P24,osi_target_t48h,component_clipped,common_120_215,22944,0.01234645607437439,0.0034840596165209028,3.4974681259730933,1.7980149336858274e-06,0.01234645607437439,0.0,0.0,0.0
42,NB_P24,osi_target_t48h,aligned,full,22944,0.012333810139773057,0.0034430278074442707,3.4903071881076975,6.740397172214066e-05,0.012325350266945725,8.459872827331835e-06,0.06863799116541003,-0.004786424956381818
42,NB_P24,osi_target_t48h,aligned,common_120_215,22944,0.012333810139773057,0.0034430278074442707,3.4903071881076975,6.740397172214066e-05,0.012325350266945725,8.459872827331835e-06,0.06863799116541003,-0.004786424956381818
20260917,B0,osi_target_t01h,component_clipped,full,34177,0.017889389477486715,0.005139015268137882,10.93767405511549,6.756106152203811e-05,0.017889389477486715,0.0,0.0,0.0
20260917,B0,osi_target_t01h,component_clipped,common_120_215,22944,0.01328636576627572,0.0036154673024163925,4.050247310475643,1.0694756959113742e-05,0.01328636576627572,0.0,0.0,0.0
20260917,B0,osi_target_t01h,aligned,full,34177,0.017619356582525635,0.005123507813441712,10.609966882564088,1.5009150090318905e-05,0.017619356582525635,0.0,0.0,0.0
20260917,B0,osi_target_t01h,aligned,common_120_215,22944,0.012850683122866248,0.0035119038362208797,3.7889734614827857,-2.354261715150635e-05,0.012850683122866248,0.0,0.0,0.0
20260917,B0,osi_target_t06h,component_clipped,full,32982,0.016414587598718836,0.005077438297795572,8.88662674283982,3.670398354208998e-05,0.016414587598718836,0.0,0.0,0.0
20260917,B0,osi_target_t06h,component_clipped,common_120_215,22944,0.013349554472466064,0.003629829789229392,4.088864112248443,-1.0487109018703043e-05,0.013349554472466064,0.0,0.0,0.0
20260917,B0,osi_target_t06h,aligned,full,32982,0.015745560400377393,0.004883603533967478,8.176985578521982,4.876189522188124e-05,0.015745560400377393,0.0,0.0,0.0
20260917,B0,osi_target_t06h,aligned,common_120_215,22944,0.012850683122866248,0.0035119038362208797,3.7889734614827857,-2.354261715150635e-05,0.012850683122866248,0.0,0.0,0.0
20260917,B0,osi_target_t24h,component_clipped,full,28680,0.013919720788472166,0.0046269008597546344,5.556997417456413,0.00012435944663945724,0.013919720788472166,0.0,0.0,0.0
20260917,B0,osi_target_t24h,component_clipped,common_120_215,22944,0.013038243245700189,0.003761331702115855,3.9003833354147655,7.724700131438182e-05,0.013038243245700189,0.0,0.0,0.0
20260917,B0,osi_target_t24h,aligned,full,28680,0.01361046298859043,0.004256858023846132,5.312818075265496,5.465120876304688e-05,0.01361046298859043,0.0,0.0,0.0
20260917,B0,osi_target_t24h,aligned,common_120_215,22944,0.012850683122866248,0.0035119038362208797,3.7889734614827857,-2.354261715150635e-05,0.012850683122866248,0.0,0.0,0.0
20260917,B0,osi_target_t48h,component_clipped,full,22944,0.012620150671943798,0.0034690336986761025,3.6542496492319367,-0.00017162511786081785,0.012620150671943798,0.0,0.0,0.0
20260917,B0,osi_target_t48h,component_clipped,common_120_215,22944,0.012620150671943798,0.0034690336986761025,3.6542496492319367,-0.00017162511786081785,0.012620150671943798,0.0,0.0,0.0
20260917,B0,osi_target_t48h,aligned,full,22944,0.012850683122866248,0.0035119038362208797,3.7889734614827857,-2.354261715150635e-05,0.012850683122866248,0.0,0.0,0.0
20260917,B0,osi_target_t48h,aligned,common_120_215,22944,0.012850683122866248,0.0035119038362208797,3.7889734614827857,-2.354261715150635e-05,0.012850683122866248,0.0,0.0,0.0
20260917,NB_P24,osi_target_t01h,component_clipped,full,34177,0.017889389477486715,0.005139015268137882,10.93767405511549,6.756106152203811e-05,0.017889389477486715,0.0,0.0,0.0
20260917,NB_P24,osi_target_t01h,component_clipped,common_120_215,22944,0.01328636576627572,0.0036154673024163925,4.050247310475643,1.0694756959113742e-05,0.01328636576627572,0.0,0.0,0.0
20260917,NB_P24,osi_target_t01h,aligned,full,34177,0.01756344972643803,0.00508710251392667,10.54274208759983,-2.786770992389443e-07,0.017619356582525635,-5.5906856087604984e-05,-0.3173036190382339,0.06722479496425748
20260917,NB_P24,osi_target_t01h,aligned,common_120_215,22944,0.012780674513419453,0.0034885581591006212,3.7478023875162947,-3.1753687848524117e-05,0.012850683122866248,-7.000860944679499e-05,-0.5447851198059905,0.041171073966491
20260917,NB_P24,osi_target_t06h,component_clipped,full,32982,0.016414587598718836,0.005077438297795572,8.88662674283982,3.670398354208998e-05,0.016414587598718836,0.0,0.0,0.0
20260917,NB_P24,osi_target_t06h,component_clipped,common_120_215,22944,0.013349554472466064,0.003629829789229392,4.088864112248443,-1.0487109018703043e-05,0.013349554472466064,0.0,0.0,0.0
20260917,NB_P24,osi_target_t06h,aligned,full,32982,0.01568070296775516,0.0048458792018613115,8.109760783557725,3.29201612500929e-05,0.015745560400377393,-6.485743262223467e-05,-0.4119093317293432,0.06722479496425748
20260917,NB_P24,osi_target_t06h,aligned,common_120_215,22944,0.012780674513419453,0.0034885581591006212,3.7478023875162947,-3.1753687848524117e-05,0.012850683122866248,-7.000860944679499e-05,-0.5447851198059905,0.041171073966491
20260917,NB_P24,osi_target_t24h,component_clipped,full,28680,0.013607485838050146,0.004484511373201596,5.310494079482847,6.313660787917316e-05,0.013919720788472166,-0.0003122349504220204,-2.243112165587424,0.24650333797356616
20260917,NB_P24,osi_target_t24h,component_clipped,common_120_215,22944,0.012745535869105583,0.0036692939234791223,3.727222619248035,4.440271852631075e-05,0.013038243245700189,-0.0002927073765946059,-2.2449909169407145,0.17316071616673057
20260917,NB_P24,osi_target_t24h,aligned,full,28680,0.013524080079287376,0.004213475041924041,5.245593280301239,3.643321469549023e-05,0.01361046298859043,-8.638290930305416e-05,-0.6346801675701119,0.06722479496425748
20260917,NB_P24,osi_target_t24h,aligned,common_120_215,22944,0.012780674513419453,0.0034885581591006212,3.7478023875162947,-3.1753687848524117e-05,0.012850683122866248,-7.000860944679499e-05,-0.5447851198059905,0.041171073966491
20260917,NB_P24,osi_target_t48h,component_clipped,full,22944,0.012620150671943798,0.0034690336986761025,3.6542496492319367,-0.00017162511786081785,0.012620150671943798,0.0,0.0,0.0
20260917,NB_P24,osi_target_t48h,component_clipped,common_120_215,22944,0.012620150671943798,0.0034690336986761025,3.6542496492319367,-0.00017162511786081785,0.012620150671943798,0.0,0.0,0.0
20260917,NB_P24,osi_target_t48h,aligned,full,22944,0.012780674513419453,0.0034885581591006212,3.7478023875162947,-3.1753687848524117e-05,0.012850683122866248,-7.000860944679499e-05,-0.5447851198059905,0.041171073966491
20260917,NB_P24,osi_target_t48h,aligned,common_120_215,22944,0.012780674513419453,0.0034885581591006212,3.7478023875162947,-3.1753687848524117e-05,0.012850683122866248,-7.000860944679499e-05,-0.5447851198059905,0.041171073966491
20260918,B0,osi_target_t01h,component_clipped,full,34177,0.017246111722266592,0.005210325682121124,10.165209385662669,0.00031720889103052793,0.017246111722266592,0.0,0.0,0.0
20260918,B0,osi_target_t01h,component_clipped,common_120_215,22944,0.011104796263627108,0.003542523024417395,2.829373777300158,0.0005016590839682824,0.011104796263627108,0.0,0.0,0.0
20260918,B0,osi_target_t01h,aligned,full,34177,0.017184224784236538,0.00514173863931894,10.092385440709782,0.00020298477710045643,0.017184224784236538,0.0,0.0,0.0
20260918,B0,osi_target_t01h,aligned,common_120_215,22944,0.01105273709437947,0.003421095742133249,2.8029078095343163,0.0004111280185628827,0.01105273709437947,0.0,0.0,0.0
20260918,B0,osi_target_t06h,component_clipped,full,32982,0.015738825755532856,0.005142157394340469,8.16999220192887,0.00032586158348856464,0.015738825755532856,0.0,0.0,0.0
20260918,B0,osi_target_t06h,component_clipped,common_120_215,22944,0.011265702379979916,0.003616835221800234,2.911961853822158,0.0005873174119192039,0.011265702379979916,0.0,0.0,0.0
20260918,B0,osi_target_t06h,aligned,full,32982,0.015239133997470343,0.00489131274812478,7.659449603074391,0.0002433910260515448,0.015239133997470343,0.0,0.0,0.0
20260918,B0,osi_target_t06h,aligned,common_120_215,22944,0.01105273709437947,0.003421095742133249,2.8029078095343163,0.0004111280185628827,0.01105273709437947,0.0,0.0,0.0
20260918,B0,osi_target_t24h,component_clipped,full,28680,0.013144117680816062,0.004453566109821855,4.9549813531328155,0.0002177579735443462,0.013144117680816062,0.0,0.0,0.0
20260918,B0,osi_target_t24h,component_clipped,common_120_215,22944,0.011354804543482852,0.003492956948098843,2.9582063142477137,0.00028410163288901234,0.011354804543482852,0.0,0.0,0.0
20260918,B0,osi_target_t24h,aligned,full,28680,0.012617082474939307,0.004241960255800548,4.5655912887457815,0.00033696092522664055,0.012617082474939307,0.0,0.0,0.0
20260918,B0,osi_target_t24h,aligned,common_120_215,22944,0.01105273709437947,0.003421095742133249,2.8029078095343163,0.0004111280185628827,0.01105273709437947,0.0,0.0,0.0
20260918,B0,osi_target_t48h,component_clipped,full,22944,0.011963121349790372,0.0035636903778492072,3.2836597546295656,0.0002714339454750321,0.011963121349790372,0.0,0.0,0.0
20260918,B0,osi_target_t48h,component_clipped,common_120_215,22944,0.011963121349790372,0.0035636903778492072,3.2836597546295656,0.0002714339454750321,0.011963121349790372,0.0,0.0,0.0
20260918,B0,osi_target_t48h,aligned,full,22944,0.01105273709437947,0.003421095742133249,2.8029078095343163,0.0004111280185628827,0.01105273709437947,0.0,0.0,0.0
20260918,B0,osi_target_t48h,aligned,common_120_215,22944,0.01105273709437947,0.003421095742133249,2.8029078095343163,0.0004111280185628827,0.01105273709437947,0.0,0.0,0.0
20260918,NB_P24,osi_target_t01h,component_clipped,full,34177,0.017246111722266592,0.005210325682121124,10.165209385662669,0.00031720889103052793,0.017246111722266592,0.0,0.0,0.0
20260918,NB_P24,osi_target_t01h,component_clipped,common_120_215,22944,0.011104796263627108,0.003542523024417395,2.829373777300158,0.0005016590839682824,0.011104796263627108,0.0,0.0,0.0
20260918,NB_P24,osi_target_t01h,aligned,full,34177,0.017155860538352084,0.0051235985532988365,10.05909599608075,0.00020380764719920454,0.017184224784236538,-2.836424588445463e-05,-0.16505979315676322,0.03328944462903216
20260918,NB_P24,osi_target_t01h,aligned,common_120_215,22944,0.01104282995770134,0.0034156167904335977,2.7978852806836585,0.00041832480950986433,0.01105273709437947,-9.907136678128856e-06,-0.08963514280246887,0.0050225288506577925
20260918,NB_P24,osi_target_t06h,component_clipped,full,32982,0.015738825755532856,0.005142157394340469,8.16999220192887,0.00032586158348856464,0.015738825755532856,0.0,0.0,0.0
20260918,NB_P24,osi_target_t06h,component_clipped,common_120_215,22944,0.011265702379979916,0.003616835221800234,2.911961853822158,0.0005873174119192039,0.011265702379979916,0.0,0.0,0.0
20260918,NB_P24,osi_target_t06h,aligned,full,32982,0.015205981829676226,0.0048725154126111935,7.626160158445357,0.00024424371028430533,0.015239133997470343,-3.315216779411698e-05,-0.21754627132762883,0.03328944462903394
20260918,NB_P24,osi_target_t06h,aligned,common_120_215,22944,0.01104282995770134,0.0034156167904335977,2.7978852806836585,0.00041832480950986433,0.01105273709437947,-9.907136678128856e-06,-0.08963514280246887,0.0050225288506577925
20260918,NB_P24,osi_target_t24h,component_clipped,full,28680,0.013028312009495557,0.004398922551735872,4.868054688264854,0.00022645716690495595,0.013144117680816062,-0.00011580567132050447,-0.8810456063515271,0.08692666486796163
20260918,NB_P24,osi_target_t24h,component_clipped,common_120_215,22944,0.011331590048124889,0.0034612722259640284,2.9461227831824988,0.0003128887966769389,0.011354804543482852,-2.321449535796355e-05,-0.20444645497035285,0.01208353106521498
20260918,NB_P24,osi_target_t24h,aligned,full,28680,0.012571000371996884,0.004220343319959924,4.532301844116748,0.0003379415120943152,0.012617082474939307,-4.6082102942423056e-05,-0.36523580656584453,0.03328944462903305
20260918,NB_P24,osi_target_t24h,aligned,common_120_215,22944,0.01104282995770134,0.0034156167904335977,2.7978852806836585,0.00041832480950986433,0.01105273709437947,-9.907136678128856e-06,-0.08963514280246887,0.0050225288506577925
20260918,NB_P24,osi_target_t48h,component_clipped,full,22944,0.011963121349790372,0.0035636903778492072,3.2836597546295656,0.0002714339454750321,0.011963121349790372,0.0,0.0,0.0
20260918,NB_P24,osi_target_t48h,component_clipped,common_120_215,22944,0.011963121349790372,0.0035636903778492072,3.2836597546295656,0.0002714339454750321,0.011963121349790372,0.0,0.0,0.0
20260918,NB_P24,osi_target_t48h,aligned,full,22944,0.01104282995770134,0.0034156167904335977,2.7978852806836585,0.00041832480950986433,0.01105273709437947,-9.907136678128856e-06,-0.08963514280246887,0.0050225288506577925
20260918,NB_P24,osi_target_t48h,aligned,common_120_215,22944,0.01104282995770134,0.0034156167904335977,2.7978852806836585,0.00041832480950986433,0.01105273709437947,-9.907136678128856e-06,-0.08963514280246887,0.0050225288506577925
