domain,mode,horizon,comparison,population,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions,counties,replicates,seed,ci_low,ci_high,bootstrap_fraction_delta_lt0,bootstrap_fraction_delta_eq0
P,raw,osi_target_t01h,E1_minus_E0,all_counties,34177,0.018339438170482756,0.005518413559786149,11.49492103556102,0.0001681685180782789,0.01828522452096153,0.005513267396082944,11.427060666720486,0.0001958682963407103,-5.421364952122587e-05,-0.2956123792738796,0.06786036884053459,23592,239,2000,20260910,-0.00018791644686838097,5.690779881124199e-05,0.816,0.0
P,raw,osi_target_t01h,E1_minus_E0,exclude_Morrow,34034,0.01786709892639701,0.005432750581215976,10.864783547169896,0.00024047266954186104,0.017800511956999613,0.005425815490565542,10.783952861345394,0.00027045253169413633,-6.658696939739611e-05,-0.3726792450844951,0.08083068582450181,23449,238,2000,20260910,-0.00020847104884329335,4.543846435998333e-05,0.8645,0.0
P,aligned,osi_target_t01h,E2_minus_E1,all_counties,34177,0.018367949535882815,0.005493126594545466,11.530689923110119,0.00016484736282549928,0.017211214588919423,0.005231211052178364,10.124112844928087,0.0001813283581560443,-0.0011567349469633927,-6.2975725445218895,1.406577078182032,32909,239,2000,20260910,-0.0023204139297545814,-0.000448279384967251,1.0,0.0
P,aligned,osi_target_t01h,E2_minus_E1,exclude_Morrow,34034,0.017850507315601102,0.005397740467414128,10.844614569215596,0.00025823659973807324,0.01715092564892632,0.005179652750391308,10.011245765430866,0.00018843226263462497,-0.0006995816666747826,-3.919113638094518,0.8333688037847296,32766,238,2000,20260910,-0.0009991644429690396,-0.00036240909243240955,1.0,0.0
P,aligned,osi_target_t01h,E2_minus_E0,all_counties,34177,0.018398821872585496,0.005502601930505746,11.569483420565383,0.0001543390560564633,0.017211214588919423,0.005231211052178364,10.124112844928087,0.0001813283581560443,-0.0011876072836660735,-6.454800703493002,1.4453705756372965,32947,239,2000,20260910,-0.002313928705396333,-0.0005009543940337353,1.0,0.0
P,aligned,osi_target_t01h,E2_minus_E0,exclude_Morrow,34034,0.017893192811907946,0.005408365146957136,10.896541522006022,0.00024671633353650615,0.01715092564892632,0.005179652750391308,10.011245765430866,0.00018843226263462497,-0.000742267162981626,-4.1483214917778515,0.8852957565751556,32804,238,2000,20260910,-0.0010564998345724322,-0.00040443375322001267,1.0,0.0
P,aligned,osi_target_t01h,E1_minus_E0,all_counties,34177,0.018398821872585496,0.005502601930505746,11.569483420565383,0.0001543390560564633,0.018367949535882815,0.005493126594545466,11.530689923110119,0.00016484736282549928,-3.087233670268086e-05,-0.1677951823028434,0.038793497455264614,23592,239,2000,20260910,-0.00010614719394824081,3.4265788139779905e-05,0.8325,0.0
P,aligned,osi_target_t01h,E1_minus_E0,exclude_Morrow,34034,0.017893192811907946,0.005408365146957136,10.896541522006022,0.00024671633353650615,0.017850507315601102,0.005397740467414128,10.844614569215596,0.00025823659973807324,-4.2685496306843485e-05,-0.23855718068626075,0.05192695279042603,23449,238,2000,20260910,-0.00012005011658004013,1.7224008429549986e-05,0.9155,0.0
OSI,v18_rule,osi_target_t06h,E2_minus_E1,all_counties,32982,0.010000027928479375,0.0032459958010621404,3.298218422767861,-5.170087493352425e-05,0.009754537404413665,0.0031814554611128637,3.1382702811459398,-4.4017728955019525e-05,-0.0002454905240657102,-2.4548983844992156,0.15994814162192128,16422,239,2000,20260910,-0.000443068581313349,-9.107171520464553e-05,1.0,0.0
OSI,v18_rule,osi_target_t06h,E2_minus_E1,exclude_Morrow,32844,0.009888000653412747,0.0032093813282434817,3.211241859542585,-1.677682483288172e-05,0.009710379464229403,0.003153234107842901,3.0969090189808925,-2.6436615818231457e-05,-0.00017762118918334367,-1.796330678053093,0.11433284056169235,16284,238,2000,20260910,-0.0002846882646465255,-6.421371421698628e-05,0.998,0.0
OSI,v18_rule,osi_target_t06h,E2_minus_E0,all_counties,32982,0.01001049575133449,0.0032462450567294922,3.30512705073366,-5.5944208495866444e-05,0.009754537404413665,0.0031814554611128637,3.1382702811459398,-4.4017728955019525e-05,-0.000255958346920826,-2.556899810748181,0.16685676958772033,16431,239,2000,20260910,-0.0004492220231393057,-0.0001037837221874235,1.0,0.0
OSI,v18_rule,osi_target_t06h,E2_minus_E0,exclude_Morrow,32844,0.00989864187728785,0.0032098069745493834,3.218157298169984,-2.1190006509769885e-05,0.009710379464229403,0.003153234107842901,3.0969090189808925,-2.6436615818231457e-05,-0.00018826241305844663,-1.9019014466056139,0.12124827918909142,16293,238,2000,20260910,-0.0002953651625995778,-7.441198113667381e-05,0.9985,0.0
OSI,v18_rule,osi_target_t06h,E1_minus_E0,all_counties,32982,0.01001049575133449,0.0032462450567294922,3.30512705073366,-5.5944208495866444e-05,0.010000027928479375,0.0032459958010621404,3.298218422767861,-5.170087493352425e-05,-1.0467822855115758e-05,-0.10456847607892561,0.006908627965799052,12860,239,2000,20260910,-3.076466367650018e-05,7.510616628011244e-06,0.8685,0.0
OSI,v18_rule,osi_target_t06h,E1_minus_E0,exclude_Morrow,32844,0.00989864187728785,0.0032098069745493834,3.218157298169984,-2.1190006509769885e-05,0.009888000653412747,0.0032093813282434817,3.211241859542585,-1.677682483288172e-05,-1.0641223875102954e-05,-0.10750185739640816,0.006915438627399073,12722,238,2000,20260910,-3.180352645088735e-05,7.164591342547885e-06,0.8635,0.0
