domain,mode,horizon,comparison,population,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions,counties,replicates,seed,ci_low,ci_high,bootstrap_fraction_delta_lt0,bootstrap_fraction_delta_eq0
OSI,v18_rule,osi_target_t01h,E2_minus_E1,all_counties,34177,0.011291286096635588,0.0034462652766837523,4.357333104430334,-7.152226020782756e-05,0.010748603143167522,0.003317938574683782,3.9485532111032526,-6.713967255880392e-05,-0.0005426829534680658,-4.806210283076318,0.40877989332708164,17287,239,2000,20260910,-0.0011255428832362632,-0.00021163250562738033,1.0,0.0
OSI,v18_rule,osi_target_t01h,E2_minus_E1,exclude_Morrow,34034,0.011011429820024446,0.0033874800834343406,4.126676501112167,-1.3140918759563576e-05,0.010696205477856904,0.0032847496817738804,3.8937894948294587,-4.3281749002133795e-05,-0.00031522434216754193,-2.8627012778513317,0.23288700628270798,17144,238,2000,20260910,-0.00044793049983140557,-0.00018086097040669294,1.0,0.0
OSI,v18_rule,osi_target_t01h,E2_minus_E0,all_counties,34177,0.011304946679319743,0.003449703103433012,4.367882782394664,-7.622197468302384e-05,0.010748603143167522,0.003317938574683782,3.9485532111032526,-6.713967255880392e-05,-0.0005563435361522207,-4.921239807083266,0.4193295712914118,17308,239,2000,20260910,-0.0011249735687407312,-0.00023566251752500916,1.0,0.0
OSI,v18_rule,osi_target_t01h,E2_minus_E0,exclude_Morrow,34034,0.011029203558779201,0.0033913419864137406,4.140009132052379,-1.824750268746802e-05,0.010696205477856904,0.0032847496817738804,3.8937894948294587,-4.3281749002133795e-05,-0.00033299808092229766,-3.0192395955665585,0.24621963722292017,17165,238,2000,20260910,-0.00046678943598900234,-0.00019842040380092687,1.0,0.0
OSI,v18_rule,osi_target_t01h,E1_minus_E0,all_counties,34177,0.011304946679319743,0.003449703103433012,4.367882782394664,-7.622197468302384e-05,0.011291286096635588,0.0034462652766837523,4.357333104430334,-7.152226020782756e-05,-1.3660582684154807e-05,-0.12083721464289932,0.01054967796433015,13559,239,2000,20260910,-4.355710921338683e-05,1.1152970021869961e-05,0.8615,0.0
OSI,v18_rule,osi_target_t01h,E1_minus_E0,exclude_Morrow,34034,0.011029203558779201,0.0033913419864137406,4.140009132052379,-1.824750268746802e-05,0.011011429820024446,0.0033874800834343406,4.126676501112167,-1.3140918759563576e-05,-1.7773738754755727e-05,-0.16115160682302898,0.013332630940212198,13416,238,2000,20260910,-4.8960019843952455e-05,5.960076268692003e-06,0.9285,0.0
P,raw,osi_target_t01h,E2_minus_E1,all_counties,34177,0.01828522452096153,0.005513267396082944,11.427060666720486,0.0001958682963407103,0.01749443740056527,0.005376209425348297,10.46005335389142,0.0003247895200868648,-0.0007907871203962601,-4.3247328983558875,0.9670073128290664,32909,239,2000,20260910,-0.0014676837041202354,2.4870571004213284e-05,0.972,0.0
P,raw,osi_target_t01h,E2_minus_E1,exclude_Morrow,34034,0.017800511956999613,0.005425815490565542,10.783952861345394,0.00027045253169413633,0.01719725923020183,0.005281309152135577,10.065410005696954,0.0002634619543205461,-0.0006032527267977837,-3.388962790817762,0.7185428556484403,32766,238,2000,20260910,-0.0012123717018729314,0.00015282528634309294,0.9535,0.0
P,raw,osi_target_t01h,E2_minus_E0,all_counties,34177,0.018339438170482756,0.005518413559786149,11.49492103556102,0.0001681685180782789,0.01749443740056527,0.005376209425348297,10.46005335389142,0.0003247895200868648,-0.0008450007699174859,-4.607560831811686,1.034867681669601,32947,239,2000,20260910,-0.0015467062084337413,-3.703211497077329e-05,0.9805,0.0
P,raw,osi_target_t01h,E2_minus_E0,exclude_Morrow,34034,0.01786709892639701,0.005432750581215976,10.864783547169896,0.00024047266954186104,0.01719725923020183,0.005281309152135577,10.065410005696954,0.0002634619543205461,-0.0006698396961951798,-3.7490120749572475,0.7993735414729422,32804,238,2000,20260910,-0.001293544362987079,7.652024282551063e-05,0.9625,0.0
